game_id,title,year,n_obs,adj_mean,expected_Q3bFam,resid_Q3bFam,resid_Q4Fam,SE,lower_bound_adj,hiddenness_bucket,families,designers,categories,mechanics,n_version_tgt,n_version_src,n_contained_tgt,n_contained_src,n_reimplements_src,n_reimplementation_src,n_reimpl_tgt,n_expansion_src,n_expansion_tgt,n_integration_tgt,is_reimplementation,is_expansion,is_game_system,is_edition_title,is_volume_sequel,is_container,max_eco,eco_tokens,game_links_as_target,game_links_as_source,eligibility_flag,confidence,reason,evidence,related_id,related_title,family_related,bgg_page_fetch_status,bgg_page_snippet,bgg_description_source,bgg_description_snippet
6927,Hornet Leader: Strike Fighter Operations,1991.0,307,7.574977762072288,6.956054017871908,0.6189237442003792,0.6899102698497996,0.06811320375224417,7.441475882717889,eligible,"[""Country: Iran"", ""Country: Iraq"", ""Country: Korea"", ""Country: Libya"", ""History: Gulf War"", ""Players: Games with Solitaire Rules"", ""Players: Wargames with Solitaire Rules"", ""Region: Central America"", ""Region: Mediterranean Sea"", ""Region: Pacific Ocean"", ""Series: Leader (DVG)""]","[""Dan Verssen""]","[""Aviation / Flight"", ""Modern Warfare"", ""Wargame""]","[""Area Movement"", ""Cooperative Game"", ""Dice Rolling"", ""Paper-and-Pencil"", ""Scenario / Mission / Campaign Game"", ""Simulation""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,Series: Leader (DVG),0,0,borderline,borderline,"base-title duplicate variant 'Hornet Leader: Strike Fighter Operations' shares prefix 'hornet leader' with 2 games in pool (e.g., group max n_obs 903 vs this 307) — stripped base 'hornet leader' indicates variant/derivative of base game (e.g., Tumblin-Dice Medium vs Tumblin' Dice, Kamisado Max vs Kamisado, Ricochet vs Ricochet Robots) — borderline (not hard without link) — not hidden standalone per Pass7 expanded base-title duplicate detection","title 'Hornet Leader: Strike Fighter Operations' year 1991.0 weight 2.62 designers ['Dan Verssen'] n_obs 307 adj 7.57 resid 0.62 Q4 0.69 SE 0.0681 LB 7.44 hidden eligible cats ['Aviation / Flight', 'Modern Warfare', 'Wargame'] mechs ['Area Movement', 'Cooperative Game', 'Dice Rolling'] | families ['Country: Iran', 'Country: Iraq', 'Country: Korea', 'Country: Libya'] (0 Game: 1 Series:) | game_links as_target 0 (version_tgt 0 contained_tgt 0 reimpl_tgt 0 integration_tgt 0) as_source 0 (version_src 0 contained_src 0 reimplements_src 0 reimpl_src 0 expansion_src 0) | is_reimplementation False is_expansion False is_game_system 0 is_edition_title 0 is_volume_sequel 0 is_container 0 (title 0 desc 0 cats Game System False) | eco max 16 (Game max 0 Series max 16 tokens Series: Leader (DVG)) | BGG page fetch attempted webfetch https://boardgamegeek.com/boardgame/{gid} -> HTTP 403 Cloudfl via games_pass2.parquet snippet 'Manage pilots and resources in a series of desperate and dangerous aerial campaigns.' | fetch attempted webfetch https://boardgamegeek.com/boardgame/{gid} -> HTTP 403 Cloudflare (bot protection) — fallback to local description + structured | desc_source games_pass2.parquet snippet 'Manage pilots and resources in a series of desperate and dangerous aerial campaigns.'",,,,attempted webfetch https://boardgamegeek.com/boardgame/{gid} -> HTTP 403 Cloudflare (bot protection) — fallback to local description + structured,Manage pilots and resources in a series of desperate and dangerous aerial campaigns.,games_pass2.parquet,Manage pilots and resources in a series of desperate and dangerous aerial campaigns.
7662,Bar-Lev: The Yom-Kippur War of 1973,1974.0,115,7.679248551361279,6.754042747761092,0.9252058036001864,0.8000422212364073,0.11128882975690979,7.461122445037735,eligible,"[""Digital Implementations: VASSAL"", ""History: Yom Kippur War""]","[""John Hill (I)""]","[""Modern Warfare"", ""Wargame""]","[""Dice Rolling"", ""Hexagon Grid"", ""Simulation""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,eligible,eligible,,"title 'Bar-Lev: The Yom-Kippur War of 1973' year 1974.0 weight 3.05 designers ['John Hill (I)'] n_obs 115 adj 7.68 resid 0.93 Q4 0.80 SE 0.1113 LB 7.46 hidden eligible cats ['Modern Warfare', 'Wargame'] mechs ['Dice Rolling', 'Hexagon Grid', 'Simulation'] | families ['Digital Implementations: VASSAL', 'History: Yom Kippur War'] (0 Game: 0 Series:) | game_links as_target 0 (version_tgt 0 contained_tgt 0 reimpl_tgt 0 integration_tgt 0) as_source 0 (version_src 0 contained_src 0 reimplements_src 0 reimpl_src 0 expansion_src 0) | is_reimplementation False is_expansion False is_game_system 0 is_edition_title 0 is_volume_sequel 0 is_container 0 (title 0 desc 0 cats Game System False) | eco max 0 (Game max 0 Series max 0 tokens ) | BGG page fetch attempted webfetch https://boardgamegeek.com/boardgame/{gid} -> HTTP 403 Cloudfl via games_pass2.parquet snippet '' | fetch attempted webfetch https://boardgamegeek.com/boardgame/{gid} -> HTTP 403 Cloudflare (bot protection) — fallback to local description + structured | desc_source games_pass2.parquet snippet ''",,,,attempted webfetch https://boardgamegeek.com/boardgame/{gid} -> HTTP 403 Cloudflare (bot protection) — fallback to local description + structured,,games_pass2.parquet,
7858,Ardennes '44: The Battle of the Bulge,2003.0,801,8.321685514894092,7.806026143454417,0.5156593714396749,0.45154086326378184,0.04216811987394148,8.239035999941168,eligible,"[""Country: Belgium"", ""Digital Implementations: VASSAL"", ""History: World War II (Battle of the Bulge)"", ""Players: Two-Player Only Games"", ""Series: ZOC Bond System"", ""War Battlespace: Land Warfare"", ""War Level of Command: Operational""]","[""Tony Curtis"", ""Mark Simonitch""]","[""Wargame"", ""World War II""]","[""Dice Rolling"", ""Grid Movement"", ""Hexagon Grid"", ""Simulation""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,Series: ZOC Bond System,0,0,eligible,eligible,,"title 'Ardennes '44: The Battle of the Bulge' year 2003.0 weight 3.68 designers ['Tony Curtis', 'Mark Simonitch'] n_obs 801 adj 8.32 resid 0.52 Q4 0.45 SE 0.0422 LB 8.24 hidden eligible cats ['Wargame', 'World War II'] mechs ['Dice Rolling', 'Grid Movement', 'Hexagon Grid'] | families ['Country: Belgium', 'Digital Implementations: VASSAL', 'History: World War II (Battle of the Bulge)', 'Players: Two-Player Only Games'] (0 Game: 1 Series:) | game_links as_target 0 (version_tgt 0 contained_tgt 0 reimpl_tgt 0 integration_tgt 0) as_source 0 (version_src 0 contained_src 0 reimplements_src 0 reimpl_src 0 expansion_src 0) | is_reimplementation False is_expansion False is_game_system 0 is_edition_title 0 is_volume_sequel 1 is_container 0 (title 0 desc 0 cats Game System False) | eco max 10 (Game max 0 Series max 10 tokens Series: ZOC Bond System) | BGG page fetch attempted webfetch https://boardgamegeek.com/boardgame/{gid} -> HTTP 403 Cloudfl via games_pass2.parquet snippet 'A Regimental-level hex and counter exploration of the Battle of the Bulge.' | fetch attempted webfetch https://boardgamegeek.com/boardgame/{gid} -> HTTP 403 Cloudflare (bot protection) — fallback to local description + structured | desc_source games_pass2.parquet snippet 'A Regimental-level hex and counter exploration of the Battle of the Bulge.'",,,,attempted webfetch https://boardgamegeek.com/boardgame/{gid} -> HTTP 403 Cloudflare (bot protection) — fallback to local description + structured,A Regimental-level hex and counter exploration of the Battle of the Bulge.,games_pass2.parquet,A Regimental-level hex and counter exploration of the Battle of the Bulge.
7935,1844: Schweiz,2003.0,212,8.943775536007132,8.045227384204917,0.8985481518022151,0.8978925718977369,0.0819657779858829,8.783122611154802,eligible,"[""Admin: Better Description Needed!"", ""Country: Switzerland"", ""Digital Implementations: 18xx.games"", ""Series: 18xx""]","[""Peter Minder"", ""Helmut Ohley""]","[""Economic"", ""Trains""]","[""Auction / Bidding"", ""Network and Route Building"", ""Stock Holding"", ""Tile Placement""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,81,Series: 18xx,0,0,borderline,borderline,"established series derivative via families Series: 18xx eco 81 (≥20, like Series: Unlock! 47, Series: Adventures IDW) + title '1844: Schweiz' — part of well-known series, not genuinely hidden to modern hobby audience — borderline (Pass7 series eco threshold 20)","title '1844: Schweiz' year 2003.0 weight 4.10 designers ['Peter Minder', 'Helmut Ohley'] n_obs 212 adj 8.94 resid 0.90 Q4 0.90 SE 0.0820 LB 8.78 hidden eligible cats ['Economic', 'Trains'] mechs ['Auction / Bidding', 'Network and Route Building', 'Stock Holding'] | families ['Admin: Better Description Needed!', 'Country: Switzerland', 'Digital Implementations: 18xx.games', 'Series: 18xx'] (0 Game: 1 Series:) | game_links as_target 0 (version_tgt 0 contained_tgt 0 reimpl_tgt 0 integration_tgt 0) as_source 0 (version_src 0 contained_src 0 reimplements_src 0 reimpl_src 0 expansion_src 0) | is_reimplementation False is_expansion False is_game_system 0 is_edition_title 0 is_volume_sequel 1 is_container 0 (title 0 desc 0 cats Game System False) | eco max 81 (Game max 0 Series max 81 tokens Series: 18xx) | BGG page fetch attempted webfetch https://boardgamegeek.com/boardgame/{gid} -> HTTP 403 Cloudfl via games_pass2.parquet snippet '' | fetch attempted webfetch https://boardgamegeek.com/boardgame/{gid} -> HTTP 403 Cloudflare (bot protection) — fallback to local description + structured | desc_source games_pass2.parquet snippet ''",,,Series: 18xx,attempted webfetch https://boardgamegeek.com/boardgame/{gid} -> HTTP 403 Cloudflare (bot protection) — fallback to local description + structured,,games_pass2.parquet,
9963,Santorini,2004.0,380,7.687820440284095,6.597742660037348,1.0900777802467472,1.0934937415729076,0.0612221669799983,7.567824993003298,eligible,"[""Components: 3-Dimensional (3D)"", ""Components: 5 x 5 Grids"", ""Components: Wooden pieces & boards"", ""Digital Implementations: BoardSpace"", ""Game: Santorini"", ""Islands: Santorini (Greece)"", ""Organizations: The Game Artisans of Canada""]","[""Gord!""]","[""Abstract Strategy"", ""Ancient"", ""Mythology""]","[""Grid Movement"", ""Square Grid"", ""Three Dimensional Movement"", ""Tile Placement"", ""Variable Player Powers""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Game: Santorini,1,0,borderline,borderline,"family-title overlap 'Game: Santorini' eco 3 token 'santor' in title 'Santorini' + not canonical base (max 38946 vs this 380) — indicates ecosystem derivative (e.g., Star Trek: Alliance vs Star Trek Attack Wing, Exceed boxes vs Exceed Fighting System) — borderline (Pass7 expanded family-title overlap, eco threshold not required)","title 'Santorini' year 2004.0 weight 2.35 designers ['Gord!'] n_obs 380 adj 7.69 resid 1.09 Q4 1.09 SE 0.0612 LB 7.57 hidden eligible cats ['Abstract Strategy', 'Ancient', 'Mythology'] mechs ['Grid Movement', 'Square Grid', 'Three Dimensional Movement'] | families ['Components: 3-Dimensional (3D)', 'Components: 5 x 5 Grids', 'Components: Wooden pieces & boards', 'Digital Implementations: BoardSpace'] (1 Game: 0 Series:) | game_links as_target 1 (version_tgt 0 contained_tgt 0 reimpl_tgt 0 integration_tgt 0) as_source 0 (version_src 0 contained_src 0 reimplements_src 0 reimpl_src 0 expansion_src 0) | is_reimplementation False is_expansion False is_game_system 0 is_edition_title 0 is_volume_sequel 0 is_container 0 (title 0 desc 0 cats Game System False) | eco max 3 (Game max 3 Series max 0 tokens Game: Santorini) | BGG page fetch attempted webfetch https://boardgamegeek.com/boardgame/{gid} -> HTTP 403 Cloudfl via games_pass2.parquet snippet 'Out-think your opponent and use your godlike powers in this abstract chess-like game.' | fetch attempted webfetch https://boardgamegeek.com/boardgame/{gid} -> HTTP 403 Cloudflare (bot protection) — fallback to local description + structured | desc_source games_pass2.parquet snippet 'Out-think your opponent and use your godlike powers in this abstract chess-like game.'",,,Game: Santorini,attempted webfetch https://boardgamegeek.com/boardgame/{gid} -> HTTP 403 Cloudflare (bot protection) — fallback to local description + structured,Out-think your opponent and use your godlike powers in this abstract chess-like game.,games_pass2.parquet,Out-think your opponent and use your godlike powers in this abstract chess-like game.
10226,"Thunder at the Crossroads: The Battle of Gettysburg, July 1-3, 1863  (Second Edition)",1993.0,204,8.006943232984549,7.28674867263774,0.7201945603468083,0.5666058859603051,0.0835574950961671,7.843170542596061,eligible,"[""History: Battle of Gettysburg"", ""Players: Wargames with Rules Supporting Only Two Players"", ""Series: Civil War, Brigade (The Gamers)""]","[""Dean Essig"", ""David A. Powell""]","[""American Civil War"", ""Wargame""]","[""Dice Rolling"", ""Hexagon Grid"", ""Simulation"", ""Simultaneous Action Selection""]",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,"Series: Civil War, Brigade (The Gamers)",0,0,borderline,borderline,"edition_title 'Thunder at the Crossroads: The Battle of Gettysburg, July 1-3, 1863  (Second Edition)' contains edition pattern but no version/contained_in link and no Game: family — borderline (Pass7 expanded: Medium/Max/Pocket etc)","title 'Thunder at the Crossroads: The Battle of Gettysburg, July 1-3, 1863  (Second Edition)' year 1993.0 weight 3.42 designers ['Dean Essig', 'David A. Powell'] n_obs 204 adj 8.01 resid 0.72 Q4 0.57 SE 0.0836 LB 7.84 hidden eligible cats ['American Civil War', 'Wargame'] mechs ['Dice Rolling', 'Hexagon Grid', 'Simulation'] | families ['History: Battle of Gettysburg', 'Players: Wargames with Rules Supporting Only Two Players', 'Series: Civil War, Brigade (The Gamers)'] (0 Game: 1 Series:) | game_links as_target 0 (version_tgt 0 contained_tgt 0 reimpl_tgt 0 integration_tgt 0) as_source 0 (version_src 0 contained_src 0 reimplements_src 0 reimpl_src 0 expansion_src 0) | is_reimplementation False is_expansion False is_game_system 0 is_edition_title 1 is_volume_sequel 0 is_container 0 (title 0 desc 0 cats Game System False) | eco max 8 (Game max 0 Series max 8 tokens Series: Civil War, Brigade (The Gamers)) | BGG page fetch attempted webfetch https://boardgamegeek.com/boardgame/{gid} -> HTTP 403 Cloudfl via games_pass2.parquet snippet '' | fetch attempted webfetch https://boardgamegeek.com/boardgame/{gid} -> HTTP 403 Cloudflare (bot protection) — fallback to local description + structured | desc_source games_pass2.parquet snippet ''",,,,attempted webfetch https://boardgamegeek.com/boardgame/{gid} -> HTTP 403 Cloudflare (bot protection) — fallback to local description + structured,,games_pass2.parquet,
10431,Epic Armageddon,2003.0,264,7.739873230407917,7.088691815175968,0.6511814152319486,0.7379931317454309,0.0734511386057802,7.595908998740588,eligible,"[""Series: Specialist Games (Games Workshop)"", ""Setting: Warhammer 40,000 Wargames""]","[""Jervis Johnson""]","[""Fantasy"", ""Fighting"", ""Miniatures"", ""Science Fiction"", ""Wargame""]","[""Dice Rolling"", ""Measurement Movement"", ""Modular Board"", ""Variable Player Powers""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,Series: Specialist Games (Games Workshop),0,0,eligible,eligible,,"title 'Epic Armageddon' year 2003.0 weight 3.10 designers ['Jervis Johnson'] n_obs 264 adj 7.74 resid 0.65 Q4 0.74 SE 0.0735 LB 7.60 hidden eligible cats ['Fantasy', 'Fighting', 'Miniatures'] mechs ['Dice Rolling', 'Measurement Movement', 'Modular Board'] | families ['Series: Specialist Games (Games Workshop)', 'Setting: Warhammer 40,000 Wargames'] (0 Game: 1 Series:) | game_links as_target 0 (version_tgt 0 contained_tgt 0 reimpl_tgt 0 integration_tgt 0) as_source 0 (version_src 0 contained_src 0 reimplements_src 0 reimpl_src 0 expansion_src 0) | is_reimplementation False is_expansion False is_game_system 0 is_edition_title 0 is_volume_sequel 0 is_container 0 (title 0 desc 0 cats Game System False) | eco max 19 (Game max 0 Series max 19 tokens Series: Specialist Games (Games Workshop)) | BGG page fetch attempted webfetch https://boardgamegeek.com/boardgame/{gid} -> HTTP 403 Cloudfl via games_pass2.parquet snippet '' | fetch attempted webfetch https://boardgamegeek.com/boardgame/{gid} -> HTTP 403 Cloudflare (bot protection) — fallback to local description + structured | desc_source games_pass2.parquet snippet ''",,,,attempted webfetch https://boardgamegeek.com/boardgame/{gid} -> HTTP 403 Cloudflare (bot protection) — fallback to local description + structured,,games_pass2.parquet,
14080,The Mighty Endeavor,2005.0,444,7.657963389265802,7.30359363467209,0.3543697545937121,0.26639215550661177,0.05663814366868536,7.546952627675179,eligible,"[""Country: Belgium"", ""Country: France"", ""Country: Netherlands"", ""Series: Standard Combat Series (The Gamers & MMP)"", ""War Battlespace: Land Warfare"", ""War Level of Command: Operational""]","[""Tim Armstrong (I)"", ""Dean Essig"", ""Steve Newhouse""]","[""Wargame"", ""World War II""]","[""Dice Rolling"", ""Hexagon Grid"", ""Simulation""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,Series: Standard Combat Series (The Gamers & MMP),0,0,borderline,borderline,"established series derivative via families Series: Standard Combat Series (The Gamers & MMP) eco 23 (≥20, like Series: Unlock! 47, Series: Adventures IDW) + title 'The Mighty Endeavor' — part of well-known series, not genuinely hidden to modern hobby audience — borderline (Pass7 series eco threshold 20)","title 'The Mighty Endeavor' year 2005.0 weight 2.87 designers ['Tim Armstrong (I)', 'Dean Essig', 'Steve Newhouse'] n_obs 444 adj 7.66 resid 0.35 Q4 0.27 SE 0.0566 LB 7.55 hidden eligible cats ['Wargame', 'World War II'] mechs ['Dice Rolling', 'Hexagon Grid', 'Simulation'] | families ['Country: Belgium', 'Country: France', 'Country: Netherlands', 'Series: Standard Combat Series (The Gamers & MMP)'] (0 Game: 1 Series:) | game_links as_target 0 (version_tgt 0 contained_tgt 0 reimpl_tgt 0 integration_tgt 0) as_source 0 (version_src 0 contained_src 0 reimplements_src 0 reimpl_src 0 expansion_src 0) | is_reimplementation False is_expansion False is_game_system 0 is_edition_title 0 is_volume_sequel 0 is_container 0 (title 0 desc 0 cats Game System False) | eco max 23 (Game max 0 Series max 23 tokens Series: Standard Combat Series (The Gamers & MMP)) | BGG page fetch attempted webfetch https://boardgamegeek.com/boardgame/{gid} -> HTTP 403 Cloudfl via games_pass2.parquet snippet 'Standard Combat Series travels to D-Day and the liberation of Western Europe!' | fetch attempted webfetch https://boardgamegeek.com/boardgame/{gid} -> HTTP 403 Cloudflare (bot protection) — fallback to local description + structured | desc_source games_pass2.parquet snippet 'Standard Combat Series travels to D-Day and the liberation of Western Europe!'",,,Series: Standard Combat Series (The Gamers & MMP),attempted webfetch https://boardgamegeek.com/boardgame/{gid} -> HTTP 403 Cloudflare (bot protection) — fallback to local description + structured,Standard Combat Series travels to D-Day and the liberation of Western Europe!,games_pass2.parquet,Standard Combat Series travels to D-Day and the liberation of Western Europe!
14083,Fire in the Sky: The Great Pacific War 1941-1945,1999.0,571,7.846739921885286,7.475267207343494,0.37147271454179176,0.29514952536658434,0.04994389877689862,7.748849880282565,eligible,"[""Country: Australia"", ""Country: China"", ""Country: Japan"", ""Country: United Kingdom"", ""Country: USA"", ""Decades: The 1940's"", ""History: World War II (Pacific)"", ""Players: Two-Player Only Games"", ""Players: Wargames with Rules Supporting Only Two Players"", ""Region: Pacific Ocean"", ""Series: International Games (MMP)""]","[""Tetsuya Nakamura""]","[""Aviation / Flight"", ""Nautical"", ""Wargame"", ""World War II""]","[""Dice Rolling"", ""Hexagon Grid"", ""Simulation""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,Series: International Games (MMP),0,0,eligible,eligible,,"title 'Fire in the Sky: The Great Pacific War 1941-1945' year 1999.0 weight 3.17 designers ['Tetsuya Nakamura'] n_obs 571 adj 7.85 resid 0.37 Q4 0.30 SE 0.0499 LB 7.75 hidden eligible cats ['Aviation / Flight', 'Nautical', 'Wargame'] mechs ['Dice Rolling', 'Hexagon Grid', 'Simulation'] | families ['Country: Australia', 'Country: China', 'Country: Japan', 'Country: United Kingdom'] (0 Game: 1 Series:) | game_links as_target 0 (version_tgt 0 contained_tgt 0 reimpl_tgt 0 integration_tgt 0) as_source 0 (version_src 0 contained_src 0 reimplements_src 0 reimpl_src 0 expansion_src 0) | is_reimplementation False is_expansion False is_game_system 0 is_edition_title 0 is_volume_sequel 0 is_container 0 (title 0 desc 0 cats Game System False) | eco max 16 (Game max 0 Series max 16 tokens Series: International Games (MMP)) | BGG page fetch attempted webfetch https://boardgamegeek.com/boardgame/{gid} -> HTTP 403 Cloudfl via games_pass2.parquet snippet 'The whole World War 2 Pacific Theater of Operations in 5 hours or less !!!' | fetch attempted webfetch https://boardgamegeek.com/boardgame/{gid} -> HTTP 403 Cloudflare (bot protection) — fallback to local description + structured | desc_source games_pass2.parquet snippet 'The whole World War 2 Pacific Theater of Operations in 5 hours or less !!!'",,,,attempted webfetch https://boardgamegeek.com/boardgame/{gid} -> HTTP 403 Cloudflare (bot protection) — fallback to local description + structured,The whole World War 2 Pacific Theater of Operations in 5 hours or less !!!,games_pass2.parquet,The whole World War 2 Pacific Theater of Operations in 5 hours or less !!!
17863,The Western Front: 1914 to 1918,2004.0,133,8.018629143082904,7.3026492860371945,0.7159798570457099,0.5989750567238517,0.10348434981369051,7.815799817448071,eligible,"[""Players: Two-Player Only Games"", ""Series: Der Weltkrieg""]","[""David Schroeder""]","[""Wargame"", ""World War I""]","[""Dice Rolling"", ""Hexagon Grid"", ""Simulation""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Series: Der Weltkrieg,0,0,eligible,eligible,,"title 'The Western Front: 1914 to 1918' year 2004.0 weight 3.37 designers ['David Schroeder'] n_obs 133 adj 8.02 resid 0.72 Q4 0.60 SE 0.1035 LB 7.82 hidden eligible cats ['Wargame', 'World War I'] mechs ['Dice Rolling', 'Hexagon Grid', 'Simulation'] | families ['Players: Two-Player Only Games', 'Series: Der Weltkrieg'] (0 Game: 1 Series:) | game_links as_target 0 (version_tgt 0 contained_tgt 0 reimpl_tgt 0 integration_tgt 0) as_source 0 (version_src 0 contained_src 0 reimplements_src 0 reimpl_src 0 expansion_src 0) | is_reimplementation False is_expansion False is_game_system 0 is_edition_title 0 is_volume_sequel 0 is_container 0 (title 0 desc 0 cats Game System False) | eco max 1 (Game max 0 Series max 1 tokens Series: Der Weltkrieg) | BGG page fetch attempted webfetch https://boardgamegeek.com/boardgame/{gid} -> HTTP 403 Cloudfl via games_pass2.parquet snippet '' | fetch attempted webfetch https://boardgamegeek.com/boardgame/{gid} -> HTTP 403 Cloudflare (bot protection) — fallback to local description + structured | desc_source games_pass2.parquet snippet ''",,,,attempted webfetch https://boardgamegeek.com/boardgame/{gid} -> HTTP 403 Cloudflare (bot protection) — fallback to local description + structured,,games_pass2.parquet,
25900,Kingdom of Heaven: The Crusader States 1097-1291,2012.0,335,8.025060034856406,7.564709694637365,0.46035034021904053,0.4436802624399583,0.06520457857049432,7.897259060858237,eligible,"[""Cities: Jerusalem"", ""History: Crusades"", ""Components: Map (Continental / National scale)"", ""Historical Figures: Richard I"", ""Players: Two-Player Only Games"", ""Players: Wargames with Rules Supporting Only Two Players"", ""Region: Middle East""]","[""Scott de Brestian""]","[""Medieval"", ""Religious"", ""Wargame""]","[""Area Majority / Influence"", ""Campaign / Battle Card Driven"", ""Dice Rolling"", ""Events"", ""Negotiation"", ""Point to Point Movement"", ""Simulation"", ""Variable Phase Order"", ""Variable Player Powers""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,eligible,eligible,,"title 'Kingdom of Heaven: The Crusader States 1097-1291' year 2012.0 weight 3.31 designers ['Scott de Brestian'] n_obs 335 adj 8.03 resid 0.46 Q4 0.44 SE 0.0652 LB 7.90 hidden eligible cats ['Medieval', 'Religious', 'Wargame'] mechs ['Area Majority / Influence', 'Campaign / Battle Card Driven', 'Dice Rolling'] | families ['Cities: Jerusalem', 'History: Crusades', 'Components: Map (Continental / National scale)', 'Historical Figures: Richard I'] (0 Game: 0 Series:) | game_links as_target 0 (version_tgt 0 contained_tgt 0 reimpl_tgt 0 integration_tgt 0) as_source 0 (version_src 0 contained_src 0 reimplements_src 0 reimpl_src 0 expansion_src 0) | is_reimplementation False is_expansion False is_game_system 0 is_edition_title 0 is_volume_sequel 0 is_container 0 (title 0 desc 0 cats Game System False) | eco max 0 (Game max 0 Series max 0 tokens ) | BGG page fetch attempted webfetch https://boardgamegeek.com/boardgame/{gid} -> HTTP 403 Cloudfl via games_pass2.parquet snippet 'Experience the battles and sieges of the Crusades across 9 card-driven scenarios.' | fetch attempted webfetch https://boardgamegeek.com/boardgame/{gid} -> HTTP 403 Cloudflare (bot protection) — fallback to local description + structured | desc_source games_pass2.parquet snippet 'Experience the battles and sieges of the Crusades across 9 card-driven scenarios.'",,,,attempted webfetch https://boardgamegeek.com/boardgame/{gid} -> HTTP 403 Cloudflare (bot protection) — fallback to local description + structured,Experience the battles and sieges of the Crusades across 9 card-driven scenarios.,games_pass2.parquet,Experience the battles and sieges of the Crusades across 9 card-driven scenarios.
32424,1848: Australia,2007.0,577,8.654277629694453,8.176348879324,0.4779287503704541,0.4737967649734891,0.049683546532099006,8.55689787849154,eligible,"[""Country: Australia"", ""Digital Implementations: 18xx.games"", ""Region: Oceania"", ""Series: 18xx""]","[""Helmut Ohley"", ""Leonhard \""Lonny\"" Orgler""]","[""Economic"", ""Trains"", ""Transportation""]","[""Auction / Bidding"", ""Auction: Dutch Priority"", ""Loans"", ""Market"", ""Network and Route Building"", ""Ownership"", ""Stock Holding"", ""Tile Placement"", ""Victory Points as a Resource""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,81,Series: 18xx,0,0,borderline,borderline,"established series derivative via families Series: 18xx eco 81 (≥20, like Series: Unlock! 47, Series: Adventures IDW) + title '1848: Australia' — part of well-known series, not genuinely hidden to modern hobby audience — borderline (Pass7 series eco threshold 20)","title '1848: Australia' year 2007.0 weight 3.82 designers ['Helmut Ohley', 'Leonhard ""Lonny"" Orgler'] n_obs 577 adj 8.65 resid 0.48 Q4 0.47 SE 0.0497 LB 8.56 hidden eligible cats ['Economic', 'Trains', 'Transportation'] mechs ['Auction / Bidding', 'Auction: Dutch Priority', 'Loans'] | families ['Country: Australia', 'Digital Implementations: 18xx.games', 'Region: Oceania', 'Series: 18xx'] (0 Game: 1 Series:) | game_links as_target 0 (version_tgt 0 contained_tgt 0 reimpl_tgt 0 integration_tgt 0) as_source 0 (version_src 0 contained_src 0 reimplements_src 0 reimpl_src 0 expansion_src 0) | is_reimplementation False is_expansion False is_game_system 0 is_edition_title 0 is_volume_sequel 1 is_container 0 (title 0 desc 0 cats Game System False) | eco max 81 (Game max 0 Series max 81 tokens Series: 18xx) | BGG page fetch attempted webfetch https://boardgamegeek.com/boardgame/{gid} -> HTTP 403 Cloudfl via games_pass2.parquet snippet 'One continent, six states, 3 gauges and a British bank. What could go wrong?' | fetch attempted webfetch https://boardgamegeek.com/boardgame/{gid} -> HTTP 403 Cloudflare (bot protection) — fallback to local description + structured | desc_source games_pass2.parquet snippet 'One continent, six states, 3 gauges and a British bank. What could go wrong?'",,,Series: 18xx,attempted webfetch https://boardgamegeek.com/boardgame/{gid} -> HTTP 403 Cloudflare (bot protection) — fallback to local description + structured,"One continent, six states, 3 gauges and a British bank. What could go wrong?",games_pass2.parquet,"One continent, six states, 3 gauges and a British bank. What could go wrong?"
