band,n_games,rmse_adj,rmse_shrunk,mae_adj,mae_shrunk,mean_n
100-199,3412,0.1552591509435477,0.15460490642203467,0.12207194547067639,0.12157691875852973,141.05304806565064
1000+,2160,0.03655509470064017,0.03656696714088138,0.027351389900912928,0.02736647792268451,4264.693518518518
200-499,3075,0.100061754207172,0.10002357812891025,0.07830198199205524,0.07826328029780001,315.4725203252033
50-99,4404,0.22227666095852544,0.22073925814197767,0.17516254860536834,0.17411794836652375,71.56880108991825
500-999,1535,0.06382867362573191,0.06364775994118203,0.049394508844551745,0.049278650782871934,709.8521172638436
n_even<50,112,0.2738234745891977,0.26552144874343114,0.21728060539766153,0.20890575736878716,48.223214285714285
