a,b,pearson,spearman,jaccard_top1,jaccard_top5,jaccard_top10
Q1_core_ns|wls_n|adj,Q2|wls_n|adj,0.9664609537166315,0.9527138121096071,0.46,0.6008724100327154,0.6655328798185941
Q1_core_ns|wls_n|adj,Q3_categories_ns|gls_eff|adj,0.9400802558972597,0.922987163665962,0.48223350253807107,0.491869918699187,0.5711229946524065
Q1_core_ns|wls_n|adj,Q3_categories_ns|ols|adj,0.9399489701123558,0.9228188838750491,0.48223350253807107,0.4903553299492386,0.5711229946524065
Q1_core_ns|wls_n|adj,Q3_categories_ns|wls_n|adj,0.9666147053799151,0.9562850698392207,0.5783783783783784,0.6293007769145395,0.6702671972711768
Q1_core_ns|wls_n|adj,Q3b_6band|ols|adj,0.9355663680807397,0.9161645695304789,0.46733668341708545,0.4768611670020121,0.5561440677966102
Q1_core_ns|wls_n|adj,Q3b_6band|wls_n|adj,0.9612693928818754,0.948196889357067,0.5698924731182796,0.6096491228070176,0.6533483398987057
Q1_core_ns|wls_n|adj,Q3b_flex_volume_ns|gls_eff|adj,0.9369047169037231,0.9183463088345869,0.46733668341708545,0.4798387096774194,0.5577942735949099
Q1_core_ns|wls_n|adj,Q3b_flex_volume_ns|ols|adj,0.9367750335009499,0.9181837258213074,0.46733668341708545,0.4798387096774194,0.5569687334393216
Q1_core_ns|wls_n|adj,Q3b_flex_volume_ns|wls_n|adj,0.9625977854325088,0.9507961258901738,0.5614973262032086,0.6114160263446762,0.6552112676056338
Q1_core_ns|wls_n|adj,Q3b|gls_eff|adj,0.9369047169037231,0.9183463088345869,0.46733668341708545,0.4798387096774194,0.5577942735949099
Q1_core_ns|wls_n|adj,Q3b|ols|adj,0.9367750335009499,0.9181837258213074,0.46733668341708545,0.4798387096774194,0.5569687334393216
