game_id,title,primary_type,exposure_band,share_band,n_band,mean_adj_band,mean_p_band,adj_diff_vs_global
39232,Nemo's War,Wargame,5-19,0.190031152647975,60,,,
39232,Nemo's War,Wargame,ge20,0.7320872274143302,235,,,
39242,Black Friday,Economic,0-4,0.0133958472873409,19,,,
39242,Black Friday,Economic,5-19,0.0910917615539182,135,,,
39242,Black Friday,Economic,ge20,0.8955123911587408,1337,,,
39245,Neu,Other,ALL,1.0,106,6.57917223178763,0.6422005841324256,0.0
39328,Baltic Gap: Summer 1944,Wargame,0-4,0.0076335877862595,1,,,
39328,Baltic Gap: Summer 1944,Wargame,5-19,0.0916030534351145,24,,,
39328,Baltic Gap: Summer 1944,Wargame,ge20,0.900763358778626,236,,,
39332,Tasso,Other,ALL,1.0,521,6.519832999308088,0.681024419954409,0.0
39336,Mégawatts,Economic,0-4,0.0362811791383219,15,,,
39336,Mégawatts,Economic,5-19,0.2244897959183673,98,,,
39336,Mégawatts,Economic,ge20,0.7392290249433107,326,,,
39339,Android,Other,ALL,1.0,3861,7.081883871828011,0.7854533175755772,0.0
39342,Bet Your Brain,Other,ALL,1.0,120,4.924549519993973,0.6219115237727357,0.0
39345,Karelia '44: The Last Campaign of the Continuation War,Wargame,0-4,0.0,0,,,
39345,Karelia '44: The Last Campaign of the Continuation War,Wargame,5-19,0.087248322147651,13,,,
39345,Karelia '44: The Last Campaign of the Continuation War,Wargame,ge20,0.912751677852349,136,,,
39351,Automobile,Economic,0-4,0.0074086836664369,42,,,
39351,Automobile,Economic,5-19,0.0847691247415575,491,,,
39351,Automobile,Economic,ge20,0.9078221915920056,5269,,,
37111,Battlestar Galactica: The Board Game,Coop,0-4,0.2167721070101279,7640,,,
37111,Battlestar Galactica: The Board Game,Coop,5-19,0.4132315810377599,14566,,,
37111,Battlestar Galactica: The Board Game,Coop,ge20,0.3699963119521121,13041,,,
37120,Pack & Stack,Other,ALL,1.0,3150,6.7848797710241975,0.6313365097462607,0.0
37165,"Warhammer 40,000 (Fifth Edition)",Other,ALL,1.0,1038,6.905353012577804,0.6925715497165723,0.0
37184,Dungeons & Dragons Miniatures Game (Second Edition),Other,ALL,1.0,215,6.8704313300601125,0.6442945990329875,0.0
37196,Sorry! Sliders,Other,ALL,1.0,3877,6.586429503153174,0.5763456829056425,0.0
37198,Risk (Revised Edition),Wargame,0-4,0.469978665041146,1542,,,
37198,Risk (Revised Edition),Wargame,5-19,0.363913441024078,1194,,,
37198,Risk (Revised Edition),Wargame,ge20,0.1661078939347759,544,,,
37208,Court of the Medici,Other,ALL,1.0,896,6.998145860245306,0.7046000607745834,0.0
37231,Comuni,Other,ALL,1.0,1065,7.16083376366635,0.84196048484425,0.0
37257,The Uncharted Seas: Rules for Fantasy Naval Combat,Wargame,0-4,0.0569620253164556,8,,,
37257,The Uncharted Seas: Rules for Fantasy Naval Combat,Wargame,5-19,0.2784810126582278,43,,,
37257,The Uncharted Seas: Rules for Fantasy Naval Combat,Wargame,ge20,0.6645569620253164,105,,,
37296,Yahtzee Free for All,Other,ALL,1.0,692,6.451026829050293,0.6151955412348062,0.0
37305,Halo Interactive Strategy Game,Wargame,0-4,0.2179487179487179,50,,,
37305,Halo Interactive Strategy Game,Wargame,5-19,0.3632478632478632,84,,,
37305,Halo Interactive Strategy Game,Wargame,ge20,0.4188034188034188,98,,,
37345,Circus Maximus,Economic,0-4,0.0094786729857819,1,,,
37345,Circus Maximus,Economic,5-19,0.0758293838862559,15,,,
37345,Circus Maximus,Economic,ge20,0.914691943127962,192,,,
37349,Cthulhu Rising,Other,ALL,1.0,269,5.782468757154141,0.6161792785831401,0.0
37358,Founding Fathers,Other,ALL,1.0,1952,7.463931322972017,0.7778526246619774,0.0
37362,Robot Master,Other,ALL,1.0,267,6.74068166006681,0.7142090929503813,0.0
37371,Piece o' Cake,Party,0-4,0.0719572368421052,174,,,
37371,Piece o' Cake,Party,5-19,0.2652138157894737,645,,,
37371,Piece o' Cake,Party,ge20,0.662828947368421,1612,,,
37376,Gem Dealer,Other,ALL,1.0,398,5.997855921913315,0.6993679439887341,0.0
39856,Dixit,Party,0-4,0.2651965335809347,17137,,,
39856,Dixit,Party,5-19,0.4783348808418446,30910,,,
39856,Dixit,Party,ge20,0.2564685855772207,16573,,,
39862,Flapjacks & Sasquatches,Other,ALL,1.0,361,6.114879446306384,0.5445549419621772,0.0
39872,Guess Who? Extra,Other,ALL,1.0,315,5.748911062603494,0.5400986882245288,0.0
39914,Zombiegeddon,Other,ALL,1.0,243,6.076787303085447,0.7041054577764647,0.0
39927,Last Train to Wensleydale,Economic,0-4,0.0019665683382497,1,,,
39927,Last Train to Wensleydale,Economic,5-19,0.0324483775811209,32,,,
39927,Last Train to Wensleydale,Economic,ge20,0.9655850540806292,981,,,
39932,"Chariots of Fire: Warfare in the Bronze Age, 2300-1200 B.C.",Wargame,0-4,0.0040650406504065,0,,,
39932,"Chariots of Fire: Warfare in the Bronze Age, 2300-1200 B.C.",Wargame,5-19,0.1097560975609756,26,,,
39932,"Chariots of Fire: Warfare in the Bronze Age, 2300-1200 B.C.",Wargame,ge20,0.8861788617886179,218,,,
39938,Carson City,Economic,0-4,0.0184476632959825,134,,,
39938,Carson City,Economic,5-19,0.1284503962831374,939,,,
39938,Carson City,Economic,ge20,0.8531019404208801,6243,,,
39939,"The Battle of Fontenoy: 11 May, 1745",Wargame,0-4,0.0,0,,,
39939,"The Battle of Fontenoy: 11 May, 1745",Wargame,5-19,0.1157024793388429,13,,,
39939,"The Battle of Fontenoy: 11 May, 1745",Wargame,ge20,0.8842975206611571,107,,,
39941,Legion of Honor,Wargame,0-4,0.0119047619047619,2,,,
39941,Legion of Honor,Wargame,5-19,0.0912698412698412,22,,,
39941,Legion of Honor,Wargame,ge20,0.8968253968253969,226,,,
39953,A Game of Thrones: The Card Game,Other,ALL,1.0,6104,7.0451011533534205,0.6922327226929076,0.0
38038,UNO Flash,Other,ALL,1.0,142,6.0817477252687615,0.5078284817786914,0.0
38054,Snow Tails,Other,ALL,1.0,6486,7.362661000673106,0.7071234712015411,0.0
38062,Privacy 2,Party,0-4,0.1081081081081081,24,,,
38062,Privacy 2,Party,5-19,0.3963963963963964,88,,,
38062,Privacy 2,Party,ge20,0.4954954954954955,110,,,
38154,Electronic Pictionary Man,Party,0-4,0.1024096385542168,33,,,
38154,Electronic Pictionary Man,Party,5-19,0.3734939759036144,123,,,
38154,Electronic Pictionary Man,Party,ge20,0.5240963855421686,174,,,
38159,Ultimate Werewolf: Ultimate Edition,Party,0-4,0.1109460128776622,448,,,
38159,Ultimate Werewolf: Ultimate Edition,Party,5-19,0.4026745913818722,1626,,,
38159,Ultimate Werewolf: Ultimate Edition,Party,ge20,0.4863793957404655,1963,,,
38187,Phase 10 Twist,Other,ALL,1.0,225,5.96850675256438,0.488955750702343,0.0
38194,Cheaty Mages!,Other,ALL,1.0,2089,6.585220192203586,0.622550410943265,0.0
38195,Herr der Ziegen,Other,ALL,1.0,208,6.5977121753034425,0.7924474893047277,0.0
38227,Wolsung: The Boardgame,Other,ALL,1.0,219,5.701593700456988,0.6529094633187404,0.0
38275,Robotory,Other,ALL,1.0,467,6.54580918380186,0.6928477662304896,0.0
38287,Beep! Beep!,Other,ALL,1.0,290,6.057382062701455,0.6862171667775057,0.0
38309,God's Playground,Other,ALL,1.0,731,7.985274932917941,0.8485079123496079,0.0
38318,Start Player,Party,0-4,0.0641711229946524,59,,,
38318,Start Player,Party,5-19,0.2759358288770053,257,,,
38318,Start Player,Party,ge20,0.6598930481283423,617,,,
38334,Logan Stones,Other,ALL,1.0,185,6.068397256400755,0.6896147581467474,0.0
38340,Scene It? Seinfeld,Party,0-4,0.1428571428571428,26,,,
38340,Scene It? Seinfeld,Party,5-19,0.3439153439153439,65,,,
38340,Scene It? Seinfeld,Party,ge20,0.5132275132275133,97,,,
38343,Ad Astra,Other,ALL,1.0,2915,7.283518422578255,0.7332689375891723,0.0
38355,Scene It? Star Trek,Party,0-4,0.221311475409836,53,,,
38355,Scene It? Star Trek,Party,5-19,0.4139344262295082,101,,,
38355,Scene It? Star Trek,Party,ge20,0.3647540983606557,88,,,
38359,The 3 Commandments,Party,0-4,0.0819112627986348,47,,,
38359,The 3 Commandments,Party,5-19,0.2627986348122867,154,,,
38359,The 3 Commandments,Party,ge20,0.6552901023890785,384,,,
38364,Days of Steam,Other,ALL,1.0,714,6.29113975674565,0.7256480034967351,0.0
38386,A Castle for All Seasons,Other,ALL,1.0,3081,7.110791589513685,0.7788457110097065,0.0
38387,Los Banditos,Other,ALL,1.0,420,6.688687264821788,0.7289712882747861,0.0
38390,Exalted: Legacy of the Unconquered Sun,Other,ALL,1.0,125,5.993040711504091,0.6583030727034428,0.0
38391,Kakerlakensuppe,Other,ALL,1.0,934,6.423384197885564,0.5785991633042042,0.0
38400,War for Edaðh,Wargame,0-4,0.1212121212121212,20,,,
38400,War for Edaðh,Wargame,5-19,0.2909090909090909,48,,,
38400,War for Edaðh,Wargame,ge20,0.5878787878787879,97,,,
38429,Cornerstone,Other,ALL,1.0,231,7.581854742456799,0.6960791326882382,0.0
38430,Timber Tom,Other,ALL,1.0,386,6.8548976078615445,0.7243315816909064,0.0
38453,Space Alert,Coop,0-4,0.1231326957934871,1970,,,
38453,Space Alert,Coop,5-19,0.38171135695981,6107,,,
38453,Space Alert,Coop,ge20,0.4951559472467029,7922,,,
38471,Corps Command: Dawn's Early Light,Wargame,0-4,0.0149253731343283,1,,,
38471,Corps Command: Dawn's Early Light,Wargame,5-19,0.1641791044776119,21,,,
38471,Corps Command: Dawn's Early Light,Wargame,ge20,0.8208955223880597,110,,,
38499,22 Pommes,Other,ALL,1.0,182,6.255177432424416,0.6521660839083566,0.0
38504,Hurry'Cup!,Other,ALL,1.0,342,5.798484035748635,0.6974429783299546,0.0
38506,Witch of Salem,Coop,0-4,0.0991177996886351,190,,,
38506,Witch of Salem,Coop,5-19,0.2895692786715101,558,,,
38506,Witch of Salem,Coop,ge20,0.6113129216398547,1178,,,
38531,Powerboats,Other,ALL,1.0,1936,7.179314694820353,0.7259378949634067,0.0
38545,Kamisado,Other,ALL,1.0,2602,7.282627896051367,0.7292053296679892,0.0
38548,Fast Flowing Forest Fellers,Other,ALL,1.0,1646,6.862714222409239,0.6957437371195825,0.0
38553,Duck Dealer,Other,ALL,1.0,590,6.986737312814189,0.8719074951943468,0.0
38577,Monopoly: Clone Wars,Economic,0-4,0.2752293577981651,29,,,
38577,Monopoly: Clone Wars,Economic,5-19,0.3761467889908257,41,,,
38577,Monopoly: Clone Wars,Economic,ge20,0.3486238532110092,38,,,
38657,Cities,Other,ALL,1.0,1222,6.886833996699825,0.7315368477643843,0.0
38694,Godzilla: Kaiju World Wars,Other,ALL,1.0,187,5.2612048578371455,0.6201585772370446,0.0
38703,EVE: Conquests,Other,ALL,1.0,278,6.526777775921766,0.7422471254753027,0.0
38707,Bushido: Der Weg des Kriegers,Other,ALL,1.0,273,6.599430398049297,0.8308920922080719,0.0
38718,Normandy '44,Wargame,0-4,0.0046253469010175,4,,,
38718,Normandy '44,Wargame,5-19,0.1655874190564292,178,,,
38718,Normandy '44,Wargame,ge20,0.8297872340425532,897,,,
38735,The Swarm,Other,ALL,1.0,636,6.746627614301336,0.7873695007190041,0.0
38749,Catan Geographies: Germany,Other,ALL,1.0,703,7.088008474718516,0.7156202237661542,0.0
38764,Shuuro,Other,ALL,1.0,105,7.302333270607302,0.7517717304469652,0.0
38765,Ground Floor,Economic,0-4,0.0131128848346636,22,,,
38765,Ground Floor,Economic,5-19,0.0860889395667046,150,,,
38765,Ground Floor,Economic,ge20,0.9007981755986316,1579,,,
38778,Heads of State,Other,ALL,1.0,604,6.462507627328446,0.7998442643796638,0.0
38786,"Red Winter: The Soviet Attack at Tolvajärvi, Finland – 8-12 December 1939",Wargame,0-4,0.008080808080808,3,,,
38786,"Red Winter: The Soviet Attack at Tolvajärvi, Finland – 8-12 December 1939",Wargame,5-19,0.1272727272727272,62,,,
38786,"Red Winter: The Soviet Attack at Tolvajärvi, Finland – 8-12 December 1939",Wargame,ge20,0.8646464646464647,428,,,
38797,Uruk: Wiege der Zivilisation,Other,ALL,1.0,646,7.198351275523265,0.836304579607812,0.0
38805,Rebel Raiders on the High Seas,Wargame,0-4,0.0,0,,,
38805,Rebel Raiders on the High Seas,Wargame,5-19,0.0441176470588235,8,,,
38805,Rebel Raiders on the High Seas,Wargame,ge20,0.9558823529411764,195,,,
38821,Settlers of Catan: Gallery Edition,Other,ALL,1.0,686,6.554471145003488,0.4509934978284218,0.0
38823,Conflict of Heroes: Storms of Steel! – Kursk 1943,Wargame,0-4,0.0396108408617095,56,,,
38823,Conflict of Heroes: Storms of Steel! – Kursk 1943,Wargame,5-19,0.2557331480194579,367,,,
38823,Conflict of Heroes: Storms of Steel! – Kursk 1943,Wargame,ge20,0.7046560111188325,1013,,,
38837,The Pocket at Falaise,Wargame,0-4,0.0095238095238095,0,,,
38837,The Pocket at Falaise,Wargame,5-19,0.0476190476190476,4,,,
38837,The Pocket at Falaise,Wargame,ge20,0.9428571428571428,99,,,
40692,Small World,Other,ALL,1.0,69992,7.389901401332122,0.5406168161081369,0.0
40759,Cartagena: Die Meuterei,Other,ALL,1.0,238,6.757052472450526,0.7792094816013467,0.0
40760,Alea Iacta Est,Other,ALL,1.0,2794,7.07063350941034,0.7431895902077478,0.0
40761,Montego Bay,Other,ALL,1.0,701,6.472319471536823,0.6883251886576401,0.0
40765,Clash of Cultures,Economic,0-4,0.0393248651470332,225,,,
40765,Clash of Cultures,Economic,5-19,0.1740038280842178,999,,,
40765,Clash of Cultures,Economic,ge20,0.7866713067687489,4521,,,
40769,Valdora,Other,ALL,1.0,1999,7.175450722024821,0.7676643934800688,0.0
39383,Frontline: D-Day,Wargame,0-4,0.0317919075144508,10,,,
39383,Frontline: D-Day,Wargame,5-19,0.1242774566473988,42,,,
39383,Frontline: D-Day,Wargame,ge20,0.8439306358381503,292,,,
39406,Talat,Other,ALL,1.0,247,6.724491104564726,0.7229602554983918,0.0
39415,Trivial Pursuit: Digital Choice,Party,0-4,0.1629629629629629,21,,,
39415,Trivial Pursuit: Digital Choice,Party,5-19,0.3185185185185185,42,,,
39415,Trivial Pursuit: Digital Choice,Party,ge20,0.5185185185185185,70,,,
39463,Cosmic Encounter,Other,ALL,1.0,32624,7.792593049362169,0.6086055732381707,0.0
39534,Paper Safari,Other,ALL,1.0,548,7.079828623543841,0.5101638553537993,0.0
39564,ego,Party,0-4,0.2087227414330218,134,,,
39564,ego,Party,5-19,0.4937694704049844,317,,,
39564,ego,Party,ge20,0.2975077881619937,190,,,
39565,World War 5,Wargame,0-4,0.2777777777777778,45,,,
39565,World War 5,Wargame,5-19,0.2901234567901234,46,,,
39565,World War 5,Wargame,ge20,0.4320987654320987,69,,,
39683,At the Gates of Loyang,Economic,0-4,0.0209071580439404,235,,,
39683,At the Gates of Loyang,Economic,5-19,0.1630049610205528,1840,,,
39683,At the Gates of Loyang,Economic,ge20,0.8160878809355068,9212,,,
39684,Merkator,Economic,0-4,0.0051244509516837,13,,,
39684,Merkator,Economic,5-19,0.0629575402635432,172,,,
39684,Merkator,Economic,ge20,0.931918008784773,2546,,,
39699,Einfach Genial: Das Kartenspiel,Other,ALL,1.0,318,6.111375742827238,0.6681163714906571,0.0
39704,Emu Ranchers,Other,ALL,1.0,105,6.804130755773578,0.6640906246270089,0.0
39710,Tien Zi Que,Other,ALL,1.0,210,6.505885063521781,0.7371110837174006,0.0
39798,Deadlands: The Battle for Slaughter Gulch,Other,ALL,1.0,306,5.9171746023401415,0.7001117045700598,0.0
39802,Mountain of Inferno,Other,ALL,1.0,183,5.991731745065162,0.7133585537524503,0.0
39813,Qwirkle Cubes,Other,ALL,1.0,1427,6.820306448245977,0.6322090076556026,0.0
39832,Sumeria,Other,ALL,1.0,771,7.011979621067728,0.783145784980534,0.0
41032,Galaxy's Edge,Other,ALL,1.0,177,6.49366603574381,0.7748596643513066,0.0
41033,"Case Yellow, 1940: The German Blitzkrieg in the West",Wargame,0-4,0.0,0,,,
41033,"Case Yellow, 1940: The German Blitzkrieg in the West",Wargame,5-19,0.0823529411764705,13,,,
41033,"Case Yellow, 1940: The German Blitzkrieg in the West",Wargame,ge20,0.9176470588235294,156,,,
41052,Loco Motive,Party,0-4,0.0463499420625724,39,,,
41052,Loco Motive,Party,5-19,0.272305909617613,235,,,
41052,Loco Motive,Party,ge20,0.6813441483198146,588,,,
41054,You Robot,Party,0-4,0.0472440944881889,11,,,
41054,You Robot,Party,5-19,0.1929133858267716,48,,,
41054,You Robot,Party,ge20,0.7598425196850394,193,,,
41066,Virgin Queen,Wargame,0-4,0.03000577034045,51,,,
41066,Virgin Queen,Wargame,5-19,0.2048470859780727,355,,,
41066,Virgin Queen,Wargame,ge20,0.7651471436814772,1326,,,
41090,Magnate,Economic,0-4,0.0523809523809523,10,,,
41090,Magnate,Economic,5-19,0.2238095238095238,46,,,
41090,Magnate,Economic,ge20,0.7238095238095238,152,,,
41095,Clue: Secrets & Spies,Other,ALL,1.0,257,5.476001521966516,0.5533588193485355,0.0
41100,King Philip's War,Wargame,0-4,0.0048309178743961,0,,,
41100,King Philip's War,Wargame,5-19,0.0917874396135265,18,,,
41100,King Philip's War,Wargame,ge20,0.9033816425120772,186,,,
41114,The Resistance,Party,0-4,0.2159423162693889,8714,,,
41114,The Resistance,Party,5-19,0.4766341245849645,19235,,,
41114,The Resistance,Party,ge20,0.3074235591456464,12406,,,
39994,Cranium Party Playoff,Party,0-4,0.0614754098360655,14,,,
39994,Cranium Party Playoff,Party,5-19,0.3647540983606557,88,,,
39994,Cranium Party Playoff,Party,ge20,0.5737704918032787,140,,,
40107,"Soviet Dawn: The Russian Civil War, 1918-1921",Wargame,0-4,0.0254777070063694,11,,,
40107,"Soviet Dawn: The Russian Civil War, 1918-1921",Wargame,5-19,0.1358811040339702,63,,,
40107,"Soviet Dawn: The Russian Civil War, 1918-1921",Wargame,ge20,0.8386411889596603,395,,,
40182,Telepathy,Other,ALL,1.0,185,6.904605739540172,0.6858968198348694,0.0
40209,RAF: The Battle of Britain 1940,Wargame,0-4,0.0173410404624277,17,,,
40209,RAF: The Battle of Britain 1940,Wargame,5-19,0.233140655105973,241,,,
40209,RAF: The Battle of Britain 1940,Wargame,ge20,0.7495183044315993,778,,,
40213,Nile,Other,ALL,1.0,437,6.47168789853614,0.6968870594863233,0.0
40214,Bombay,Economic,0-4,0.0182305630026809,33,,,
40214,Bombay,Economic,5-19,0.1099195710455764,204,,,
40214,Bombay,Economic,ge20,0.8718498659517426,1626,,,
40234,Einauge sei wachsam!,Other,ALL,1.0,473,6.742741117582783,0.7824799315543336,0.0
40235,Bridge Troll,Economic,0-4,0.0614754098360655,44,,,
40235,Bridge Troll,Economic,5-19,0.1407103825136612,102,,,
40235,Bridge Troll,Economic,ge20,0.7978142076502732,584,,,
40237,Long Shot,Other,ALL,1.0,2296,7.076985166699036,0.670511217883801,0.0
40238,Order Up,Other,ALL,1.0,132,6.067379816559722,0.6089137683078246,0.0
40243,Roads to Stalingrad: Campaign Commander Series,Wargame,0-4,0.0145985401459854,1,,,
40243,Roads to Stalingrad: Campaign Commander Series,Wargame,5-19,0.1021897810218978,13,,,
40243,Roads to Stalingrad: Campaign Commander Series,Wargame,ge20,0.8832116788321168,121,,,
40247,BrainBox: The World,Other,ALL,1.0,100,5.492807693917711,0.5951648222010397,0.0
40251,Risk: Balance of Power,Wargame,0-4,0.3572984749455338,164,,,
40251,Risk: Balance of Power,Wargame,5-19,0.3660130718954248,168,,,
40251,Risk: Balance of Power,Wargame,ge20,0.2766884531590414,127,,,
40258,Buffalo Wings,Wargame,0-4,0.0074074074074074,0,,,
40258,Buffalo Wings,Wargame,5-19,0.1333333333333333,17,,,
40258,Buffalo Wings,Wargame,ge20,0.8592592592592593,116,,,
40270,Call of Cthulhu: The Card Game,Other,ALL,1.0,2927,7.083022121622146,0.6759141825752764,0.0
40276,Masters of Venice,Economic,0-4,0.0208,13,,,
40276,Masters of Venice,Economic,5-19,0.0912,57,,,
40276,Masters of Venice,Economic,ge20,0.888,555,,,
40347,Monopoly: Here and Now – The World Edition,Economic,0-4,0.2059701492537313,68,,,
40347,Monopoly: Here and Now – The World Edition,Economic,5-19,0.4298507462686567,144,,,
40347,Monopoly: Here and Now – The World Edition,Economic,ge20,0.3641791044776119,122,,,
40354,Maria,Wargame,0-4,0.0506363390197671,186,,,
40354,Maria,Wargame,5-19,0.2967776875169239,1096,,,
40354,Maria,Wargame,ge20,0.6525859734633089,2410,,,
40370,Islas Canarias,Other,ALL,1.0,267,6.749023138846669,0.8037870913318848,0.0
40381,Modern Art Card Game,Other,ALL,1.0,2380,7.027698240250919,0.6914996079355439,0.0
40393,FITS,Other,ALL,1.0,3320,6.962130927950858,0.6644482959395741,0.0
40398,Monopoly Deal Card Game,Economic,0-4,0.2189174705251875,2450,,,
40398,Monopoly Deal Card Game,Economic,5-19,0.3701321900678814,4144,,,
40398,Monopoly Deal Card Game,Economic,ge20,0.410950339406931,4600,,,
40416,Martians!!!,Other,ALL,1.0,176,5.707502135041326,0.5603635399654201,0.0
40417,Der Palast von Eschnapur,Other,ALL,1.0,161,5.971102140080931,0.8027042157334255,0.0
40421,Malta!,Other,ALL,1.0,154,5.371128791815197,0.6836277180414763,0.0
40425,Maori,Other,ALL,1.0,1619,7.010707052695762,0.7189825248115405,0.0
40432,Stratego (Revised Edition),Other,ALL,1.0,855,6.185767770720035,0.5185585739070234,0.0
40440,Sector 41,Other,ALL,1.0,119,6.195565042203837,0.7080016465478929,0.0
40444,Livingstone,Other,ALL,1.0,1581,6.799769363891027,0.7349721464607563,0.0
40480,Fantasía S.A.,Other,ALL,1.0,129,5.522853265962142,0.5509687688925825,0.0
40483,Anima: Beyond Good and Evil,Other,ALL,1.0,430,6.231146315624619,0.5715797129552089,0.0
40491,Verflixxt! kompakt,Party,0-4,0.104225352112676,36,,,
40491,Verflixxt! kompakt,Party,5-19,0.2704225352112676,95,,,
40491,Verflixxt! kompakt,Party,ge20,0.6253521126760564,222,,,
40503,Birds on a Wire,Other,ALL,1.0,233,5.543061344449631,0.7062687354642739,0.0
40507,Skip-Bo Junior,Other,ALL,1.0,156,5.5301056788281135,0.5758381048061151,0.0
40508,Scrabble Slam!,Other,ALL,1.0,1687,5.197749413069324,0.5067718566608077,0.0
40529,Cosmic Encounter,Other,ALL,1.0,1047,7.567761740749081,0.7346177668101418,0.0
40531,Cosmic Encounter,Other,ALL,1.0,1349,6.747370447517069,0.6963188097332668,0.0
40550,Star Trek Customizable Card Game (Second Edition),Other,ALL,1.0,240,6.9529154477349175,0.7162894177895127,0.0
40561,Curling Table Game,Other,ALL,1.0,191,7.14445630760507,0.6556896142309385,0.0
40602,Rabbit Hunt,Other,ALL,1.0,116,6.380477719863534,0.681846116063771,0.0
40603,Incursion,Wargame,0-4,0.1,32,,,
40603,Incursion,Wargame,5-19,0.346875,111,,,
40603,Incursion,Wargame,ge20,0.553125,177,,,
40628,Finca,Economic,0-4,0.0254554852048068,196,,,
40628,Finca,Economic,5-19,0.1549295774647887,1198,,,
40628,Finca,Economic,ge20,0.8196149373304045,6343,,,
40629,Bakong,Other,ALL,1.0,555,5.799245674707492,0.6534630137476442,0.0
40638,Risk: Halo Wars Collector's Edition,Wargame,0-4,0.2818532818532818,72,,,
40638,Risk: Halo Wars Collector's Edition,Wargame,5-19,0.4131274131274131,106,,,
40638,Risk: Halo Wars Collector's Edition,Wargame,ge20,0.305019305019305,79,,,
40651,Too Many Monkeys,Other,ALL,1.0,239,5.628202360239799,0.5107919560161169,0.0
40667,Ring-O Flamingo,Other,ALL,1.0,257,6.641347135775602,0.7117478782003077,0.0
42892,The Isle of Doctor Necreaux,Coop,0-4,0.085667215815486,52,,,
42892,The Isle of Doctor Necreaux,Coop,5-19,0.2800658978583196,170,,,
42892,The Isle of Doctor Necreaux,Coop,ge20,0.6342668863261944,385,,,
42898,Pocket Battles: Celts vs. Romans,Wargame,0-4,0.0860046911649726,109,,,
42898,Pocket Battles: Celts vs. Romans,Wargame,5-19,0.2971071149335418,379,,,
42898,Pocket Battles: Celts vs. Romans,Wargame,ge20,0.6168881939014855,789,,,
42910,Peloponnes,Other,ALL,1.0,2936,7.601884738863157,0.7755818861931397,0.0
42920,UNO Moo!,Other,ALL,1.0,185,5.274990896912937,0.5295166695421915,0.0
42929,Martian Rails,Economic,0-4,0.0554272517321016,23,,,
42929,Martian Rails,Economic,5-19,0.1709006928406466,73,,,
42929,Martian Rails,Economic,ge20,0.7736720554272517,335,,,
42939,Invasion from Outer Space: The Martian Game,Other,ALL,1.0,879,7.173593126972748,0.6714033000389582,0.0
42968,Pressure Matrix,Other,ALL,1.0,130,4.755813315607035,0.722954519794865,0.0
42969,Hagoth: Builder of Ships,Other,ALL,1.0,159,5.693193637621315,0.6616182452399569,0.0
42980,Myth: Pantheons,Other,ALL,1.0,244,5.847246118720007,0.721952855749583,0.0
42997,Blitz! A World in Conflict,Wargame,0-4,0.0084033613445378,1,,,
42997,Blitz! A World in Conflict,Wargame,5-19,0.1386554621848739,32,,,
42997,Blitz! A World in Conflict,Wargame,ge20,0.8529411764705882,203,,,
43015,Hansa Teutonica,Other,ALL,1.0,16049,8.231183187695295,0.7548734895523734,0.0
43022,Yomi,Other,ALL,1.0,2918,7.302491876538111,0.6681078974803761,0.0
43023,Polizei-Alarm!,Other,ALL,1.0,118,6.704923524378928,0.7144327051712078,0.0
43111,Chaos in the Old World,Wargame,0-4,0.2293088875885833,3527,,,
43111,Chaos in the Old World,Wargame,5-19,0.4570574084909954,7030,,,
43111,Chaos in the Old World,Wargame,ge20,0.3136337039204213,4824,,,
43152,Assyria,Other,ALL,1.0,1793,7.293818563195483,0.8179682245712924,0.0
43168,Scrappers,Other,ALL,1.0,190,5.884468230106807,0.648073167003439,0.0
43171,Black Stories Junior: White Stories,Party,0-4,0.0807453416149068,12,,,
43171,Black Stories Junior: White Stories,Party,5-19,0.4472049689440994,72,,,
43171,Black Stories Junior: White Stories,Party,ge20,0.4720496894409938,76,,,
43231,Balance of Power,Wargame,0-4,0.1854838709677419,22,,,
43231,Balance of Power,Wargame,5-19,0.2177419354838709,26,,,
43231,Balance of Power,Wargame,ge20,0.5967741935483871,74,,,
43245,Caesar's Gallic War,Wargame,0-4,0.0169491525423728,1,,,
43245,Caesar's Gallic War,Wargame,5-19,0.0762711864406779,8,,,
43245,Caesar's Gallic War,Wargame,ge20,0.9067796610169492,107,,,
43249,The BoardGameGeek Game,Economic,0-4,0.0081967213114754,4,,,
43249,The BoardGameGeek Game,Economic,5-19,0.0737704918032786,44,,,
43249,The BoardGameGeek Game,Economic,ge20,0.918032786885246,560,,,
43262,Neuroshima Hex! Duel,Other,ALL,1.0,838,7.799905259887792,0.6673210369006052,0.0
43264,Pocket Rockets,Other,ALL,1.0,785,6.560243093828855,0.6698975150408282,0.0
43307,Baltimore & Ohio,Economic,0-4,0.0046583850931677,2,,,
43307,Baltimore & Ohio,Economic,5-19,0.0636645962732919,40,,,
43307,Baltimore & Ohio,Economic,ge20,0.9316770186335404,600,,,
43320,Tomb: Cryptmaster,Other,ALL,1.0,586,6.622008139112727,0.6960911144970634,0.0
43365,Kansas Pacific,Economic,0-4,0.0069930069930069,1,,,
43365,Kansas Pacific,Economic,5-19,0.0524475524475524,14,,,
43365,Kansas Pacific,Economic,ge20,0.9405594405594404,268,,,
40770,The Golden City,Other,ALL,1.0,1486,6.961108453729044,0.7541793676846854,0.0
40773,"Bürger, Baumeister & Co.",Other,ALL,1.0,200,6.378339756132278,0.7570724801538934,0.0
