game_id,n_obs,n_ref_raters,ref_penetration,hiddenness_bucket,hidden_bucket
362860,507,507,0.0018165011393439,eligible_<1700,eligible_<1700
367201,212,210,0.0007523969216217,eligible_<1700,eligible_<1700
367280,463,459,0.001644524700116,eligible_<1700,eligible_<1700
367662,1483,1478,0.0052954411912234,eligible_<1700,eligible_<1700
367820,407,401,0.0014367198360491,eligible_<1700,eligible_<1700
367966,2713,2708,0.0097023374464365,exclude_>2500,exclude_>2500
367992,354,353,0.0012647433968213,eligible_<1700,eligible_<1700
368028,253,253,0.0009064591484299,eligible_<1700,eligible_<1700
368036,394,390,0.001397308568726,eligible_<1700,eligible_<1700
368058,3682,3673,0.0131597804434125,exclude_>2500,exclude_>2500
368109,296,293,0.0010497728477865,eligible_<1700,eligible_<1700
368119,461,460,0.0016481075425999,eligible_<1700,eligible_<1700
397788,336,331,0.0011859208621752,eligible_<1700,eligible_<1700
398684,320,318,0.0011393439098843,eligible_<1700,eligible_<1700
398774,103,103,0.000369032775843,eligible_<1700,eligible_<1700
399011,341,339,0.0012145836020465,eligible_<1700,eligible_<1700
400314,6049,6040,0.0216403686028347,exclude_>2500,exclude_>2500
400752,126,120,0.0004299410980695,eligible_<1700,eligible_<1700
401168,100,100,0.0003582842483913,eligible_<1700,eligible_<1700
401177,104,102,0.0003654499333591,eligible_<1700,eligible_<1700
401223,110,107,0.0003833641457786,eligible_<1700,eligible_<1700
402024,785,783,0.0028053656649039,eligible_<1700,eligible_<1700
402106,293,292,0.0010461900053026,eligible_<1700,eligible_<1700
402109,157,155,0.0005553405850065,eligible_<1700,eligible_<1700
402111,617,616,0.0022070309700904,eligible_<1700,eligible_<1700
402205,154,154,0.0005517577425226,eligible_<1700,eligible_<1700
402663,1247,1245,0.0044606388924717,eligible_<1700,eligible_<1700
402669,719,718,0.0025724809034495,eligible_<1700,eligible_<1700
403150,130,130,0.0004657695229086,eligible_<1700,eligible_<1700
403221,246,246,0.0008813792510426,eligible_<1700,eligible_<1700
403441,1807,1804,0.0064634478409791,borderline_1700-2500,borderline_1700-2500
404041,608,608,0.0021783682302191,eligible_<1700,eligible_<1700
404233,192,192,0.0006879057569113,eligible_<1700,eligible_<1700
404455,176,174,0.0006234145922008,eligible_<1700,eligible_<1700
406320,172,171,0.0006126660647491,eligible_<1700,eligible_<1700
406329,220,218,0.000781059661493,eligible_<1700,eligible_<1700
406652,558,556,0.0019920604210556,eligible_<1700,eligible_<1700
407343,620,616,0.0022070309700904,eligible_<1700,eligible_<1700
407805,171,168,0.0006019175372973,eligible_<1700,eligible_<1700
408180,751,751,0.0026907147054186,eligible_<1700,eligible_<1700
408545,214,214,0.0007667282915573,eligible_<1700,eligible_<1700
63,437,396,0.0014188056236295,eligible_<1700,eligible_<1700
66,2649,2637,0.0094479556300786,exclude_>2500,exclude_>2500
68,502,475,0.0017018501798586,eligible_<1700,eligible_<1700
119,4988,4961,0.0177744815626925,exclude_>2500,exclude_>2500
133,155,152,0.0005445920575547,eligible_<1700,eligible_<1700
135,839,838,0.0030024220015191,eligible_<1700,eligible_<1700
144,109,108,0.0003869469882626,eligible_<1700,eligible_<1700
155,683,682,0.0024434985740286,eligible_<1700,eligible_<1700
156,618,614,0.0021998652851226,eligible_<1700,eligible_<1700
163,6222,6090,0.0218195107270303,exclude_>2500,exclude_>2500
164,1225,1186,0.0042492511859208,eligible_<1700,eligible_<1700
166,137,132,0.0004729352078765,eligible_<1700,eligible_<1700
167,163,161,0.0005768376399099,eligible_<1700,eligible_<1700
169,1718,1707,0.0061159121200395,borderline_1700-2500,borderline_1700-2500
281,164,164,0.0005875861673617,eligible_<1700,eligible_<1700
433,1404,1400,0.0050159794774782,eligible_<1700,eligible_<1700
441,724,716,0.0025653152184817,eligible_<1700,eligible_<1700
445,237,237,0.0008491336686873,eligible_<1700,eligible_<1700
458,607,600,0.0021497054903478,eligible_<1700,eligible_<1700
459,253,251,0.0008992934634621,eligible_<1700,eligible_<1700
460,397,394,0.0014116399386617,eligible_<1700,eligible_<1700
463,38877,38877,0.1392901672470871,exclude_>2500,exclude_>2500
473,262,260,0.0009315390458173,eligible_<1700,eligible_<1700
477,116,114,0.000408444043166,eligible_<1700,eligible_<1700
697,628,614,0.0021998652851226,eligible_<1700,eligible_<1700
1263,1000,987,0.0035362655316221,eligible_<1700,eligible_<1700
1496,606,513,0.0018379981942473,eligible_<1700,eligible_<1700
1503,124,123,0.0004406896255213,eligible_<1700,eligible_<1700
1508,411,368,0.0013184860340799,eligible_<1700,eligible_<1700
1510,201,196,0.0007022371268469,eligible_<1700,eligible_<1700
1513,4054,3953,0.0141629763389082,exclude_>2500,exclude_>2500
1525,387,364,0.0013041546641443,eligible_<1700,eligible_<1700
1544,3229,3179,0.0113898562563595,exclude_>2500,exclude_>2500
1551,359,342,0.0012253321294982,eligible_<1700,eligible_<1700
1558,355,331,0.0011859208621752,eligible_<1700,eligible_<1700
1568,2899,2799,0.0100283761124725,exclude_>2500,exclude_>2500
1571,285,274,0.0009816988405921,eligible_<1700,eligible_<1700
1579,389,375,0.0013435659314673,eligible_<1700,eligible_<1700
1593,450,423,0.0015155423706952,eligible_<1700,eligible_<1700
1594,145,117,0.0004191925706178,eligible_<1700,eligible_<1700
1598,120,97,0.0003475357209395,eligible_<1700,eligible_<1700
1604,1576,1508,0.0054029264657408,eligible_<1700,eligible_<1700
1620,110,99,0.0003547014059073,eligible_<1700,eligible_<1700
1622,124,114,0.000408444043166,eligible_<1700,eligible_<1700
1634,2362,2261,0.0081008068561273,borderline_1700-2500,borderline_1700-2500
1654,108,107,0.0003833641457786,eligible_<1700,eligible_<1700
1662,1343,1264,0.004528712899666,eligible_<1700,eligible_<1700
1678,481,420,0.0015047938432434,eligible_<1700,eligible_<1700
1686,149,142,0.0005087636327156,eligible_<1700,eligible_<1700
1687,217,212,0.0007595626065895,eligible_<1700,eligible_<1700
1690,1795,1764,0.0063201341416225,borderline_1700-2500,borderline_1700-2500
1697,214,179,0.0006413288046204,eligible_<1700,eligible_<1700
1701,383,377,0.0013507316164352,eligible_<1700,eligible_<1700
1708,607,557,0.0019956432635395,eligible_<1700,eligible_<1700
1716,230,192,0.0006879057569113,eligible_<1700,eligible_<1700
1720,443,403,0.0014438855210169,eligible_<1700,eligible_<1700
1721,140,132,0.0004729352078765,eligible_<1700,eligible_<1700
1757,120,118,0.0004227754131017,eligible_<1700,eligible_<1700
1771,202,196,0.0007022371268469,eligible_<1700,eligible_<1700
1794,282,277,0.0009924473680439,eligible_<1700,eligible_<1700
1796,240,239,0.0008562993536552,eligible_<1700,eligible_<1700
1833,243,236,0.0008455508262034,eligible_<1700,eligible_<1700
1837,313,305,0.0010927669575934,eligible_<1700,eligible_<1700
2653,26095,25979,0.0930786648895767,exclude_>2500,exclude_>2500
3313,286,277,0.0009924473680439,eligible_<1700,eligible_<1700
3314,108,107,0.0003833641457786,eligible_<1700,eligible_<1700
3318,961,952,0.0034108660446852,eligible_<1700,eligible_<1700
3321,957,954,0.003418031729653,eligible_<1700,eligible_<1700
3373,150,149,0.000533843530103,eligible_<1700,eligible_<1700
3394,756,718,0.0025724809034495,eligible_<1700,eligible_<1700
3413,406,357,0.0012790747667569,eligible_<1700,eligible_<1700
3421,1634,1624,0.0058185361938747,eligible_<1700,eligible_<1700
3439,2436,2368,0.008484171001906,borderline_1700-2500,borderline_1700-2500
3464,603,544,0.0019490663112486,eligible_<1700,eligible_<1700
3465,106,93,0.0003332043510039,eligible_<1700,eligible_<1700
3484,373,365,0.0013077375066282,eligible_<1700,eligible_<1700
3507,313,308,0.0011035154850452,eligible_<1700,eligible_<1700
3513,103,98,0.0003511185634234,eligible_<1700,eligible_<1700
3517,139,128,0.0004586038379408,eligible_<1700,eligible_<1700
3528,106,104,0.0003726156183269,eligible_<1700,eligible_<1700
3553,369,316,0.0011321782249165,eligible_<1700,eligible_<1700
3573,521,434,0.0015549536380182,eligible_<1700,eligible_<1700
3613,375,299,0.0010712699026899,eligible_<1700,eligible_<1700
3626,132,117,0.0004191925706178,eligible_<1700,eligible_<1700
3627,229,222,0.0007953910314286,eligible_<1700,eligible_<1700
3636,114,112,0.0004012783581982,eligible_<1700,eligible_<1700
3646,931,726,0.0026011436433208,eligible_<1700,eligible_<1700
3655,1234,1198,0.0042922452957278,eligible_<1700,eligible_<1700
3657,116,114,0.000408444043166,eligible_<1700,eligible_<1700
3663,191,153,0.0005481749000386,eligible_<1700,eligible_<1700
3679,344,341,0.0012217492870143,eligible_<1700,eligible_<1700
3692,527,430,0.0015406222680826,eligible_<1700,eligible_<1700
3702,519,501,0.0017950040844404,eligible_<1700,eligible_<1700
3706,612,596,0.0021353741204121,eligible_<1700,eligible_<1700
3710,348,280,0.0010031958954956,eligible_<1700,eligible_<1700
3715,119,113,0.0004048612006821,eligible_<1700,eligible_<1700
3736,106,102,0.0003654499333591,eligible_<1700,eligible_<1700
3737,4568,4420,0.0158361637788956,exclude_>2500,exclude_>2500
3762,152,152,0.0005445920575547,eligible_<1700,eligible_<1700
3765,192,170,0.0006090832222652,eligible_<1700,eligible_<1700
3766,113,71,0.0002543818163578,eligible_<1700,eligible_<1700
3794,219,203,0.0007273170242343,eligible_<1700,eligible_<1700
3800,2218,2215,0.0079359961018673,borderline_1700-2500,borderline_1700-2500
3820,146,135,0.0004836837353282,eligible_<1700,eligible_<1700
3828,570,569,0.0020386373733465,eligible_<1700,eligible_<1700
3836,175,172,0.000616248907233,eligible_<1700,eligible_<1700
3837,3885,3841,0.0137616979807099,exclude_>2500,exclude_>2500
3843,200,190,0.0006807400719434,eligible_<1700,eligible_<1700
3846,101,99,0.0003547014059073,eligible_<1700,eligible_<1700
3887,328,318,0.0011393439098843,eligible_<1700,eligible_<1700
3910,243,237,0.0008491336686873,eligible_<1700,eligible_<1700
3921,446,446,0.0015979477478252,eligible_<1700,eligible_<1700
3925,109,102,0.0003654499333591,eligible_<1700,eligible_<1700
3936,205,152,0.0005445920575547,eligible_<1700,eligible_<1700
3941,154,144,0.0005159293176834,eligible_<1700,eligible_<1700
3947,377,364,0.0013041546641443,eligible_<1700,eligible_<1700
6495,104,92,0.0003296215085199,eligible_<1700,eligible_<1700
6539,902,892,0.0031958954956504,eligible_<1700,eligible_<1700
6540,104,78,0.0002794617137452,eligible_<1700,eligible_<1700
6542,345,306,0.0010963498000773,eligible_<1700,eligible_<1700
6555,166,157,0.0005625062699743,eligible_<1700,eligible_<1700
6566,339,330,0.0011823380196913,eligible_<1700,eligible_<1700
8954,211,170,0.0006090832222652,eligible_<1700,eligible_<1700
8964,1100,1081,0.0038730527251099,eligible_<1700,eligible_<1700
8985,103,101,0.0003618670908752,eligible_<1700,eligible_<1700
8989,5210,5201,0.0186343637588317,exclude_>2500,exclude_>2500
9048,293,282,0.0010103615804634,eligible_<1700,eligible_<1700
9090,146,141,0.0005051807902317,eligible_<1700,eligible_<1700
9112,104,77,0.0002758788712613,eligible_<1700,eligible_<1700
9132,126,125,0.0004478553104891,eligible_<1700,eligible_<1700
9139,828,825,0.0029558450492282,eligible_<1700,eligible_<1700
9151,138,107,0.0003833641457786,eligible_<1700,eligible_<1700
9200,248,241,0.000863465038623,eligible_<1700,eligible_<1700
9202,1270,1259,0.0045107986872465,eligible_<1700,eligible_<1700
10653,2696,2617,0.0093762987804004,exclude_>2500,exclude_>2500
10662,207,198,0.0007094028118147,eligible_<1700,eligible_<1700
10672,489,481,0.0017233472347621,eligible_<1700,eligible_<1700
10712,353,350,0.0012539948693695,eligible_<1700,eligible_<1700
10802,235,231,0.0008276366137839,eligible_<1700,eligible_<1700
10869,372,371,0.0013292345615317,eligible_<1700,eligible_<1700
10989,372,364,0.0013041546641443,eligible_<1700,eligible_<1700
10997,2672,2655,0.0095124467947891,exclude_>2500,exclude_>2500
11038,187,187,0.0006699915444917,eligible_<1700,eligible_<1700
11093,119,89,0.0003188729810682,eligible_<1700,eligible_<1700
11168,873,822,0.0029450965217765,eligible_<1700,eligible_<1700
11229,1556,1514,0.0054244235206443,eligible_<1700,eligible_<1700
11269,261,221,0.0007918081889447,eligible_<1700,eligible_<1700
11432,135,106,0.0003797813032947,eligible_<1700,eligible_<1700
11437,154,107,0.0003833641457786,eligible_<1700,eligible_<1700
11573,154,152,0.0005445920575547,eligible_<1700,eligible_<1700
11825,1911,1779,0.0063738767788812,borderline_1700-2500,borderline_1700-2500
11899,104,101,0.0003618670908752,eligible_<1700,eligible_<1700
11945,1082,1077,0.0038587213551743,eligible_<1700,eligible_<1700
11949,570,539,0.0019311520988291,eligible_<1700,eligible_<1700
11971,14371,14319,0.0513027215271507,exclude_>2500,exclude_>2500
12043,100,100,0.0003582842483913,eligible_<1700,eligible_<1700
12063,920,900,0.0032245582355217,eligible_<1700,eligible_<1700
12065,204,201,0.0007201513392665,eligible_<1700,eligible_<1700
12071,132,117,0.0004191925706178,eligible_<1700,eligible_<1700
12134,124,94,0.0003367871934878,eligible_<1700,eligible_<1700
12166,897,897,0.0032138097080699,eligible_<1700,eligible_<1700
12205,1553,1501,0.0053778465683534,eligible_<1700,eligible_<1700
12234,282,220,0.0007882253464608,eligible_<1700,eligible_<1700
12248,551,548,0.0019633976811843,eligible_<1700,eligible_<1700
12283,590,587,0.0021031285380569,eligible_<1700,eligible_<1700
12291,257,253,0.0009064591484299,eligible_<1700,eligible_<1700
12317,122,122,0.0004371067830373,eligible_<1700,eligible_<1700
12995,5945,5905,0.0211566848675064,exclude_>2500,exclude_>2500
12996,132,130,0.0004657695229086,eligible_<1700,eligible_<1700
13016,125,85,0.0003045416111326,eligible_<1700,eligible_<1700
13071,733,726,0.0026011436433208,eligible_<1700,eligible_<1700
15830,522,506,0.0018129182968599,eligible_<1700,eligible_<1700
15953,1333,1297,0.0046469467016352,eligible_<1700,eligible_<1700
15999,177,176,0.0006305802771686,eligible_<1700,eligible_<1700
16000,212,211,0.0007559797641056,eligible_<1700,eligible_<1700
16052,101,99,0.0003547014059073,eligible_<1700,eligible_<1700
16141,174,174,0.0006234145922008,eligible_<1700,eligible_<1700
16373,655,652,0.0023360132995113,eligible_<1700,eligible_<1700
16387,123,121,0.0004335239405534,eligible_<1700,eligible_<1700
16415,124,121,0.0004335239405534,eligible_<1700,eligible_<1700
16443,573,563,0.002017140318443,eligible_<1700,eligible_<1700
19464,346,344,0.001232497814466,eligible_<1700,eligible_<1700
19484,226,223,0.0007989738739126,eligible_<1700,eligible_<1700
19526,3309,3302,0.0118305458818808,exclude_>2500,exclude_>2500
19578,322,312,0.0011178468549808,eligible_<1700,eligible_<1700
19651,211,210,0.0007523969216217,eligible_<1700,eligible_<1700
19732,180,176,0.0006305802771686,eligible_<1700,eligible_<1700
19764,1859,1841,0.0065960130128839,borderline_1700-2500,borderline_1700-2500
21286,162,159,0.0005696719549421,eligible_<1700,eligible_<1700
21358,173,169,0.0006055003797813,eligible_<1700,eligible_<1700
21469,267,263,0.0009422875732691,eligible_<1700,eligible_<1700
21613,491,488,0.0017484271321495,eligible_<1700,eligible_<1700
21666,170,166,0.0005947518523295,eligible_<1700,eligible_<1700
21677,112,104,0.0003726156183269,eligible_<1700,eligible_<1700
21702,107,106,0.0003797813032947,eligible_<1700,eligible_<1700
21729,110,110,0.0003941126732304,eligible_<1700,eligible_<1700
21790,20050,20014,0.0717070094730355,exclude_>2500,exclude_>2500
21854,405,401,0.0014367198360491,eligible_<1700,eligible_<1700
21859,367,365,0.0013077375066282,eligible_<1700,eligible_<1700
21882,8671,8653,0.0310023360132995,exclude_>2500,exclude_>2500
25261,3118,3068,0.0109921607406451,exclude_>2500,exclude_>2500
25277,984,947,0.0033929518322656,eligible_<1700,eligible_<1700
25344,116,115,0.0004120268856499,eligible_<1700,eligible_<1700
27291,124,118,0.0004227754131017,eligible_<1700,eligible_<1700
27306,356,356,0.001275491924273,eligible_<1700,eligible_<1700
27380,416,416,0.0014904624733078,eligible_<1700,eligible_<1700
31057,111,111,0.0003976955157143,eligible_<1700,eligible_<1700
31260,69793,69793,0.2500573254797426,exclude_>2500,exclude_>2500
34585,6593,6573,0.0235500236467603,exclude_>2500,exclude_>2500
34599,2130,2125,0.0076135402783152,borderline_1700-2500,borderline_1700-2500
36235,4146,4120,0.0147613110337217,exclude_>2500,exclude_>2500
38858,380,379,0.001357897301403,eligible_<1700,eligible_<1700
38866,112,112,0.0004012783581982,eligible_<1700,eligible_<1700
38870,114,95,0.0003403700359717,eligible_<1700,eligible_<1700
38886,107,93,0.0003332043510039,eligible_<1700,eligible_<1700
38923,127,120,0.0004299410980695,eligible_<1700,eligible_<1700
38944,201,201,0.0007201513392665,eligible_<1700,eligible_<1700
38981,185,185,0.0006628258595239,eligible_<1700,eligible_<1700
38986,190,188,0.0006735743869756,eligible_<1700,eligible_<1700
39019,240,203,0.0007273170242343,eligible_<1700,eligible_<1700
39070,105,105,0.0003761984608108,eligible_<1700,eligible_<1700
39080,226,225,0.0008061395588804,eligible_<1700,eligible_<1700
39180,181,178,0.0006377459621365,eligible_<1700,eligible_<1700
39232,321,314,0.0011250125399486,eligible_<1700,eligible_<1700
39328,262,209,0.0007488140791378,eligible_<1700,eligible_<1700
39332,521,520,0.0018630780916347,eligible_<1700,eligible_<1700
39336,441,441,0.0015800335354056,eligible_<1700,eligible_<1700
39994,244,241,0.000863465038623,eligible_<1700,eligible_<1700
40182,185,184,0.0006592430170399,eligible_<1700,eligible_<1700
40270,2927,2906,0.0104117402582512,exclude_>2500,exclude_>2500
40417,161,160,0.000573254797426,eligible_<1700,eligible_<1700
40440,119,119,0.0004263582555856,eligible_<1700,eligible_<1700
40444,1581,1578,0.0056537254396147,eligible_<1700,eligible_<1700
40483,430,417,0.0014940453157917,eligible_<1700,eligible_<1700
40507,156,154,0.0005517577425226,eligible_<1700,eligible_<1700
40603,320,305,0.0010927669575934,eligible_<1700,eligible_<1700
40667,257,254,0.0009100419909139,eligible_<1700,eligible_<1700
40692,69992,69770,0.2499749201026126,exclude_>2500,exclude_>2500
42939,879,858,0.0030740788511973,eligible_<1700,eligible_<1700
42980,244,244,0.0008742135660747,eligible_<1700,eligible_<1700
43262,838,835,0.0029916734740673,eligible_<1700,eligible_<1700
58421,5473,5470,0.0195981483870043,exclude_>2500,exclude_>2500
58782,145,145,0.0005195121601673,eligible_<1700,eligible_<1700
58886,431,431,0.0015442051105665,eligible_<1700,eligible_<1700
59149,1051,1050,0.0037619846081086,eligible_<1700,eligible_<1700
59161,247,245,0.0008777964085586,eligible_<1700,eligible_<1700
59294,8147,8115,0.0290747667569542,exclude_>2500,exclude_>2500
59429,963,952,0.0034108660446852,eligible_<1700,eligible_<1700
59753,1303,1301,0.0046612780715708,eligible_<1700,eligible_<1700
59960,416,416,0.0014904624733078,eligible_<1700,eligible_<1700
60035,231,231,0.0008276366137839,eligible_<1700,eligible_<1700
60464,138,138,0.0004944322627799,eligible_<1700,eligible_<1700
60574,129,128,0.0004586038379408,eligible_<1700,eligible_<1700
60579,1826,1794,0.0064276194161399,borderline_1700-2500,borderline_1700-2500
66356,6302,6206,0.0222351204551643,exclude_>2500,exclude_>2500
66362,9319,9311,0.0333598463677142,exclude_>2500,exclude_>2500
66459,336,334,0.0011966693896269,eligible_<1700,eligible_<1700
66510,1802,1765,0.0063237169841065,borderline_1700-2500,borderline_1700-2500
66551,104,103,0.000369032775843,eligible_<1700,eligible_<1700
66587,2579,2570,0.0092079051836565,exclude_>2500,exclude_>2500
66589,9364,9360,0.033535405649426,exclude_>2500,exclude_>2500
66797,400,397,0.0014223884661134,eligible_<1700,eligible_<1700
66798,474,471,0.001687518809923,eligible_<1700,eligible_<1700
66825,149,148,0.0005302606876191,eligible_<1700,eligible_<1700
66982,588,585,0.0020959628530891,eligible_<1700,eligible_<1700
67034,138,137,0.000490849420296,eligible_<1700,eligible_<1700
67123,117,110,0.0003941126732304,eligible_<1700,eligible_<1700
67181,780,779,0.0027910342949682,eligible_<1700,eligible_<1700
67185,2392,2388,0.0085558278515843,borderline_1700-2500,borderline_1700-2500
67239,2456,2443,0.0087528841881995,borderline_1700-2500,borderline_1700-2500
67254,752,737,0.0026405549106439,eligible_<1700,eligible_<1700
67361,260,260,0.0009315390458173,eligible_<1700,eligible_<1700
67492,2921,2899,0.0103866603608638,exclude_>2500,exclude_>2500
67601,339,292,0.0010461900053026,eligible_<1700,eligible_<1700
67877,5131,5107,0.0182975765653438,exclude_>2500,exclude_>2500
67910,312,310,0.001110681170013,eligible_<1700,eligible_<1700
68182,2524,2518,0.009021597374493,exclude_>2500,exclude_>2500
68228,932,930,0.0033320435100391,eligible_<1700,eligible_<1700
68260,269,264,0.000945870415753,eligible_<1700,eligible_<1700
68425,10457,10444,0.0374192069019877,exclude_>2500,exclude_>2500
73543,146,146,0.0005230950026513,eligible_<1700,eligible_<1700
73761,10570,10546,0.0377846568353468,exclude_>2500,exclude_>2500
74408,199,194,0.0006950714418791,eligible_<1700,eligible_<1700
74596,157,156,0.0005589234274904,eligible_<1700,eligible_<1700
75091,1101,1100,0.0039411267323043,eligible_<1700,eligible_<1700
75449,3294,3292,0.0117947174570417,exclude_>2500,exclude_>2500
76065,219,215,0.0007703111340413,eligible_<1700,eligible_<1700
76150,1471,1469,0.0052631956088682,eligible_<1700,eligible_<1700
76203,414,412,0.0014761311033721,eligible_<1700,eligible_<1700
76447,162,158,0.0005660891124582,eligible_<1700,eligible_<1700
76883,361,360,0.0012898232942086,eligible_<1700,eligible_<1700
77361,136,136,0.0004872665778121,eligible_<1700,eligible_<1700
78733,739,739,0.0026477205956117,eligible_<1700,eligible_<1700
79216,106,106,0.0003797813032947,eligible_<1700,eligible_<1700
79413,131,128,0.0004586038379408,eligible_<1700,eligible_<1700
80028,116,111,0.0003976955157143,eligible_<1700,eligible_<1700
80934,129,127,0.0004550209954569,eligible_<1700,eligible_<1700
80942,225,225,0.0008061395588804,eligible_<1700,eligible_<1700
81250,501,501,0.0017950040844404,eligible_<1700,eligible_<1700
91671,666,657,0.0023539275119308,eligible_<1700,eligible_<1700
91759,177,174,0.0006234145922008,eligible_<1700,eligible_<1700
91817,232,230,0.0008240537712999,eligible_<1700,eligible_<1700
92044,1570,1553,0.0055641543775169,eligible_<1700,eligible_<1700
97207,15072,15061,0.0539611906502142,exclude_>2500,exclude_>2500
103236,112,112,0.0004012783581982,eligible_<1700,eligible_<1700
103343,33088,33088,0.1185490921077145,exclude_>2500,exclude_>2500
103666,152,151,0.0005410092150708,eligible_<1700,eligible_<1700
103877,404,403,0.0014438855210169,eligible_<1700,eligible_<1700
107635,377,376,0.0013471487739513,eligible_<1700,eligible_<1700
107649,153,152,0.0005445920575547,eligible_<1700,eligible_<1700
108044,2700,2682,0.0096091835418547,exclude_>2500,exclude_>2500
108341,142,141,0.0005051807902317,eligible_<1700,eligible_<1700
108637,331,329,0.0011787551772073,eligible_<1700,eligible_<1700
108665,612,601,0.0021532883328317,eligible_<1700,eligible_<1700
117960,2393,2392,0.0085701592215199,borderline_1700-2500,borderline_1700-2500
118001,102,102,0.0003654499333591,eligible_<1700,eligible_<1700
118025,334,331,0.0011859208621752,eligible_<1700,eligible_<1700
118048,24483,24483,0.0877187325336428,exclude_>2500,exclude_>2500
118247,3753,3746,0.0134213279447382,exclude_>2500,exclude_>2500
118339,286,284,0.0010175272654313,eligible_<1700,eligible_<1700
118402,1015,1014,0.0036330022786878,eligible_<1700,eligible_<1700
118410,1967,1949,0.0069829600011465,borderline_1700-2500,borderline_1700-2500
122588,893,875,0.0031349871734239,eligible_<1700,eligible_<1700
122690,608,604,0.0021640368602834,eligible_<1700,eligible_<1700
122868,118,118,0.0004227754131017,eligible_<1700,eligible_<1700
123045,555,552,0.0019777290511199,eligible_<1700,eligible_<1700
123123,3237,3221,0.0115403356406838,exclude_>2500,exclude_>2500
123129,469,463,0.0016588560700517,eligible_<1700,eligible_<1700
123162,100,99,0.0003547014059073,eligible_<1700,eligible_<1700
126207,506,496,0.0017770898720208,eligible_<1700,eligible_<1700
126242,304,301,0.0010784355876578,eligible_<1700,eligible_<1700
126750,715,707,0.0025330696361265,eligible_<1700,eligible_<1700
128938,345,345,0.0012360806569499,eligible_<1700,eligible_<1700
129050,1991,1986,0.0071155251730512,borderline_1700-2500,borderline_1700-2500
129051,3689,3688,0.0132135230806712,exclude_>2500,exclude_>2500
129165,249,238,0.0008527165111713,eligible_<1700,eligible_<1700
129307,143,119,0.0004263582555856,eligible_<1700,eligible_<1700
129380,352,351,0.0012575777118534,eligible_<1700,eligible_<1700
129382,304,303,0.0010856012726256,eligible_<1700,eligible_<1700
129395,514,502,0.0017985869269243,eligible_<1700,eligible_<1700
129417,141,136,0.0004872665778121,eligible_<1700,eligible_<1700
132544,1640,1638,0.0058686959886495,eligible_<1700,eligible_<1700
132620,725,720,0.0025796465884173,eligible_<1700,eligible_<1700
132758,542,540,0.001934734941313,eligible_<1700,eligible_<1700
132799,238,233,0.0008348022987517,eligible_<1700,eligible_<1700
133285,554,554,0.0019848947360878,eligible_<1700,eligible_<1700
133473,47303,47012,0.1684365908537197,exclude_>2500,exclude_>2500
133518,142,125,0.0004478553104891,eligible_<1700,eligible_<1700
133835,192,189,0.0006771572294595,eligible_<1700,eligible_<1700
133848,10933,10916,0.0391103085543947,exclude_>2500,exclude_>2500
140638,592,586,0.002099545695573,eligible_<1700,eligible_<1700
140682,133,132,0.0004729352078765,eligible_<1700,eligible_<1700
140779,206,202,0.0007237341817504,eligible_<1700,eligible_<1700
140840,175,168,0.0006019175372973,eligible_<1700,eligible_<1700
140933,6882,6872,0.0246212935494503,exclude_>2500,exclude_>2500
141067,207,183,0.000655660174556,eligible_<1700,eligible_<1700
141102,115,115,0.0004120268856499,eligible_<1700,eligible_<1700
141517,3515,3510,0.0125757771185347,exclude_>2500,exclude_>2500
143741,24690,24599,0.0881343422617768,exclude_>2500,exclude_>2500
143780,112,111,0.0003976955157143,eligible_<1700,eligible_<1700
143981,441,439,0.0015728678504378,eligible_<1700,eligible_<1700
147021,595,594,0.0021282084354443,eligible_<1700,eligible_<1700
147104,250,246,0.0008813792510426,eligible_<1700,eligible_<1700
147151,20607,20548,0.073620247359445,exclude_>2500,exclude_>2500
147171,162,160,0.000573254797426,eligible_<1700,eligible_<1700
147206,226,225,0.0008061395588804,eligible_<1700,eligible_<1700
148581,111,107,0.0003833641457786,eligible_<1700,eligible_<1700
148601,1218,1206,0.0043209080355991,eligible_<1700,eligible_<1700
148639,187,186,0.0006664087020078,eligible_<1700,eligible_<1700
148759,265,264,0.000945870415753,eligible_<1700,eligible_<1700
148767,533,521,0.0018666609341186,eligible_<1700,eligible_<1700
154086,3243,3240,0.0116084096478782,exclude_>2500,exclude_>2500
154203,24297,24290,0.0870272439342476,exclude_>2500,exclude_>2500
154432,269,266,0.0009530361007208,eligible_<1700,eligible_<1700
154458,4725,4721,0.0169145993665534,exclude_>2500,exclude_>2500
154479,861,856,0.0030669131662295,eligible_<1700,eligible_<1700
154600,849,844,0.0030239190564226,eligible_<1700,eligible_<1700
154602,407,407,0.0014582168909526,eligible_<1700,eligible_<1700
154633,672,652,0.0023360132995113,eligible_<1700,eligible_<1700
154642,127,126,0.000451438152973,eligible_<1700,eligible_<1700
154742,152,150,0.0005374263725869,eligible_<1700,eligible_<1700
154825,2570,2567,0.0091971566562047,exclude_>2500,exclude_>2500
154875,729,636,0.0022786878197686,eligible_<1700,eligible_<1700
154890,101,101,0.0003618670908752,eligible_<1700,eligible_<1700
154892,673,666,0.002386173094286,eligible_<1700,eligible_<1700
154902,390,387,0.0013865600412743,eligible_<1700,eligible_<1700
154904,234,233,0.0008348022987517,eligible_<1700,eligible_<1700
154982,187,187,0.0006699915444917,eligible_<1700,eligible_<1700
158742,1248,1244,0.0044570560499878,eligible_<1700,eligible_<1700
