game_id,title,split_type,n_low,n_high,mean_low_adj,mean_high_adj,diff_adj,se_diff,z,p_value,supported_ge10,supported_ge5,is_significant,n_obs_game,adj_mean_game,mean_low_raw,mean_high_raw,sd_low_adj,sd_high_adj,primary_type,weight
214293,Mountains of Madness,specialist_Coop_0-4_vs_ge20,203,2236,6.673409511803086,6.811363557515604,0.1379540457125188,0.09998540693099867,1.3797418037986564,0.16766615671946572,True,True,False,3324,6.808074788185104,6.783251231527093,6.354515357781754,1.3714678345549902,1.2788718917819404,Coop,2.0635
214484,HEXplore It: The Valley of the Dead King,specialist_Coop_0-4_vs_ge20,30,901,7.826651618914081,7.949252592651915,0.12260097373783374,0.29061078154994663,0.42187345247121394,0.6731173882853472,True,True,False,1214,7.937669252323669,8.166666666666666,7.597830810210879,1.5768331583030917,1.1910726160718375,Coop,3.2154
221669,Dawn of Peacemakers,specialist_Coop_0-4_vs_ge20,20,278,7.8314609419603824,7.454157211271929,-0.37730373068845324,0.3231641458352092,-1.167529676639473,0.24299653089300444,True,True,False,360,7.471662219564131,8.1625,6.917565935251798,1.412069975113542,1.1476757684410657,Wargame,3.0588
223096,Raid on Taihoku,specialist_Coop_0-4_vs_ge20,16,83,6.777394378132955,6.756939494099911,-0.020454884033044074,0.4076389112299345,-0.050178929119713514,0.9599798025242272,True,True,False,129,6.7388364583041,6.65625,6.304216867469879,1.5550905436408986,1.1167369967184804,Coop,2.5
223167,Secret Unknown Stuff: Escape from Dulce,specialist_Coop_0-4_vs_ge20,6,91,8.838177364348807,7.623984062135709,-1.214193302213098,0.3978604319491419,-3.051807128104428,0.002274682090406044,False,True,True,131,7.730134281126223,9.5,7.2763736263736245,0.9124483351098299,1.3332164978855943,Coop,2.7778
223538,Fast Food Fear!,specialist_Coop_0-4_vs_ge20,44,213,6.148377833555259,6.0321854600344365,-0.11619237352082212,0.20355199030424603,-0.5708240599718586,0.5681189118570917,True,True,False,374,6.067845640248943,6.745454545454546,5.774353661971832,1.2459456918418494,1.1447197183929154,Party,1.0769
223750,Hardback,specialist_Coop_0-4_vs_ge20,147,2532,7.582534967557868,7.531308416023191,-0.051226551534677256,0.09282443426082244,-0.5518649474419471,0.5810408855858276,True,True,False,3596,7.5627774127875425,7.600720408163266,7.008285181674566,1.0944789424275485,1.0879887853251533,Coop,2.0933
223777,Planet of the Apes,specialist_Coop_0-4_vs_ge20,17,160,6.644074537190218,7.003220170927042,0.35914563373682373,0.2939898630693421,1.221625909095082,0.22184912618207075,True,True,False,216,6.924411608378201,6.9411764705882355,6.807606250000001,1.1586452144882398,1.0926575909772391,Coop,2.625
226176,Fallout: Wasteland Warfare,specialist_Coop_0-4_vs_ge20,31,194,7.486275361738372,7.834438526016374,0.3481631642780023,0.2787208640964804,1.2491464010296847,0.2116115318522085,True,True,False,375,7.80777863555052,7.806451612903226,7.450515463917526,1.4468267464858406,1.4038867006257563,Wargame,3.6111
226501,Dragonfire,specialist_Coop_0-4_vs_ge20,106,1735,7.106564262700569,7.239711857311834,0.13314759461126435,0.1466485805564111,0.9079364703434456,0.36391178761026444,True,True,False,2394,7.211353652692529,7.338490566037737,6.85367608069164,1.4702624689140067,1.3894221929611743,Coop,3.2391
226506,Rambo: The Board Game,specialist_Coop_0-4_vs_ge20,7,97,7.695332656652849,6.9420160903511094,-0.7533165663017396,1.1361067665304914,-0.6630684619564949,0.5072867082452381,False,True,False,126,6.808021057570625,7.43,6.7917525773195875,2.9718739455125163,1.677759076345144,Wargame,1.8333
226520,Exit: The Game – The Sinister Mansion,specialist_Coop_0-4_vs_ge20,33,2211,6.988653662685032,7.690475967607863,0.7018223049228309,0.2860365058751613,2.4536109570193694,0.014142989962689034,True,True,True,2676,7.607331344874894,7.016969696969697,7.260517639077343,1.6365258549903692,1.2068956348173852,Coop,2.4667
226588,Untold: Adventures Await,specialist_Coop_0-4_vs_ge20,18,388,6.206604809424479,7.018559514339779,0.8119547049153004,0.6060261871227656,1.339801352100349,0.18030993596538059,True,True,False,505,6.964107010745768,6.5,6.686557809278348,2.5553333895128936,1.3221015399140388,Coop,1.6667
231197,Raxxon,specialist_Coop_0-4_vs_ge20,41,912,6.5841413281194106,7.022318242085865,0.43817691396645486,0.19725936664320157,2.2213237395161047,0.02632904208472997,True,True,True,1221,6.967338762019168,6.767317073170733,6.687030942982457,1.2414952997919073,1.0964966447013051,Coop,2.0
231618,Deck Box Dungeons,specialist_Coop_0-4_vs_ge20,28,263,6.919591220882261,6.664170905402141,-0.25542031548012023,0.19938609029498244,-1.2810337727282668,0.20018180385685014,True,True,False,429,6.74060207931098,7.505,6.45083650190114,0.9639059816886006,1.3147143352298125,Coop,1.8
232361,After the Virus,specialist_Coop_0-4_vs_ge20,97,1476,7.3707542906546495,7.425985997495824,0.055231706841174955,0.13755020910975194,0.4015385159982223,0.6880236868324312,True,True,False,2143,7.460528101218048,7.559278350515464,7.104774166666664,1.3183842690753873,1.2155881974750296,Coop,2.3086
236781,Cerebria: The Inside World – Origin Box,specialist_Coop_0-4_vs_ge20,44,391,8.32872004820962,8.434255269934527,0.10553522172490659,0.20638204152687756,0.5113585510838283,0.6091000129141353,True,True,False,587,8.473215699284598,8.533863636363636,7.988774936061383,1.3095227513971568,1.189662840510051,Coop,4.3659
237706,Heroes of Tenefyr,specialist_Coop_0-4_vs_ge20,26,618,7.18801654076972,7.419470418851732,0.23145387808201257,0.22297704263283485,1.038016628748351,0.2992623134658263,True,True,False,847,7.4297475226245115,7.5576923076923075,7.0224681715210355,1.1127048433807711,1.138957048606949,Coop,2.24
238889,Tales of the Northlands: The Sagas of Noggin the Nog,specialist_Coop_0-4_vs_ge20,26,174,8.155883370275943,7.734812384640033,-0.42107098563590917,0.2623935124809623,-1.604730931243811,0.10855303176053677,True,True,False,267,7.825925423336627,8.48076923076923,7.192333333333333,1.2360232576962789,1.3250529730098948,Coop,3.7143
238912,Dragon Ball Z: Perfect Cell,specialist_Coop_0-4_vs_ge20,7,65,4.703493367278644,5.858798164354446,1.155304797075802,0.6303803409802194,1.83271070173182,0.06684560495637082,False,True,False,101,5.710881938517872,5.285714285714286,5.713846153846155,1.6078017536176559,1.3512372200047458,Coop,1.3333
238992,Call to Adventure,specialist_Coop_0-4_vs_ge20,531,3784,7.400480764335203,7.233187808892896,-0.16729295544230727,0.05659032194656806,-2.95621141014648,0.0031144353508194556,True,True,True,6306,7.2729673490412425,7.540829416195856,6.824049357822407,1.2319795930604935,1.1411404892878654,Coop,2.0058
244918,Exit: The Game – The Mysterious Museum,specialist_Coop_0-4_vs_ge20,46,2182,6.647965186210591,7.551754372978509,0.9037891867679182,0.23439199243310138,3.8558876409818983,0.00011531044589752071,True,True,True,2659,7.454804129517173,6.82304347826087,7.137579472960583,1.5814208145395392,1.1175696998944549,Coop,2.1277
250779,Sherlock: Death on the 4th of July,specialist_Coop_0-4_vs_ge20,19,793,6.845042311373434,6.741222455179281,-0.10381985619415257,0.4121641853531393,-0.25188956217823844,0.8011264276953152,True,True,False,960,6.739457747038734,6.947368421052632,6.337719634300125,1.7787756410951328,1.6300746488410685,Coop,1.6111
250780,Sherlock: Last Call,specialist_Coop_0-4_vs_ge20,30,1093,6.7257208749352655,7.09691987586175,0.3711990009264845,0.2102523536053758,1.765492726056188,0.07748099165865718,True,True,False,1347,7.027774728549889,6.75,6.702725224153706,1.1338972773442406,1.2141001283521913,Coop,1.5385
251420,Choose Your Own Adventure: House of Danger,specialist_Coop_0-4_vs_ge20,213,2207,6.040769072116923,6.4869971885137785,0.44622811639685533,0.10666487099053718,4.183459017509548,2.871068668852672e-05,True,True,True,3253,6.3825621695335375,6.404799201877934,6.140666325328499,1.50614008327171,1.2669955532622932,Coop,1.1905
257063,SiegeStorm: SiegeMode,specialist_Coop_0-4_vs_ge20,24,193,7.5837470692753755,7.390818065947725,-0.1929290033276505,0.2565199796711219,-0.752101273261444,0.45199015831209066,True,True,False,328,7.455882867647292,7.770833333333333,6.960051813471503,1.170099089829671,1.2999154943579747,Coop,2.5882
257499,Arkham Horror (Third Edition),specialist_Coop_0-4_vs_ge20,791,5131,7.787537292635064,7.822970604691199,0.03543331205613498,0.05033576949158482,0.7039390162111012,0.48147075248776083,True,True,False,9051,7.837383374778926,7.838498988621999,7.432600017540442,1.321889662649098,1.290545408850895,Coop,3.3753
257836,Narabi,specialist_Coop_0-4_vs_ge20,19,410,6.072204947714869,6.496776767743945,0.424571820029076,0.23127423546136294,1.8357938539159313,0.06638815080526506,True,True,False,491,6.461218605286818,6.2368421052631575,5.941463414634145,0.9764755861402663,1.1637704140083758,Coop,1.2857
264164,Night of the Living Dead: A Zombicide Game,specialist_Coop_0-4_vs_ge20,56,696,7.1071659806432,7.447021830856909,0.33985585021370923,0.13939663686868306,2.4380491369663844,0.01476676661108467,True,True,True,1051,7.382816216760926,7.686785714285714,7.239099137931035,0.9935251312525601,1.120769478569642,Wargame,2.3636
264198,Warhammer Quest: Blackstone Fortress,specialist_Coop_0-4_vs_ge20,106,714,7.751961163774602,7.881965594583216,0.13000443080861324,0.11914568413459865,1.0911383971050725,0.2752119894958245,True,True,False,1281,7.863486789474189,8.129716981132075,7.503608781512603,1.1208542922305202,1.2935925782869875,Coop,2.8542
264220,Tainted Grail: The Fall of Avalon,specialist_Coop_0-4_vs_ge20,707,6675,8.387628085670894,8.182631793543445,-0.20499629212744885,0.0611909213476149,-3.3501095850951623,0.0008077959520980116,True,True,True,11702,8.223352719044758,8.51611504950495,7.790752065917609,1.5531950186162455,1.488979687493368,Coop,3.3684
