game_id,n_raters_active,n_obs,raw_mean,adj_mean,mean_delta_pool,selection_residual_mean,selection_z,selection_p,selection_residual_cross_mean,selection_cross_z,share_heavy_500plus,share_heavy_250plus,share_light_10_24,share_deg_broad,share_own,share_want,share_preordered,chi2_volume_band,kl_volume_band,chi2_p,mean_cnt_pool,enthusiasm_vs_own_other,title,year,weight
12,27545,27545,7.652720361953179,8.04282781276772,-0.39010745081456394,1.1969207819665511e-14,1.6076551102499743e-12,0.9999999999987172,-0.001143282405278376,-0.15107684847034492,0.15491014703212924,0.38932655654383735,0.03782900707932474,0.0036304229442730078,0.5581775276819749,0.008386277001270648,0.005300417498638591,1144.0783657871905,0.022613411598805196,,284.6495552731893,0.5628293117951221,Ra,1999.0,2.3044
13,119199,119199,6.98804190009984,7.1221045976548,-0.13406269755494926,-1.6556485049053463e-14,-4.4447909408575994e-12,0.9999999999964535,0.003148748740993963,0.8149108766397672,0.043708420372654135,0.13627631104287788,0.19749326756096947,0.003666138138742775,0.7018179682715459,0.0010654451799092274,0.0005704745845183265,74964.66967328197,0.280002501295203,,130.1399340598495,-0.28445946513721165,CATAN,1995.0,2.2809
14,1722,1722,6.743013693379791,7.190868387682467,-0.447854694302681,5.046227985736723e-15,1.8989403067064562e-13,0.9999999999998486,-0.0036608805585407137,-0.13644288480999245,0.3681765389082462,0.6265969802555168,0.015098722415795587,0.0011614401858304297,0.4895470383275261,0.006387921022067364,0.0005807200929152149,518.5905626476931,0.15326111552382082,,541.7305458768874,0.012039745882401934,Basari,1998.0,1.8441
15,3862,3862,6.8793714992232005,7.208219239809305,-0.32884774058608673,-1.7845785842226947e-14,-6.769181204573383e-13,0.99999999999946,0.005380282068960758,0.20090424901292142,0.19886069394096323,0.41921284308648366,0.06084930088037287,0.0020714655618850335,0.4878301398239254,0.004142931123770067,0.0,17.18941736960441,0.0022271849321873548,,336.6610564474366,0.042090624866089665,Cosmic Encounter,1977.0,2.3712
16,1169,1169,6.953020171086398,7.530869952488744,-0.5778497814023565,1.1122744204619319e-14,3.21930850838581e-13,0.9999999999997431,0.0019023367058001999,0.054755679662380034,0.4833190761334474,0.7613344739093242,0.000855431993156544,0.003421727972626176,0.48246364414029086,0.010265183917878529,0.001710863986313088,887.7830286268454,0.3633842833756598,,676.2386655260907,0.2709217435289811,MarraCash,1996.0,2.1616
17,810,810,6.316358024691357,6.5539942760574235,-0.2376362513660594,-6.016038147758935e-15,-1.2703763181922047e-13,0.9999999999998987,-0.008541863421114437,-0.17939135051558516,0.26790123456790127,0.5160493827160494,0.019753086419753086,0.0012345679012345679,0.6641975308641975,0.014814814814814815,0.0012345679012345679,76.94815330881977,0.04944242347337939,,459.62716049382715,-0.44007709839176884,Button Men,1999.0,1.52
18,23447,23447,7.021772377276407,7.322084740001488,-0.30031236272504397,-3.258634553911615e-14,-3.673192764094018e-12,0.9999999999970692,7.099037244422162e-05,0.007847541230658039,0.13012325670661493,0.31722608436047256,0.06900669595257389,0.001919222075318804,0.5433530942124792,0.004264937945152898,0.0004264937945152898,848.2178173324162,0.020035542027599915,,248.0247366400819,0.005761965249156351,RoboRally,1994.0,2.4284
19,1966,1966,6.272627039674467,6.648728705458124,-0.37610166578365145,-7.653592917114551e-15,-3.0626085366833517e-13,0.9999999999997555,0.0021402594046665054,0.0846300296295831,0.3718209562563581,0.6042726347914548,0.01627670396744659,0.003051881993896236,0.5579857578840285,0.001525940996948118,0.000508646998982706,573.7486562210559,0.13720784401377706,,550.4654120040692,-0.5352434108772252,Wacky Wacky West,1991.0,1.8155
20,741,741,7.432111619433201,7.719119364983004,-0.28700774554980385,-1.5700441396824583e-15,-3.385048767625857e-14,0.9999999999999729,0.004339566020277498,0.09143997751366534,0.26045883940620784,0.4669365721997301,0.05128205128205128,0.008097165991902834,0.5519568151147098,0.016194331983805668,0.002699055330634278,44.852876448377806,0.025587095490848755,,465.09041835357624,0.42520193548454605,Full Metal Planète,1988.0,3.1385
22,2044,2044,7.205610146771036,7.548847958722998,-0.3432378119519754,1.3712123413239764e-14,3.3642557371729327e-13,0.9999999999997315,-0.002329750365978509,-0.056143726407174,0.18297455968688844,0.3816046966731898,0.06506849315068493,0.003424657534246575,0.6467710371819961,0.009295499021526418,0.0,5.670482125423805,0.001371986654105069,,335.3473581213307,0.2836264331227317,Magic Realm,1979.0,4.5626
23,593,593,7.04634225969646,7.299058049867636,-0.2527157901711866,9.147919446496135e-15,1.6929878826520147e-13,0.999999999999865,0.0005461967424384871,0.009858199640869375,0.19224283305227657,0.3676222596964587,0.08094435075885328,0.008431703204047217,0.6812816188870152,0.02023608768971332,0.00505902192242833,10.841220908194199,0.008885324483541247,,362.1112984822934,0.11568038926921677,Divine Right,1979.0,3.1558
24,688,688,6.53885960755814,6.930392849336374,-0.39153324177823123,-3.1389619585768232e-15,-5.653873939486055e-14,0.9999999999999549,0.006291101576970271,0.11140770422117549,0.2238372093023256,0.4418604651162791,0.061046511627906974,0.0029069767441860465,0.4694767441860465,0.005813953488372093,0.0029069767441860465,9.586935767816891,0.006566272702724172,,404.5843023255814,-0.24756738406007603,Twilight Imperium,1997.0,3.4643
25,316,316,5.864419841772152,6.117436540454221,-0.2530166986820663,-2.3954115765488346e-15,-3.147558400355805e-14,0.9999999999999749,-0.003179015983804938,-0.041251060999127474,0.21835443037974683,0.4208860759493671,0.056962025316455694,0.0,0.6550632911392406,0.006329113924050633,0.0,4.129679889767008,0.006311391497995672,,419.98417721518985,-1.007942014150918,Battlemist,1998.0,3.2
26,2155,2155,7.048381475638047,7.490856479233977,-0.4424750035959111,-1.3935952160241455e-14,-4.086572471123096e-13,0.999999999999674,0.001977778480225125,0.05703975112062627,0.2259860788863109,0.4380510440835267,0.0654292343387471,0.002320185614849188,0.5619489559164733,0.008352668213457077,0.0,28.310555461635264,0.006530490300560039,,375.8412993039443,0.17157021675441955,Age of Renaissance,1996.0,3.8505
27,1325,1325,5.583456603773586,5.8447929791749536,-0.26133637540136956,8.63376456282084e-16,1.817696403892322e-14,0.9999999999999856,-0.009819236802390573,-0.20207748904339728,0.15622641509433963,0.34264150943396227,0.09207547169811321,0.0015094339622641509,0.609811320754717,0.0060377358490566035,0.0007547169811320754,44.36440292015047,0.015787077310445357,,299.70943396226414,-1.3041247891162482,Supremacy: The Game of the Superpowers,1984.0,3.124
28,5021,5021,6.405492678749252,6.650734836132145,-0.24524215738288732,-4.490200948230045e-15,-2.321159005413904e-13,0.9999999999998148,0.0017477062736743656,0.08839279292922968,0.13841864170483967,0.31208922525393346,0.09460266879107747,0.00219079864568811,0.6492730531766581,0.0013941445927106153,0.00039832702648874725,278.347652270848,0.026882707692308706,,259.3734315873332,-0.5755363613541518,Illuminati,1987.0,2.6538
30,1295,1295,6.75249528957529,6.883203972712088,-0.1307086831368091,1.0925794803419244e-14,2.6724513571723793e-13,0.9999999999997868,-0.001670014568993922,-0.039931867998332475,0.1745173745173745,0.34749034749034746,0.11428571428571428,0.003861003861003861,0.525096525096525,0.022393822393822392,0.0,68.88242589730461,0.02246669612086671,,321.64942084942084,-0.17668093617438096,Dark Tower,1981.0,1.7864
31,813,813,5.328339483394832,5.398647316800281,-0.07030783340544335,-3.436638700826161e-15,-7.282176857603345e-14,0.9999999999999418,-0.006843942663423419,-0.1410660749723218,0.13776137761377616,0.29889298892988936,0.11070110701107011,0.0012300123001230013,0.6666666666666666,0.007380073800738007,0.0024600246002460025,65.68446207151548,0.03859724047140198,,291.8487084870849,-1.6732592518019151,Dark World,1991.0,1.8983
32,392,392,6.0358494897959165,6.334944421422218,-0.29909493162630113,1.2591968284396546e-15,2.1198142795573128e-14,0.9999999999999831,-0.0060527977305292625,-0.1001948409508476,0.3903061224489796,0.5867346938775511,0.02295918367346939,0.002551020408163265,0.5867346938775511,0.0,0.00510204081632653,136.99705424832018,0.16157553142654058,,594.5765306122449,-0.8539395887560138,Buffalo Chess,1975.0,1.5333
34,541,541,6.568127356746767,6.8304661332056025,-0.262338776458847,9.846303275695936e-15,1.6007523919230898e-13,0.9999999999998723,-0.0016854559712217339,-0.02703395268558178,0.23290203327171904,0.42698706099815154,0.08133086876155268,0.0018484288354898336,0.5637707948243993,0.012939001848428836,0.0,16.959239275682837,0.014370594265026689,,401.6025878003697,-0.3070766699208783,Arkham Horror,1987.0,2.42
36,408,408,6.328186274509804,6.614426095712697,-0.28623982120289926,6.016973411890064e-15,7.803623256694255e-14,0.9999999999999378,0.00489493120859533,0.061819913690301785,0.14705882352941177,0.3284313725490196,0.09803921568627451,0.0,0.7475490196078431,0.0024509803921568627,0.004901960784313725,20.172711009049852,0.023001917447477684,,314.2230392156863,-0.5747032165939353,Federation & Empire,1986.0,4.3594
37,144,144,5.655555555555555,5.755082917067115,-0.09952736151156166,1.915134717478395e-15,1.7241556279715784e-14,0.9999999999999862,0.013672561204273704,0.1198780579148493,0.2152777777777778,0.4375,0.0625,0.0,0.7291666666666666,0.006944444444444444,0.006944444444444444,3.985436330353324,0.012327262474149822,,471.4861111111111,-1.3025780173210846,Dragon Masters,1991.0,2.0909
38,103,103,6.136893203883496,6.506107115587146,-0.3692139117036535,2.5589023887962347e-15,2.0424640032819994e-14,0.9999999999999838,0.005500197506831747,0.04352673066301042,0.5145631067961165,0.8058252427184466,0.019417475728155338,0.0,0.6893203883495146,0.0,0.0,148.96730176403514,0.5100321547213728,,1045.2233009708739,-0.49757720035192204,Runes,1981.0,1.9
39,111,111,5.31036036036036,5.794078224737748,-0.4837178643773877,6.40128590774865e-17,3.8629589043432383e-16,0.9999999999999998,-0.015845679225726352,-0.09420394522480999,0.36036036036036034,0.6396396396396395,0.02702702702702703,0.0,0.6486486486486487,0.0,0.0,38.249768350434195,0.18091489968781718,,666.6576576576576,-1.2540434253629906,Darkover,1979.0,2.4444
40,271,271,6.632449815498156,7.039489137628854,-0.4070393221306998,7.515513426844463e-16,8.680140562547248e-15,0.9999999999999931,-0.009641604636024039,-0.1097446742994638,0.38745387453874536,0.6199261992619925,0.03690036900369004,0.007380073800738007,0.5608856088560885,0.007380073800738007,0.0036900369003690036,79.14737661514933,0.13409436205063574,,619.760147601476,-0.09886849180502479,Borderlands,1982.0,2.7917
41,19430,19430,6.915363279464766,7.289562160616368,-0.3741988811516493,2.7878642952244338e-14,3.3071717010602982e-12,0.9999999999973612,-0.0007708389610916615,-0.09025652701459096,0.20458054554812147,0.476479670612455,0.025218733916623777,0.0021616057642820383,0.46505404014410706,0.007308286155429748,0.0018013381369016985,1766.0620154777923,0.05003513730328753,,338.5276891405044,-0.0728584305576199,Can't Stop,1980.0,1.1423
42,28462,28462,7.680577250368907,8.046415613735618,-0.3658383633666948,-9.636386349203438e-15,-1.1758884535710565e-12,0.9999999999990619,-0.0009844999591599745,-0.1179410319776267,0.13670859391469328,0.3438268568617806,0.06155575855526667,0.0031621108846883565,0.5259995783852154,0.009275525261752512,0.0010891715269482117,750.5886228598256,0.01494744825050813,,259.3807181505165,0.578781554625943,Tigris & Euphrates,1997.0,3.4754
