game_id,n_obs,n_ref_raters,ref_penetration,title,resid_Q3bFam,hiddenness_bucket
2000,150,146,0.0005230950026513034,True or False,-1.4307240503352494,eligible_<1700
2002,144,141,0.0005051807902317383,Magical Maze,0.1014824930009448,eligible_<1700
2004,386,376,0.001347148773951302,Titanic: The Board Game,-1.6622236677076474,eligible_<1700
2040,165,159,0.000569671954942173,Trippples,-0.05330989613614889,eligible_<1700
2073,518,417,0.0014940453157917366,Sixth Fleet: Modern Naval Combat in the Mediterranean,-0.18469228542733607,eligible_<1700
2078,182,137,0.0004908494202960861,"Aegean Strike: Land, Air, and Sea Combat in the Eastern Mediterranean",-0.9568805936066314,eligible_<1700
2079,585,455,0.0016301933301804319,NATO: The Next War in Europe,-0.40865819853849406,eligible_<1700
2091,131,123,0.00044068962552130356,Legions of Steel,0.407076343779865,eligible_<1700
2099,106,106,0.00037978130329478196,Online: Internet Card Game,-0.7253852556785292,eligible_<1700
2114,615,606,0.0021712025452513004,"Duck, Duck, Bruce",0.4922058707990935,eligible_<1700
2121,150,134,0.000480100892844347,The Sword and the Stars,0.09935923561855198,eligible_<1700
2130,356,349,0.00125041202688565,Young Jedi: Collectible Card Game,-0.7118797223568496,eligible_<1700
2133,574,556,0.0019920604210556486,Rage,-0.2979732814916094,eligible_<1700
2138,105,83,0.0002973759261647821,Crisis: Sinai 1973,-0.37181544833552316,eligible_<1700
2157,157,149,0.0005338435301030425,Riddle of the Ring,1.014387385663026,eligible_<1700
2168,561,499,0.0017878383994726055,Hitler's War,-0.5375575908641039,eligible_<1700
2179,424,422,0.0015119595282113017,Musketeers,0.49814895311236995,eligible_<1700
2180,179,176,0.0006305802771686945,Flagship: Prometheus Unchained,0.1009164172345196,eligible_<1700
2206,230,211,0.0007559797641056509,Jurassic Park Game,-0.3793279268142564,eligible_<1700
2212,402,393,0.0014080570961778236,eBay Electronic Talking Auction Game,0.21540279530598472,eligible_<1700
2213,207,185,0.0006628258595239119,Revolt on Antares,0.20090413433500576,eligible_<1700
2214,162,146,0.0005230950026513034,Saga,-0.03464830230896965,eligible_<1700
2223,29272,28601,0.10247287788239678,UNO,-0.7125774155837945,exclude_>2500
2604,1325,1301,0.004661278071570862,Compatibility,0.5685291080050563,eligible_<1700
2608,494,473,0.0016946844948908667,King Oil,0.3347954586398991,eligible_<1700
2613,259,233,0.0008348022987517377,Intruder,0.49505983669227227,eligible_<1700
2641,123,113,0.0004048612006821732,"Barbarian, Kingdom & Empire",0.9468170465002714,eligible_<1700
2645,125,115,0.00041202688564999926,Prize Property,-0.003126941736807609,eligible_<1700
2651,64071,64071,0.2295563007867922,Power Grid,0.10599428521412158,exclude_>2500
2667,257,253,0.0009064591484299984,What Were You Thinking?,1.3172686766703174,eligible_<1700
2669,578,561,0.002009974633475214,Frog Juice,-0.31660298296921674,eligible_<1700
2672,384,381,0.0013650629863708671,Der Herr der Ringe: Die Gefährten – Das Kartenspiel,0.1944239857622021,eligible_<1700
2693,255,250,0.0008957106209782593,Bottle Topps,-0.4145507459746538,eligible_<1700
2707,123,121,0.0004335239405534775,Alibi,-0.6430670751690073,eligible_<1700
2716,123,122,0.00043710678303739056,Suzerain,0.24302683975801376,eligible_<1700
2721,124,115,0.00041202688564999926,Wembley,0.9247627810564163,eligible_<1700
2728,185,177,0.0006341631196526076,The Generals,0.6632425494580536,eligible_<1700
2742,135,117,0.0004191925706178254,Wings: World War One Plane to Plane Combat 1916-1918,0.46575584302453077,eligible_<1700
2760,120,112,0.00040127835819826015,Knights of the Dinner Table: Orcs at the Gates,-0.38567114321137463,eligible_<1700
2771,361,356,0.0012754919242730413,Maginor,-0.4705535729500312,eligible_<1700
2775,120,108,0.000386946988262608,The Battle of Five Armies,0.07536226867628937,eligible_<1700
2779,177,149,0.0005338435301030425,Sauron,-0.5395794204251958,eligible_<1700
2812,237,205,0.0007344827092021726,Platoon,-0.19749187746842356,eligible_<1700
