threshold,note,games_pass,share_pass,median_n,p10_n,p90_n,median_se,median_resid_fam,mean_resid_fam
7.0,above global mean +0.86 SD (modest),6800,0.46264797931691387,595.0,136.0,6014.300000000001,0.048926259335847704,0.208510821939619,0.24322408430058298
7.5,Step 9 high-quality flag (top 30% of Q3bFam residuals fail this in task),3446,0.23445366716560076,705.5,136.0,8787.5,0.04493161910328938,0.2760339937930376,0.3136089184271029
8.0,strong,1245,0.0847054020955232,614.0,132.0,10492.000000000035,0.048163308261552844,0.3802453418559715,0.3973174745634258
7.931369833295782,data-driven p90 by adj_mean (top 10%),1470,0.10001360729350932,615.0,133.0,10306.900000000003,0.048124182883753634,0.3674476180743955,0.38863942602733487
8.185346320595833,data-driven p95 by adj_mean (top 5%),735,0.05000680364675466,580.0,132.0,11291.6,0.04955488801695274,0.4174416658476652,0.43816624012727895
7.465967200128562,p75 by adj_mean (top 25%),3675,0.2500340182337733,691.0,136.0,8504.8,0.0454005874308723,0.26972796495637485,0.30725347403416503
8.628156888329059,p99 by adj_mean (top 1%),147,0.010001360729350933,571.0,140.6,8080.4,0.04994389877689862,0.547753278833623,0.5373209175882427
