game_id,title,year,n_obs,adj_mean,expected_Q3bFam,resid_Q3bFam,expected_Q4Fam,resid_Q4Fam,se_adj,lower_bound_adj,lower_bound_resid_Q3bFam,vol_band,hiddenness_bucket,fam_18XX,fam_Cooperative Game,fam_Legacy Game
341362,Reapers,2021.0,100,7.584543534119239,6.971882353267343,0.6126611808518954,7.014096452994467,0.5704470811247715,0.1193439741795195,7.35062934472738,0.3787469914600371,100-199,eligible,0.0,0.0,0.0
351648,Dragons Down,2024.0,193,8.621911868121755,8.029713178260204,0.5921986898615508,8.106763580207838,0.5151482879139166,0.0859056723713636,8.453536750273882,0.423823572013678,100-199,eligible,0.0,1.0,0.0
351666,Vidrasso,2021.0,112,7.7570813983950515,7.1242565083545255,0.632824890040526,7.111225226019441,0.6458561723756109,0.1127694557689722,7.536053265087866,0.4117967567333404,100-199,eligible,0.0,0.0,0.0
352263,Through Ice & Snow,2024.0,320,7.910966188440206,7.544777330663404,0.3661888577768017,7.505790255166385,0.4051759332738207,0.0667153097425963,7.780204181344717,0.235426850681313,200-499,eligible,0.0,0.0,0.0
352687,"Escape Room: The Game – Puzzle Adventures: The Baron, The Witch & The Thief",2021.0,143,7.741378266575563,7.067385371315471,0.673992895260092,7.078177131456897,0.6632011351186655,0.0998004448501157,7.545769394669335,0.4783840233538652,100-199,eligible,0.0,1.0,0.0
354544,Unmatched: Houdini vs. The Genie,2022.0,1394,8.36619163238591,7.773290694249299,0.5929009381366104,7.767859988573628,0.5983316438122817,0.0319645878451321,8.303541040209451,0.5302503459601514,1k-2.5k,eligible,0.0,0.0,0.0
365717,Clank!: Catacombs,2022.0,8014,8.582546168901787,8.004088512463444,0.5784576564383439,8.030672862576594,0.5518733063251933,0.0133314020706741,8.556416620843265,0.5523281083798226,5k-10k,exclude,0.0,0.0,0.0
366023,Marvel Zombies: Heroes' Resistance,2022.0,804,7.877697100830761,7.276103221705485,0.601593879125276,7.358581647027069,0.5191154538036917,0.0420893744833329,7.795201926843428,0.5190987051379434,500-999,eligible,0.0,1.0,0.0
366577,Bestiary of Sigillum: Collector's Edition,2023.0,120,8.102168537819345,7.651157890568195,0.4510106472511506,7.740824905580249,0.3613436322390964,0.1089456446007282,7.888635074401918,0.2374771838337233,100-199,eligible,0.0,0.0,0.0
366748,Northgard: Uncharted Lands – Warchief Collector Edition,2022.0,232,8.356568570121166,7.560526346094811,0.7960422240263547,7.570011232607394,0.7865573375137718,0.0783531576640776,8.202996381099574,0.6424700350047625,200-499,eligible,0.0,0.0,0.0
367150,Dune: War for Arrakis,2024.0,2199,8.798618280367203,8.436673884761237,0.3619443956059651,8.422002634664201,0.3766156457030014,0.0254500055373992,8.7487362695139,0.3120623847526626,1k-2.5k,borderline,0.0,0.0,0.0
410382,That Escalated Quickly,2024.0,230,7.54455810485969,6.943665475653745,0.6008926292059451,6.938449090118871,0.6061090147408192,0.0786930861914261,7.390319655924495,0.4466541802707499,200-499,eligible,0.0,1.0,0.0
411003,Disney Villainous: Sugar and Spite,2024.0,192,7.63262362507438,7.125336985875771,0.5072866391986093,7.076835400066228,0.5557882250081523,0.0861290945233816,7.463810599808553,0.3384736139327812,100-199,eligible,0.0,0.0,0.0
412865,Foundations of Metropolis,2024.0,866,8.139402111860745,7.6504596272044765,0.4889424846562686,7.69179229030895,0.4476098215517954,0.0405547333132206,8.059914834566833,0.4094552073623562,500-999,eligible,0.0,0.0,0.0
415090,Rainbow,2024.0,280,7.528107843511279,7.125801491354334,0.4023063521569447,7.072036687550009,0.4560711559612702,0.0713216661455134,7.388317377866072,0.2625158865117384,200-499,eligible,0.0,0.0,0.0
415108,"Crisps      Shed your cards as fast as you can, as new cards are drawn to help or hinder you.",2025.0,164,7.697294038292282,7.364578912156979,0.3327151261353025,7.343020711994015,0.3542733262982667,0.0931919870317611,7.51463774371003,0.1500588315530507,100-199,eligible,0.0,0.0,0.0
415945,Unmatched: Slings and Arrows,2024.0,440,8.6899613146951,7.697007343466883,0.9929539712282178,7.730364966381835,0.9595963483132656,0.0568950073160318,8.578447100355678,0.8814397568887953,200-499,eligible,0.0,0.0,0.0
393892,Rolling Realms Redux,2024.0,262,8.12847002484797,7.736454506701293,0.3920155181466782,7.772569458745552,0.3559005661024184,0.0737309534804105,7.983957356026366,0.2475028493250735,200-499,eligible,0.0,0.0,0.0
396335,BOG,2024.0,129,7.708504423329256,7.375277764297534,0.3332266590317214,7.331160922835611,0.3773435004936445,0.1050765102308597,7.502554463276771,0.1272766989792362,100-199,eligible,0.0,0.0,0.0
397598,Dune: Imperium – Uprising,2023.0,8869,9.050338662689258,8.269012683492166,0.7813259791970921,8.355349141716891,0.6949895209723671,0.0126725253425014,9.025500513017956,0.7564878295257894,5k-10k,exclude,0.0,0.0,0.0
16,MarraCash,1996.0,1169,7.5291775747655665,6.661673437221985,0.8675041375435812,6.743980338833019,0.7851972359325474,0.0349054499177046,7.460762892926866,0.7990894557048802,1k-2.5k,eligible,0.0,0.0,0.0
84,Rommel in the Desert,1982.0,1075,7.996806505595559,7.596530425543774,0.4002760800517846,7.667955933992797,0.3288505716027616,0.036399570880376,7.925463346670021,0.3289329211262476,1k-2.5k,eligible,0.0,0.0,0.0
93,El Grande,1995.0,29933,8.126980516418769,7.592748294482915,0.534232221935854,7.618139375382569,0.5088411410361999,0.0068980346727973,8.113460368460085,0.5207120739771711,25k+,exclude,0.0,0.0,0.0
299,De Bellis Antiquitatis: Quick Play Wargame Rules with Army Lists for Ancient and Medieval Battles,1990.0,666,7.509919633775355,7.1443970364277085,0.3655225973476463,7.214365208149427,0.2955544256259275,0.0462448506555749,7.419279726490428,0.2748826900627195,500-999,eligible,0.0,0.0,0.0
313,Big Boss,1994.0,917,7.675939556188903,6.501926896192344,1.174012659996558,6.5651695852071885,1.110769970981714,0.0394108523891234,7.5986942855062205,1.0967673893138763,500-999,eligible,0.0,0.0,0.0
