debiased_rank,debiased_rating,title,year,bgg_rank,geek_rating,avg_rating,voters,game_id,base_game,weight,weight_votes,mfg_playtime,mfg_age_rec,best_players,kickstarted,is_reimplementation,num_implementations,abstract_rank,cgs_rank,childrens_rank,family_rank,party_rank,strategy_rank,thematic_rank,war_rank
6458,7.092089987729507,Wizard,1978.0,5026.0,5.756,7.34,518.0,3463,1,2.2619,42.0,30.0,10.0,0.0,0.0,0.0,1.0,,,,,,,981,663
6459,7.092040766534202,Unlock!: Escape Adventures – The Formula,2017.0,1593.0,6.353,6.99,2898.0,216091,1,2.3667,30.0,75.0,10.0,0.0,0.0,0.0,0.0,,,,,,,233,
6460,7.092027265792579,Animal Upon Animal: Balancing Bridge,2010.0,5003.0,5.758,7.01,456.0,84464,1,1.12,25.0,15.0,5.0,0.0,0.0,0.0,0.0,,,23,,,,,
6461,7.09182692503171,Pitt's War,2019.0,15562.0,5.53,7.17,45.0,282300,1,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2293
6462,7.091490232830396,Monolyth,2022.0,5435.0,5.728,7.03,390.0,373759,1,,,,,,,,,,,,,,,,
6463,7.091376153379134,Ultimate Werewolf Legacy,2018.0,6393.0,5.675,7.13,290.0,206715,1,2.4,5.0,60.0,13.0,0.0,0.0,1.0,1.0,,,,,,,,
6464,7.091341823658208,Gunkimono,2018.0,2729.0,6.052,6.97,1301.0,251890,1,1.8333,18.0,60.0,10.0,0.0,0.0,1.0,1.0,71,,,,,,,
6465,7.091259636688217,The Game: Face to Face,2017.0,2590.0,6.081,7.07,1284.0,236461,1,1.3333,18.0,20.0,8.0,0.0,0.0,1.0,1.0,,,,,,,,
6466,7.0910608679425895,Fresh Fish,1997.0,3621.0,5.905,6.76,1001.0,1017,1,3.044,91.0,60.0,12.0,0.0,0.0,0.0,1.0,,,,,,1657,,
6467,7.090883417483475,"Case Yellow, 1940: The German Blitzkrieg in the West",2011.0,8434.0,5.607,7.07,176.0,41033,1,3.2093,43.0,180.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,833
6468,7.090415572944559,MonsDRAWsity,2020.0,2976.0,6.003,7.09,1102.0,283212,1,1.125,16.0,30.0,8.0,0.0,0.0,0.0,0.0,,,,,226,,,
6469,7.090376869542582,RatVille,2019.0,9566.0,5.585,7.11,142.0,284294,1,2.6667,6.0,90.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,
6470,7.0903736190823725,In Her Majesty's Name: Steampunk Skirmish Wargaming Rules,2013.0,11945.0,5.554,7.33,83.0,143487,1,2.5,6.0,180.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,
6471,7.090351345711089,Ghost Fightin' Treasure Hunters,2013.0,1150.0,6.541,7.15,4114.0,146312,1,1.6449,107.0,30.0,8.0,4.0,0.0,0.0,1.0,,,3,240,,,,
6472,7.090255174882588,Legend of the Burning Sands,1998.0,8379.0,5.609,7.0,184.0,3836,1,2.6667,18.0,60.0,10.0,0.0,0.0,0.0,2.0,,117,,,,,,
6473,7.0901124217685165,Gin Crafters,2023.0,15772.0,5.529,6.99,47.0,373829,1,,,,,,,,,,,,,,,,
6474,7.090023114617433,Word Slam,2016.0,3128.0,5.975,6.91,1133.0,203411,1,1.1111,18.0,45.0,12.0,0.0,0.0,0.0,0.0,,,,,100,,,
6475,7.0899374203133805,Tales & Games: The Hare & the Tortoise,2011.0,1201.0,6.52,7.07,4233.0,130176,1,1.3824,136.0,20.0,7.0,4.0,0.0,0.0,0.0,,,,214,,,,
6476,7.0897782069765976,Primordial Soup,1997.0,1310.0,6.468,6.92,4751.0,124,1,2.7343,478.0,90.0,12.0,4.0,0.0,0.0,0.0,,,,,,853,,
6477,7.089756406728491,Stay Cool,2019.0,2721.0,6.054,7.01,1282.0,267475,1,1.0,8.0,30.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,
6478,7.089754007069835,Kunterpunkt: Das wuselige Würfelspiel,2022.0,10205.0,5.576,7.29,127.0,362965,1,,,,,,,,,,,,,,,,
6479,7.089401129348069,Yutakâ,2018.0,16339.0,5.526,7.35,37.0,293006,1,,,,,,,,,,,,,,,,
6480,7.089349567429362,Dinoblivion,2020.0,5121.0,5.748,7.33,376.0,262188,1,2.0,10.0,45.0,12.0,0.0,1.0,0.0,0.0,,,,,,,,
6481,7.089309616979695,Anomia: Party Edition,2013.0,2225.0,6.162,7.11,1738.0,142271,1,1.0303,33.0,30.0,10.0,0.0,0.0,1.0,1.0,,,,,99,,,
6482,7.089270612155228,"Battle of Issy, 1815",2018.0,11004.0,5.565,7.07,95.0,265947,1,3.0,6.0,0.0,14.0,0.0,0.0,0.0,0.0,,,,,,,,1378
6483,7.089130205906786,Unicornus Knights,2016.0,4279.0,5.821,6.94,667.0,204605,1,3.2857,21.0,90.0,12.0,0.0,0.0,0.0,0.0,,,,,,,554,
6484,7.088992509636369,Magic: The Gathering – Explorers of Ixalan,2017.0,7404.0,5.635,7.17,217.0,231309,1,3.0,3.0,30.0,13.0,0.0,0.0,0.0,0.0,,,,,,,,
6485,7.088903307675612,Epic Card Game: Guardians of Gowana,2021.0,14067.0,5.538,7.33,48.0,287611,1,,,,,,,,,,,,,,,,
6486,7.088719848927224,Smash Up: Pretty Pretty Smash Up,2015.0,1178.0,6.529,7.23,3660.0,168917,1,2.1429,42.0,45.0,14.0,0.0,0.0,0.0,0.0,,,,,,517,,
6487,7.088718046125331,Freeze,2010.0,10509.0,5.571,7.04,104.0,76728,1,1.125,8.0,30.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,
6488,7.088603402487365,Il Vecchio,2012.0,2434.0,6.114,6.9,1698.0,119391,1,2.6126,111.0,60.0,10.0,4.0,0.0,0.0,0.0,,,,,,889,,
6489,7.088533750861661,RONE (Second Edition),2018.0,,5.535,7.38,45.0,256122,1,3.0,2.0,45.0,14.0,0.0,1.0,0.0,0.0,,,,,,,,
6490,7.0882643517208335,Machi Koro 2,2021.0,1985.0,6.227,7.12,1968.0,340364,1,2.0,6.0,45.0,10.0,0.0,0.0,1.0,1.0,,,,,,,,
6491,7.088225157157265,Drums of War: Enclave,2023.0,12705.0,5.547,7.5,59.0,377063,1,,,,,,,,,,,,,,,,
6492,7.088177483056644,Meeple Circus,2017.0,1049.0,6.596,7.02,6047.0,193214,1,1.4545,77.0,45.0,8.0,4.0,0.0,0.0,0.0,,,,201,,,,
6493,7.088081671739274,Solenia,2018.0,1620.0,6.343,7.02,2836.0,254018,1,2.1831,71.0,45.0,10.0,3.0,0.0,0.0,0.0,,,,309,,689,,
6494,7.087793569381802,1895 Namibia,2004.0,13532.0,5.541,6.69,71.0,11283,1,3.2,5.0,180.0,12.0,0.0,0.0,0.0,0.0,,,,,,2117,,
6495,7.0877077880916675,Kombo Afrika,2019.0,17021.0,5.523,7.2,36.0,282251,1,,,,,,,,,,,,,,,,
6496,7.087610736754361,Encantados (Second/Third Edition),2018.0,11588.0,5.557,7.71,75.0,268962,1,1.1667,6.0,45.0,10.0,0.0,0.0,1.0,1.0,,,,,,,,
6497,7.087597288422237,K2,2010.0,828.0,6.728,7.01,10717.0,73761,1,2.2607,560.0,60.0,8.0,3.0,0.0,0.0,0.0,,,,156,,,173,
6498,7.087452143976568,Forage: A 9 card solitaire game,2024.0,4870.0,5.768,7.16,434.0,373577,1,,,,,,,,,,,,,,,,
6499,7.0873859334040255,Four Battles of Army Group South,1979.0,,5.57,7.06,116.0,22509,1,2.8824,17.0,240.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,
6500,7.08729413730896,CrossTalk,2017.0,3361.0,5.941,6.89,1016.0,215371,1,1.1765,17.0,30.0,10.0,0.0,0.0,0.0,0.0,,,,,110,,,
6501,7.087171169141453,Cribbage,1630.0,735.0,6.786,7.1,10445.0,2398,1,2.5137,841.0,30.0,10.0,2.0,0.0,0.0,0.0,60,,,206,,,,
6502,7.087104507973567,Brew,2021.0,1325.0,6.463,7.05,4019.0,332386,1,2.5238,21.0,90.0,10.0,0.0,0.0,0.0,0.0,,,,,,,,
6503,7.087104462302231,Napoleon's War:  The 100 Days,2010.0,7350.0,5.637,7.16,207.0,65313,1,2.3256,43.0,60.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,701
6504,7.086816421817724,Magic: The Gathering – Archenemy: Nicol Bolas,2017.0,10245.0,5.574,7.06,119.0,231392,1,3.0,1.0,30.0,13.0,0.0,0.0,0.0,0.0,,,,,,,,
6505,7.086387122018687,Sheepy Time,2021.0,3293.0,5.949,7.0,979.0,324242,1,1.8571,7.0,45.0,10.0,0.0,0.0,0.0,0.0,,,,,,,,
6506,7.086383176954383,Islands in the Mist,2019.0,5333.0,5.734,7.0,436.0,285895,1,2.2222,9.0,60.0,10.0,0.0,0.0,0.0,0.0,,,,,,,,
6507,7.086273314764141,Ranger,1984.0,8863.0,5.598,7.18,166.0,6929,1,2.4706,17.0,60.0,12.0,0.0,0.0,0.0,1.0,,,,,,,,1181
6508,7.086270581541851,Pioneers,2017.0,2960.0,6.007,6.96,1177.0,232520,1,2.2703,37.0,60.0,8.0,0.0,1.0,0.0,0.0,,,,622,,1060,,
6509,7.0862435586748544,Approaching Dawn: The Witching Hour,2017.0,9211.0,5.591,7.31,157.0,223033,1,3.2,5.0,120.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,
6510,7.086148129065599,Taktika,2007.0,7781.0,5.623,7.02,196.0,32129,1,1.4706,17.0,20.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
6511,7.086088729521927,Blue Moon City,2006.0,857.0,6.711,7.04,8766.0,21882,1,2.296,848.0,50.0,14.0,3.0,0.0,0.0,0.0,,,,167,,432,,
6512,7.085983487872375,The War of the Worlds: England,2018.0,9142.0,5.592,7.26,127.0,237551,1,2.6429,14.0,60.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,
6513,7.0859631238518865,Victoria Cross: The Battle of Rorke's Drift,2004.0,7703.0,5.626,7.0,214.0,10662,1,2.3824,34.0,120.0,12.0,0.0,0.0,0.0,1.0,,,,,,,,741
6514,7.085754820123127,Nimalia,2023.0,2279.0,6.149,7.07,1570.0,361850,1,,,,,,,,,,,,,,,,
6515,7.085581384799002,Magnum Sal,2010.0,2572.0,6.085,6.97,1518.0,73316,1,2.9495,99.0,120.0,10.0,3.0,0.0,0.0,0.0,,,,,,920,,
6516,7.085553302635585,Line or Colour,2014.0,17946.0,5.52,7.08,34.0,152229,1,,,,,,,,,,,,,,,,
6517,7.085469738774864,Witch Hunt,2016.0,9935.0,5.579,7.45,156.0,164236,1,2.0,6.0,90.0,13.0,0.0,1.0,0.0,0.0,,,,,389,,,
6518,7.0854511584151885,Pixel Tactics 4,2015.0,5759.0,5.708,7.05,366.0,169275,1,2.0,4.0,45.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,
6519,7.08535340626155,Summer Camp,2021.0,1762.0,6.293,7.14,2140.0,337787,1,1.9444,18.0,45.0,10.0,0.0,0.0,0.0,0.0,,,,836,,,,
6520,7.085210895809865,Super-Skill Pinball: Holiday Special,2022.0,7897.0,5.62,7.16,169.0,367978,1,,,,,,,,,,,,,,,,
6521,7.085110708117902,Boxtop Pinball: Haunted House,2024.0,8692.0,5.601,7.25,148.0,417629,1,,,,,,,,,,,,,,,,
6522,7.08506483602172,Star Trek: Cryptic – A Puzzles and Pathways Adventure,2023.0,12973.0,5.545,7.28,63.0,386143,1,,,,,,,,,,,,,,,,
6523,7.085014672437446,Wiz-War (Eighth Edition),2012.0,1130.0,6.552,7.06,5101.0,104710,1,2.3195,241.0,60.0,14.0,4.0,0.0,1.0,2.0,,,,,,,206,
6524,7.0850035574528745,Fujiyama,2021.0,13646.0,5.54,7.05,61.0,353957,1,,,,,,,,,,,,,,,,
6525,7.0849525702095555,"Festung Europa: The Campaign for Western Europe, 1943-1945",2016.0,11177.0,5.562,6.89,106.0,162383,1,3.0,3.0,240.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,1386
6526,7.084942655543166,12 Chip Trick,2022.0,3325.0,5.945,6.83,1116.0,358669,1,,,,,,,,,,,,,,,,
6527,7.084588522749233,Escape Tales: The Awakening,2018.0,1642.0,6.334,7.01,2808.0,253214,1,2.1667,42.0,360.0,16.0,2.0,0.0,0.0,0.0,,,,,,,244,
6528,7.084481186500418,Twilight Sparkle's Secret Shipfic Folder,2014.0,14102.0,5.537,7.35,61.0,164279,1,1.6,5.0,30.0,13.0,0.0,0.0,0.0,0.0,,,,,,,,
6529,7.084230993066687,Fabled Fruit,2016.0,1060.0,6.589,6.99,6216.0,203427,1,1.5948,116.0,30.0,8.0,4.0,0.0,0.0,0.0,,,,198,,,,
6530,7.083879071964476,War Galley: Naval Warfare in the Ancient World,1999.0,6082.0,5.69,7.1,315.0,1894,1,3.125,48.0,360.0,14.0,0.0,0.0,0.0,0.0,,,,,,,,734
6531,7.083706450448236,CATAN: New Energies,2024.0,9177.0,5.592,7.29,164.0,408727,1,,,,,,,,,,,,,,,,
6532,7.083691162206431,TAC,2004.0,4928.0,5.763,7.12,501.0,17991,1,2.04,25.0,60.0,10.0,0.0,0.0,0.0,0.0,256,,,,,,,
6533,7.083625312283446,Pyramido,2023.0,3918.0,5.864,7.08,698.0,329484,1,,,,,,,,,,,,,,,,
6534,7.083558479750688,Warhammer: Diskwars,2013.0,2127.0,6.191,7.07,2039.0,146418,1,2.768,125.0,90.0,14.0,2.0,0.0,1.0,1.0,,60,,,,,,348
6535,7.082966424966853,Nanatoridori,2023.0,5202.0,5.743,6.82,500.0,387388,1,,,,,,,,,,,,,,,,
6536,7.082861117255484,Le Grand Empire,2007.0,14465.0,5.535,7.14,57.0,25841,1,3.7,10.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,1939
6537,7.082801792670638,Mystic Paths,2021.0,5997.0,5.695,6.9,355.0,336552,1,1.0,2.0,60.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,
6538,7.082659658338878,Diplomacy,1959.0,813.0,6.735,7.04,13560.0,483,1,3.3234,1206.0,360.0,12.0,7.0,0.0,0.0,1.0,,,,,,672,,268
6539,7.082478146585762,Legacy: Gears of Time,2012.0,3276.0,5.951,6.95,1003.0,119781,1,2.8448,58.0,60.0,13.0,0.0,1.0,0.0,0.0,,,,,,1082,424,
6540,7.082369001172466,Minecart Town,2024.0,13093.0,5.544,6.73,79.0,424203,1,,,,,,,,,,,,,,,,
6541,7.082093578303274,Shadow Network,2023.0,10768.0,5.568,7.43,95.0,307182,1,,,,,,,,,,,,,,,,
6542,7.08205388342158,Clockworker,2020.0,5339.0,5.733,7.05,426.0,322623,1,,,,,,,,,,,,,,,,
6543,7.081983642884793,All-Star Draft,2021.0,5891.0,5.701,7.06,323.0,322014,1,2.2857,7.0,45.0,10.0,0.0,0.0,0.0,0.0,,,,,,,,
6544,7.081899197016468,Navia Dratp,2004.0,4281.0,5.821,7.13,597.0,10819,1,2.8929,56.0,30.0,8.0,0.0,0.0,0.0,0.0,112,70,,,,,,
6545,7.081762612405902,Attika,2003.0,1044.0,6.598,6.99,6642.0,8051,1,2.3711,811.0,60.0,10.0,2.0,0.0,0.0,1.0,,,,,,493,,
6546,7.081666404848545,Tidal Blades: Banner Festival,2022.0,4171.0,5.834,6.99,634.0,364994,1,,,,,,,,,,,,,,,,
6547,7.081652759861169,Yggdrasil,2011.0,1282.0,6.478,7.03,4044.0,71671,1,2.6009,223.0,90.0,13.0,2.0,0.0,0.0,1.0,,,,,,570,221,
6548,7.081445279179145,O.P. Arena,2019.0,8836.0,5.598,7.09,162.0,186945,1,1.5,4.0,45.0,13.0,0.0,0.0,0.0,0.0,,,,,,,,
6549,7.081443416641295,Between Two Cities,2015.0,835.0,6.724,6.98,11432.0,168435,1,1.8147,340.0,25.0,14.0,5.0,1.0,0.0,1.0,,,,161,,,,
6550,7.081399244863335,Across 5 Aprils,1992.0,4779.0,5.777,7.03,492.0,4047,1,2.3443,61.0,180.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,530
6551,7.081292105380852,Funkoverse Strategy Game: Back to the Future 100,2020.0,8556.0,5.604,7.33,148.0,302991,1,2.0,1.0,60.0,10.0,0.0,0.0,0.0,0.0,,,,,,,,
6552,7.081279177572575,Space Park,2018.0,2634.0,6.07,7.17,1217.0,243358,1,1.7222,18.0,30.0,14.0,0.0,1.0,0.0,0.0,,,,,,,,
6553,7.081202006951114,The Stock Car Championship Racing Card Game,1995.0,7705.0,5.626,6.9,229.0,637,1,2.1364,22.0,20.0,8.0,0.0,0.0,0.0,0.0,,,,,,2530,,
6554,7.0810957959389595,Critical: Sanctuary – Season 1,2023.0,13134.0,5.544,7.15,74.0,377506,1,,,,,,,,,,,,,,,,
6555,7.081087377342449,Five Peaks,2023.0,9907.0,5.58,7.04,132.0,388753,1,,,,,,,,,,,,,,,,
6556,7.080968824549599,COBRA: The Normandy Campaign,2008.0,10368.0,5.573,6.94,123.0,31553,1,3.0909,22.0,1200.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1266
6557,7.0809560731782915,Lucky's Misadventures: Episode 42 – Lost in Oddtopia,2018.0,6640.0,5.664,7.14,256.0,231450,1,2.5556,9.0,60.0,10.0,0.0,1.0,0.0,0.0,,,,,,,,
6558,7.080878926342133,Fangs,2021.0,6103.0,5.689,7.03,334.0,337262,1,,,30.0,10.0,0.0,0.0,1.0,1.0,,,,,,,,
6559,7.080320856577287,Valkyries,2024.0,11242.0,5.562,7.38,102.0,421912,1,,,,,,,,,,,,,,,,
6560,7.080304360789868,Saboteur: The Mother Lode Bonus Pack,2019.0,,5.645,7.23,227.0,294508,1,2.0,4.0,30.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,
6561,7.080276290096242,Pátzcuaro,2022.0,9411.0,5.589,7.4,150.0,267010,1,,,,,,,,,,,,,,,,
6562,7.079958293335028,The Convicted,2014.0,8529.0,5.605,7.25,170.0,152846,1,3.8929,28.0,900.0,12.0,0.0,1.0,0.0,1.0,,,,,,1909,,
6563,7.079896893645238,Back to the Future: Back in Time,2020.0,1336.0,6.46,7.2,3113.0,302388,1,2.3171,41.0,50.0,10.0,0.0,0.0,0.0,0.0,,,,,,,280,
6564,7.079545420600602,Pacific Victory: War in the Pacific 1941-45,2000.0,5474.0,5.725,6.93,426.0,912,1,3.1897,58.0,240.0,12.0,0.0,0.0,0.0,1.0,,,,,,,,673
6565,7.079519949741387,Star Borders: Humanity,2010.0,10640.0,5.569,7.02,106.0,86406,1,2.0,21.0,45.0,10.0,0.0,0.0,0.0,0.0,,,,,,,,1202
6566,7.0794703884209,Library Labyrinth,2023.0,11733.0,5.556,7.45,72.0,356885,1,,,,,,,,,,,,,,,,
6567,7.079318528638002,Decktective: Secrets in the Sand,2023.0,12638.0,5.548,7.09,67.0,383139,1,,,,,,,,,,,,,,,,
6568,7.07928311786138,Art Gallery,2023.0,8554.0,5.604,7.46,269.0,369395,1,,,,,,,,,,,,,,,,
6569,7.079256119696947,Lunes,2018.0,7346.0,5.637,7.4,198.0,259393,1,1.5,4.0,15.0,10.0,0.0,0.0,0.0,0.0,,,,,,,,
6570,7.079227699087741,Bardsung,2022.0,3772.0,5.881,7.33,925.0,322524,1,,,,,,,,,,,,,,,,
6571,7.078772070343908,Ticket to Ride: San Francisco,2022.0,2743.0,6.048,7.18,1128.0,362541,1,,,,,,,,,,,,,,,,
6572,7.078726333935169,La Boca,2013.0,2053.0,6.211,6.94,2150.0,136280,1,1.3667,90.0,40.0,8.0,4.0,0.0,0.0,1.0,,,,371,,,,
6573,7.078670906703621,Hercules,2022.0,8706.0,5.601,7.29,139.0,312722,1,,,,,,,,,,,,,,,,
6574,7.0785747830873476,Piepmatz,2018.0,1729.0,6.305,6.99,2659.0,246200,1,2.0833,60.0,40.0,12.0,3.0,0.0,0.0,0.0,,,,,,739,,
6575,7.078385079556283,The Lord of the Rings Adventure Book Game,2023.0,3386.0,5.937,7.19,832.0,379005,1,,,,,,,,,,,,,,,,
6576,7.078336721653664,The King's Will,2017.0,5715.0,5.711,6.91,387.0,213149,1,3.2,15.0,90.0,10.0,0.0,0.0,0.0,0.0,,,,,,,,
6577,7.07799470281707,The Villagers,2018.0,14539.0,5.535,7.44,49.0,247135,1,1.5,2.0,90.0,10.0,0.0,0.0,0.0,0.0,,,,,,,,
6578,7.077671044701136,Smash Up: Awesome Level 9000,2013.0,808.0,6.738,7.21,7119.0,134726,1,2.1371,175.0,45.0,12.0,0.0,0.0,0.0,0.0,,,,139,,397,,
6579,7.077410322800529,A Fistful of Meeples,2019.0,2487.0,6.105,7.09,1396.0,277699,1,2.08,25.0,30.0,14.0,0.0,0.0,0.0,0.0,,,,603,,1057,,
6580,7.077280449034425,Dead Men Tell No Tales,2015.0,1234.0,6.504,7.11,4048.0,141423,1,2.5077,130.0,75.0,13.0,3.0,1.0,0.0,0.0,,,,,,610,228,
6581,7.077273679249592,Rise of Tribes,2018.0,1468.0,6.405,7.09,3175.0,202583,1,2.1683,101.0,60.0,10.0,3.0,1.0,0.0,0.0,,,,,,614,,
6582,7.077066380204965,Football Stars: Jogo de Cartas Ilustradas,2013.0,16996.0,5.523,7.66,43.0,155406,1,2.25,4.0,30.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,
6583,7.076924787867864,Backyard Chickens,2022.0,11281.0,5.561,7.09,88.0,332886,1,,,,,,,,,,,,,,,,
6584,7.076713593741263,Labyrinth: Team Edition,2022.0,12160.0,5.551,7.34,74.0,368941,1,,,,,,,,,,,,,,,,
6585,7.076208792762586,The Hunger,2021.0,1462.0,6.408,7.05,3470.0,339906,1,2.3636,11.0,60.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,
6586,7.076102683224112,Coffee Rush,2023.0,1844.0,6.266,7.16,2240.0,377061,1,1.7852,149.0,,,,,,,,,,368,,,,
6587,7.075977255059339,Lost Legacy: Fourth Chronicle – The Werewolf & Undying Heart,2016.0,6853.0,5.655,7.1,240.0,191998,1,1.5,2.0,10.0,14.0,0.0,0.0,1.0,1.0,,,,,,,,
6588,7.075896856185961,Impulse,2013.0,2265.0,6.152,6.8,2182.0,144239,1,3.0444,135.0,60.0,13.0,3.0,0.0,0.0,0.0,,,,,,1237,,
6589,7.075856221333058,Troyes Dice,2020.0,1727.0,6.306,7.0,2583.0,284584,1,2.3488,43.0,30.0,12.0,1.0,0.0,1.0,1.0,,,,414,,858,,
6590,7.0755964055933624,Peter's Two Sheep Dogs,2018.0,15376.0,5.53,6.79,50.0,264984,1,,,,,,,,,,,,,,,,
6591,7.075486453890035,The Dead Eye,2021.0,6171.0,5.686,7.32,266.0,245994,1,2.1429,7.0,30.0,8.0,0.0,1.0,0.0,0.0,,,,,,,,
6592,7.075428913321953,Qwinto,2015.0,1403.0,6.431,6.99,3708.0,183006,1,1.3433,67.0,15.0,8.0,0.0,0.0,0.0,1.0,,,,278,,,,
6593,7.075315696795316,Paul Koenig's The Bulge: 6th Panzer Army,2013.0,13342.0,5.542,7.06,64.0,151936,1,2.4286,14.0,180.0,13.0,0.0,0.0,0.0,1.0,,,,,,,,1709
6594,7.075198539644488,Tien Gow (Sky Nine),1120.0,17209.0,5.522,7.23,37.0,36513,1,,,,,,,,,,,,,,,,
6595,7.075173522528874,Schönbrunn,2018.0,17057.0,5.523,7.13,41.0,256170,1,3.5,4.0,60.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,
6596,7.075111973968542,Hollywood 1947,2023.0,3792.0,5.879,7.17,696.0,370621,1,,,,,,,,,,,,,,,,
6597,7.075069881247611,Stamp Swap,2024.0,4011.0,5.853,7.14,625.0,426796,1,,,,,,,,,,,,,,,,
6598,7.075005822832919,Almanac: The Crystal Peaks,2022.0,10531.0,5.57,7.11,100.0,278784,1,,,,,,,,,,,,,,,,
6599,7.074965699922591,Printing Press,2023.0,8219.0,5.612,7.05,212.0,390606,1,,,,,,,,,,,,,,,,
6600,7.07482401800149,TEN,2021.0,1495.0,6.392,7.03,3211.0,335609,1,1.3636,11.0,30.0,10.0,0.0,0.0,0.0,0.0,,,,921,,,,
6601,7.074355394139075,Empire of the Stars,2021.0,11631.0,5.557,6.95,92.0,279581,1,2.75,4.0,90.0,10.0,0.0,1.0,1.0,1.0,,,,,,,,
6602,7.0741083995019,Mission Control: Critical Orbit,2023.0,10080.0,5.577,7.14,127.0,360121,1,,,,,,,,,,,,,,,,
6603,7.074091687088302,Fury in the East,2010.0,14205.0,5.536,7.11,59.0,80044,1,2.5,8.0,360.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,1745
6604,7.074037905674834,Mijnlieff,2010.0,4373.0,5.813,7.03,635.0,72667,1,1.7027,37.0,10.0,6.0,0.0,0.0,0.0,0.0,113,,,,,,,
6605,7.073929648042835,Timeline: Science Museum,2018.0,13007.0,5.545,6.9,74.0,266129,1,1.0,3.0,15.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,
6606,7.0739249524674666,Land vs Sea,2021.0,1623.0,6.343,7.1,2520.0,336929,1,1.8,5.0,40.0,14.0,0.0,0.0,0.0,0.0,,,,,,,,
6607,7.073909645624679,Viking Raiders,2022.0,6921.0,5.652,7.32,254.0,331408,1,,,,,,,,,,,,,,,,
6608,7.073792843597494,Ragnarocks,2022.0,3906.0,5.865,7.05,681.0,328575,1,,,30.0,10.0,0.0,0.0,0.0,0.0,,,,,,,,
6609,7.0737747998311775,Last Hand Standing,2018.0,17867.0,5.52,7.55,32.0,234124,1,,,,,,,,,,,,,,,,
6610,7.073679188468141,Assault on Doomrock,2014.0,3351.0,5.943,6.94,983.0,149241,1,3.1429,56.0,150.0,10.0,1.0,1.0,0.0,2.0,,,,,,,422,
6611,7.073563643940045,King of Tokyo,2011.0,445.0,7.024,7.13,72601.0,70323,1,1.4846,2949.0,30.0,8.0,4.0,0.0,0.0,2.0,,,,139,,,,
6612,7.07355244541696,Sheriff of Nottingham,2014.0,559.0,6.926,7.06,36541.0,157969,1,1.6541,740.0,60.0,14.0,5.0,0.0,1.0,4.0,,,,94,28,,,
6613,7.073195086123853,Qwixx Deluxe,2016.0,3000.0,5.999,7.09,1017.0,208775,1,1.2143,14.0,20.0,8.0,0.0,0.0,1.0,2.0,,,,,,,,
6614,7.073186881291016,The Princes of Machu Picchu,2008.0,2336.0,6.134,6.95,1728.0,36811,1,3.1061,179.0,90.0,12.0,4.0,0.0,0.0,0.0,,,,,,853,,
6615,7.073055579498728,Rokumon,2020.0,16571.0,5.525,7.25,40.0,312593,1,,,,,,,,,,,,,,,,
6616,7.072986627912946,Asking for Trobils,2015.0,3120.0,5.977,7.01,1065.0,156442,1,2.0769,39.0,90.0,12.0,0.0,1.0,0.0,0.0,,,,702,,,,
6617,7.072862119843076,Friday,2011.0,549.0,6.932,7.11,22014.0,43570,1,2.1463,786.0,25.0,13.0,1.0,0.0,0.0,0.0,,,,,,319,,
6618,7.072844166386571,Control V,2019.0,13590.0,5.54,6.96,65.0,283848,1,1.0,1.0,30.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,
6619,7.07271614557415,Melee,1977.0,4351.0,5.815,7.28,704.0,3464,1,2.2241,58.0,15.0,10.0,0.0,0.0,0.0,1.0,,,,,,,,593
6620,7.072646109965565,"Prussia's Glory II: Four Battles of the Seven Years War, 1757-1759",2005.0,8981.0,5.596,7.04,158.0,17395,1,2.7826,23.0,90.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,971
6621,7.072616883573022,ESCAPE Dysturbia: Mörderischer Maskenball,2018.0,8834.0,5.598,7.08,143.0,265113,1,3.0,3.0,90.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,
6622,7.072583448175252,Sign of the Pagan,2013.0,16240.0,5.526,6.86,44.0,151892,1,2.3333,3.0,120.0,13.0,0.0,0.0,0.0,0.0,,,,,,,,
