game_id,title,year,n_obs,users_rated_pop,rank_current,bayes_rating,raw_mean,adj_mean,se,post_sd,z,lb_adj,lb_adj_post,resid_lb,expected_quality_pref,underratedness_pref,underratedness_cv_pref,underratedness_wls_pref,underratedness_ols_Q3,underratedness_wls_Q3,min_alt_resid,cv_diff,n_decile,n_tertile,vol_band_label,year_flag,is_reimplementation,reimplements_name,num_weights,weight,playing_time,cat_count,cat_str,mech_count,mech_str,mean_delta_pool,share_heavy_500plus,share_heavy_250plus,share_light_10_24,share_own,chi2_volume_band,screening_disposition,reason
57660,Time's Up! Edición Azul,2006.0,1365,1463.0,2142.0,6.22887,7.36973180952381,7.682923039538827,0.03231941572362617,0.032296819381230794,54.43985294121695,7.61957698472052,7.619621273551615,1.6961181843219562,5.9234588003985635,1.7594642391402635,1.7621963712769704,1.5025791776747885,1.8254618961505393,1.5212748157923226,1.5025791776747885,0.0027321321367068663,D9,high,1k-2.5k,2000-2019,False,,59.0,1.2203,45.0,3,Humor; Movies / TV / Radio theme; Party Game,4,Acting; Communication Limits; Memory; Team-Based Game,-0.3131912300150141,0.2139194139194139,0.432967032967033,0.0388278388278388,0.6285714285714286,21.08483020735162,robust_underrated,"robust underrated candidate — resid 1.76 n=1365 SE 0.032 z=54.4 min_alt 1.50 (stable across Q3b/Q4/WLS; >=100 floor passed, >=200, >=0.60, min_alt>=0.30, z>=5)"
186279,Finska Mini,2011.0,468,566.0,4068.0,5.88004,7.431509957264955,7.81827053461861,0.05519591028409631,0.05508358005291336,31.336563020292747,7.7100865504617815,7.7103067177149,1.6214661369231798,6.088620413538601,1.7296501210800086,1.717949053049094,1.627327171370081,1.6395937445066915,1.5311721656728183,1.5311721656728183,0.011701068030914641,D7,mid,200-499,2000-2019,False,,13.0,1.1538,30.0,2,Action / Dexterity; Party Game,1,Player Elimination,-0.3867605773536521,0.4230769230769231,0.6816239316239316,0.0128205128205128,0.6282051282051282,236.4858837058497,robust_underrated,"robust underrated candidate — resid 1.73 n=468 SE 0.055 z=31.3 min_alt 1.53 (stable across Q3b/Q4/WLS; >=100 floor passed, >=200, >=0.60, min_alt>=0.30, z>=5)"
97683,Age of Rail: South Africa,2011.0,277,605.0,3481.0,5.95663,7.73563176895307,8.731868234394135,0.07174471951683402,0.07149855048498309,24.07576969652548,8.59124858414114,8.591731075443567,1.5866896937761181,7.004558890365022,1.7273093440291127,1.7361766632918965,1.6008429145563277,1.703889867218689,1.6248110341472444,1.6008429145563277,0.008867319262783724,D5,mid,200-499,2000-2019,False,,23.0,3.0,60.0,3,Economic; Trains; Transportation,5,Action Drafting; Alliances; Auction / Bidding; Stock Holding; Victory Points as a Resource,-0.9962364654410674,0.4584837545126353,0.7761732851985559,0.0108303249097472,0.5126353790613718,198.08599243047163,robust_underrated,"robust underrated candidate — resid 1.73 n=277 SE 0.072 z=24.1 min_alt 1.60 (stable across Q3b/Q4/WLS; >=100 floor passed, >=200, >=0.60, min_alt>=0.30, z>=5)"
147170,El Grande Decennial Edition,2006.0,978,1063.0,,6.37374,8.327623036809815,8.775819467745654,0.03818215173751835,0.0381449083906937,45.1085117950196,8.700982450340119,8.701055447299895,1.6475030246055387,7.053479425734579,1.7223400420110746,1.7086173180203215,1.599879135840995,1.679031046796041,1.5284236796610795,1.5284236796610795,0.013722723990753138,D8,high,500-999,2000-2019,False,,39.0,2.9487,90.0,2,Medieval; Political,9,Area Majority / Influence; Auction / Bidding; Auction: Multiple Lot; Hand Management; Secret Unit Deployment; Simultaneous Action Selection; Turn Order: Auction; Variable Phase Order; Variable Player Powers,-0.4481964309358436,0.2934560327198364,0.532719836400818,0.0347648261758691,0.7075664621676891,118.46136952258992,robust_underrated,"robust underrated candidate — resid 1.72 n=978 SE 0.038 z=45.1 min_alt 1.53 (stable across Q3b/Q4/WLS; >=100 floor passed, >=200, >=0.60, min_alt>=0.30, z>=5)"
541,Das Motorsportspiel,1995.0,381,399.0,5127.0,5.77509,7.44408128608924,7.887413009970863,0.0611740647973232,0.061021246424908075,26.63386114464162,7.767511842968109,7.767811366978043,1.5094003804624618,6.2581114625056475,1.6293015474652153,1.6581105345463234,1.5951170472149974,1.5625563332988417,1.5315957953175054,1.5315957953175054,0.02880898708110813,D6,mid,200-499,pre2000,False,,41.0,2.0,120.0,3,Racing; Real-time; Sports,3,Roll / Spin and Move; Simulation; Track Movement,-0.4433317238816278,0.4461942257217848,0.6902887139107612,0.0236220472440944,0.5643044619422573,218.23191518466507,robust_underrated,"robust underrated candidate — resid 1.63 n=381 SE 0.061 z=26.6 min_alt 1.53 (stable across Q3b/Q4/WLS; >=100 floor passed, >=200, >=0.60, min_alt>=0.30, z>=5)"
2470,The Extraordinary Adventures of Baron Munchausen,1998.0,379,402.0,5572.0,5.74465,7.234035540897097,7.54525753295777,0.061335261558451024,0.06118123499064002,26.446512900216366,7.425040420303206,7.425342312376116,1.501886673389156,5.92315374691405,1.62210378604372,1.6462108222322218,1.443080637453786,1.5479208776684343,1.3847650401471512,1.3847650401471512,0.02410703618850185,D6,mid,200-499,pre2000,False,,28.0,1.4643,45.0,3,Adventure; Novel-based; Party Game,3,Auction / Bidding; Role Playing; Storytelling,-0.3112219920606777,0.258575197889182,0.4722955145118733,0.0422163588390501,0.7308707124010554,23.34423447082808,robust_underrated,"robust underrated candidate — resid 1.62 n=379 SE 0.061 z=26.4 min_alt 1.38 (stable across Q3b/Q4/WLS; >=100 floor passed, >=200, >=0.60, min_alt>=0.30, z>=5)"
188530,My Favourite Things,2015.0,375,1039.0,3091.0,6.01892,7.307279999999999,7.904247931315976,0.061661515251316454,0.061505023980719296,25.847403035929,7.783391361423396,7.783698084313766,1.4729334666142788,6.310457894809117,1.5937900365068591,1.5750809274386866,1.6070785697961734,1.5282237054851038,1.5869834062609218,1.5282237054851038,0.01870910906817258,D6,mid,200-499,2000-2019,False,,21.0,1.2857,30.0,4,Card Game; Deduction; Humor; Party Game,1,Trick-taking,-0.5969679313159801,0.4426666666666666,0.7066666666666667,0.0106666666666666,0.5333333333333333,203.67836644047892,robust_underrated,"robust underrated candidate — resid 1.59 n=375 SE 0.062 z=25.8 min_alt 1.53 (stable across Q3b/Q4/WLS; >=100 floor passed, >=200, >=0.60, min_alt>=0.30, z>=5)"
6688,Ninety-Nine,1974.0,554,616.0,4287.0,5.85297,7.179743754512634,7.8875174234250345,0.05073117768468018,0.0506439194325842,31.25026402929694,7.788084315163061,7.78825534133717,1.4859295889014597,6.302154726261602,1.5853626971634327,1.6055539743911638,1.7015692890799734,1.6568686829188515,1.7050743983356842,1.6055539743911638,0.020191277227731064,D7,mid,500-999,pre2000,False,,38.0,2.0789,60.0,1,Card Game,3,Hand Management; Predictive Bid; Trick-taking,-0.7077736689123971,0.4963898916967509,0.7509025270758123,0.0108303249097472,0.2256317689530685,421.552481406206,robust_underrated,"robust underrated candidate — resid 1.59 n=554 SE 0.051 z=31.3 min_alt 1.61 (stable across Q3b/Q4/WLS; >=100 floor passed, >=200, >=0.60, min_alt>=0.30, z>=5)"
7935,1844: Schweiz,2003.0,212,221.0,5973.0,5.72066,8.128872641509435,8.944929193026972,0.08200907173870452,0.08164198778819969,19.204892199267267,8.784191412419112,8.784910896962101,1.414237601495935,7.369953810923176,1.574975382103796,1.5839908551898692,1.5294762955143355,1.5784219075965211,1.5942970712194438,1.5294762955143355,0.0090154730860732,D4,mid,200-499,2000-2019,False,,21.0,4.0952,360.0,2,Economic; Trains,4,Auction / Bidding; Network and Route Building; Stock Holding; Tile Placement,-0.8160565515175398,0.410377358490566,0.6745283018867925,0.0188679245283018,0.419811320754717,85.86717664111922,robust_underrated,"robust underrated candidate — resid 1.57 n=212 SE 0.082 z=19.2 min_alt 1.53 (stable across Q3b/Q4/WLS; >=100 floor passed, >=200, >=0.60, min_alt>=0.30, z>=5)"
14188,Bughouse Chess,1960.0,362,377.0,5581.0,5.74435,7.313624226519336,7.931501559865473,0.06275893156171718,0.0625939578122295,24.912966976154884,7.808494054004507,7.808817402553503,1.4405036835948588,6.3679903704096485,1.5635111894558245,1.5397138389626042,1.7804977391508272,1.533648966006104,1.6769395491965744,1.533648966006104,0.023797350493220293,D6,mid,200-499,pre2000,False,,41.0,2.7805,10.0,1,Abstract Strategy,3,Grid Movement; Real-Time; Team-Based Game,-0.6178773333461458,0.2845303867403315,0.5441988950276243,0.0386740331491712,0.3149171270718232,37.28924245563356,robust_underrated,"robust underrated candidate — resid 1.56 n=362 SE 0.063 z=24.9 min_alt 1.53 (stable across Q3b/Q4/WLS; >=100 floor passed, >=200, >=0.60, min_alt>=0.30, z>=5)"
46158,Time's Up! Academy,2009.0,575,630.0,4036.0,5.88393,7.341327530434782,7.670961954710387,0.0497961657971885,0.04971363609264657,31.3605085453053,7.573361469747898,7.5735232279688,1.4640325980436801,6.109328871704218,1.5616330830061695,1.5548613456934834,1.5059773938542147,1.6040002090639378,1.5406505667845245,1.5059773938542147,0.006771737312686099,D7,high,500-999,2000-2019,False,,22.0,1.0909,30.0,2,Humor; Party Game,4,Acting; Communication Limits; Memory; Team-Based Game,-0.3296344242756027,0.2695652173913043,0.4730434782608695,0.0347826086956521,0.6730434782608695,30.968629733995456,robust_underrated,"robust underrated candidate — resid 1.56 n=575 SE 0.050 z=31.4 min_alt 1.51 (stable across Q3b/Q4/WLS; >=100 floor passed, >=200, >=0.60, min_alt>=0.30, z>=5)"
62814,Tumblin-Dice Medium,2008.0,215,233.0,7196.0,5.66323,7.27392711627907,7.617532002847592,0.08143490548264927,0.08107544419343134,19.144068627035452,7.4579195881016,7.458624132228467,1.3993830044499906,6.058536583651609,1.5589954191959832,1.5605666082710714,1.3892836467060716,1.5821723615063066,1.45671333792788,1.3892836467060716,0.0015711890750882418,D4,mid,200-499,2000-2019,False,,13.0,1.0,15.0,2,Action / Dexterity; Dice,1,Dice Rolling,-0.3436048865685246,0.3720930232558139,0.6,0.027906976744186,0.5813953488372093,74.66577280743249,robust_underrated,"robust underrated candidate — resid 1.56 n=215 SE 0.081 z=19.1 min_alt 1.39 (stable across Q3b/Q4/WLS; >=100 floor passed, >=200, >=0.60, min_alt>=0.30, z>=5)"
156372,Heart of Crown: Fairy Garden,2013.0,305,350.0,4946.0,5.79089,8.012295081967213,8.433134886513713,0.06837225550959439,0.0681590942211892,22.781752319292114,8.299125265714908,8.299543061840183,1.4236301697321299,6.875495095982778,1.557639790530935,1.5550433712095035,1.5352715559858794,1.5299719227317237,1.5379312492323853,1.5299719227317237,0.002596419321431398,D6,mid,200-499,2000-2019,False,,14.0,2.5714,45.0,2,Card Game; Fantasy,4,"Deck, Bag, and Pool Building; Hand Management; Open Drafting; Variable Player Powers",-0.4208398045465029,0.2131147540983606,0.4393442622950819,0.0557377049180327,0.7016393442622951,19.760676143092745,robust_underrated,"robust underrated candidate — resid 1.56 n=305 SE 0.068 z=22.8 min_alt 1.53 (stable across Q3b/Q4/WLS; >=100 floor passed, >=200, >=0.60, min_alt>=0.30, z>=5)"
38713,Time's Up! Edición Amarilla,2008.0,1622,1950.0,1550.0,6.41568,7.545384050554874,7.776110651589741,0.029648614388831655,0.029631166896923525,52.13588447814983,7.717999367387631,7.718033564471771,1.487645450511228,6.230353916876403,1.545756734713338,1.5376789714271375,1.48357988357313,1.5833932856459993,1.4724850763957402,1.4724850763957402,0.008077763286200579,D9,high,1k-2.5k,2000-2019,False,,54.0,1.0741,30.0,2,Humor; Party Game,4,Acting; Communication Limits; Memory; Team-Based Game,-0.230726601034879,0.1621454993834772,0.3520345252774353,0.0524044389642416,0.720098643649815,29.55759735869145,robust_underrated,"robust underrated candidate — resid 1.55 n=1622 SE 0.030 z=52.1 min_alt 1.47 (stable across Q3b/Q4/WLS; >=100 floor passed, >=200, >=0.60, min_alt>=0.30, z>=5)"
