game_id,title,year,n_obs,users_rated_pop,rank_current,bayes_rating,raw_mean,adj_mean,se,post_sd,z,lb_adj,lb_adj_post,resid_lb,expected_quality_pref,underratedness_pref,underratedness_cv_pref,underratedness_wls_pref,underratedness_ols_Q3,underratedness_wls_Q3,min_alt_resid,cv_diff,n_decile,n_tertile,vol_band_label,year_flag,is_reimplementation,reimplements_name,num_weights,weight,playing_time,cat_count,cat_str,mech_count,mech_str,mean_delta_pool,share_heavy_500plus,share_heavy_250plus,share_light_10_24,share_own,chi2_volume_band,screening_disposition,reason
32465,Didi Dotter,2007.0,109,115.0,16499.0,5.53143,6.189449541284405,6.440154423319129,0.1143711736175759,0.11338173533989886,5.784644923705939,6.21598692302868,6.217926222052927,0.43742912859475236,5.778557794433928,0.6615966288852011,0.6574268854931713,0.5639197029944505,0.6710797723872135,0.631194129975742,0.5639197029944505,0.004169743392029801,D2,low,100-199,2000-2019,False,,16.0,1.0,15.0,1,Children's Game,2,Real-Time; Simultaneous Action Selection,-0.2507048820347265,0.5321100917431193,0.6972477064220184,0.018348623853211,0.4403669724770642,114.53959266396986,broad_positive_gt02,broad pool resid>0.2 — resid 0.66 n=109 SE 0.114 z=5.8 min_alt 0.56
144709,Sukimono,2012.0,165,171.0,11207.0,5.5729,6.593636363636363,7.09966628679637,0.09295823186063351,0.0924246330229729,7.105047034436564,6.917468152349528,6.918514006071343,0.4782744751610189,6.439193677188509,0.6604726096078606,0.6340105182488704,0.5615561293997855,0.6069576344360375,0.557064235790949,0.557064235790949,0.026462091358990136,D4,low,100-199,2000-2019,False,,11.0,1.9091,30.0,1,Real-time,4,Commodity Speculation; Memory; Set Collection; Stock Holding,-0.5060299231600031,0.4969696969696969,0.7090909090909091,0.0242424242424242,0.4606060606060606,152.154586971333,broad_positive_gt02,broad pool resid>0.2 — resid 0.66 n=165 SE 0.093 z=7.1 min_alt 0.56
287217,Pirates Under Fire,2019.0,118,165.0,10896.0,5.57667,6.981779661016949,7.253068620502357,0.10992306337393226,0.10904376898107217,6.008470109582483,7.037619416289449,7.039342833299456,0.44502023642310573,6.592599179866344,0.660469440636013,0.6534438301712298,0.480391657324879,0.6400499747993313,0.5501653065558791,0.480391657324879,0.007025610464783227,D2,low,100-199,2000-2019,False,,3.0,1.3333,35.0,2,Nautical; Pirates,5,Area Majority / Influence; Grid Movement; Hand Management; Modular Board; Tile Placement,-0.2712889594854085,0.423728813559322,0.635593220338983,0.0508474576271186,0.5677966101694916,70.11413362615345,broad_positive_gt02,broad pool resid>0.2 — resid 0.66 n=118 SE 0.110 z=6.0 min_alt 0.48
18115,Four Lost Battles,2005.0,135,141.0,9394.0,5.60205,7.392962962962963,7.765115890922307,0.10276919208552743,0.10204955801757487,6.4162392007511055,7.563688274434673,7.565098757207861,0.45796410240104757,7.105724172033626,0.6593917188886813,0.663685975822756,0.8063506319231193,0.630473518328226,0.8451460116472242,0.630473518328226,0.004294256934074703,D3,low,100-199,2000-2019,False,,27.0,2.963,240.0,2,Napoleonic; Wargame,5,Campaign / Battle Card Driven; Dice Rolling; Grid Movement; Hexagon Grid; Simulation,-0.3721529279593445,0.1629629629629629,0.437037037037037,0.0148148148148148,0.674074074074074,11.700238882328144,broad_positive_gt02,broad pool resid>0.2 — resid 0.66 n=135 SE 0.103 z=6.4 min_alt 0.63
12188,Garden Competition,2004.0,188,194.0,9659.0,5.59718,6.768824468085106,7.320284023631657,0.0870865131012774,0.08664731453287258,7.570289884677651,7.149594457953153,7.150455287147226,0.4885805835439443,6.661013874409209,0.659270149222448,0.6301605146416955,0.5986580892204527,0.5544971232880878,0.5509534728193719,0.5509534728193719,0.02910963458075244,D4,mid,100-199,2000-2019,False,,22.0,2.7727,60.0,3,Bluffing; Economic; Farming,3,Modular Board; Simulation; Tile Placement,-0.5514595555465519,0.5478723404255319,0.7712765957446808,0.0106382978723404,0.3670212765957447,191.9523298761479,broad_positive_gt02,broad pool resid>0.2 — resid 0.66 n=188 SE 0.087 z=7.6 min_alt 0.55
62143,Circus Train,2010.0,112,115.0,11705.0,5.5669,6.911785714285715,7.421171804317313,0.11282901980976903,0.11187873896908539,5.8402656426445505,7.200026925490166,7.201889475937906,0.43780656906110815,6.762220356429058,0.6589514478882554,0.6612105728065076,0.5213878663289853,0.6476264112916326,0.6096842797635569,0.5213878663289853,0.0022591249182521977,D2,low,100-199,2000-2019,False,,14.0,2.7857,55.0,3,Economic; Novel-based; Trains,3,Action Retrieval; Hand Management; Point to Point Movement,-0.5093860900315959,0.4732142857142857,0.7410714285714286,0.0178571428571428,0.4553571428571428,96.936407485766,broad_positive_gt02,broad pool resid>0.2 — resid 0.66 n=112 SE 0.113 z=5.8 min_alt 0.52
3063,March Madness,1991.0,140,147.0,14553.0,5.54194,6.2584285714285715,6.633617109803593,0.10091734325172558,0.10023565958551632,6.527836266120055,6.435819117030211,6.437155217015981,0.46097390038571806,5.974845216644493,0.6587718931591002,0.6658016046269086,0.6847845529905587,0.6205585528149751,0.6706901945519643,0.6205585528149751,0.007029711467808397,D3,low,100-199,pre2000,False,,16.0,2.1875,45.0,1,Sports,1,Line Drawing,-0.3751885383750227,0.2714285714285714,0.5142857142857142,0.0714285714285714,0.7357142857142858,17.363353519148518,broad_positive_gt02,broad pool resid>0.2 — resid 0.66 n=140 SE 0.101 z=6.5 min_alt 0.62
9177,Armchair Cricket,1981.0,158,179.0,12781.0,5.55526,6.360443037974683,6.641680581976574,0.0949951172515393,0.09442588454391349,6.928732353725403,6.455490152163557,6.456605848270503,0.4720053125336614,5.983484839629895,0.6581957423466784,0.6731193871364356,0.6920688190377691,0.6139780120973493,0.6653985365324457,0.6139780120973493,0.014923644789757162,D3,low,100-199,pre2000,False,,22.0,1.9091,60.0,2,Card Game; Sports,1,Trick-taking,-0.2812375440018931,0.2341772151898734,0.4177215189873418,0.0696202531645569,0.7721518987341772,24.964788968660866,broad_positive_gt02,broad pool resid>0.2 — resid 0.66 n=158 SE 0.095 z=6.9 min_alt 0.61
148975,Dungeon Guilds,2013.0,191,190.0,11080.0,5.57443,6.479712041884817,6.885355428997512,0.08639988073417829,0.08597093815514846,7.612490888357556,6.716011662758523,6.716852390213421,0.4883745386051223,6.2276371241534,0.6577183048441118,0.6597360316421828,0.5661362046671794,0.5812839887730403,0.5340442772779248,0.5340442772779248,0.0020177267980709956,D4,mid,100-199,2000-2019,False,,19.0,1.4737,30.0,2,Card Game; Fantasy,2,Push Your Luck; Worker Placement,-0.4056433871126929,0.4136125654450261,0.643979057591623,0.0261780104712041,0.4450261780104712,112.80203060516584,broad_positive_gt02,broad pool resid>0.2 — resid 0.66 n=191 SE 0.086 z=7.6 min_alt 0.53
406591,The Walking Dead: Surrounded,2024.0,111,252.0,6682.0,5.68584,7.527027027027027,7.611075812737153,0.11333611908307048,0.11237307702961635,5.802619556446064,7.388937019334334,7.390824581759104,0.4355075876403066,6.953429431694028,0.6576463810431248,0.6587211448204693,0.4685656475661242,0.5531419601116232,0.5223367838116548,0.4685656475661242,0.0010747637773445007,D2,low,100-199,2020-2024,False,,10.0,1.9,20.0,5,Card Game; Exploration; Movies / TV / Radio theme; Print & Play; Zombies,4,Cooperative Game; Pattern Building; Solo / Solitaire Game; Square Grid,-0.0840487857101256,0.2252252252252252,0.4234234234234234,0.027027027027027,0.8828828828828829,9.698678881413294,broad_positive_gt02,broad pool resid>0.2 — resid 0.66 n=111 SE 0.113 z=5.8 min_alt 0.47
232216,Dice Age: The Hunt,2017.0,156,166.0,10452.0,5.58364,6.740320512820513,7.174041252664597,0.09560212098206831,0.09502197319944565,6.877297196666222,6.986661095539743,6.987798185193683,0.4701040415004696,6.516557054039273,0.6574841986253235,0.6677248895168288,0.6185099129710201,0.6036208506891354,0.6269631755997684,0.6036208506891354,0.010240690891505366,D3,low,100-199,2000-2019,False,,8.0,1.625,30.0,3,Animals; Dice; Prehistoric,3,Area Majority / Influence; Dice Rolling; Set Collection,-0.4337207398440879,0.5448717948717949,0.7307692307692308,0.0256410256410256,0.4423076923076923,159.65553498303558,broad_positive_gt02,broad pool resid>0.2 — resid 0.66 n=156 SE 0.096 z=6.9 min_alt 0.60
19212,Island Of D 2: The Shadow of Dawn,2005.0,146,159.0,12048.0,5.56272,6.518493150684931,6.692025637932902,0.09882194530756169,0.09818158244843568,6.650284492919595,6.498334625130081,6.499589736333968,0.463503037636205,6.034831587493876,0.6571940504390259,0.6856714349655881,0.530535255100764,0.5970409409546544,0.5536212368387696,0.530535255100764,0.028477384526562233,D3,low,100-199,2000-2019,False,,24.0,1.7083,30.0,5,Adventure; Card Game; Exploration; Fantasy; Print & Play,2,Hand Management; Modular Board,-0.1735324872479676,0.2328767123287671,0.4246575342465753,0.0684931506849315,0.5068493150684932,4.980446850495406,broad_positive_gt02,broad pool resid>0.2 — resid 0.66 n=146 SE 0.099 z=6.7 min_alt 0.53
246700,Hard City,2020.0,178,247.0,7988.0,5.6362,7.313932584269663,7.54150856320598,0.08949933850920334,0.08902281594249778,7.340771321533346,7.366089859727941,7.367023843958684,0.48157547394652633,6.884514385781415,0.6569941774245649,0.6269950614174888,0.8324161733568296,0.5601033263582078,0.8045413436415014,0.5601033263582078,0.029999116007076054,D4,low,100-199,2020-2024,False,,9.0,2.3333,60.0,3,Horror; Humor; Miniatures,4,Action Points; Dice Rolling; Team-Based Game; Variable Player Powers,-0.2275759789363126,0.2359550561797752,0.3539325842696629,0.0898876404494382,0.5,20.143560731337278,broad_positive_gt02,broad pool resid>0.2 — resid 0.66 n=178 SE 0.089 z=7.3 min_alt 0.56
199908,Spires,2017.0,194,208.0,9273.0,5.6045,6.812371134020618,7.23846471757545,0.08572923762523942,0.08531015799874193,7.656033633270856,7.070435411829981,7.071256807897916,0.48831662086803307,6.582118790961948,0.6563459266135023,0.6668531121605525,0.6100448237248415,0.5769713625648683,0.5800649180936013,0.5769713625648683,0.010507185547050213,D4,mid,100-199,2000-2019,False,,4.0,1.75,30.0,1,Card Game,3,Hand Management; Set Collection; Simultaneous Action Selection,-0.4260935835548352,0.5103092783505154,0.7474226804123711,0.0257731958762886,0.4896907216494845,175.57200038709502,broad_positive_gt02,broad pool resid>0.2 — resid 0.66 n=194 SE 0.086 z=7.7 min_alt 0.58
10642,"Barbarossa: Army Group North, 1941",2000.0,167,212.0,6625.0,5.68824,7.974907305389223,8.271182216014244,0.09239991911168026,0.091875823184316,7.091303982149341,8.09007837455535,8.091105602572984,0.474132072888042,7.615946301667309,0.6552359143469353,0.6640447378085375,0.829560795842724,0.5882031324181263,0.7996467870990749,0.5882031324181263,0.008808823461602167,D4,low,100-199,2000-2019,False,,28.0,4.1786,300.0,2,Wargame; World War II,3,Dice Rolling; Hexagon Grid; Simulation,-0.2962749106250169,0.155688622754491,0.3233532934131736,0.1137724550898203,0.7544910179640718,13.708393584461326,broad_positive_gt02,broad pool resid>0.2 — resid 0.66 n=167 SE 0.092 z=7.1 min_alt 0.59
183452,Quickpick: Island of Monster Masks,2015.0,146,165.0,15682.0,5.5353,6.506849315068493,6.522221372541689,0.09882194530756169,0.09818158244843568,6.615260178078642,6.328530359738868,6.329785470942755,0.4600418667105574,5.868488493028311,0.6537328795133783,0.6655453716694142,0.5759578497469233,0.6205695980550123,0.5786706968473156,0.5759578497469233,0.011812492156035859,D3,low,100-199,2000-2019,False,,7.0,1.0,0.0,2,Children's Game; Fantasy,1,Acting,-0.0153720574731985,0.2397260273972602,0.410958904109589,0.0205479452054794,0.3835616438356164,155.50515175440327,broad_positive_gt02,broad pool resid>0.2 — resid 0.65 n=146 SE 0.099 z=6.6 min_alt 0.58
84913,Caminos,2010.0,110,114.0,13476.0,5.54951,6.538636363636364,6.885147270645809,0.11385011772494111,0.11287402625767283,5.740583548602438,6.662001039904924,6.66391417918077,0.43041988207736315,6.231581157827561,0.6535661128182477,0.6477354000337288,0.5441945617770534,0.65664512164689,0.6270254178967498,0.5441945617770534,0.0058307127845189655,D2,low,100-199,2000-2019,False,,6.0,1.5,25.0,1,Abstract Strategy,5,Network and Route Building; Pattern Building; Square Grid; Team-Based Game; Tile Placement,-0.3465109070094485,0.4727272727272726,0.6545454545454545,0.0272727272727272,0.5454545454545454,85.28500175014668,broad_positive_gt02,broad pool resid>0.2 — resid 0.65 n=110 SE 0.114 z=5.7 min_alt 0.54
238181,Kamigami Battles: Battle of the Nine Realms,2018.0,163,188.0,8649.0,5.61815,7.177607361963189,7.447275443173702,0.09352678903844211,0.09298339659706537,6.987878044196965,7.263962936658355,7.265027985843454,0.4702412891506244,6.793721647507731,0.6535537956659709,0.6378009742650832,0.5578999564653628,0.5777227272341134,0.5522238903648979,0.5522238903648979,0.01575282140088774,D3,low,100-199,2000-2019,False,,3.0,2.3333,0.0,2,Card Game; Mythology,3,"Deck, Bag, and Pool Building; Hand Management; Variable Player Powers",-0.2696680812105131,0.2453987730061349,0.4785276073619631,0.0368098159509202,0.6441717791411042,13.089216779007636,broad_positive_gt02,broad pool resid>0.2 — resid 0.65 n=163 SE 0.094 z=7.0 min_alt 0.55
177099,Great Scott!,2016.0,111,122.0,13393.0,5.55003,6.577237207207206,6.726994875807314,0.11333611908307048,0.11237307702961635,5.755835251174855,6.504856082404496,6.506743644829266,0.4302052360468701,6.074650846357626,0.6523440294496883,0.6458550815877153,0.7197411174668673,0.6634038701018525,0.7899607329957776,0.6458550815877153,0.00648894786197296,D2,low,100-199,2000-2019,False,,3.0,1.0,45.0,3,Card Game; Humor; Industry / Manufacturing,3,Open Drafting; Set Collection; Storytelling,-0.1497576686001063,0.1981981981981982,0.4594594594594594,0.09009009009009,0.5765765765765766,7.84949123972506,broad_positive_gt02,broad pool resid>0.2 — resid 0.65 n=111 SE 0.113 z=5.8 min_alt 0.65
420242,VIVO,2024.0,121,750.0,3830.0,5.90875,7.266942148760331,7.848237284887607,0.10855182803193784,0.10770477980756486,6.001859284054051,7.635475701945008,7.63713591646478,0.43875121393192673,7.196724488013082,0.6515127968745249,0.6348469448304153,0.6681411413596807,0.5294665595254946,0.7095564573679942,0.5294665595254946,0.01666585204410964,D2,low,100-199,2020-2024,False,,23.0,1.3913,30.0,3,Animals; Card Game; Music,1,Trick-taking,-0.5812951361272732,0.4958677685950413,0.7603305785123967,0.0330578512396694,0.5206611570247934,87.60695612199623,broad_positive_gt02,broad pool resid>0.2 — resid 0.65 n=121 SE 0.109 z=6.0 min_alt 0.53
2216,Vampyre,1981.0,198,211.0,12870.0,5.55445,6.208131313131314,6.2160438549923605,0.08485886749310734,0.08445236277344902,7.673651078700196,6.04972047470587,6.0505172239564,0.4848539597892697,5.5648665149166,0.6511773400757601,0.6564209903907496,0.6772277710922019,0.5718790958605791,0.6009109945709774,0.5718790958605791,0.005243650314989523,D4,mid,100-199,pre2000,False,,26.0,1.5,45.0,3,Exploration; Horror; Post-Napoleonic,2,Area-Impulse; Hexagon Grid,-0.0079125418610466,0.1868686868686868,0.3888888888888888,0.0707070707070707,0.6666666666666666,2.853236320263716,broad_positive_gt02,broad pool resid>0.2 — resid 0.65 n=198 SE 0.085 z=7.7 min_alt 0.57
60815,Black Powder: Second Edition,2009.0,165,195.0,8257.0,5.62799,7.256094303030303,7.48340733056966,0.09295823186063351,0.0924246330229729,6.992737188514865,7.3012091961228185,7.302255049844633,0.4678343504635976,6.833374845659221,0.6500324849104393,0.661516918371861,0.862797162069775,0.6064951497993469,0.8345794904313717,0.6064951497993469,0.011484433461421695,D4,low,100-199,2000-2019,False,,15.0,2.6,360.0,8,Age of Reason; American Civil War; American Revolutionary War; Book; Miniatures; Napoleonic; Post-Napoleonic; Wargame,2,Dice Rolling; Simulation,-0.2273130275393552,0.1636363636363636,0.3151515151515152,0.1212121212121212,0.7757575757575758,14.815613559868208,broad_positive_gt02,broad pool resid>0.2 — resid 0.65 n=165 SE 0.093 z=7.0 min_alt 0.61
4784,Test Match,1977.0,145,154.0,16576.0,5.5311,6.03496551724138,6.283646732141705,0.09916212512704234,0.09851516969028822,6.545988827140772,6.089288966892702,6.09055699954874,0.4547563979081515,5.63453256898455,0.6491141631571544,0.6288577853171944,0.7771231222558654,0.6373592452450962,0.7504739139880803,0.6288577853171944,0.020256377839960038,D3,low,100-199,pre2000,False,,8.0,1.0,90.0,3,Action / Dexterity; Children's Game; Sports,1,Simulation,-0.248681214900326,0.1655172413793103,0.4068965517241379,0.1103448275862069,0.4654088050314465,17.056617962644456,broad_positive_gt02,broad pool resid>0.2 — resid 0.65 n=145 SE 0.099 z=6.5 min_alt 0.63
34376,Captain Clueless: Lost in the Caribbean,2008.0,120,121.0,17151.0,5.52862,6.0571944166666665,6.452854301510476,0.10900318893110897,0.10814561400498006,5.954028852157502,6.239208051205502,6.240888898060715,0.4353618815680245,5.8038461696374775,0.6490081318729981,0.6541739202520773,0.49092608942370397,0.6194943845967753,0.5460668828973922,0.49092608942370397,0.005165788379079217,D2,low,100-199,2000-2019,False,,8.0,1.0,20.0,5,Action / Dexterity; Exploration; Humor; Nautical; Party Game,2,Line Drawing; Team-Based Game,-0.3956598848438117,0.55,0.8166666666666667,0.0166666666666666,0.425,151.4685339969058,broad_positive_gt02,broad pool resid>0.2 — resid 0.65 n=120 SE 0.109 z=6.0 min_alt 0.49
133620,Yay!,2012.0,108,112.0,16541.0,5.53128,6.17037037037037,6.6825358352599205,0.11489944974798634,0.11389635768704758,5.6459039439498415,6.457332913753867,6.459298974193307,0.4235083349837695,6.033824578770098,0.6487112564898228,0.6437972420318667,0.49712226916674584,0.6655455747424677,0.5801792276077089,0.49712226916674584,0.0049140144579560285,D2,low,100-199,2000-2019,False,,11.0,1.0909,45.0,1,Dice,2,Dice Rolling; Push Your Luck,-0.5121654648895522,0.6111111111111112,0.8518518518518519,0.0185185185185185,0.4537037037037037,192.2567755933088,broad_positive_gt02,broad pool resid>0.2 — resid 0.65 n=108 SE 0.115 z=5.6 min_alt 0.50
130242,Spice Merchant,2012.0,168,177.0,12578.0,5.55721,6.299464285714284,6.703160557324663,0.09212450890410308,0.09160505917729594,7.03803384178901,6.5225965198726215,6.523614641337163,0.4678113738732284,6.054785145999393,0.6483754113252704,0.6541643565140891,0.4173024733609463,0.5838056539317691,0.42605075616858645,0.4173024733609463,0.005788945188818673,D4,low,100-199,2000-2019,False,,6.0,1.1667,15.0,2,Card Game; Economic,4,Betting and Bluffing; Commodity Speculation; Hand Management; Secret Unit Deployment,-0.4036962716103736,0.4345238095238095,0.6607142857142857,0.0178571428571428,0.4523809523809524,109.46654163934504,broad_positive_gt02,broad pool resid>0.2 — resid 0.65 n=168 SE 0.092 z=7.0 min_alt 0.42
151456,Krosmaster: Arena – Duel Pack 1,2013.0,139,143.0,10453.0,5.58362,7.0517002158273385,7.189389088538478,0.101279704716535,0.10059070164774192,6.3948091635779285,6.990880867294069,6.992231313308904,0.44915616256135615,6.541724704732713,0.6476643838057647,0.6522118710739733,0.552426150576844,0.6127444172775292,0.597636121025765,0.552426150576844,0.004547487268208528,D3,low,100-199,2000-2019,False,,5.0,2.0,10.0,3,Fantasy; Fighting; Miniatures,3,Action Points; Push Your Luck; Variable Player Powers,-0.1376888727111373,0.2589928057553957,0.4892086330935252,0.0431654676258992,0.7266187050359713,10.922291607850266,broad_positive_gt02,broad pool resid>0.2 — resid 0.65 n=139 SE 0.101 z=6.4 min_alt 0.55
417629,Boxtop Pinball: Haunted House,2024.0,144,343.0,6931.0,5.67506,7.163541666666666,7.439590919952839,0.09950584236260969,0.0988521804466949,6.507504141025925,7.244559468922124,7.245840646277317,0.4525032302002405,6.792056238721884,0.6475346812309555,0.6515818711941135,0.6469618466764588,0.5122454333619437,0.6530574786427898,0.5122454333619437,0.004047189963158004,D3,low,100-199,2020-2024,False,,5.0,1.0,30.0,2,Dice; Horror,1,Flicking,-0.2760492532861726,0.4444444444444444,0.6388888888888888,0.0277777777777777,0.5833333333333334,68.16728557231326,broad_positive_gt02,broad pool resid>0.2 — resid 0.65 n=144 SE 0.100 z=6.5 min_alt 0.51
28284,Lock 'n Load: Heroes of the Blitzkrieg,2009.0,186,209.0,7036.0,5.67049,7.816935483870966,7.924161752165351,0.08755346826147764,0.08710720307562711,7.395713066094763,7.752556954372855,7.753431634137122,0.4759155314108272,7.276641422962028,0.6475203292033234,0.6262530275495894,0.6778836834501929,0.571749380578912,0.6421042402671402,0.571749380578912,0.021267301653733917,D4,mid,100-199,2000-2019,False,,27.0,3.0741,30.0,2,Wargame; World War II,1,Hexagon Grid,-0.1072262682943845,0.1021505376344086,0.2419354838709677,0.1505376344086021,0.7043010752688172,42.14527133394579,broad_positive_gt02,broad pool resid>0.2 — resid 0.65 n=186 SE 0.088 z=7.4 min_alt 0.57
394960,Legendary: A Marvel Deck Building Game – Marvel Studios' What If...?,2023.0,120,182.0,6683.0,5.68583,8.2975,8.416254528769041,0.10900318893110897,0.10814561400498006,5.936384919594313,8.202608278464067,8.20428912531928,0.4334386366533514,7.769169641810716,0.647084886958325,0.652435793509234,0.7434880989647645,0.548256814700296,0.7833989836917752,0.548256814700296,0.005350906550908974,D2,low,100-199,2020-2024,False,,4.0,3.0,60.0,1,Card Game,2,"Cooperative Game; Deck, Bag, and Pool Building",-0.1187545287690403,0.1416666666666666,0.4416666666666666,0.0416666666666666,0.8583333333333333,10.563319061898843,broad_positive_gt02,broad pool resid>0.2 — resid 0.65 n=120 SE 0.109 z=5.9 min_alt 0.55
8553,Cannon,2003.0,148,158.0,10174.0,5.58749,6.921486486486487,7.2798001546932225,0.09815195829227734,0.0975244495627999,6.588834546361902,7.0874223164403585,7.0886522335501345,0.45432917533636585,6.633093141103993,0.6467070135892294,0.639188689975259,0.5571914330582173,0.5855930671017653,0.5767737780980449,0.5571914330582173,0.0075183236139704235,D3,low,100-199,2000-2019,False,,18.0,2.6667,20.0,1,Abstract Strategy,2,Grid Movement; Square Grid,-0.3583136682067369,0.3918918918918919,0.5945945945945946,0.0608108108108108,0.3716216216216216,49.98408035751677,broad_positive_gt02,broad pool resid>0.2 — resid 0.65 n=148 SE 0.098 z=6.6 min_alt 0.56
304450,Detective Charlie,2021.0,183,243.0,8126.0,5.63191,6.971912568306011,7.246206682328239,0.08826820231043246,0.0878109757477971,7.3101558093188075,7.073201005799792,7.074097169862557,0.472248635369288,6.6009523704305035,0.6452543118977356,0.6615118649832645,0.7590365835254218,0.5205413741970606,0.7315275275059889,0.5205413741970606,0.016257553085528897,D4,mid,100-199,2020-2024,False,,10.0,1.1,25.0,4,Animals; Children's Game; Deduction; Educational,2,Cooperative Game; Deduction,-0.274294114022228,0.2568306010928962,0.5300546448087432,0.0163934426229508,0.6120218579234973,19.73081393885174,broad_positive_gt02,broad pool resid>0.2 — resid 0.65 n=183 SE 0.088 z=7.3 min_alt 0.52
217470,Qwinto: Das Kartenspiel,2017.0,139,149.0,11077.0,5.57447,6.758920863309354,7.173797536554554,0.101279704716535,0.10059070164774192,6.369237818205701,6.975289315310145,6.9766397613249795,0.4465663042528524,6.528723011057293,0.645074525497261,0.6364202231518465,0.5854990056311227,0.6158395687033416,0.6210682456737011,0.5854990056311227,0.008654302345414422,D3,low,100-199,2000-2019,False,,3.0,1.6667,20.0,1,Card Game,1,Hand Management,-0.4148766732452031,0.7050359712230216,0.8705035971223022,0.0,0.539568345323741,395.18041030453367,broad_positive_gt02,broad pool resid>0.2 — resid 0.65 n=139 SE 0.101 z=6.4 min_alt 0.59
7973,My Haunted Castle,1989.0,114,123.0,22660.0,5.51113,5.698245614035087,6.089115282390901,0.11183491215156588,0.11090932412094529,5.76436863948807,5.869918854573832,5.871733007113849,0.4254612325893205,5.444457621984512,0.6446576604063896,0.6721198645848858,0.6647426647131223,0.6508694735206193,0.7006615177252886,0.6508694735206193,0.027462204178496208,D2,low,100-199,pre2000,False,,10.0,1.1,20.0,3,Children's Game; Horror; Memory,1,Memory,-0.3908696683558126,0.4736842105263157,0.6491228070175439,0.0087719298245614,0.543859649122807,81.52446243925141,broad_positive_gt02,broad pool resid>0.2 — resid 0.64 n=114 SE 0.112 z=5.8 min_alt 0.65
374114,TTMC 2: Tu Te Re-Mets Combien?,2022.0,105,187.0,9147.0,5.60712,7.221904761904763,7.4264504061680805,0.11652931058457126,0.11548331344684055,5.5187475175596905,7.198052957422321,7.200103111812273,0.4146983947657851,6.783354562656536,0.6430958435115448,0.6358882014590188,0.7480552443211232,0.5842808525029746,0.817454188270494,0.5842808525029746,0.007207642052525998,D2,low,100-199,2020-2024,False,,4.0,1.5,40.0,3,Humor; Party Game; Trivia,2,Race; Track Movement,-0.2045456442633164,0.1047619047619047,0.2666666666666666,0.0761904761904762,0.8095238095238095,8.366123507189911,broad_positive_gt02,broad pool resid>0.2 — resid 0.64 n=105 SE 0.117 z=5.5 min_alt 0.58
24933,Cranium Pop 5,2006.0,318,325.0,10591.0,5.58126,6.182279874213836,6.200978992452419,0.06696012667970884,0.06675986384182198,9.60259978802529,6.0697371441601895,6.070129659322448,0.5117494499684894,5.5579876941917,0.6429912982607187,0.6210352425543375,0.2653306007658669,0.6082760963023466,0.23811516852732773,0.23811516852732773,0.02195605570638115,D6,mid,200-499,2000-2019,False,,25.0,1.16,45.0,4,Electronic; Movies / TV / Radio theme; Music; Party Game,1,Acting,-0.0186991182385799,0.1823899371069182,0.3616352201257862,0.0566037735849056,0.6792452830188679,5.298305869832381,broad_positive_gt02,broad pool resid>0.2 — resid 0.64 n=318 SE 0.067 z=9.6 min_alt 0.24
352923,DECK 52: Space Wrecked,2021.0,118,274.0,7662.0,5.64658,7.124124322033898,7.177402584918512,0.10992306337393226,0.10904376898107217,5.8474100762466135,6.961953380705604,6.96367679771561,0.4273160241717193,6.534637356533885,0.6427652283846266,0.6296805161054815,0.5489770298160659,0.5836603303713526,0.6154367382836652,0.5489770298160659,0.013084712279145094,D2,low,100-199,2020-2024,False,,15.0,1.3333,10.0,5,Card Game; Exploration; Horror; Print & Play; Science Fiction,5,Action / Event; Deck Construction; Scenario / Mission / Campaign Game; Solo / Solitaire Game; Tile Placement,-0.053278262884608,0.1440677966101695,0.3559322033898305,0.0932203389830508,0.7966101694915254,7.890144184511184,broad_positive_gt02,broad pool resid>0.2 — resid 0.64 n=118 SE 0.110 z=5.8 min_alt 0.55
387144,R-ECO+,2023.0,160,270.0,,5.67369,7.33391775,7.862731227583311,0.09439953070785509,0.0938408750474143,6.808615391487866,7.677708147395915,7.678803112490378,0.4577070175393376,7.220001129856577,0.6427300977267336,0.6428123404043671,0.7349269252685389,0.5012452537958225,0.7042828778399741,0.5012452537958225,8.22426776334595e-05,D3,low,100-199,2020-2024,False,,6.0,1.6667,30.0,3,Bluffing; Card Game; Environmental,2,Hand Management; Open Drafting,-0.5288134775833102,0.39375,0.73125,0.0125,0.65,80.00229355544835,broad_positive_gt02,broad pool resid>0.2 — resid 0.64 n=160 SE 0.094 z=6.8 min_alt 0.50
246355,Dead & Breakfast,2018.0,117,128.0,11122.0,5.57396,7.013760683760683,7.255293906187186,0.11039182056819262,0.10950132019635991,5.820634960103631,7.038925937873528,7.04067131860232,0.42618252179505156,6.612743416078477,0.6425504901087091,0.6467242819593313,0.6154744212192558,0.6322961963070979,0.6739667829475273,0.6154744212192558,0.004173791850622166,D2,low,100-199,2000-2019,False,,2.0,1.5,40.0,1,Puzzle,4,Network and Route Building; Pattern Building; Set Collection; Tile Placement,-0.2415332224264989,0.3418803418803419,0.5982905982905983,0.0341880341880341,0.5128205128205128,24.485088963683328,broad_positive_gt02,broad pool resid>0.2 — resid 0.64 n=117 SE 0.110 z=5.8 min_alt 0.62
