game_id,title,year,n_obs,adj_mean,resid_Q3bFam,resid_Q4Fam,SE,lower_bound_adj,hiddenness_bucket,families,designers,n_version_tgt,n_version_src,n_contained_tgt,n_contained_src,n_reimplements_src,n_reimplementation_src,n_expansion_src,n_expansion_tgt,n_integration_tgt,is_reimplementation,is_expansion,is_game_system,is_edition_title,max_eco,eco_tokens,game_links_as_target,game_links_as_source,eligibility_flag,confidence,reason,evidence,eco_flag,eco_confidence
212370,Omen: Edge of the Aegean,2016.0,183,7.772215473079981,1.092582047783856,1.0740750528228409,0.0882216042737541,7.599301128703423,eligible,"[""Card Games: Lane Battler"", ""Crowdfunding: Kickstarter"", ""Game: Omen A Reign of War"", ""Players: Two-Player Only Games""]","[""John Clowdus""]",0,0,0,0,0,0,0,0,0,0,0,0,0,4,Game: Omen A Reign of War,0,0,eligible,eligible,,"title 'Omen: Edge of the Aegean' year 2016.0 weight 2.00 designers ['John Clowdus'] n_obs 183 adj 7.77 resid 1.09 | families ['Card Games: Lane Battler', 'Crowdfunding: Kickstarter', 'Game: Omen A Reign of War', 'Players: Two-Player Only Games'] (1 Game: 0 Series:) | game_links as_target 0 (version_tgt 0 contained_tgt 0 reimpl_tgt 0 integration_tgt 0) as_source 0 (version_src 0 contained_src 0 reimplements_src 0 reimpl_src 0 expansion_src 0) | is_reimplementation False is_expansion False is_game_system 0 is_edition_title 0 | eco max 4 (Game max 4 Series max 0 tokens Game: Omen A Reign of War)",none,none
222291,Ivion: The Herocrafting Card Game,2018.0,106,8.162602101902847,1.0900793154844737,1.155115771166189,0.1159171148780976,7.935404556741775,eligible,"[""Admin: Game System Entries"", ""Category: Two-Player Fighting Games"", ""Components: Game Trayz Inside"", ""Components: Miniatures"", ""Crowdfunding: Kickstarter"", ""Digital Implementations: TableTop Simulator Mod (TTS)""]","[""Aislyn Hall"", ""Aaron Shaw""]",0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,hard_exclude,high,"game-system/container entry via families Admin: Game System Entries — clearly derivative/not hidden per definition, hard_exclude regardless of n","title 'Ivion: The Herocrafting Card Game' year 2018.0 weight 2.62 designers ['Aislyn Hall', 'Aaron Shaw'] n_obs 106 adj 8.16 resid 1.09 | families ['Admin: Game System Entries', 'Category: Two-Player Fighting Games', 'Components: Game Trayz Inside', 'Components: Miniatures'] (0 Game: 0 Series:) | game_links as_target 0 (version_tgt 0 contained_tgt 0 reimpl_tgt 0 integration_tgt 0) as_source 0 (version_src 0 contained_src 0 reimplements_src 0 reimpl_src 0 expansion_src 0) | is_reimplementation False is_expansion False is_game_system 1 is_edition_title 0 | eco max 0 (Game max 0 Series max 0 tokens ) | hard: Admin: Game System Entries present",none,none
9963,Santorini,2004.0,380,7.687820440284095,1.0900777802467472,1.0934937415729076,0.0612221669799983,7.567824993003298,eligible,"[""Components: 3-Dimensional (3D)"", ""Components: 5 x 5 Grids"", ""Components: Wooden pieces & boards"", ""Digital Implementations: BoardSpace"", ""Game: Santorini"", ""Islands: Santorini (Greece)"", ""Organizations: The Game Artisans of Canada""]","[""Gord!""]",0,0,0,0,0,0,0,0,0,0,0,0,0,3,Game: Santorini,1,0,eligible,eligible,,"title 'Santorini' year 2004.0 weight 2.35 designers ['Gord!'] n_obs 380 adj 7.69 resid 1.09 | families ['Components: 3-Dimensional (3D)', 'Components: 5 x 5 Grids', 'Components: Wooden pieces & boards', 'Digital Implementations: BoardSpace'] (1 Game: 0 Series:) | game_links as_target 1 (version_tgt 0 contained_tgt 0 reimpl_tgt 0 integration_tgt 0) as_source 0 (version_src 0 contained_src 0 reimplements_src 0 reimpl_src 0 expansion_src 0) | is_reimplementation False is_expansion False is_game_system 0 is_edition_title 0 | eco max 3 (Game max 3 Series max 0 tokens Game: Santorini)",none,none
390406,The Morrison Game Factory,2024.0,146,8.593847282891009,1.0849510163660607,1.0660536380356938,0.0987697758001792,8.400258522322657,eligible,"[""Category: Escape Room Games"", ""Crowdfunding: Kickstarter"", ""Misc: Limited Replayability"", ""Theme: Boardgaming""]","[""Lauren Bello""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,eligible,eligible,,"title 'The Morrison Game Factory' year 2024.0 weight 2.22 designers ['Lauren Bello'] n_obs 146 adj 8.59 resid 1.08 | families ['Category: Escape Room Games', 'Crowdfunding: Kickstarter', 'Misc: Limited Replayability', 'Theme: Boardgaming'] (0 Game: 0 Series:) | game_links as_target 0 (version_tgt 0 contained_tgt 0 reimpl_tgt 0 integration_tgt 0) as_source 0 (version_src 0 contained_src 0 reimplements_src 0 reimpl_src 0 expansion_src 0) | is_reimplementation False is_expansion False is_game_system 0 is_edition_title 0 | eco max 0 (Game max 0 Series max 0 tokens )",none,none
377704,Tales of the Arthurian Knights,2024.0,164,8.360316616574263,1.0845933648033448,1.05160430578605,0.0931919870317611,8.177660321992011,eligible,"[""Country: Ireland"", ""Country: Scotland"", ""Misc: LongPack Games"", ""Theme: King Arthur / The Knights of the Round Table / Camelot"", ""Theme: Wizards""]","[""Eric Goldberg"", ""Andrew Parks""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,eligible,eligible,,"title 'Tales of the Arthurian Knights' year 2024.0 weight 2.05 designers ['Eric Goldberg', 'Andrew Parks'] n_obs 164 adj 8.36 resid 1.08 | families ['Country: Ireland', 'Country: Scotland', 'Misc: LongPack Games', 'Theme: King Arthur / The Knights of the Round Table / Camelot'] (0 Game: 0 Series:) | game_links as_target 0 (version_tgt 0 contained_tgt 0 reimpl_tgt 0 integration_tgt 0) as_source 0 (version_src 0 contained_src 0 reimplements_src 0 reimpl_src 0 expansion_src 0) | is_reimplementation False is_expansion False is_game_system 0 is_edition_title 0 | eco max 0 (Game max 0 Series max 0 tokens )",none,none
34098,Guelphs and Ghibellines,2009.0,114,8.129029668387597,1.0843499367957516,0.9304614268957234,0.11177587291431,7.909948957475549,eligible,"[""Country: Italy"", ""History: Italian City-States"", ""History: Wars of the Guelphs and Ghibellines"", ""Players: Two-Player Only Games"", ""Players: Wargames with Rules Supporting Only Two Players"", ""Series: Guelphs and Ghibellines"", ""War Level of Command: Tactical""]","[""Piergennaro Federico""]",0,0,0,0,0,0,0,0,0,0,0,0,0,1,Series: Guelphs and Ghibellines,0,0,eligible,eligible,,"title 'Guelphs and Ghibellines' year 2009.0 weight 2.58 designers ['Piergennaro Federico'] n_obs 114 adj 8.13 resid 1.08 | families ['Country: Italy', 'History: Italian City-States', 'History: Wars of the Guelphs and Ghibellines', 'Players: Two-Player Only Games'] (0 Game: 1 Series:) | game_links as_target 0 (version_tgt 0 contained_tgt 0 reimpl_tgt 0 integration_tgt 0) as_source 0 (version_src 0 contained_src 0 reimplements_src 0 reimpl_src 0 expansion_src 0) | is_reimplementation False is_expansion False is_game_system 0 is_edition_title 0 | eco max 1 (Game max 0 Series max 1 tokens Series: Guelphs and Ghibellines)",none,none
125943,Corporate America,2013.0,482,7.561106249489165,1.083470454919806,1.0521539006346758,0.0543596906677563,7.454561255780362,eligible,"[""Country: USA"", ""Crowdfunding: Kickstarter""]","[""Teale Fristoe""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,eligible,eligible,,"title 'Corporate America' year 2013.0 weight 2.16 designers ['Teale Fristoe'] n_obs 482 adj 7.56 resid 1.08 | families ['Country: USA', 'Crowdfunding: Kickstarter'] (0 Game: 0 Series:) | game_links as_target 0 (version_tgt 0 contained_tgt 0 reimpl_tgt 0 integration_tgt 0) as_source 0 (version_src 0 contained_src 0 reimplements_src 0 reimpl_src 0 expansion_src 0) | is_reimplementation False is_expansion False is_game_system 0 is_edition_title 0 | eco max 0 (Game max 0 Series max 0 tokens )",none,none
282391,Stockpile: Epic Edition,2019.0,981,8.271465602702026,1.080463170405313,0.9898602053525244,0.038103598483966,8.196782549673452,eligible,"[""Crowdfunding: Kickstarter"", ""Digital Implementations: Apple App Store"", ""Game: Stockpile"", ""Theme: Stock Market""]","[""Brett Sobol"", ""Seth Van Orden""]",0,0,0,0,0,0,0,0,0,0,0,0,1,2,Game: Stockpile,0,0,borderline,borderline,"edition_title 'Stockpile: Epic Edition' contains edition pattern 1 + families ['Game: Stockpile'] but no version/contained_in/reimplements link — borderline/review per task example (description-only must not be hard, e.g., Talisman Third Edition with Game: but no link)","title 'Stockpile: Epic Edition' year 2019.0 weight 2.21 designers ['Brett Sobol', 'Seth Van Orden'] n_obs 981 adj 8.27 resid 1.08 | families ['Crowdfunding: Kickstarter', 'Digital Implementations: Apple App Store', 'Game: Stockpile', 'Theme: Stock Market'] (1 Game: 0 Series:) | game_links as_target 0 (version_tgt 0 contained_tgt 0 reimpl_tgt 0 integration_tgt 0) as_source 0 (version_src 0 contained_src 0 reimplements_src 0 reimpl_src 0 expansion_src 0) | is_reimplementation False is_expansion False is_game_system 0 is_edition_title 1 | eco max 2 (Game max 2 Series max 0 tokens Game: Stockpile) | borderline: edition pattern without link but Game family present eco 2",none,none
224149,Deadball,2017.0,172,7.871282045940592,1.0795528884209018,0.9629772075799456,0.09099892720094,7.692924148626749,eligible,"[""Crowdfunding: Kickstarter"", ""Game: Deadball"", ""Sports: Baseball""]","[""W.M. Akers""]",0,0,0,0,0,0,0,0,0,0,0,0,0,1,Game: Deadball,0,0,eligible,eligible,,"title 'Deadball' year 2017.0 weight 2.22 designers ['W.M. Akers'] n_obs 172 adj 7.87 resid 1.08 | families ['Crowdfunding: Kickstarter', 'Game: Deadball', 'Sports: Baseball'] (1 Game: 0 Series:) | game_links as_target 0 (version_tgt 0 contained_tgt 0 reimpl_tgt 0 integration_tgt 0) as_source 0 (version_src 0 contained_src 0 reimplements_src 0 reimpl_src 0 expansion_src 0) | is_reimplementation False is_expansion False is_game_system 0 is_edition_title 0 | eco max 1 (Game max 1 Series max 0 tokens Game: Deadball)",none,none
224483,Exceed Fighting System,2016.0,586,8.434270347579723,1.0793166119654618,1.1178010459538363,0.0493005413177742,8.337641286596885,eligible,"[""Admin: Game System Entries"", ""Category: Two-Player Fighting Games"", ""Digital Implementations: TableTop Simulator Mod (TTS)"", ""Digital Implementations: Tabletopia"", ""Game: Exceed Fighting System"", ""Players: Two-Player Only Games""]","[""D. Brad Talton, Jr.""]",0,0,0,0,0,0,0,0,0,0,0,1,0,8,Game: Exceed Fighting System,0,0,hard_exclude,high,"game-system/container entry via families Admin: Game System Entries — clearly derivative/not hidden per definition, hard_exclude regardless of n","title 'Exceed Fighting System' year 2016.0 weight 2.65 designers ['D. Brad Talton, Jr.'] n_obs 586 adj 8.43 resid 1.08 | families ['Admin: Game System Entries', 'Category: Two-Player Fighting Games', 'Digital Implementations: TableTop Simulator Mod (TTS)', 'Digital Implementations: Tabletopia'] (1 Game: 0 Series:) | game_links as_target 0 (version_tgt 0 contained_tgt 0 reimpl_tgt 0 integration_tgt 0) as_source 0 (version_src 0 contained_src 0 reimplements_src 0 reimpl_src 0 expansion_src 0) | is_reimplementation False is_expansion False is_game_system 1 is_edition_title 0 | eco max 8 (Game max 8 Series max 0 tokens Game: Exceed Fighting System) | hard: Admin: Game System Entries present",none,none
317030,Quest: Avalon Big Box Edition,2021.0,322,8.283888142620466,1.078706432911451,0.9779570293974942,0.0665077966124016,8.153532861260159,eligible,"[""Crowdfunding: Kickstarter"", ""Game: The Resistance"", ""Theme: King Arthur / The Knights of the Round Table / Camelot"", ""Versions & Editions: Big Box Versions of Individual Games""]","[""Don Eskridge""]",0,0,0,0,0,0,0,0,0,0,0,0,1,5,Game: The Resistance,1,0,borderline,borderline,"edition_title 'Quest: Avalon Big Box Edition' contains edition pattern 1 + families ['Game: The Resistance'] but no version/contained_in/reimplements link — borderline/review per task example (description-only must not be hard, e.g., Talisman Third Edition with Game: but no link)","title 'Quest: Avalon Big Box Edition' year 2021.0 weight 2.00 designers ['Don Eskridge'] n_obs 322 adj 8.28 resid 1.08 | families ['Crowdfunding: Kickstarter', 'Game: The Resistance', 'Theme: King Arthur / The Knights of the Round Table / Camelot', 'Versions & Editions: Big Box Versions of Individual Games'] (1 Game: 0 Series:) | game_links as_target 1 (version_tgt 0 contained_tgt 0 reimpl_tgt 1 integration_tgt 0) as_source 0 (version_src 0 contained_src 0 reimplements_src 0 reimpl_src 0 expansion_src 0) | is_reimplementation False is_expansion False is_game_system 0 is_edition_title 1 | eco max 5 (Game max 5 Series max 0 tokens Game: The Resistance) | borderline: edition pattern without link but Game family present eco 5",none,none
251830,Alhambra: Mega Box,2019.0,221,8.256667811970221,1.078547443792031,1.1010149983402044,0.0802794445579611,8.099320100636618,eligible,"[""Crowdfunding: Kickstarter"", ""Game: Alhambra"", ""Versions & Editions: Big Box Versions of Individual Games""]","[""R\u00fcdiger Dorn"", ""Mike Elliott"", ""Stefan Feld"", ""Dirk Henn"", ""Emanuele Ornella"", ""Louis-David P\u00e9loquin"", ""Michael Rieneck"", ""Marko Ruskowski"", ""Frank Sander"", ""Michael Schacht"", ""Stefan Schiltz"", ""Macel S\u00fc\u00dfelbeck"", ""Klaus-J\u00fcrgen Wrede""]",0,0,0,0,0,0,0,0,0,0,0,0,0,9,Game: Alhambra,0,0,eligible,eligible,,"title 'Alhambra: Mega Box' year 2019.0 weight 2.50 designers ['Rüdiger Dorn', 'Mike Elliott', 'Stefan Feld', 'Dirk Henn', 'Emanuele Ornella', 'Louis-David Péloquin', 'Michael Rieneck', 'Marko Ruskowski', 'Frank Sander', 'Michael Schacht', 'Stefan Schiltz', 'Macel Süßelbeck', 'Klaus-Jürgen Wrede'] n_obs 221 adj 8.26 resid 1.08 | families ['Crowdfunding: Kickstarter', 'Game: Alhambra', 'Versions & Editions: Big Box Versions of Individual Games'] (1 Game: 0 Series:) | game_links as_target 0 (version_tgt 0 contained_tgt 0 reimpl_tgt 0 integration_tgt 0) as_source 0 (version_src 0 contained_src 0 reimplements_src 0 reimpl_src 0 expansion_src 0) | is_reimplementation False is_expansion False is_game_system 0 is_edition_title 0 | eco max 9 (Game max 9 Series max 0 tokens Game: Alhambra)",none,none
322985,Shadows of Brimstone: Swamps of Death (Revised Edition),2020.0,137,8.609584343208867,1.0785396611035551,1.1128109618332598,0.1019624382426238,8.409737964253324,eligible,"[""Category: Dungeon Crawler"", ""Game: Shadows of Brimstone"", ""History: American Old West (Wild West)"", ""Mechanism: Campaign Games"", ""Players: Games with Solitaire Rules"", ""Theme: Mining"", ""Theme: Wetlands / Swamps / Bogs / Fens / Marshland""]","[""Jason C. Hill""]",0,0,0,0,0,0,0,0,0,0,0,0,1,6,Game: Shadows of Brimstone,0,0,borderline,borderline,"edition_title 'Shadows of Brimstone: Swamps of Death (Revised Edition)' contains edition pattern 1 + families ['Game: Shadows of Brimstone'] but no version/contained_in/reimplements link — borderline/review per task example (description-only must not be hard, e.g., Talisman Third Edition with Game: but no link)","title 'Shadows of Brimstone: Swamps of Death (Revised Edition)' year 2020.0 weight 3.67 designers ['Jason C. Hill'] n_obs 137 adj 8.61 resid 1.08 | families ['Category: Dungeon Crawler', 'Game: Shadows of Brimstone', 'History: American Old West (Wild West)', 'Mechanism: Campaign Games'] (1 Game: 0 Series:) | game_links as_target 0 (version_tgt 0 contained_tgt 0 reimpl_tgt 0 integration_tgt 0) as_source 0 (version_src 0 contained_src 0 reimplements_src 0 reimpl_src 0 expansion_src 0) | is_reimplementation False is_expansion False is_game_system 0 is_edition_title 1 | eco max 6 (Game max 6 Series max 0 tokens Game: Shadows of Brimstone) | borderline: edition pattern without link but Game family present eco 6",none,none
178940,Push It,2015.0,501,7.567982381240202,1.0735219406422596,1.0257433817348174,0.0533189554714571,7.463477228516146,eligible,"[""Components: Wooden pieces & boards"", ""Crowdfunding: Kickstarter"", ""Mechanism: Finger Flicking Games""]","[""Leeson George""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,eligible,eligible,,"title 'Push It' year 2015.0 weight 1.06 designers ['Leeson George'] n_obs 501 adj 7.57 resid 1.07 | families ['Components: Wooden pieces & boards', 'Crowdfunding: Kickstarter', 'Mechanism: Finger Flicking Games'] (0 Game: 0 Series:) | game_links as_target 0 (version_tgt 0 contained_tgt 0 reimpl_tgt 0 integration_tgt 0) as_source 0 (version_src 0 contained_src 0 reimplements_src 0 reimpl_src 0 expansion_src 0) | is_reimplementation False is_expansion False is_game_system 0 is_edition_title 0 | eco max 0 (Game max 0 Series max 0 tokens )",none,none
199182,Commands & Colors Tricorne: The American Revolution,2017.0,302,8.498585846053697,1.0732960561181688,0.9592959211429016,0.068674740078298,8.363983355500233,eligible,"[""Crowdfunding: Kickstarter"", ""Digital Implementations: VASSAL"", ""Game: Commands & Colors Tricorne"", ""Players: Two-Player Only Games"", ""Series: Commands & Colors""]","[""Richard Borg""]",0,0,0,0,0,0,0,0,0,0,0,0,0,13,Game: Commands & Colors Tricorne;Series: Commands & Colors,1,0,eligible,eligible,,"title 'Commands & Colors Tricorne: The American Revolution' year 2017.0 weight 2.46 designers ['Richard Borg'] n_obs 302 adj 8.50 resid 1.07 | families ['Crowdfunding: Kickstarter', 'Digital Implementations: VASSAL', 'Game: Commands & Colors Tricorne', 'Players: Two-Player Only Games'] (1 Game: 1 Series:) | game_links as_target 1 (version_tgt 0 contained_tgt 0 reimpl_tgt 1 integration_tgt 0) as_source 0 (version_src 0 contained_src 0 reimplements_src 0 reimpl_src 0 expansion_src 0) | is_reimplementation False is_expansion False is_game_system 0 is_edition_title 0 | eco max 13 (Game max 2 Series max 13 tokens Game: Commands & Colors Tricorne;Series: Commands & Colors)",none,none
264476,Rangers of Shadow Deep,2018.0,486,8.502137496477564,1.0705823053288146,1.08557362402588,0.0541355260399469,8.396031865439268,eligible,"[""Components: Miniature agnostic"", ""Crowdfunding: Kickstarter"", ""Game: Rangers of Shadow Deep"", ""Players: Games with Solitaire Rules""]","[""Joseph McCullough""]",0,0,0,0,0,0,0,0,0,0,0,0,0,2,Game: Rangers of Shadow Deep,0,0,eligible,eligible,,"title 'Rangers of Shadow Deep' year 2018.0 weight 2.28 designers ['Joseph McCullough'] n_obs 486 adj 8.50 resid 1.07 | families ['Components: Miniature agnostic', 'Crowdfunding: Kickstarter', 'Game: Rangers of Shadow Deep', 'Players: Games with Solitaire Rules'] (1 Game: 0 Series:) | game_links as_target 0 (version_tgt 0 contained_tgt 0 reimpl_tgt 0 integration_tgt 0) as_source 0 (version_src 0 contained_src 0 reimplements_src 0 reimpl_src 0 expansion_src 0) | is_reimplementation False is_expansion False is_game_system 0 is_edition_title 0 | eco max 2 (Game max 2 Series max 0 tokens Game: Rangers of Shadow Deep)",none,none
104,Extrablatt,1991.0,271,7.673941023344246,1.0703807691287954,1.0125405157965437,0.0724963014019341,7.531848272596455,eligible,[],"[""Wulfdieter Hornung"", ""Karl-Heinz Schmiel""]",0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,eligible,eligible,,"title 'Extrablatt' year 1991.0 weight 2.90 designers ['Wulfdieter Hornung', 'Karl-Heinz Schmiel'] n_obs 271 adj 7.67 resid 1.07 | families [] (0 Game: 0 Series:) | game_links as_target 0 (version_tgt 0 contained_tgt 0 reimpl_tgt 0 integration_tgt 0) as_source 2 (version_src 1 contained_src 0 reimplements_src 0 reimpl_src 0 expansion_src 0) | is_reimplementation False is_expansion False is_game_system 0 is_edition_title 0 | eco max 0 (Game max 0 Series max 0 tokens )",none,none
147887,Allegiance: A Realm Divided,2015.0,301,8.1694374404753,1.067428998211275,1.0575570664466696,0.0687887231278166,8.034611543144779,eligible,"[""Crowdfunding: Kickstarter"", ""Digital Implementations: TableTop Simulator Mod (TTS)""]","[""Paul MacKinnon""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,eligible,eligible,,"title 'Allegiance: A Realm Divided' year 2015.0 weight 2.95 designers ['Paul MacKinnon'] n_obs 301 adj 8.17 resid 1.07 | families ['Crowdfunding: Kickstarter', 'Digital Implementations: TableTop Simulator Mod (TTS)'] (0 Game: 0 Series:) | game_links as_target 0 (version_tgt 0 contained_tgt 0 reimpl_tgt 0 integration_tgt 0) as_source 0 (version_src 0 contained_src 0 reimplements_src 0 reimpl_src 0 expansion_src 0) | is_reimplementation False is_expansion False is_game_system 0 is_edition_title 0 | eco max 0 (Game max 0 Series max 0 tokens )",none,none
153625,Han,2014.0,354,7.729112032176084,1.0668685476018327,0.9036517108974076,0.0634306066246325,7.604788043191804,eligible,"[""Components: Map (Continental / National scale)"", ""Country: China"", ""Series: Web of Power / China""]","[""Michael Schacht""]",0,0,0,0,0,0,0,0,0,0,0,0,0,4,Series: Web of Power / China,1,0,eligible,eligible,,"title 'Han' year 2014.0 weight 2.16 designers ['Michael Schacht'] n_obs 354 adj 7.73 resid 1.07 | families ['Components: Map (Continental / National scale)', 'Country: China', 'Series: Web of Power / China'] (0 Game: 1 Series:) | game_links as_target 1 (version_tgt 0 contained_tgt 0 reimpl_tgt 1 integration_tgt 0) as_source 0 (version_src 0 contained_src 0 reimplements_src 0 reimpl_src 0 expansion_src 0) | is_reimplementation False is_expansion False is_game_system 0 is_edition_title 0 | eco max 4 (Game max 0 Series max 4 tokens Series: Web of Power / China)",none,none
23827,Millionen von Schwalben,2006.0,133,7.546311479834395,1.0658249660773658,1.0456889982822366,0.1034843498136905,7.343482154199561,eligible,"[""Sports: Football / Soccer""]","[""Urs Hostettler""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,eligible,eligible,,title 'Millionen von Schwalben' year 2006.0 weight 2.35 designers ['Urs Hostettler'] n_obs 133 adj 7.55 resid 1.07 | families ['Sports: Football / Soccer'] (0 Game: 0 Series:) | game_links as_target 0 (version_tgt 0 contained_tgt 0 reimpl_tgt 0 integration_tgt 0) as_source 0 (version_src 0 contained_src 0 reimplements_src 0 reimpl_src 0 expansion_src 0) | is_reimplementation False is_expansion False is_game_system 0 is_edition_title 0 | eco max 0 (Game max 0 Series max 0 tokens ),none,none
219650,Arydia: The Paths We Dare Tread,2025.0,637,9.388250917291272,1.06573100066249,1.054380880143098,0.0472858042111986,9.295570741037322,eligible,"[""Category: Dungeon Crawler"", ""Components: Coloured Dice"", ""Components: Dice with Icons"", ""Components: Polyhedral (not D6) dice"", ""Crowdfunding: Gamefound"", ""Crowdfunding: Kickstarter"", ""Crowdfunding: Xinwuji"", ""Game: Arydia: The Paths We Dare Tread"", ""Mechanism: Campaign Games"", ""Players: Games with Solitaire Rules""]","[""Cody Miller"", ""Ira Fay""]",0,0,0,0,0,0,0,0,0,0,0,0,0,1,Game: Arydia: The Paths We Dare Tread,0,0,eligible,eligible,,"title 'Arydia: The Paths We Dare Tread' year 2025.0 weight 3.31 designers ['Cody Miller', 'Ira Fay'] n_obs 637 adj 9.39 resid 1.07 | families ['Category: Dungeon Crawler', 'Components: Coloured Dice', 'Components: Dice with Icons', 'Components: Polyhedral (not D6) dice'] (1 Game: 0 Series:) | game_links as_target 0 (version_tgt 0 contained_tgt 0 reimpl_tgt 0 integration_tgt 0) as_source 0 (version_src 0 contained_src 0 reimplements_src 0 reimpl_src 0 expansion_src 0) | is_reimplementation False is_expansion False is_game_system 0 is_edition_title 0 | eco max 1 (Game max 1 Series max 0 tokens Game: Arydia: The Paths We Dare Tread)",none,none
32928,Mü and Lots More,2007.0,852,7.883644317423068,1.0635044856128086,1.0207809046733427,0.0408865718468776,7.8035066366031876,eligible,[],"[""G\u00fcnter Burkhardt"", ""Stefan Dorra"", ""Doris Matth\u00e4us"", ""Frank Nestel"", ""Karl-Heinz Schmiel""]",0,0,3,0,0,0,0,0,0,0,0,0,0,0,,3,0,eligible,eligible,"contained_in target from 3 distinct bases (e.g., [152, 155, 1107]) — candidate is compilation container (like A Gamut of Games book) not an edition variant of single base 152; no hard exclusion, eligible","title 'Mü and Lots More' year 2007.0 weight 2.44 designers ['Günter Burkhardt', 'Stefan Dorra', 'Doris Matthäus', 'Frank Nestel', 'Karl-Heinz Schmiel'] n_obs 852 adj 7.88 resid 1.06 | families [] (0 Game: 0 Series:) | game_links as_target 3 (version_tgt 0 contained_tgt 3 reimpl_tgt 0 integration_tgt 0) as_source 0 (version_src 0 contained_src 0 reimplements_src 0 reimpl_src 0 expansion_src 0) | is_reimplementation False is_expansion False is_game_system 0 is_edition_title 0 | eco max 0 (Game max 0 Series max 0 tokens ) | compilation: contained_in multi-base [152, 155, 1107] not hard",none,none
119637,Zug um Zug: Deutschland,2012.0,910,7.773935741652534,1.0631685195206575,1.0118652419350118,0.0395621422060265,7.696393942928721,eligible,"[""Country: Germany"", ""Game: Ticket to Ride (Official)""]","[""Alan R. Moon""]",0,0,0,0,0,0,0,0,0,0,0,0,0,21,Game: Ticket to Ride (Official),0,0,eligible,eligible,,"title 'Zug um Zug: Deutschland' year 2012.0 weight 1.91 designers ['Alan R. Moon'] n_obs 910 adj 7.77 resid 1.06 | families ['Country: Germany', 'Game: Ticket to Ride (Official)'] (1 Game: 0 Series:) | game_links as_target 0 (version_tgt 0 contained_tgt 0 reimpl_tgt 0 integration_tgt 0) as_source 0 (version_src 0 contained_src 0 reimplements_src 0 reimpl_src 0 expansion_src 0) | is_reimplementation False is_expansion False is_game_system 0 is_edition_title 0 | eco max 21 (Game max 21 Series max 0 tokens Game: Ticket to Ride (Official))",borderline,borderline
216710,Wings of Glory: WW2 Battle of Britain Starter Set,2017.0,184,7.987072953665709,1.0630437348422408,0.9899845145196496,0.0879815450416394,7.814629125384096,eligible,"[""Components: Miniatures"", ""Components: Rulers"", ""Game: Wings of Glory"", ""History: World War II (Battle of Britain)"", ""Occupation: Aviator"", ""Players: Wargames with Rules Supporting Only Two Players""]","[""Andrea Angiolino"", ""Pier Giorgio Paglia""]",0,0,0,0,0,0,0,0,0,0,0,0,0,12,Game: Wings of Glory,0,0,eligible,eligible,,"title 'Wings of Glory: WW2 Battle of Britain Starter Set' year 2017.0 weight 2.12 designers ['Andrea Angiolino', 'Pier Giorgio Paglia'] n_obs 184 adj 7.99 resid 1.06 | families ['Components: Miniatures', 'Components: Rulers', 'Game: Wings of Glory', 'History: World War II (Battle of Britain)'] (1 Game: 0 Series:) | game_links as_target 0 (version_tgt 0 contained_tgt 0 reimpl_tgt 0 integration_tgt 0) as_source 0 (version_src 0 contained_src 0 reimplements_src 0 reimpl_src 0 expansion_src 0) | is_reimplementation False is_expansion False is_game_system 0 is_edition_title 0 | eco max 12 (Game max 12 Series max 0 tokens Game: Wings of Glory)",none,none
361923,Curse of the Dark,2022.0,128,8.255860213505064,1.0622364854922992,1.0512988282245264,0.105486166795113,8.049107326586643,eligible,"[""Category: Escape Room Games"", ""Theme: Spooky Old Houses""]","[""Elliot Humphries"", ""James Smith (II)""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,eligible,eligible,,"title 'Curse of the Dark' year 2022.0 weight 2.25 designers ['Elliot Humphries', 'James Smith (II)'] n_obs 128 adj 8.26 resid 1.06 | families ['Category: Escape Room Games', 'Theme: Spooky Old Houses'] (0 Game: 0 Series:) | game_links as_target 0 (version_tgt 0 contained_tgt 0 reimpl_tgt 0 integration_tgt 0) as_source 0 (version_src 0 contained_src 0 reimplements_src 0 reimpl_src 0 expansion_src 0) | is_reimplementation False is_expansion False is_game_system 0 is_edition_title 0 | eco max 0 (Game max 0 Series max 0 tokens )",none,none
