game_id,title,year,weight,weight_class_3,primary_type,n_obs,n_obs2,adj_mean,raw_mean,raw_mean2,adj_mean2,sd_adj,se_adj,flag_18xx,flag_warg,flag_party,flag_econ,flag_coop,flag_legacy,share_vol_10-24,share_vol_25-49,share_vol_50-99,share_vol_100-249,share_vol_250-499,share_vol_500-999,share_vol_1000+,herfindahl_volume,entropy_volume,share_vol_heavy_500plus,share_vol_light_10_24,mean_rater_weight,share_within_05,share_within_03,mean_abs_diff,spec_primary_share_ge10,spec_primary_share_ge20,spec_primary_mean_other,share_cat_related,share_cat_or_mech_related,share_own,mean_delta_raters,sd_delta_raters,tvd_volume_global,tvd_volume_type,tvd_volume_weight,delta_diff_global,weight_diff_global,share_0_4,share_5_19,share_ge20,share_ge10,mean_other,median_other,taxonomy,deviation_count,heterogeneity_category,n_splits_tested,max_abs_diff_adj,reason,spec_18XX_share_ge10_other,spec_18XX_share_ge20_other,spec_18XX_share_0_4,spec_18XX_share_5_19,spec_18XX_mean_other,spec_Wargame_share_ge10_other,spec_Wargame_share_ge20_other,spec_Wargame_share_0_4,spec_Wargame_share_5_19,spec_Wargame_mean_other,spec_Party_share_ge10_other,spec_Party_share_ge20_other,spec_Party_share_0_4,spec_Party_share_5_19,spec_Party_mean_other,spec_Economic_share_ge10_other,spec_Economic_share_ge20_other,spec_Economic_share_0_4,spec_Economic_share_5_19,spec_Economic_mean_other,spec_Coop_share_ge10_other,spec_Coop_share_ge20_other,spec_Coop_share_0_4,spec_Coop_share_5_19,spec_Coop_mean_other,spec_Legacy_share_ge10_other,spec_Legacy_share_ge20_other,spec_Legacy_share_0_4,spec_Legacy_share_5_19,spec_Legacy_mean_other
13,CATAN,1995.0,2.2809,Light,Economic,119003,119003,7.1197604937683705,6.987013294790895,6.987013294790895,7.1197604937683705,1.2859062977732412,0.003727609143686241,0,0,0,1,0,0,0.19617992823710326,0.21790206969572196,0.2257338050301253,0.2236834365520197,0.0927203515877751,0.03530163105131803,0.008478777845936657,0.19687306516909903,1.7014877501929522,0.043780408897254694,0.19617992823710326,2.2651135816170456,0.851591976672857,0.6119005403225128,0.27533553753015316,0.5049368503315043,0.3059838827592582,21.676075393057317,0.9789249010529146,0.9789249010529146,0.7015369360436291,-0.1327471989775431,0.6608855309260385,0.3113837574331724,0.31088155615809765,0.31057077658817145,-0.13274719897754353,-0.07082090403029895,0.2892195995058948,0.40479651773484704,0.3059838827592582,0.5049368503315043,21.676075393057317,10.0,moderate_audience_selectivity,2,genuine_disagreement,7,0.619669726845359,"2 dimensions deviate: tvd 0.31>q75 0.23, share_own 0.70>q75 0.66; heterogeneity: genuine audience disagreement (diff significant)",,,,,,,,,,,,,,,,0.5049368503315043,0.3059838827592582,0.2892195995058948,0.40479651773484704,21.676075393057317,,,,,,,,,,
822,Carcassonne,2000.0,1.8843,Light,Other,122032,122032,7.496404225324619,7.354520660400558,7.354520660400558,7.496404225324619,1.139214178232558,0.003261133042875672,0,0,0,0,0,0,0.1725449062540973,0.21463222761242953,0.23356168873738037,0.2370443818014947,0.09687622918578734,0.03664612560639832,0.008694440802412481,0.19738337479770252,1.702923220327853,0.0453405664088108,0.1725449062540973,2.2615520233266087,0.647715353349941,0.4061311787072243,0.418151208346871,,,,0.9784646650059001,0.9784646650059001,0.7218208445203808,-0.14188356492408757,0.65217350923558,0.2923067770741291,,0.2914937962291282,-0.141883564924088,-0.07438246232073586,,,,,,,moderate_audience_selectivity,2,genuine_disagreement,4,0.4295019287680386,"2 dimensions deviate: tvd 0.29>q75 0.23, share_own 0.72>q75 0.66; heterogeneity: genuine audience disagreement (diff significant)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30549,Pandemic,2008.0,2.3935,Light,Coop,120228,120228,7.622944385521923,7.482657751023061,7.482657751023095,7.622944385521868,1.1510524411743805,0.003319650012875454,0,0,0,0,1,0,0.16489503277106832,0.21386033203579866,0.2361263599161593,0.2416907875037429,0.09799713876967096,0.036904880726619425,0.00852546827694048,0.19813480110029805,1.7011406972652825,0.045430349003559904,0.16489503277106832,2.28985385216132,0.828567388628273,0.5760970822104667,0.29193398707494406,0.4751888079315966,0.2599228133213561,16.851731709751473,0.7419153608144525,0.7419153608144525,0.6866287387297468,-0.14028663449887938,0.6491907744052592,0.28644967919324815,0.22666646050495273,0.2856366983482473,-0.1402866344988798,-0.046080633486024425,0.30693349302990985,0.43314369364873406,0.2599228133213561,0.4751888079315966,16.851731709751473,9.0,moderate_audience_selectivity,2,genuine_disagreement,7,0.5956017373324229,"2 dimensions deviate: tvd 0.29>q75 0.23, share_own 0.69>q75 0.66; heterogeneity: genuine audience disagreement (diff significant)",,,,,,,,,,,,,,,,,,,,,0.4751888079315966,0.2599228133213561,0.30693349302990985,0.43314369364873406,16.851731709751473,,,,,
266192,Wingspan,2019.0,2.4812,Light,Other,91388,91388,8.176489434980382,7.96590000765964,7.965900007659646,8.176489434980345,1.1732128977779195,0.003880898122884915,0,0,0,0,0,0,0.14687924016282225,0.1931654046483127,0.23245940386046307,0.2590055587166805,0.11348317065697903,0.044196174552457654,0.010811047402284764,0.19495624924642288,1.7221468742923787,0.05500722195474242,0.14687924016282225,2.360624419617693,0.7873134328358209,0.528559548299558,0.31949295851157533,,,,0.9992778045257583,0.9992778045257583,0.6806832107843137,-0.21058942732072555,0.6395624283773927,0.2440720031418199,,0.24325902229681906,-0.21058942732072597,0.024689933970348577,,,,,,,moderate_audience_selectivity,2,genuine_disagreement,4,0.8299381354319397,"2 dimensions deviate: tvd 0.24>q75 0.23, share_own 0.68>q75 0.66; heterogeneity: genuine audience disagreement (diff significant)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167791,Terraforming Mars,2016.0,3.2726,Medium,Economic,93632,93632,8.539475992191845,8.295080094198584,8.295080094198592,8.539475992191827,1.303535339715636,0.004260010402674001,0,0,0,1,0,0,0.14811175666438825,0.19146232057416268,0.231203007518797,0.25990046138072453,0.11423444976076555,0.044546736158578265,0.010541267942583732,0.19474303271786897,1.7225686557575388,0.055088004101162,0.14811175666438825,2.48023572502247,0.21038747436773753,0.10151443950786056,0.8005024153212442,0.6358403110047847,0.4045732228298018,27.425004272043747,0.9995514354066986,0.9995514354066986,0.6494040498974709,-0.24439589799325792,0.6470051236218071,0.24234503922756978,0.24184283795249503,0.2554023558282596,-0.24439589799325834,0.1443012393751255,0.16845736500341763,0.4269694121667806,0.4045732228298018,0.6358403110047847,27.425004272043747,15.0,moderate_audience_selectivity,1,genuine_disagreement,7,0.9068484870952283,1 dimensions deviate: tvd 0.24>q75 0.23; heterogeneity: genuine audience disagreement (diff significant),,,,,,,,,,,,,,,,0.6358403110047847,0.4045732228298018,0.16845736500341763,0.4269694121667806,27.425004272043747,,,,,,,,,,
68448,7 Wonders,2010.0,2.3146,Light,Economic,101601,101601,7.846543952694593,7.636340715642566,7.636340715642578,7.84654395269464,1.111876401762251,0.003488249347870064,0,0,0,1,0,0,0.1357073257152981,0.19330518400409444,0.23742876546490685,0.2642099979330912,0.11488075904764716,0.04426137538016358,0.010206592454798673,0.19722354677309425,1.7151700835347596,0.05446796783496225,0.1357073257152981,2.3435687997199097,0.8505920217320696,0.6147774136081338,0.2764483229301698,0.6235174850641234,0.39366738516353184,26.71252251454218,0.999901575771892,0.999901575771892,0.6078385055265204,-0.2102032370520069,0.6462506889947487,0.2380092296545213,0.2375070283794465,0.2371962488095204,-0.21020323705200733,0.007634314072565207,0.17467347762325175,0.4316591372132164,0.39366738516353184,0.6235174850641234,26.71252251454218,14.0,moderate_audience_selectivity,1,genuine_disagreement,7,0.5225446404328524,1 dimensions deviate: tvd 0.24>q75 0.23; heterogeneity: genuine audience disagreement (diff significant),,,,,,,,,,,,,,,,0.6235174850641234,0.39366738516353184,0.17467347762325175,0.4316591372132164,26.71252251454218,,,,,,,,,,
230802,Azul,2017.0,1.7715,Light,Other,91038,91038,7.908875488477323,7.702062503240417,7.702062503240417,7.908875488477323,1.010905946074813,0.0033504211143992957,0,0,0,0,0,0,0.1291438739866869,0.18851468617500383,0.23720863815110174,0.26828357389222085,0.11911509479557987,0.04667281794415519,0.011061315055251653,0.19694905155959225,1.7194637421968213,0.05773413299940684,0.1291438739866869,2.2865049026277204,0.5035809222522463,0.28127814758672204,0.5328971780768167,,,,0.9352578044333135,0.9352578044333135,0.689096860651596,-0.20681298523691202,0.6420666047048068,0.22643515278301435,,0.22562217193801345,-0.20681298523691244,-0.04942958301962408,,,,,,,moderate_audience_selectivity,1,genuine_disagreement,4,0.49127597546977064,1 dimensions deviate: share_own 0.69>q75 0.66; heterogeneity: genuine audience disagreement (diff significant),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173346,7 Wonders Duel,2015.0,2.2276,Light,Economic,93303,93303,8.255521464636324,8.053927424627318,8.05392742462732,8.255521464636312,1.0544710188751991,0.0034521276321356517,0,0,0,1,0,0,0.1435109267654845,0.1943881761572511,0.2384167711649143,0.2593378562318468,0.11039302058883423,0.04340696440628919,0.010546284685379891,0.19666283725282463,1.7162811391361446,0.053953249091669084,0.1435109267654845,2.348096289563549,0.8197271256015348,0.5897559564001158,0.29857814803622473,0.6030674254847112,0.3774583882618994,25.849726161002327,0.9999785644620216,0.9999785644620216,0.752183745431551,-0.2015940400090156,0.6317647391750366,0.2478838285578718,0.247381627282797,0.24707084771287088,-0.201594040009016,0.012161803916204583,0.19299486618865416,0.42954674554944644,0.3774583882618994,0.6030674254847112,25.849726161002327,13.0,moderate_audience_selectivity,2,genuine_disagreement,7,0.49298274211108684,"2 dimensions deviate: tvd 0.25>q75 0.23, share_own 0.75>q75 0.66; heterogeneity: genuine audience disagreement (diff significant)",,,,,,,,,,,,,,,,0.6030674254847112,0.3774583882618994,0.19299486618865416,0.42954674554944644,25.849726161002327,,,,,,,,,,
178900,Codenames,2015.0,1.2537,Light,Party,91984,91984,7.714461826303112,7.507381036484596,7.507381036484606,7.7144618263030384,1.1872422531800457,0.003914562206201424,0,0,1,0,0,0,0.12448904157244738,0.19135936684640806,0.24257479561662898,0.268242303009219,0.11656375021742912,0.045866672464776485,0.010904070273090972,0.1987221515998865,1.713539925956784,0.05677074273786746,0.12448904157244738,2.2405319278608755,0.08036180205253088,0.02078622369107671,0.9869090789035664,0.4591559401635067,0.21870107844842582,14.00550095668812,0.999565141763785,0.999565141763785,0.7078404939989563,-0.2070807898185277,0.6383154621699743,0.2299911585057063,0.18271124159742533,0.22917817766070542,-0.20708078981852812,-0.095402557786469,0.3002587406505479,0.4810401809010263,0.21870107844842582,0.4591559401635067,14.00550095668812,8.0,moderate_audience_selectivity,1,genuine_disagreement,7,0.7183680431383559,1 dimensions deviate: share_own 0.71>q75 0.66; heterogeneity: genuine audience disagreement (diff significant),,,,,,,,,,,0.4591559401635067,0.21870107844842582,0.3002587406505479,0.4810401809010263,14.00550095668812,,,,,,,,,,,,,,,
9209,Ticket to Ride,2004.0,1.8185,Light,Other,87222,87222,7.502496399857066,7.347115022929989,7.347115022929989,7.502496399857066,1.101421934043195,0.0037294148903616034,0,0,0,0,0,0,0.1532640847492605,0.1944234252826122,0.22587191304946,0.2538694366100296,0.11506271353557589,0.0463071243493614,0.011201302423700443,0.19226740690963307,1.7313469272595008,0.05750842677306184,0.1532640847492605,2.237677973170259,0.6030359313017358,0.35914104239756023,0.44853299804070845,,,,0.7104858865882461,0.7104858865882461,0.6349315539657426,-0.15538137692710138,0.6675180114869342,0.24512737755155456,,0.24431439670655372,-0.1553813769271018,-0.09825651247708533,,,,,,,moderate_audience_selectivity,1,genuine_disagreement,4,0.550871183142478,1 dimensions deviate: tvd 0.25>q75 0.23; heterogeneity: genuine audience disagreement (diff significant),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
