spec,weighting,target,n_games,n_features,r2_in,rmse_in,cv_r2_mean,cv_r2_sd,beta_logn,beta_weight,corr_resid_logn
Q3b_flex_volume,ols,adj,16549,46,0.5843975289309646,0.5619497670171792,0.5821894267158452,0.02335915495278749,,0.4613458368541913,-0.0041736826923385205
Q3b_flex_volume,wls_n,adj,16549,46,0.561620702833096,0.5771430270662306,0.559949476379149,0.022196042624958327,,0.41257104919477816,-0.026011405599857384
Q3_categories,ols,adj,16549,39,0.572443832867612,0.569973970100644,0.570441344780896,0.022103398896415435,0.35163008477896035,0.4676713791717571,-1.6926483116263253e-12
Q3_categories,wls_n,adj,16549,39,0.5398985854221047,0.5912691490603768,0.5383027110753624,0.02161267122838877,0.450109926510578,0.4170857056174485,-0.12543792016706584
Q1_core,ols,adj,16549,6,0.5400197509803196,0.5911912899499036,0.5396687557326767,0.01918382704814916,0.3228778665865346,0.5468710558143002,-1.8957000934627355e-13
Q1_core,wls_n,adj,16549,6,0.5165163966069214,0.6061070143823614,0.5160184321702583,0.02200195822754495,0.412076484925529,0.44545887859008676,-0.10822905206986601
Q0_flex_year,ols,adj,16549,5,0.2951917183772863,0.7318025764669457,0.29470547236047845,0.015583634750718634,0.4375401112044467,,-1.4724940504381947e-13
Q0_flex_year,wls_n,adj,16549,5,0.27077103306741035,0.7443726209066259,0.2699481192058035,0.01919984368582915,0.49102170413736884,,-0.08040894661192373
