spec,weighting,target,n_games,n_features,r2_in,rmse_in,cv_r2_mean,cv_r2_sd,beta_logn,beta_weight,corr_resid_logn
Q3b_flex_volume,ols,adj,14934,46,0.598765949859456,0.5403643176924686,0.5953599098860263,0.01310374420882604,,0.4748396439476527,0.012754209007951347
Q3b_flex_volume,wls_n,adj,14934,46,0.5754507335734582,0.5558425891551377,0.5729524588245372,0.009952119101197565,,0.4138985010278229,0.008737092812572024
Q3_categories,ols,adj,14934,39,0.6006266347122486,0.5391099175756914,0.5975036498718579,0.013877966668508766,0.441640307821582,0.47294270560199436,-1.861324350597321e-13
Q3_categories,wls_n,adj,14934,39,0.5792927879080015,0.5533217615593716,0.5769124248655084,0.011063561200165824,0.45437439846239996,0.4182862858702791,-0.012666857221364862
Q1_core,ols,adj,14934,6,0.5657830943748668,0.5621356600508661,0.5650844479514461,0.01180206439284772,0.4005176965570352,0.5480837351238356,2.176751648875178e-14
Q1_core,wls_n,adj,14934,6,0.550501276651007,0.5719420183560431,0.549857969894421,0.010400057495503429,0.41453861020535965,0.4450923460223218,-0.002671108611457329
Q0_flex_year,ols,adj,14934,5,0.309840132981709,0.7087003104697311,0.3089688917310961,0.006213510720701676,0.5178780141626127,,1.7857775281103713e-14
Q0_flex_year,wls_n,adj,14934,5,0.29090960017681056,0.7183541005261814,0.289507186430011,0.008179220873024917,0.49246323532413117,,0.003707856543004831
