game_id,title,year,n_obs,adj_mean,expected_Q3bFam,residual_Q3bFam,residual_Q4Fam,SE,lower_bound_adj,hiddenness_bucket,eligibility_flag,confidence,max_eco,taxonomy,overlap_status_prop7c,sensitivity_class_prop7c,has_broad_specialist,has_niche_drop,n_supported_ge10,spec_primary_share_ge10,tvd_volume_global,ref_penetration,hobby_well_known,is_solo_first,is_duel,is_wargame_duel,is_euro_duel,is_edition_title,final_outcome_category,final_reason,screening_evidence_final_reason
174458,Baseball Highlights: 2045 – Deluxe Edition,2015.0,545,8.15720858888965,6.917007675740196,1.2402009131494545,1.1908552336152205,0.0511213418385036,8.057010758886184,eligible,borderline,borderline,5,low_audience_selectivity,adequate_overlap,stable_under_exposure_adjustment,False,False,4,,0.1531064351644317,0.0019526491537326,0,0,0,0,0,1,plausible_hidden_gem,"plausible: good+underrated+hidden but cross not broad (n_sup 4 has_broad False) — not decisive niche/insufficient, borderline per 6C","plausible: good+underrated+hidden but cross not broad (n_sup 4 has_broad False) — not decisive niche/insufficient, borderline per 6C | monitor: edition_title (title pattern 55/532 10.3% pool vs 501/14698 3.41% pop, per-pattern n<50 below gate, niche enriched — monitoring); borderline eligibility (medium/borderline confidence via Game: + title without link — review queue not hard exclude per 6A, 61 total pool borderline)"
12608,Chess960,1996.0,158,8.110360596352983,6.8773613229811446,1.2329992733718385,1.223780063061911,0.0949449679809969,7.924268459110229,eligible,eligible,eligible,0,low_audience_selectivity,adequate_overlap,moderately_sensitive,False,False,1,,0.1459300981043225,0.0005517577425226,0,0,1,0,1,0,plausible_hidden_gem,"plausible: good+underrated+hidden but cross not broad (n_sup 1 has_broad False) — not decisive niche/insufficient, borderline per 6C","plausible: good+underrated+hidden but cross not broad (n_sup 1 has_broad False) — not decisive niche/insufficient, borderline per 6C | monitor: euro_duel (max≤2 Euro not wargame not solo, 1402 7.3% pop spec 0.833 insufficient 21.5% vs wargame 47.7% — broader than wargame, monitor)"
158976,Ascension: Year One Collector's Edition,2015.0,433,7.972375996145021,6.747604713858829,1.2247712822861925,1.1173147288124854,0.0573530538699805,7.859964010559859,eligible,borderline,borderline,24,moderate_audience_selectivity,borderline_overlap,stable_under_exposure_adjustment,False,False,4,,0.0826534048166422,0.0015370394255986,0,0,0,0,0,1,plausible_hidden_gem,"plausible: good+underrated+hidden but cross not broad (n_sup 4 has_broad False) — not decisive niche/insufficient, borderline per 6C","plausible: good+underrated+hidden but cross not broad (n_sup 4 has_broad False) — not decisive niche/insufficient, borderline per 6C | monitor: edition_title (title pattern 55/532 10.3% pool vs 501/14698 3.41% pop, per-pattern n<50 below gate, niche enriched — monitoring); borderline eligibility (medium/borderline confidence via Game: + title without link — review queue not hard exclude per 6A, 61 total pool borderline); ecosystem max_eco 24 (Game: Catan 40 Unlock 47 etc., 2740 Game: 18.6% — borderline not hard unless link corroborates)"
261321,Ascension: Deliverance,2018.0,219,8.067083502131386,6.845732317725648,1.2213511844057372,1.113200749838395,0.0806451842398444,7.909018941021291,eligible,eligible,eligible,24,moderate_audience_selectivity,adequate_overlap,stable_under_exposure_adjustment,False,False,4,,0.0681889270737462,0.000781059661493,0,0,0,0,0,0,plausible_hidden_gem,"plausible: good+underrated+hidden but cross not broad (n_sup 4 has_broad False) — not decisive niche/insufficient, borderline per 6C","plausible: good+underrated+hidden but cross not broad (n_sup 4 has_broad False) — not decisive niche/insufficient, borderline per 6C | monitor: ecosystem max_eco 24 (Game: Catan 40 Unlock 47 etc., 2740 Game: 18.6% — borderline not hard unless link corroborates)"
184145,Flash Duel: Revised Second Edition,2015.0,156,7.573229835952584,6.358339060965756,1.214890774986828,1.1694321902101867,0.0955516512656422,7.385948599471925,eligible,borderline,borderline,13,low_audience_selectivity,adequate_overlap,stable_under_exposure_adjustment,False,False,2,,0.0958158146884771,0.0005553405850065,0,0,0,0,0,1,plausible_hidden_gem,"plausible: good+underrated+hidden but cross not broad (n_sup 2 has_broad False) — not decisive niche/insufficient, borderline per 6C","plausible: good+underrated+hidden but cross not broad (n_sup 2 has_broad False) — not decisive niche/insufficient, borderline per 6C | monitor: edition_title (title pattern 55/532 10.3% pool vs 501/14698 3.41% pop, per-pattern n<50 below gate, niche enriched — monitoring); borderline eligibility (medium/borderline confidence via Game: + title without link — review queue not hard exclude per 6A, 61 total pool borderline); ecosystem max_eco 13 (Game: Catan 40 Unlock 47 etc., 2740 Game: 18.6% — borderline not hard unless link corroborates)"
199723,"UltraQuest: Gold, Ruhm! und Ehre!",2016.0,533,8.339510883737358,7.128740868618133,1.210770015119225,1.159655488747111,0.0516936134931369,8.238191401290809,eligible,eligible,eligible,0,moderate_audience_selectivity,borderline_overlap,stable_under_exposure_adjustment,False,False,4,,0.1084474326395408,0.0019024893589578,0,0,0,0,0,0,plausible_hidden_gem,"plausible: good+underrated+hidden but cross not broad (n_sup 4 has_broad False) — not decisive niche/insufficient, borderline per 6C","plausible: good+underrated+hidden but cross not broad (n_sup 4 has_broad False) — not decisive niche/insufficient, borderline per 6C"
100169,Hero of Weehawken: The Aaron Burr Conspiracy 1805-1807,2011.0,165,7.796908998662534,6.587550604949261,1.2093583937132737,1.319959405843857,0.0929091578907959,7.614807049196574,eligible,eligible,eligible,0,moderate_audience_selectivity,adequate_overlap,stable_under_exposure_adjustment,False,False,2,,0.1438765213473619,0.0005875861673617,0,1,1,0,0,0,plausible_hidden_gem,"plausible: good+underrated+hidden but cross not broad (n_sup 2 has_broad False) — not decisive niche/insufficient, borderline per 6C","plausible: good+underrated+hidden but cross not broad (n_sup 2 has_broad False) — not decisive niche/insufficient, borderline per 6C | monitor: solo_first (min1 max≤2, 691 4.7% pop, spec 0.901, insufficient 34.4% vs 23% overall, cross 80.5% vs 86.2% — monitoring: general criteria not triggered; thresholds not mode-specific)"
380707,Vindication: Archive of the Ancients,2023.0,188,8.89431653362219,7.68600505398228,1.20831147963991,1.1684063082955198,0.0870405388951028,8.72371707738779,eligible,eligible,eligible,0,moderate_audience_selectivity,adequate_overlap,moderately_sensitive,False,False,2,,0.0973566609779327,0.0006699915444917,0,0,0,0,0,0,plausible_hidden_gem,"plausible: good+underrated+hidden but cross not broad (n_sup 2 has_broad False) — not decisive niche/insufficient, borderline per 6C","plausible: good+underrated+hidden but cross not broad (n_sup 2 has_broad False) — not decisive niche/insufficient, borderline per 6C"
90942,Mixtour,2012.0,159,7.7790354639485635,6.572384113991083,1.2066513499574807,1.1838311649654418,0.0946459279689731,7.593529445129376,eligible,eligible,eligible,0,low_audience_selectivity,adequate_overlap,stable_under_exposure_adjustment,False,False,2,,0.2274074934499671,0.0005445920575547,0,0,1,0,1,0,plausible_hidden_gem,"plausible: good+underrated+hidden but cross not broad (n_sup 2 has_broad False) — not decisive niche/insufficient, borderline per 6C","plausible: good+underrated+hidden but cross not broad (n_sup 2 has_broad False) — not decisive niche/insufficient, borderline per 6C | monitor: euro_duel (max≤2 Euro not wargame not solo, 1402 7.3% pop spec 0.833 insufficient 21.5% vs wargame 47.7% — broader than wargame, monitor)"
373835,Unlock! Kids: Stories from the Past,2022.0,252,8.076560191133414,6.870594022327142,1.2059661688062722,1.1186359363502358,0.0751796371793148,7.929208102261956,eligible,eligible,eligible,47,moderate_audience_selectivity,borderline_overlap,stable_under_exposure_adjustment,False,False,2,,0.1736701407678733,0.000902876305946,0,0,0,0,0,0,plausible_hidden_gem,"plausible: good+underrated+hidden but cross not broad (n_sup 2 has_broad False) — not decisive niche/insufficient, borderline per 6C","plausible: good+underrated+hidden but cross not broad (n_sup 2 has_broad False) — not decisive niche/insufficient, borderline per 6C | monitor: ecosystem max_eco 47 (Game: Catan 40 Unlock 47 etc., 2740 Game: 18.6% — borderline not hard unless link corroborates)"
248878,FlickFleet,2019.0,214,8.1419606295357,6.951687967763455,1.1902726617722443,1.142913453517016,0.0815818612243143,7.982060181536043,eligible,eligible,eligible,0,moderate_audience_selectivity,adequate_overlap,stable_under_exposure_adjustment,False,False,4,,0.0818642538812273,0.0007523969216217,0,0,1,0,1,0,plausible_hidden_gem,"plausible: good+underrated+hidden but cross not broad (n_sup 4 has_broad False) — not decisive niche/insufficient, borderline per 6C","plausible: good+underrated+hidden but cross not broad (n_sup 4 has_broad False) — not decisive niche/insufficient, borderline per 6C | monitor: euro_duel (max≤2 Euro not wargame not solo, 1402 7.3% pop spec 0.833 insufficient 21.5% vs wargame 47.7% — broader than wargame, monitor)"
324711,Schadenfreude,2020.0,821,8.334325814342495,7.158719469183561,1.1756063451589345,1.228772058024937,0.0416513341755915,8.252689199358336,eligible,borderline,borderline,0,moderate_audience_selectivity,borderline_overlap,moderately_sensitive,False,False,4,,0.3060660167889889,0.0029343479943247,0,0,0,0,0,0,plausible_hidden_gem,"plausible: good+underrated+hidden but cross not broad (n_sup 4 has_broad False) — not decisive niche/insufficient, borderline per 6C","plausible: good+underrated+hidden but cross not broad (n_sup 4 has_broad False) — not decisive niche/insufficient, borderline per 6C | monitor: borderline eligibility (medium/borderline confidence via Game: + title without link — review queue not hard exclude per 6A, 61 total pool borderline)"
59335,Wherewolf,2009.0,164,7.505710001170089,6.334947442025257,1.1707625591448316,1.2141817897898797,0.0931919870317611,7.323053706587837,eligible,eligible,eligible,60,moderate_audience_selectivity,borderline_overlap,moderately_sensitive,False,False,6,0.6524390243902439,0.1394198570709677,0.0005875861673617,0,0,0,0,0,0,plausible_hidden_gem,"plausible: good+underrated+hidden but cross not broad (n_sup 6 has_broad False) — not decisive niche/insufficient, borderline per 6C","plausible: good+underrated+hidden but cross not broad (n_sup 6 has_broad False) — not decisive niche/insufficient, borderline per 6C | monitor: ecosystem max_eco 60 (Game: Catan 40 Unlock 47 etc., 2740 Game: 18.6% — borderline not hard unless link corroborates)"
315048,Survive: Escape from Atlantis!,2010.0,384,7.551906702794063,6.3813432953587945,1.1705634074352682,1.0774414227457294,0.0609024667949403,7.43253786787598,eligible,eligible,eligible,5,moderate_audience_selectivity,borderline_overlap,moderately_sensitive,False,False,4,,0.1637554544702218,0.0013722286713386,0,0,0,0,0,0,plausible_hidden_gem,"plausible: good+underrated+hidden but cross not broad (n_sup 4 has_broad False) — not decisive niche/insufficient, borderline per 6C","plausible: good+underrated+hidden but cross not broad (n_sup 4 has_broad False) — not decisive niche/insufficient, borderline per 6C"
249552,Ascension: Delirium,2018.0,280,7.993049940944362,6.845732317725648,1.147317623218714,1.0540845217425838,0.0713216661455134,7.853259475299155,eligible,eligible,eligible,24,low_audience_selectivity,adequate_overlap,stable_under_exposure_adjustment,False,False,4,,0.0998606169583495,0.0010031958954956,0,0,0,0,0,0,plausible_hidden_gem,"plausible: good+underrated+hidden but cross not broad (n_sup 4 has_broad False) — not decisive niche/insufficient, borderline per 6C","plausible: good+underrated+hidden but cross not broad (n_sup 4 has_broad False) — not decisive niche/insufficient, borderline per 6C | monitor: ecosystem max_eco 24 (Game: Catan 40 Unlock 47 etc., 2740 Game: 18.6% — borderline not hard unless link corroborates)"
324157,Hidden Games Crime Scene: Green Poison,2020.0,253,8.432093468244132,7.291243178709516,1.140850289534615,1.0944822715347406,0.0750309137158037,8.285032877361155,eligible,eligible,eligible,6,moderate_audience_selectivity,borderline_overlap,moderately_sensitive,False,False,2,0.9486166007905138,0.0952304645021101,0.0008921277784943,0,0,0,0,0,0,plausible_hidden_gem,"plausible: good+underrated+hidden but cross not broad (n_sup 2 has_broad False) — not decisive niche/insufficient, borderline per 6C","plausible: good+underrated+hidden but cross not broad (n_sup 2 has_broad False) — not decisive niche/insufficient, borderline per 6C"
294693,Nokosu Dice,2016.0,1222,8.257636144590894,7.129227309430005,1.1284088351608883,1.0989167789657852,0.0341401081769046,8.19072153256416,eligible,eligible,eligible,0,moderate_audience_selectivity,borderline_overlap,moderately_sensitive,False,False,4,,0.3393434657504765,0.0043746506728578,0,0,0,0,0,0,plausible_hidden_gem,"plausible: good+underrated+hidden but cross not broad (n_sup 4 has_broad False) — not decisive niche/insufficient, borderline per 6C","plausible: good+underrated+hidden but cross not broad (n_sup 4 has_broad False) — not decisive niche/insufficient, borderline per 6C"
359065,Blitz Bowl: Ultimate Edition,2022.0,249,8.579050702178197,7.451780077432954,1.1272706247452433,1.0826837777888123,0.0756311705915286,8.4308136078188,eligible,borderline,borderline,19,moderate_audience_selectivity,adequate_overlap,stable_under_exposure_adjustment,False,False,4,,0.0425362614045296,0.0008777964085586,0,0,1,0,1,1,plausible_hidden_gem,"plausible: good+underrated+hidden but cross not broad (n_sup 4 has_broad False) — not decisive niche/insufficient, borderline per 6C","plausible: good+underrated+hidden but cross not broad (n_sup 4 has_broad False) — not decisive niche/insufficient, borderline per 6C | monitor: euro_duel (max≤2 Euro not wargame not solo, 1402 7.3% pop spec 0.833 insufficient 21.5% vs wargame 47.7% — broader than wargame, monitor); edition_title (title pattern 55/532 10.3% pool vs 501/14698 3.41% pop, per-pattern n<50 below gate, niche enriched — monitoring); borderline eligibility (medium/borderline confidence via Game: + title without link — review queue not hard exclude per 6A, 61 total pool borderline); ecosystem max_eco 19 (Game: Catan 40 Unlock 47 etc., 2740 Game: 18.6% — borderline not hard unless link corroborates)"
38429,Cornerstone,2008.0,231,7.581854742456799,6.455332005895233,1.126522736561566,1.012011519479752,0.0785225700946497,7.427950505071285,eligible,eligible,eligible,0,moderate_audience_selectivity,borderline_overlap,moderately_sensitive,False,False,2,,0.2365172139880546,0.0008240537712999,0,0,0,0,0,0,plausible_hidden_gem,"plausible: good+underrated+hidden but cross not broad (n_sup 2 has_broad False) — not decisive niche/insufficient, borderline per 6C","plausible: good+underrated+hidden but cross not broad (n_sup 2 has_broad False) — not decisive niche/insufficient, borderline per 6C"
138704,Northern Pacific,2013.0,1083,7.806710588238965,6.68070325529602,1.1260073329429447,0.9939132819608724,0.0362648819045817,7.735631419705985,eligible,eligible,eligible,33,moderate_audience_selectivity,borderline_overlap,moderately_sensitive,False,False,4,,0.2997734406791843,0.0038730527251099,0,0,0,0,0,0,plausible_hidden_gem,"plausible: good+underrated+hidden but cross not broad (n_sup 4 has_broad False) — not decisive niche/insufficient, borderline per 6C","plausible: good+underrated+hidden but cross not broad (n_sup 4 has_broad False) — not decisive niche/insufficient, borderline per 6C | monitor: ecosystem max_eco 33 (Game: Catan 40 Unlock 47 etc., 2740 Game: 18.6% — borderline not hard unless link corroborates)"
153498,Kamisado Max,2014.0,155,7.6015884541196,6.477208265841908,1.1243801882776925,1.0977987636407605,0.0958593868490308,7.4137040558955,eligible,eligible,eligible,0,low_audience_selectivity,adequate_overlap,stable_under_exposure_adjustment,False,False,2,,0.1477868842394555,0.0005481749000386,0,0,1,0,1,0,plausible_hidden_gem,"plausible: good+underrated+hidden but cross not broad (n_sup 2 has_broad False) — not decisive niche/insufficient, borderline per 6C","plausible: good+underrated+hidden but cross not broad (n_sup 2 has_broad False) — not decisive niche/insufficient, borderline per 6C | monitor: euro_duel (max≤2 Euro not wargame not solo, 1402 7.3% pop spec 0.833 insufficient 21.5% vs wargame 47.7% — broader than wargame, monitor)"
384,TurfMaster,1998.0,1030,7.683046583267463,6.5595485754305525,1.1234980078369103,1.4217032609653648,0.0371862070850864,7.610161617380694,eligible,eligible,eligible,0,moderate_audience_selectivity,adequate_overlap,stable_under_exposure_adjustment,False,False,4,,0.3239000576815778,0.0036831620734626,0,0,0,0,0,0,plausible_hidden_gem,"plausible: good+underrated+hidden but cross not broad (n_sup 4 has_broad False) — not decisive niche/insufficient, borderline per 6C","plausible: good+underrated+hidden but cross not broad (n_sup 4 has_broad False) — not decisive niche/insufficient, borderline per 6C"
83040,Leader 1: Hell of the North,2011.0,480,7.913656690269035,6.8126177987549,1.1010388915141354,1.034755512499209,0.0544728223003641,7.806889958560322,eligible,eligible,eligible,4,low_audience_selectivity,adequate_overlap,stable_under_exposure_adjustment,False,False,4,,0.1023992486200891,0.0017018501798586,0,0,0,0,0,0,plausible_hidden_gem,"plausible: good+underrated+hidden but cross not broad (n_sup 4 has_broad False) — not decisive niche/insufficient, borderline per 6C","plausible: good+underrated+hidden but cross not broad (n_sup 4 has_broad False) — not decisive niche/insufficient, borderline per 6C"
322984,Shadows of Brimstone: City of the Ancients (Revised Edition),2020.0,182,8.575585667395497,7.480463996721173,1.095121670674324,1.1261644620890472,0.0884636393081889,8.402196934351448,eligible,borderline,borderline,6,moderate_audience_selectivity,adequate_overlap,stable_under_exposure_adjustment,False,False,3,0.8846153846153846,0.1715679544702218,0.0006413288046204,0,0,0,0,0,1,plausible_hidden_gem,"plausible: good+underrated+hidden but cross not broad (n_sup 3 has_broad False) — not decisive niche/insufficient, borderline per 6C","plausible: good+underrated+hidden but cross not broad (n_sup 3 has_broad False) — not decisive niche/insufficient, borderline per 6C | monitor: edition_title (title pattern 55/532 10.3% pool vs 501/14698 3.41% pop, per-pattern n<50 below gate, niche enriched — monitoring); borderline eligibility (medium/borderline confidence via Game: + title without link — review queue not hard exclude per 6A, 61 total pool borderline)"
212370,Omen: Edge of the Aegean,2016.0,183,7.772215473079981,6.6796334252961245,1.092582047783856,1.0740750528228409,0.0882216042737541,7.599301128703423,eligible,eligible,eligible,4,moderate_audience_selectivity,adequate_overlap,stable_under_exposure_adjustment,False,False,2,,0.1644976193002699,0.000655660174556,0,0,1,0,1,0,plausible_hidden_gem,"plausible: good+underrated+hidden but cross not broad (n_sup 2 has_broad False) — not decisive niche/insufficient, borderline per 6C","plausible: good+underrated+hidden but cross not broad (n_sup 2 has_broad False) — not decisive niche/insufficient, borderline per 6C | monitor: euro_duel (max≤2 Euro not wargame not solo, 1402 7.3% pop spec 0.833 insufficient 21.5% vs wargame 47.7% — broader than wargame, monitor)"
9963,Santorini,2004.0,380,7.687820440284095,6.597742660037348,1.0900777802467472,1.0934937415729076,0.0612221669799983,7.567824993003298,eligible,eligible,eligible,3,low_audience_selectivity,borderline_overlap,moderately_sensitive,False,False,4,,0.1886931082692119,0.0013435659314673,0,0,0,0,0,0,plausible_hidden_gem,"plausible: good+underrated+hidden but cross not broad (n_sup 4 has_broad False) — not decisive niche/insufficient, borderline per 6C","plausible: good+underrated+hidden but cross not broad (n_sup 4 has_broad False) — not decisive niche/insufficient, borderline per 6C"
224149,Deadball,2017.0,172,7.871282045940592,6.79172915751969,1.0795528884209018,0.9629772075799456,0.09099892720094,7.69292414862675,eligible,eligible,eligible,1,moderate_audience_selectivity,borderline_overlap,stable_under_exposure_adjustment,False,False,3,,0.1862150924651821,0.0005804204823939,0,1,1,0,0,0,plausible_hidden_gem,"plausible: good+underrated+hidden but cross not broad (n_sup 3 has_broad False) — not decisive niche/insufficient, borderline per 6C","plausible: good+underrated+hidden but cross not broad (n_sup 3 has_broad False) — not decisive niche/insufficient, borderline per 6C | monitor: solo_first (min1 max≤2, 691 4.7% pop, spec 0.901, insufficient 34.4% vs 23% overall, cross 80.5% vs 86.2% — monitoring: general criteria not triggered; thresholds not mode-specific)"
251830,Alhambra: Mega Box,2019.0,221,8.256667811970221,7.17812036817819,1.078547443792031,1.1010149983402044,0.0802794445579611,8.099320100636618,eligible,eligible,eligible,9,moderate_audience_selectivity,adequate_overlap,stable_under_exposure_adjustment,False,False,2,,0.1610436679262731,0.0007918081889447,0,0,0,0,0,0,plausible_hidden_gem,"plausible: good+underrated+hidden but cross not broad (n_sup 2 has_broad False) — not decisive niche/insufficient, borderline per 6C","plausible: good+underrated+hidden but cross not broad (n_sup 2 has_broad False) — not decisive niche/insufficient, borderline per 6C"
178940,Push It,2015.0,501,7.567982381240202,6.494460440597942,1.0735219406422596,1.0257433817348174,0.0533189554714571,7.463477228516146,eligible,eligible,eligible,0,moderate_audience_selectivity,borderline_overlap,moderately_sensitive,False,False,2,,0.213265017083163,0.0017914212419565,0,0,0,0,0,0,plausible_hidden_gem,"plausible: good+underrated+hidden but cross not broad (n_sup 2 has_broad False) — not decisive niche/insufficient, borderline per 6C","plausible: good+underrated+hidden but cross not broad (n_sup 2 has_broad False) — not decisive niche/insufficient, borderline per 6C"
147887,Allegiance: A Realm Divided,2015.0,301,8.1694374404753,7.102008442264024,1.067428998211275,1.0575570664466696,0.0687887231278166,8.034611543144779,eligible,eligible,eligible,0,low_audience_selectivity,adequate_overlap,moderately_sensitive,False,False,4,,0.0731688541282085,0.0010784355876578,0,0,0,0,0,0,plausible_hidden_gem,"plausible: good+underrated+hidden but cross not broad (n_sup 4 has_broad False) — not decisive niche/insufficient, borderline per 6C","plausible: good+underrated+hidden but cross not broad (n_sup 4 has_broad False) — not decisive niche/insufficient, borderline per 6C"
153625,Han,2014.0,354,7.729112032176084,6.662243484574251,1.0668685476018327,0.9036517108974076,0.0634306066246325,7.604788043191804,eligible,eligible,eligible,4,moderate_audience_selectivity,adequate_overlap,stable_under_exposure_adjustment,False,False,2,,0.3135221299760213,0.0012683262393052,0,0,0,0,0,0,plausible_hidden_gem,"plausible: good+underrated+hidden but cross not broad (n_sup 2 has_broad False) — not decisive niche/insufficient, borderline per 6C","plausible: good+underrated+hidden but cross not broad (n_sup 2 has_broad False) — not decisive niche/insufficient, borderline per 6C"
32928,Mü and Lots More,2007.0,852,7.883644317423068,6.820139831810259,1.0635044856128086,1.0207809046733427,0.0408865718468776,7.8035066366031876,eligible,eligible,eligible,0,moderate_audience_selectivity,adequate_overlap,stable_under_exposure_adjustment,False,False,2,,0.3380506570707934,0.0030489989538099,0,0,0,0,0,0,plausible_hidden_gem,"plausible: good+underrated+hidden but cross not broad (n_sup 2 has_broad False) — not decisive niche/insufficient, borderline per 6C","plausible: good+underrated+hidden but cross not broad (n_sup 2 has_broad False) — not decisive niche/insufficient, borderline per 6C"
119637,Zug um Zug: Deutschland,2012.0,910,7.773935741652534,6.710767222131876,1.0631685195206575,1.0118652419350118,0.0395621422060265,7.696393942928722,eligible,eligible,eligible,21,moderate_audience_selectivity,adequate_overlap,stable_under_exposure_adjustment,False,False,4,,0.0319806168416434,0.0032568038178769,0,0,0,0,0,0,plausible_hidden_gem,"plausible: good+underrated+hidden but cross not broad (n_sup 4 has_broad False) — not decisive niche/insufficient, borderline per 6C","plausible: good+underrated+hidden but cross not broad (n_sup 4 has_broad False) — not decisive niche/insufficient, borderline per 6C | monitor: ecosystem max_eco 21 (Game: Catan 40 Unlock 47 etc., 2740 Game: 18.6% — borderline not hard unless link corroborates)"
379908,Marvel United: Spider-Geddon,2023.0,440,8.473507589416219,7.419040766910138,1.0544668225060807,1.1391282804622769,0.0568950073160318,8.361993375076796,eligible,eligible,eligible,4,moderate_audience_selectivity,adequate_overlap,stable_under_exposure_adjustment,False,False,7,0.865909090909091,0.0226944276895766,0.0015406222680826,0,0,0,0,0,0,plausible_hidden_gem,"plausible: good+underrated+hidden but cross not broad (n_sup 7 has_broad False) — not decisive niche/insufficient, borderline per 6C","plausible: good+underrated+hidden but cross not broad (n_sup 7 has_broad False) — not decisive niche/insufficient, borderline per 6C"
756,Black Vienna,1987.0,474,7.533283679784169,6.485173428676967,1.048110251107202,1.063582677200225,0.054816502822029,7.425843334252993,eligible,eligible,eligible,0,moderate_audience_selectivity,borderline_overlap,moderately_sensitive,False,False,2,,0.3449889110673465,0.001687518809923,0,0,0,0,0,0,plausible_hidden_gem,"plausible: good+underrated+hidden but cross not broad (n_sup 2 has_broad False) — not decisive niche/insufficient, borderline per 6C","plausible: good+underrated+hidden but cross not broad (n_sup 2 has_broad False) — not decisive niche/insufficient, borderline per 6C"
139131,Hoplomachus: Rise of Rome,2013.0,389,8.212705736298304,7.167597835453902,1.0451079008444015,0.8721581984806779,0.0605097968930783,8.09410653438787,eligible,eligible,eligible,5,moderate_audience_selectivity,borderline_overlap,moderately_sensitive,False,False,4,0.910025706940874,0.0506546801373621,0.0013829771987904,0,1,1,0,0,0,plausible_hidden_gem,"plausible: good+underrated+hidden but cross not broad (n_sup 4 has_broad False) — not decisive niche/insufficient, borderline per 6C","plausible: good+underrated+hidden but cross not broad (n_sup 4 has_broad False) — not decisive niche/insufficient, borderline per 6C | monitor: solo_first (min1 max≤2, 691 4.7% pop, spec 0.901, insufficient 34.4% vs 23% overall, cross 80.5% vs 86.2% — monitoring: general criteria not triggered; thresholds not mode-specific)"
184866,Wings for the Baron (Second Edition),2015.0,298,7.95039283189382,6.919572697992468,1.0308201339013523,0.9880439422561196,0.0691341080094018,7.814889980195393,eligible,borderline,borderline,0,low_audience_selectivity,borderline_overlap,moderately_sensitive,False,False,2,,0.2252879510809393,0.0010497728477865,0,0,0,0,0,1,plausible_hidden_gem,"plausible: good+underrated+hidden but cross not broad (n_sup 2 has_broad False) — not decisive niche/insufficient, borderline per 6C","plausible: good+underrated+hidden but cross not broad (n_sup 2 has_broad False) — not decisive niche/insufficient, borderline per 6C | monitor: edition_title (title pattern 55/532 10.3% pool vs 501/14698 3.41% pop, per-pattern n<50 below gate, niche enriched — monitoring); borderline eligibility (medium/borderline confidence via Game: + title without link — review queue not hard exclude per 6A, 61 total pool borderline)"
218933,Warhammer Quest: Shadows Over Hammerhal,2017.0,229,7.7210007882460285,6.692957634054757,1.0280431541912716,0.9216674759561396,0.0788647179900584,7.566425940985514,eligible,eligible,eligible,0,moderate_audience_selectivity,borderline_overlap,moderately_sensitive,False,False,4,,0.192909287080448,0.0007738939765252,0,0,0,0,0,0,plausible_hidden_gem,"plausible: good+underrated+hidden but cross not broad (n_sup 4 has_broad False) — not decisive niche/insufficient, borderline per 6C","plausible: good+underrated+hidden but cross not broad (n_sup 4 has_broad False) — not decisive niche/insufficient, borderline per 6C"
274075,The Quest Kids,2021.0,305,7.5061439005341395,6.482041516768714,1.0241023837654255,0.9667731840663656,0.0683361608255901,7.372205025315983,eligible,eligible,eligible,0,moderate_audience_selectivity,borderline_overlap,moderately_sensitive,False,False,3,,0.073534246397372,0.0010891841151095,0,0,0,0,0,0,plausible_hidden_gem,"plausible: good+underrated+hidden but cross not broad (n_sup 3 has_broad False) — not decisive niche/insufficient, borderline per 6C","plausible: good+underrated+hidden but cross not broad (n_sup 3 has_broad False) — not decisive niche/insufficient, borderline per 6C"
308368,Digimon Card Game,2020.0,175,7.64455187342677,6.626495234022283,1.0180566394044872,0.9884358240842815,0.0902155646151778,7.467729366781022,eligible,eligible,eligible,0,low_audience_selectivity,borderline_overlap,stable_under_exposure_adjustment,False,False,3,,0.124494433751002,0.0006198317497169,0,0,1,0,1,0,plausible_hidden_gem,"plausible: good+underrated+hidden but cross not broad (n_sup 3 has_broad False) — not decisive niche/insufficient, borderline per 6C","plausible: good+underrated+hidden but cross not broad (n_sup 3 has_broad False) — not decisive niche/insufficient, borderline per 6C | monitor: euro_duel (max≤2 Euro not wargame not solo, 1402 7.3% pop spec 0.833 insufficient 21.5% vs wargame 47.7% — broader than wargame, monitor)"
308970,A Touch of Evil: 10 Year Anniversary Edition,2020.0,222,8.20161764201502,7.185838032528212,1.015779609486808,1.4616238292023134,0.0800984309238906,8.044624717404194,eligible,borderline,borderline,4,moderate_audience_selectivity,borderline_overlap,moderately_sensitive,False,False,4,0.9234234234234234,0.058369137840483,0.0007703111340413,0,0,0,0,0,1,plausible_hidden_gem,"plausible: good+underrated+hidden but cross not broad (n_sup 4 has_broad False) — not decisive niche/insufficient, borderline per 6C","plausible: good+underrated+hidden but cross not broad (n_sup 4 has_broad False) — not decisive niche/insufficient, borderline per 6C | monitor: edition_title (title pattern 55/532 10.3% pool vs 501/14698 3.41% pop, per-pattern n<50 below gate, niche enriched — monitoring); borderline eligibility (medium/borderline confidence via Game: + title without link — review queue not hard exclude per 6A, 61 total pool borderline)"
