game_id,title,year,weight,min_players,max_players,families,designers,n_obs,adj_mean,resid_Q3bFam,n_version_tgt,n_contained_tgt,decision,reason,evidence,confidence
5336,Talisman (Third Edition),1994.0,2.0884,2.0,8.0,"[""Game: Talisman"", ""Theme: Wizards""]","[""Jervis Johnson""]",1580,6.428518843944176,0.0027942193906769,0,0,borderline,edition_title_Game_family_no_corroboration,"title 'Talisman (Third Edition)' contains edition pattern + families Game: Talisman but no version/contained link, designer overlap 0",borderline
20963,Fury of Dracula (Second Edition),2005.0,2.9534,2.0,5.0,"[""Books: Dracula"", ""Components: Map (Continental / National scale)"", ""Continents: Europe"", ""Creatures: Vampires"", ""Game: Fury of Dracula"", ""Mechanism: Hidden Movement"", ""Players: One versus Many""]","[""Stephen Hand"", ""Kevin Wilson""]",9123,7.371426985051254,0.0202345797154404,0,0,borderline,edition_Game_family_possible,families Game: Fury of Dracula + designer 2 year 10 weight 0.33 vs base 181279 title 'Fury of Dracula (Second Edition)' but weight/year diff larger or no link,borderline
23142,Mag·Blast: Third Edition,2006.0,1.5576,2.0,8.0,"[""Admin: Better Description Needed!"", ""Series: Fantasy Flight Silver Line""]","[""Anders M. Petersen"", ""Christian T. Petersen""]",1944,6.212026674394017,-0.0234014735910834,0,0,borderline,edition_title_no_structured_corroboration,title 'Mag·Blast: Third Edition' contains edition pattern but no version/contained link or Game: family,borderline
37184,Dungeons & Dragons Miniatures Game (Second Edition),2008.0,2.4545,2.0,2.0,"[""Collectible: Collectible Miniatures Games"", ""Players: Two-Player Only Games"", ""Setting: Dungeons & Dragons""]","[""Stephen Schubert"", ""Rob Heinsoo""]",215,6.8704313300601125,0.141147697070604,0,0,borderline,edition_title_no_structured_corroboration,title 'Dungeons & Dragons Miniatures Game (Second Edition)' contains edition pattern but no version/contained link or Game: family,borderline
104162,Descent: Journeys in the Dark (Second Edition),2012.0,3.2169,1.0,5.0,"[""Category: Dungeon Crawler"", ""Components: Miniatures"", ""Creatures: Monsters"", ""Game: Descent \u2013 Journeys in the Dark"", ""Mechanism: Campaign Games"", ""Misc: Watch It Played How To Videos"", ""Players: Games with Solitaire Rules"", ""Players: One versus Many"", ""Setting: The Realms of Terrinoth""]","[""Corey Konieczka"", ""Daniel Clark (I)"", ""Kevin Wilson"", ""Adam Sadler""]",23870,7.755849690861478,-0.045051912646663,0,0,borderline,edition_Game_family_possible,families Game: Descent – Journeys in the Dark + designer 1 year 7 weight 0.13 vs base 17226 title 'Descent: Journeys in the Dark (Second Edition)' but weight/year diff larger or no link,borderline
131111,Codex: Card-Time Strategy – Deluxe Set,2016.0,3.6212,2.0,5.0,"[""Crowdfunding: Kickstarter"", ""Digital Implementations: VASSAL"", ""Series: Fantasy Strike (Sirlin)""]","[""David Sirlin""]",1055,8.372303457816434,0.5416425908859139,0,0,borderline,edition_title_no_structured_corroboration,title 'Codex: Card-Time Strategy – Deluxe Set' contains edition pattern but no version/contained link or Game: family,borderline
142271,Anomia: Party Edition,2013.0,1.0364,3.0,6.0,"[""Series: Anomia""]","[""Andrew Innes""]",1673,7.2687115582000255,0.7381578134363727,0,0,borderline,edition_title_no_structured_corroboration,title 'Anomia: Party Edition' contains edition pattern but no version/contained link or Game: family,borderline
147568,Risk: The Walking Dead – Survival Edition,2013.0,1.96,2.0,5.0,"[""Admin: Better Description Needed!"", ""Comic Books: The Walking Dead"", ""Components: Miniatures"", ""Creatures: Zombies"", ""Game: Risk (Official)"", ""Versions & Editions: Versions with IP after the original release""]",[],444,6.30917916179393,-0.1033802047870526,0,0,borderline,edition_Game_family_possible,families Game: Risk (Official) + designer 0 year 0 weight 0.02 vs base 147523 title 'Risk: The Walking Dead – Survival Edition' but weight/year diff larger or no link,borderline
160044,"Warhammer 40,000 (Seventh Edition)",2014.0,4.125,2.0,12.0,"[""Game: Warhammer 40,000 (Seventh Edition)"", ""Setting: Warhammer 40,000 Wargames""]",[],284,7.134149038938869,-0.693901222959667,0,0,borderline,edition_title_Game_family_no_base,"title 'Warhammer 40,000 (Seventh Edition)' + Game: Warhammer 40,000 (Seventh Edition) but no other game with same family found",borderline
165090,CLUE: Firefly Edition,2014.0,2.25,3.0,6.0,"[""Game: Cluedo / Clue (Parker Brothers, et al)"", ""TV Shows: Firefly""]",[],115,6.113141276024479,-0.5302534374936929,0,0,borderline,edition_title_Game_family_no_corroboration,"title 'CLUE: Firefly Edition' contains edition pattern + families Game: Cluedo / Clue (Parker Brothers, et al) but no version/contained link, designer overlap 0",borderline
176920,Mission: Red Planet (Second/Third Edition),2015.0,2.2194,2.0,6.0,"[""Components: Miniatures"", ""Space: Colonization / Extraterrestrial Colonisation"", ""Space: Mars"", ""Theme: Mining"", ""Theme: Steampunk""]","[""Bruno Faidutti"", ""Bruno Cathala""]",11680,7.736397336055404,0.2353568000694306,0,0,borderline,edition_title_no_structured_corroboration,title 'Mission: Red Planet (Second/Third Edition)' contains edition pattern but no version/contained link or Game: family,borderline
186442,Pictopia: Star Wars Edition,2015.0,1.0,2.0,6.0,"[""Movies: Star Wars""]",[],114,5.683991808752486,-0.4167292803532163,0,0,borderline,edition_title_no_structured_corroboration,title 'Pictopia: Star Wars Edition' contains edition pattern but no version/contained link or Game: family,borderline
186905,Monopoly: Pokémon Kanto Edition,2014.0,1.4,2.0,6.0,"[""Game: Monopoly (Official)"", ""Theme: Anime / Manga"", ""Video Game Theme: Nintendo"", ""Video Game Theme: Pok\u00e9mon""]",[],206,5.590741844663975,-0.3146399563733686,0,0,borderline,edition_Game_family_possible,families Game: Monopoly (Official) + designer 0 year 0 weight 0.11 vs base 164840 title 'Monopoly: Pokémon Kanto Edition' but weight/year diff larger or no link,borderline
194298,Expedition: The Roleplaying Card Game,2016.0,1.3333,1.0,6.0,"[""Components: Digital Hybrid \u2013 App/Website Required"", ""Digital Implementations: TableTop Simulator Mod (TTS)""]","[""Todd Medema"", ""Scott Martin (III)""]",426,6.410494190843391,-0.012421295195331,0,0,borderline,edition_title_no_structured_corroboration,title 'Expedition: The Roleplaying Card Game' contains edition pattern but no version/contained link or Game: family,borderline
217012,Alchemical Crystal Quest (Second Edition),2017.0,3.3333,1.0,4.0,"[""Components: Gems/Crystals"", ""Crowdfunding: Kickstarter"", ""Theme: Alchemy""]","[""Pablo Miras"", ""Beatriz Alvarez""]",100,6.224619763605395,-1.1124552669034262,0,0,borderline,edition_title_no_structured_corroboration,title 'Alchemical Crystal Quest (Second Edition)' contains edition pattern but no version/contained link or Game: family,borderline
221769,Bios: Megafauna (Second Edition),2017.0,4.5065,1.0,4.0,"[""Animals: Dinosaurs"", ""Animals: Fish / Fishes"", ""Animals: Prehistoric Non-Dinosaurs"", ""Animals: Worms"", ""Components: Meeples (Animal) / Animeeples"", ""Digital Implementations: TableTop Simulator Mod (TTS)"", ""Digital Implementations: VASSAL"", ""Misc: LongPack Games"", ""Players: Games with Solitaire Rules"", ""Series: BIOS (Phil Eklund)"", ""Theme: Biology"", ""Theme: Evolution"", ""Theme: Science"", ""Theme: Weather""]","[""Andrew Doull"", ""Phil Eklund"", ""Jon Manker""]",1337,8.0414384245551,-0.2273014305412068,0,0,borderline,edition_title_no_structured_corroboration,title 'Bios: Megafauna (Second Edition)' contains edition pattern but no version/contained link or Game: family,borderline
233016,The African Campaign: Designer Signature Edition,2017.0,2.4167,1.0,2.0,"[""Country: Egypt"", ""Country: Libya"", ""History: World War II (Africa)"", ""Players: Two-Player Only Games"", ""Players: Wargames with Rules Supporting Only Two Players"", ""Region: North Africa"", ""Series: Designer Signature Edition (Compass Games)"", ""Theme: Deserts"", ""War Battlespace: Land Warfare"", ""War Level of Command: Operational""]","[""John Edwards""]",123,7.388758494624886,0.029669928123738,0,0,borderline,edition_title_no_structured_corroboration,title 'The African Campaign: Designer Signature Edition' contains edition pattern but no version/contained link or Game: family,borderline
277017,Color Brain: Disney Edition,2019.0,1.0,2.0,20.0,"[""Brands: Disney"", ""Category: Color"", ""Versions & Editions: Junior Versions of Grown-Up Games""]","[""Tristan Williams""]",404,5.983949658898425,-0.0200945875167359,0,0,borderline,edition_title_no_structured_corroboration,title 'Color Brain: Disney Edition' contains edition pattern but no version/contained link or Game: family,borderline
314243,"Warhammer 40,000 (Ninth Edition)",2020.0,4.3529,2.0,6.0,"[""Game: Warhammer 40,000 (Ninth Edition)"", ""Setting: Warhammer 40,000 Wargames""]",[],333,7.730978326187317,-0.6976169997856934,0,0,borderline,edition_title_Game_family_no_base,"title 'Warhammer 40,000 (Ninth Edition)' + Game: Warhammer 40,000 (Ninth Edition) but no other game with same family found",borderline
323529,Great Battles of Julius Caesar: Deluxe Edition,2022.0,3.8333,1.0,4.0,"[""Ancient: Rome"", ""Digital Implementations: TableTop Simulator Mod (TTS)"", ""Historical Figures: Julius Caesar"", ""History: Roman \u2013 Gallic Wars"", ""History: Roman Civil Wars"", ""Players: Wargames with Rules Supporting Only Two Players"", ""Series: Great Battles of History (GMT Games)""]","[""Mark Herman"", ""Richard H. Berg""]",115,8.587593311185788,0.2531037262640385,0,0,borderline,edition_title_no_structured_corroboration,title 'Great Battles of Julius Caesar: Deluxe Edition' contains edition pattern but no version/contained link or Game: family,borderline
365761,Casting Shadows: Exclusive Edition,2023.0,2.2222,2.0,4.0,"[""Admin: Better Description Needed!"", ""Crowdfunding: Kickstarter"", ""Misc: LongPack Games"", ""Players: Games with expansions that change player count""]","[""Ramy Badie""]",247,6.628591736076572,-0.8349198481854092,0,0,borderline,edition_title_no_structured_corroboration,title 'Casting Shadows: Exclusive Edition' contains edition pattern but no version/contained link or Game: family,borderline
366577,Bestiary of Sigillum: Collector's Edition,2023.0,2.8889,1.0,4.0,"[""Category: Combinatorial"", ""Category: MOBA"", ""Category: Two-Player Fighting Games"", ""Misc: LongPack Games"", ""Players: Games with expansions that change player count"", ""Players: Games with Solitaire Rules"", ""Setting: Sigillum Universe""]","[""Peter Vibe""]",120,8.102168537819345,0.4510106472511506,0,0,borderline,edition_title_no_structured_corroboration,title 'Bestiary of Sigillum: Collector's Edition' contains edition pattern but no version/contained link or Game: family,borderline
366748,Northgard: Uncharted Lands – Warchief Collector Edition,2022.0,2.8571,2.0,5.0,"[""Crowdfunding: Kickstarter"", ""Mechanism: 4X""]","[""Adrian Dinu""]",232,8.356568570121166,0.7960422240263547,0,0,borderline,edition_title_no_structured_corroboration,title 'Northgard: Uncharted Lands – Warchief Collector Edition' contains edition pattern but no version/contained link or Game: family,borderline
411369,Chronicles of Light: Darkness Falls – Disney Edition,2024.0,2.2,1.0,4.0,"[""Animals: Foxes"", ""Brands: Disney"", ""Folk Tales & Fairy Tales: Beauty and the Beast"", ""Folk Tales & Fairy Tales: Robin Hood"", ""Movies: Moana"", ""Movies: Pixar"", ""Movies: The Incredibles""]","[""Pam Walls""]",103,7.018771706499841,-0.1286394801567905,0,0,borderline,edition_title_no_structured_corroboration,title 'Chronicles of Light: Darkness Falls – Disney Edition' contains edition pattern but no version/contained link or Game: family,borderline
10140,The Scrambled States of America: Deluxe Edition,2002.0,1.1905,2.0,4.0,[],"[""Mary Ellroy""]",298,5.944765907204791,-0.0669070963097846,0,0,borderline,edition_title_no_structured_corroboration,title 'The Scrambled States of America: Deluxe Edition' contains edition pattern but no version/contained link or Game: family,borderline
10226,"Thunder at the Crossroads: The Battle of Gettysburg, July 1-3, 1863  (Second Edition)",1993.0,3.4242,2.0,2.0,"[""History: Battle of Gettysburg"", ""Players: Wargames with Rules Supporting Only Two Players"", ""Series: Civil War, Brigade (The Gamers)""]","[""Dean Essig"", ""David A. Powell""]",204,8.006943232984549,0.7201945603468083,0,0,borderline,edition_title_no_structured_corroboration,"title 'Thunder at the Crossroads: The Battle of Gettysburg, July 1-3, 1863  (Second Edition)' contains edition pattern but no version/contained link or Game: family",borderline
35477,Dead of Winter: The Battle of Stones River (Second Edition),2009.0,3.8261,2.0,2.0,"[""Cities: Murfreesboro (TN, USA)"", ""Country: USA"", ""Digital Implementations: VASSAL"", ""Players: Two-Player Only Games"", ""Players: Wargames with Rules Supporting Only Two Players"", ""Series: Great Battles of the American Civil War (Richard H. Berg)"", ""States: Tennessee""]","[""David A. Powell"", ""Richard H. Berg""]",184,7.540420286877466,-0.0671639045461462,0,0,borderline,edition_title_no_structured_corroboration,title 'Dead of Winter: The Battle of Stones River (Second Edition)' contains edition pattern but no version/contained link or Game: family,borderline
71061,DungeonQuest (Third Edition),2010.0,2.1681,1.0,4.0,"[""Components: Miniatures"", ""Creatures: Dragons"", ""Players: Games with Solitaire Rules"", ""Series: Drakborgen"", ""Setting: The Realms of Terrinoth""]","[""Jakob Bonds""]",3272,6.809211919137263,-0.135380309996969,0,0,borderline,edition_title_no_structured_corroboration,title 'DungeonQuest (Third Edition)' contains edition pattern but no version/contained link or Game: family,borderline
91425,Map It! World Edition,2011.0,1.1,2.0,6.0,"[""Series: Ausgerechnet ...""]","[""Bernhard Lach"", ""Uwe Rapp""]",199,6.581270345309278,0.6068019550229433,0,0,borderline,edition_title_no_structured_corroboration,title 'Map It! World Edition' contains edition pattern but no version/contained link or Game: family,borderline
98529,Disney Pixar Cars 2 Sorry Sliders: World Grand Prix Race Edition,2011.0,1.0909,2.0,4.0,"[""Brands: Disney"", ""Game: Sorry!"", ""Movies: Cars"", ""Movies: Pixar"", ""Sports: Auto Racing""]",[],251,6.2503706557052805,0.3920923334584731,0,0,borderline,edition_Game_family_possible,families Game: Sorry! + designer 0 year 1 weight 0.09 vs base 75991 title 'Disney Pixar Cars 2 Sorry Sliders: World Grand Prix Race Edition' but weight/year diff larger or no link,borderline
109276,Kanban: Driver's Edition,2014.0,4.3479,2.0,4.0,"[""Crowdfunding: Giochistarter"", ""Digital Implementations: Boiteajeux"", ""Digital Implementations: Tabletopia"", ""Game: Kanban"", ""Series: Castle Line (Stronghold)"", ""Series: The Great Designers (Stronghold Games)"", ""Theme: Automotive Industry""]","[""Vital Lacerda""]",6852,8.242410760133263,-0.1203673065542414,0,0,borderline,edition_Game_family_possible,families Game: Kanban + designer 1 year 6 weight 0.06 vs base 284378 title 'Kanban: Driver's Edition' but weight/year diff larger or no link,borderline
132028,Conflict of Heroes: Awakening the Bear! – Operation Barbarossa 1941 (Second Edition),2012.0,3.2715,2.0,4.0,"[""History: World War II (Eastern Front)"", ""Players: Games with expansions that add solo play"", ""Series: Conflict of Heroes (Academy Games)""]","[""Uwe Eickert""]",1833,8.153595024188448,0.2212864260559612,0,0,borderline,edition_title_no_structured_corroboration,title 'Conflict of Heroes: Awakening the Bear! – Operation Barbarossa 1941 (Second Edition)' contains edition pattern but no version/contained link or Game: family,borderline
140457,Ultimate Werewolf: Inquisition,2013.0,1.6818,3.0,12.0,"[""Game: Werewolf / Mafia""]","[""Legend Dan Hoffman""]",915,6.827177940237633,0.3320608219678282,0,0,borderline,edition_Game_family_possible,families Game: Werewolf / Mafia + designer 0 year 0 weight 0.06 vs base 130877 title 'Ultimate Werewolf: Inquisition' but weight/year diff larger or no link,borderline
181209,Mistfall: Kickstarter Edition,2015.0,3.3333,1.0,4.0,"[""Setting: Mistfall""]","[""B\u0142a\u017cej Kubacki""]",127,7.321210533422542,0.162499097672752,0,0,borderline,kickstarter_edition_no_Game_family,"title 'Mistfall: Kickstarter Edition' contains kickstarter/edition but no Game: family, no link",borderline
183880,Risk: Star Wars Edition,2015.0,1.8725,2.0,4.0,"[""Game: Risk (Official)"", ""Movies: Star Wars"", ""Versions & Editions: Versions with IP after the original release""]","[""Austin Rucker"", ""Craig Van Ness"", ""James D'Aloisio""]",4227,7.178860648882046,0.1376412733762633,0,0,borderline,edition_Game_family_possible,families Game: Risk (Official) + designer 1 year 0 weight 0.75 vs base 204184 title 'Risk: Star Wars Edition' but weight/year diff larger or no link,borderline
197333,Deadzone (Second Edition),2016.0,2.5,2.0,2.0,"[""Players: Two-Player Only Games"", ""Setting: Warpath""]","[""Jake Thornton"", ""Jonathan Peletis""]",175,7.997902687747038,0.7717054010317543,0,0,borderline,edition_title_no_structured_corroboration,title 'Deadzone (Second Edition)' contains edition pattern but no version/contained link or Game: family,borderline
197641,Pictionary (2013 edition),2013.0,1.0,2.0,4.0,"[""Game: Pictionary""]",[],101,5.790054870922371,-0.2609240588227601,0,0,borderline,edition_title_Game_family_no_corroboration,"title 'Pictionary (2013 edition)' contains edition pattern + families Game: Pictionary but no version/contained link, designer overlap 0",borderline
203835,Garbage Day: Limited Edition,2016.0,1.3333,2.0,5.0,"[""Containers: Unique Shape"", ""Crowdfunding: Kickstarter"", ""Theme: Trash / Garbage""]","[""Shane Willis""]",181,6.560483978452563,0.0999939668852256,0,0,borderline,edition_title_no_structured_corroboration,title 'Garbage Day: Limited Edition' contains edition pattern but no version/contained link or Game: family,borderline
253763,Expedition Luxor,2018.0,1.25,2.0,4.0,"[""Ancient: Egypt"", ""Cities: Luxor (Egypt)"", ""Constructions: Pyramids"", ""Country: Egypt"", ""Crowdfunding: Kickstarter"", ""Occupation: Adventurer / Explorer"", ""Theme: Temple""]","[""R\u00fcdiger Dorn""]",188,6.2875584143152246,-0.2072931100113137,0,0,borderline,edition_title_no_structured_corroboration,title 'Expedition Luxor' contains edition pattern but no version/contained link or Game: family,borderline
267652,Dungeonology: The Expedition,2019.0,3.0882,2.0,4.0,"[""Game: Dungeonology \u2013 The Expedition"", ""Admin: Better Description Needed!"", ""Components: Miniatures"", ""Crowdfunding: Kickstarter"", ""Digital Implementations: TableTop Simulator Mod (TTS)"", ""Setting: Nova Aetas Chronicles""]","[""Danilo Guidi"", ""Diego Fonseca""]",772,6.708309887118993,-0.800465145742983,0,0,borderline,edition_title_Game_family_no_base,title 'Dungeonology: The Expedition' + Game: Dungeonology – The Expedition but no other game with same family found,borderline
274690,Talisman: Batman – Super-Villains Edition,2019.0,2.1111,2.0,6.0,"[""Comic Books: Batman"", ""Comic Books: DC Universe"", ""Components: Miniatures"", ""Game: Talisman"", ""Theme: Superheroes""]","[""Robert Harris"", ""Patrick Marino""]",319,6.5296063360164505,-0.3573618961177613,0,0,borderline,edition_Game_family_possible,families Game: Talisman + designer 1 year 0 weight 0.56 vs base 273976 title 'Talisman: Batman – Super-Villains Edition' but weight/year diff larger or no link,borderline
286439,Import / Export: Definitive Edition,2021.0,3.7778,2.0,6.0,"[""Crowdfunding: Kickstarter""]","[""Jordan Draper""]",306,7.958215071353792,-0.0557877686427881,0,0,borderline,edition_title_no_structured_corroboration,title 'Import / Export: Definitive Edition' contains edition pattern but no version/contained link or Game: family,borderline
288010,Throw Throw Burrito: Kickstarter Edition,2019.0,1.0,2.0,6.0,"[""Crowdfunding: Kickstarter"", ""Misc: LongPack Games"", ""Theme: Food / Cooking""]","[""Brian S. Spence"", ""Elan Lee"", ""Matthew Inman""]",277,6.862406250601392,0.2153063092372367,0,0,borderline,kickstarter_edition_no_Game_family,"title 'Throw Throw Burrito: Kickstarter Edition' contains kickstarter/edition but no Game: family, no link",borderline
288583,Selfish: Zombie Edition,2019.0,1.25,2.0,5.0,"[""Theme: Post-Apocalyptic""]",[],180,5.999516337334871,-0.2233618034587809,0,0,borderline,edition_title_no_structured_corroboration,title 'Selfish: Zombie Edition' contains edition pattern but no version/contained link or Game: family,borderline
299815,Trial by Trolley: Derailed Edition,2020.0,1.1429,3.0,13.0,"[""Crowdfunding: Kickstarter"", ""Webcomics: Cyanide & Happiness""]","[""Scott Houser""]",337,6.630288524350462,0.0101089151440945,0,0,borderline,edition_title_no_structured_corroboration,title 'Trial by Trolley: Derailed Edition' contains edition pattern but no version/contained link or Game: family,borderline
317367,Cards Against Humanity: Family Edition,2020.0,1.0,4.0,30.0,"[""Game: Cards Against Humanity (Official)""]","[""Max Temkin""]",292,6.048255558898023,-0.3152437677358302,0,0,borderline,edition_Game_family_possible,families Game: Cards Against Humanity (Official) + designer 1 year 11 weight 0.17 vs base 50381 title 'Cards Against Humanity: Family Edition' but weight/year diff larger or no link,borderline
330116,Assault on Doomrock: Ultimate Edition,2023.0,3.2,1.0,4.0,"[""Creatures: Dragons"", ""Creatures: Goblins"", ""Creatures: Zombies"", ""Crowdfunding: Gamefound"", ""Digital Implementations: TableTop Simulator Mod (TTS)"", ""Misc: LongPack Games"", ""Players: Games with Solitaire Rules"", ""Theme: Boss Battle""]","[""Tom Stasiak""]",220,7.993140099255003,0.1642561918017069,0,0,borderline,edition_title_no_structured_corroboration,title 'Assault on Doomrock: Ultimate Edition' contains edition pattern but no version/contained link or Game: family,borderline
348070,The Palaces of Carrara (Second Edition),2022.0,2.6923,2.0,4.0,"[""Country: Italy"", ""Crowdfunding: Gamefound"", ""Digital Implementations: Tabletopia"", ""Occupation: Merchant"", ""Region: Tuscany (Italy)""]","[""Wolfgang Kramer"", ""Michael Kiesling""]",657,7.881006964882599,0.1487954079464328,0,0,borderline,edition_title_no_structured_corroboration,title 'The Palaces of Carrara (Second Edition)' contains edition pattern but no version/contained link or Game: family,borderline
362800,Autobahn: Kickstarter Edition,2022.0,3.75,1.0,4.0,"[""Country: Germany"", ""Crowdfunding: Kickstarter""]","[""Fabio Lopiano"", ""Nestore Mangone""]",101,8.002742743528449,0.0921484160312875,0,0,borderline,kickstarter_edition_no_Game_family,"title 'Autobahn: Kickstarter Edition' contains kickstarter/edition but no Game: family, no link",borderline
401168,nana: Christmas Edition,2022.0,1.0,2.0,5.0,"[""Admin: Better Description Needed!"", ""Holidays: Christmas""]","[""\u5bae\u91ce \u83ef\u4e5f (Kaya Miyano)""]",100,8.160131243453613,1.4747877395327151,0,0,borderline,edition_title_no_structured_corroboration,title 'nana: Christmas Edition' contains edition pattern but no version/contained link or Game: family,borderline
404233,Forks: 2nd Edition,2024.0,1.3333,2.0,6.0,"[""Crowdfunding: Kickstarter"", ""Digital Implementations: Board Game Arena""]","[""Mark Stockton-Pitt""]",192,6.875483607827658,-0.1558359154140118,0,0,borderline,edition_title_no_structured_corroboration,title 'Forks: 2nd Edition' contains edition pattern but no version/contained link or Game: family,borderline
68,Successors: The Battles for Alexander's Empire (First/Second Edition),1997.0,3.2286,3.0,4.0,"[""Ancient: Greece"", ""Components: Map (Continental / National scale)"", ""History: Wars of the Diadochi and Syrian Wars"", ""War Level of Command: Strategic""]","[""Mark Simonitch"", ""Richard H. Berg""]",502,7.539457851024551,0.1368940266656544,0,0,borderline,edition_title_no_structured_corroboration,title 'Successors: The Battles for Alexander's Empire (First/Second Edition)' contains edition pattern but no version/contained link or Game: family,borderline
3636,SongBurst 50's & 60's Edition,1990.0,1.1429,3.0,0.0,"[""Admin: Better Description Needed!"", ""Decades: The 1950's"", ""Decades: The 1960's"", ""Series: SongBurst (Hersch)"", ""Trivia: Music""]","[""Brian Hersch""]",114,5.292418382786805,-0.5409414842111486,0,0,borderline,edition_title_no_structured_corroboration,title 'SongBurst 50's & 60's Edition' contains edition pattern but no version/contained link or Game: family,borderline
9139,Marco Polo Expedition,2004.0,1.8049,2.0,5.0,"[""Animals: Camels"", ""Continents: Asia"", ""Theme: Deserts""]","[""Reiner Knizia""]",828,6.5606195124278885,0.0930633094443509,0,0,borderline,edition_title_no_structured_corroboration,title 'Marco Polo Expedition' contains edition pattern but no version/contained link or Game: family,borderline
59161,Sitting Ducks Deluxe,2009.0,1.3333,3.0,6.0,"[""Animals: Ducks""]","[""Keith Meyers""]",247,6.452930128371553,0.4096185534027663,0,0,borderline,edition_title_no_structured_corroboration,title 'Sitting Ducks Deluxe' contains edition pattern but no version/contained link or Game: family,borderline
159087,"I Say, Holmes! (Second Edition)",2014.0,1.5833,3.0,8.0,"[""Books: Sherlock Holmes"", ""Crowdfunding: Kickstarter""]","[""Alan Emrich"", ""Roger Heyworth""]",137,5.749642862120456,-0.6113383254971128,0,0,borderline,edition_title_no_structured_corroboration,"title 'I Say, Holmes! (Second Edition)' contains edition pattern but no version/contained link or Game: family",borderline
248490,Atlantis Rising (Second Edition),2019.0,2.4726,1.0,7.0,"[""Components: Dynamic Event Boards"", ""Components: Gems/Crystals"", ""Crowdfunding: Kickstarter"", ""Digital Implementations: TableTop Simulator Mod (TTS)"", ""Misc: Watch It Played How To Videos"", ""Mythology: Atlantis"", ""Players: Games with Solitaire Rules""]","[""Galen Ciscell"", ""Brent Dickman""]",4821,7.8106134710931965,0.250855086668972,0,0,borderline,edition_title_no_structured_corroboration,title 'Atlantis Rising (Second Edition)' contains edition pattern but no version/contained link or Game: family,borderline
258411,Unlock!: Exotic Adventures – Expedition: Challenger,2019.0,2.7778,1.0,6.0,"[""Category: Escape Room Games"", ""Components: Digital Hybrid \u2013 App/Website Required"", ""Series: Unlock! (Space Cowboys)""]","[""Vincent Goyat""]",812,7.128376024398472,-0.4449631627692643,0,0,borderline,edition_title_no_structured_corroboration,title 'Unlock!: Exotic Adventures – Expedition: Challenger' contains edition pattern but no version/contained link or Game: family,borderline
276760,Escape Room: The Game – 2 Player Edition,2019.0,2.125,2.0,2.0,"[""Series: Escape Room \u2013 The Game (Identity Games International B.V.)"", ""Category: Escape Room Games"", ""Components: Digital Hybrid \u2013 App/Website Required"", ""Players: Two-Player Only Games"", ""Versions & Editions: Two-Player Versions of More-Player Games""]","[""(Uncredited)""]",380,6.763478335612749,-0.4468577381178278,0,0,borderline,edition_title_no_structured_corroboration,title 'Escape Room: The Game – 2 Player Edition' contains edition pattern but no version/contained link or Game: family,borderline
298638,Sheriff of Nottingham: 2nd Edition,2020.0,1.7079,3.0,6.0,"[""Folk Tales & Fairy Tales: Robin Hood"", ""Game: Sheriff of Nottingham"", ""Theme: Mystery / Crime""]","[""S\u00e9rgio Halaban"", ""Andr\u00e9 Zatz""]",3082,7.43556388204274,0.0826129232595134,0,0,borderline,edition_Game_family_possible,families Game: Sheriff of Nottingham + designer 2 year 6 weight 0.05 vs base 157969 title 'Sheriff of Nottingham: 2nd Edition' but weight/year diff larger or no link,borderline
299104,Apex Theropod Deck Building Game: Collected Edition,2020.0,2.7222,1.0,6.0,"[""Animals: Dinosaurs"", ""Crowdfunding: Kickstarter"", ""Players: Games with Solitaire Rules""]","[""Herschel Hoffmeyer""]",576,8.027282217119607,0.4282937895132424,0,0,borderline,edition_title_no_structured_corroboration,title 'Apex Theropod Deck Building Game: Collected Edition' contains edition pattern but no version/contained link or Game: family,borderline
316410,The Third World War: Designer Signature Edition,2022.0,3.5385,1.0,8.0,"[""Continents: Europe"", ""Country: Soviet Union"", ""History: Cold War"", ""Players: Wargames with Rules Supporting Only Two Players"", ""Political: NATO"", ""Region: Middle East"", ""Series: Designer Signature Edition (Compass Games)"", ""Series: Third World War (GDW/Compass)"", ""Theme: Alternate History""]","[""Frank Chadwick""]",120,8.787755641726445,0.5828476030753524,0,0,borderline,edition_title_no_structured_corroboration,title 'The Third World War: Designer Signature Edition' contains edition pattern but no version/contained link or Game: family,borderline
336794,Galaxy Trucker (Second Edition),2021.0,2.2636,2.0,4.0,"[""Components: Gems/Crystals"", ""Components: Sand Timers"", ""Creatures: Aliens / Extraterrestrials"", ""Digital Implementations: Steam"", ""Game: Galaxy Trucker""]","[""Vlaada Chv\u00e1til""]",5463,7.743555177877459,0.1689291565701918,0,0,borderline,edition_Game_family_possible,families Game: Galaxy Trucker + designer 1 year 14 weight 0.06 vs base 31481 title 'Galaxy Trucker (Second Edition)' but weight/year diff larger or no link,borderline
370597,Fugitive (Second Edition),2023.0,1.6111,2.0,2.0,"[""Components: Dry Erase Markers / Dry Erase Surfaces"", ""Components: PVC Cards"", ""Crowdfunding: BackerKit"", ""Digital Implementations: Board Game Arena"", ""Misc: LongPack Games"", ""Players: Two-Player Only Games""]","[""Tim Fowers""]",470,7.817235179121694,0.4633422769861983,0,0,borderline,edition_title_no_structured_corroboration,title 'Fugitive (Second Edition)' contains edition pattern but no version/contained link or Game: family,borderline
