game_id,title,year,n_obs,users_rated_pop,rank_current,weight,cat_str,adj_mean,se,post_sd,z,lb_adj,lb_adj_post,lower_1,lower_1_96,lower_post_1_96,expected_quality_pref,underratedness_pref,min_alt_resid,n_decile,vol_band_label,gate_adj_ge_7_0,gate_adj_ge_7_3,gate_adj_ge_7_5,gate_adj_ge_7_6,gate_adj_ge_7_8,gate_adj_ge_8_0,gate_adj_ge_p50,gate_adj_ge_p75,gate_adj_ge_p90,gate_lower196_ge_6_8,gate_lower196_ge_7_0,gate_lower196_ge_7_2,gate_lower1_ge_7_0,gate_lower1_ge_7_2,gate_lower_post196_ge_7_0,gate_adj75_and_lower196_70,gate_adj73_and_lower196_70,gate_adj_p75_and_lower196_70,gate_adj75_and_lower1_70
104,Extrablatt,1991.0,271,273.0,7421.0,2.9,Territory Building,7.6759516220577,0.0725345934432043,0.07228023292163857,14.44125541655323,7.533783818909019,7.534282365531288,7.603417028614496,7.533783818909019,7.534282365531288,6.6284610316085395,1.0474905904491605,0.9816104128471652,D5,200-499,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
364766,MicroMacro: Crime City – All In,2022.0,1234,1715.0,1466.0,1.0732,Deduction; Humor; Murder / Mystery,8.138129938631547,0.033991650033621555,0.033965364545406725,30.776960442981245,8.071506304565649,8.07155782412255,8.104138288597925,8.071506304565649,8.07155782412255,7.091970270155114,1.0461596684764327,1.0541818400995329,D9,1k-2.5k,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
153625,Han,2014.0,354,392.0,5664.0,2.1579,Ancient; Territory Building,7.730670177766345,0.06346411022908809,0.06329352785883248,16.47851184555354,7.606280521717332,7.606614863163033,7.667206067537257,7.606280521717332,7.606614863163033,6.684876085588801,1.0457940921775437,0.8659675778404923,D6,200-499,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
405752,Project L: Collector's Edition,2023.0,245,365.0,,1.6667,Abstract Strategy; Puzzle; Video Game Theme,8.395544251296808,0.0762863409192595,0.0759905992963024,13.705101982782196,8.24602302309506,8.246602676676055,8.31925791037755,8.24602302309506,8.246602676676055,7.3500321691050665,1.0455120821917419,0.965173095296672,D5,200-499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
251830,Alhambra: Mega Box,2019.0,223,241.0,,2.5,City Building; Medieval,8.258348691036948,0.07996084870623364,0.07962047536030542,13.065818024810952,8.101625427572731,8.102292559330749,8.178387842330714,8.101625427572731,8.102292559330749,7.213594792731859,1.044753898305089,0.9994154745715402,D5,200-499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
175307,Love Letter: Adventure Time,2015.0,1829,1969.0,2076.0,1.098,Card Game; Deduction; Movies / TV / Radio theme,7.366902798723455,0.027920486017478773,0.02790591358326402,37.40434429419291,7.312178646129197,7.312207208100258,7.338982312705976,7.312178646129197,7.312207208100258,6.32255532686448,1.0443474718589751,0.7217101574989222,D9,1k-2.5k,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0
319422,Everdell: Collector's Edition,2018.0,2156,2721.0,,2.8594,Animals; Card Game; City Building; Fantasy,8.66868871902264,0.025716120277794376,0.025704732706996504,40.59283927638168,8.618285123278163,8.618307442916928,8.642972598744846,8.618285123278163,8.618307442916928,7.624798381774033,1.043890337248607,1.0153529195208026,D9,1k-2.5k,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
32928,Mü and Lots More,2007.0,852,884.0,,2.4394,Card Game; Game System,7.885468287643457,0.04090816784924297,0.040862374367673815,25.49978833141861,7.80528827865894,7.805378033882817,7.844560119794214,7.80528827865894,7.805378033882817,6.842318666461617,1.0431496211818398,0.9401976810612735,D8,500-999,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
331259,Sleeping Gods: Kickstarter Edition,2021.0,315,351.0,,3.0,Adventure; Exploration; Nautical,8.680019337619258,0.06727822883448371,0.067075106967794,15.486860635335386,8.548154009103671,8.548552127962383,8.612741108784775,8.548154009103671,8.548552127962383,7.638090783867407,1.041928553751852,0.9612383517104846,D6,200-499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
359211,The Old Prince 1871,2022.0,215,298.0,4590.0,4.1333,Economic; Print & Play; Trains; Transportation,9.400119858160345,0.08143490548264927,0.08107544419343134,12.78811194028382,9.240507443414351,9.241211987541218,9.318684952677696,9.240507443414351,9.241211987541218,8.358721171001793,1.0413986871585514,0.9874194761752335,D4,200-499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119637,Zug um Zug: Deutschland,2012.0,911,1032.0,2773.0,1.9091,Trains; Travel,7.7774893531487495,0.03956130764008352,0.03951988548372231,26.31295167711306,7.699949190174186,7.700030377600654,7.737928045508666,7.699949190174186,7.700030377600654,6.736514576931828,1.0409747762169212,0.9017734486150548,D8,500-999,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
250396,Terminator Genisys: Rise of the Resistance,2018.0,607,701.0,3139.0,2.5588,Miniatures; Movies / TV / Radio theme; Science Fiction,8.03113777629878,0.04846581063075038,0.048389710410788024,21.445627108385583,7.936144787462508,7.936293943893634,7.982671965668029,7.936144787462508,7.936293943893634,6.991758074006077,1.0393797022927025,0.7704596810737012,D7,500-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
147887,Allegiance: A Realm Divided,2015.0,301,352.0,5402.0,2.95,Fantasy,8.169317317883312,0.06882505685207563,0.0686076459131546,15.069163164907904,8.034420206453245,8.03484633189353,8.100492261031237,8.034420206453245,8.03484633189353,7.132181306345322,1.0371360115379904,1.0137298092860743,D6,200-499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17419,CATAN 3D Collector's Edition,2005.0,1030,1088.0,,2.6446,Negotiation,8.106731371201406,0.03720584858056755,0.0371713871567282,27.828895600768462,8.033807907983492,8.033875452374218,8.069525522620838,8.033807907983492,8.033875452374218,7.071333695314792,1.035397675886614,0.9188613816661722,D8,1k-2.5k,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
254189,Snow White and the Seven Dwarfs: A Gemstone Mining Game,2018.0,299,330.0,7309.0,1.1667,Adventure; Card Game; Children's Game; Exploration; Fantasy; Math; Movies / TV / Radio theme,7.017047558037642,0.06905485734741126,0.06883526833652164,14.983539811542418,6.8817000376367155,6.88213043209806,6.9479927006902304,6.8817000376367155,6.88213043209806,5.982361353792323,1.034686204245319,0.8742657154908944,D6,200-499,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
308970,A Touch of Evil: 10 Year Anniversary Edition,2020.0,222,252.0,5749.0,2.5,Adventure; Fighting; Horror; Murder / Mystery,8.204590433748162,0.0801407383570052,0.07979807244490703,12.90943444817238,8.047514586568433,8.048186211756144,8.124449695391156,8.047514586568433,8.048186211756144,7.17001882530027,1.0345716084478926,1.0204151824697707,D5,200-499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22348,Duplik,2005.0,2294,2518.0,2129.0,1.2087,Humor; Party Game,7.257356398742238,0.024930622336873244,0.024920246301208912,41.462282385775836,7.208492378961966,7.208512715991868,7.232425776405365,7.208492378961966,7.208512715991868,6.223675895357669,1.033680503384569,0.9169913755443009,D9,1k-2.5k,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0
299317,Aeon's End: Outcasts,2020.0,1088,1304.0,1302.0,3.0,Card Game; Fantasy; Science Fiction,8.80978567083973,0.036200567508273544,0.03616882232280868,28.516363591611448,8.738832558523514,8.738894779087024,8.773585103331456,8.738832558523514,8.738894779087024,7.777477125551126,1.032308545288604,1.039858269232857,D8,1k-2.5k,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3095,Star Trek: The Adventure Game,1985.0,309,331.0,7035.0,2.2121,Adventure; Movies / TV / Radio theme; Science Fiction; Wargame,7.14338055120738,0.06792827512899471,0.06771922682859612,15.111186278515445,7.01024113195455,7.010650866623331,7.075452276078385,7.01024113195455,7.010650866623331,6.116903732154893,1.0264768190524869,0.9626047643214166,D6,200-499,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0
939,Star Wars: The Queen's Gambit,2000.0,2224,2327.0,1326.0,2.475,Fighting; Miniatures; Movies / TV / Radio theme; Science Fiction; Wargame,7.9205162733767205,0.02531992617913375,0.025309056646534253,40.528252160725366,7.870889218065618,7.870910522349513,7.895196347197587,7.870889218065618,7.870910522349513,6.894343920497836,1.0261723528788842,0.9372270502812743,D9,1k-2.5k,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
317030,Quest: Avalon Big Box Edition,2021.0,323,380.0,,2.0,Bluffing; Card Game; Deduction; Fantasy; Medieval; Negotiation; Party Game; Spies / Secret Agents,8.281424874076253,0.0664398380915311,0.0662441937040863,15.384999976901081,8.151202791416852,8.151586254416243,8.214985035984721,8.151202791416852,8.151586254416243,7.259247966572735,1.0221769075035176,0.913165433880847,D6,200-499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16000,1825 Unit 2,2000.0,212,222.0,7126.0,3.5333,Trains; Transportation,8.107306162147118,0.08200907173870452,0.08164198778819969,12.460675847096006,7.946568381539257,7.947287866082247,8.025297090408413,7.946568381539257,7.947287866082247,7.085417702689879,1.021888459457239,0.9982179296238378,D4,200-499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33767,Yavalath,2007.0,257,305.0,7230.0,2.1667,Abstract Strategy; Print & Play,7.589886120393687,0.07448404690808583,0.07420870033161667,13.713597364456357,7.443897388453839,7.444437067743718,7.5154020734856015,7.443897388453839,7.444437067743718,6.5684418910209175,1.0214442293727695,0.9042443132053437,D5,200-499,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
631,Daytona 500,1990.0,1007,1039.0,3355.0,1.7788,Card Game; Racing; Sports,7.504065254319675,0.037628342753956885,0.03759269509030535,27.10627037626191,7.43031370252192,7.430383571942677,7.466436911565719,7.43031370252192,7.430383571942677,6.484101221820264,1.019964032499411,0.8945913670206007,D8,1k-2.5k,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1
3597,Strat-O-Matic Hockey,1978.0,313,371.0,6211.0,2.2917,Sports,7.315347139970714,0.06749283298025116,0.06728776707999808,15.041770666356111,7.183061187329422,7.183463116493918,7.247854306990463,7.183061187329422,7.183463116493918,6.3001354246591,1.0152117153116142,0.9846504405928558,D6,200-499,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0
756,Black Vienna,1987.0,474,488.0,5401.0,2.62,Card Game; Deduction; Spies / Secret Agents,7.535498715801848,0.05484545651687628,0.05473524811859682,18.47990543694429,7.42800162102877,7.428217629489398,7.4806532592849715,7.42800162102877,7.428217629489398,6.521959865723934,1.0135388500779134,0.9046772948739408,D7,200-499,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
424975,Wilmot's Warehouse,2024.0,477,1672.0,1852.0,1.1724,Memory; Video Game Theme,8.156372726673306,0.05467271449246967,0.05456354209139931,18.531316126233538,8.049214206268065,8.049428184174163,8.101700012180837,8.049214206268065,8.049428184174163,7.1432153709340405,1.0131573557392652,0.8192724469277595,D7,200-499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
142131,Dominion: Big Box,2010.0,979,1083.0,,2.7234,Card Game; Fantasy; Medieval,8.008042372516828,0.03816264616703085,0.038125459813425404,26.5474753437193,7.933243586029447,7.933316471282514,7.969879726349797,7.933243586029447,7.933316471282514,6.994920464346492,1.0131219081703353,0.8473326986044594,D8,500-999,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
319031,Project L: Kickstarter Edition,2020.0,522,592.0,,1.625,Abstract Strategy; Puzzle; Video Game Theme,8.188430621894538,0.052263028837344586,0.05216764017493812,19.322194141524893,8.085995085373343,8.08618204715166,8.136167593057193,8.085995085373343,8.08618204715166,7.178594232275252,1.0098363896192861,1.0153668021318705,D7,500-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
