game_id,title,year,n_obs,users_rated_pop,rank_current,weight,cat_str,adj_mean,se,post_sd,z,lb_adj,lb_adj_post,lower_1,lower_1_96,lower_post_1_96,expected_quality_pref,underratedness_pref,min_alt_resid,n_decile,vol_band_label,gate_adj_ge_7_0,gate_adj_ge_7_3,gate_adj_ge_7_5,gate_adj_ge_7_6,gate_adj_ge_7_8,gate_adj_ge_8_0,gate_adj_ge_p50,gate_adj_ge_p75,gate_adj_ge_p90,gate_lower196_ge_6_8,gate_lower196_ge_7_0,gate_lower196_ge_7_2,gate_lower1_ge_7_0,gate_lower1_ge_7_2,gate_lower_post196_ge_7_0,gate_adj75_and_lower196_70,gate_adj73_and_lower196_70,gate_adj_p75_and_lower196_70,gate_adj75_and_lower1_70
57660,Time's Up! Edición Azul,2006.0,1365,1463.0,2142.0,1.2203,Humor; Movies / TV / Radio theme; Party Game,7.682923039538827,0.03231941572362617,0.032296819381230794,54.43985294121695,7.61957698472052,7.619621273551615,7.650603623815201,7.61957698472052,7.619621273551615,5.9234588003985635,1.7594642391402635,1.5025791776747885,D9,1k-2.5k,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
186279,Finska Mini,2011.0,468,566.0,4068.0,1.1538,Action / Dexterity; Party Game,7.81827053461861,0.05519591028409631,0.05508358005291336,31.336563020292747,7.7100865504617815,7.7103067177149,7.7630746243345135,7.7100865504617815,7.7103067177149,6.088620413538601,1.7296501210800086,1.5311721656728183,D7,200-499,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
97683,Age of Rail: South Africa,2011.0,277,605.0,3481.0,3.0,Economic; Trains; Transportation,8.731868234394135,0.07174471951683402,0.07149855048498309,24.07576969652548,8.59124858414114,8.591731075443567,8.6601235148773,8.59124858414114,8.591731075443567,7.004558890365022,1.7273093440291127,1.6008429145563277,D5,200-499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
147170,El Grande Decennial Edition,2006.0,978,1063.0,,2.9487,Medieval; Political,8.775819467745654,0.03818215173751835,0.0381449083906937,45.1085117950196,8.700982450340119,8.701055447299895,8.737637316008136,8.700982450340119,8.701055447299895,7.053479425734579,1.7223400420110746,1.5284236796610795,D8,500-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
541,Das Motorsportspiel,1995.0,381,399.0,5127.0,2.0,Racing; Real-time; Sports,7.887413009970863,0.0611740647973232,0.061021246424908075,26.63386114464162,7.767511842968109,7.767811366978043,7.8262389451735395,7.767511842968109,7.767811366978043,6.2581114625056475,1.6293015474652153,1.5315957953175054,D6,200-499,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
2470,The Extraordinary Adventures of Baron Munchausen,1998.0,379,402.0,5572.0,1.4643,Adventure; Novel-based; Party Game,7.54525753295777,0.061335261558451024,0.06118123499064002,26.446512900216366,7.425040420303206,7.425342312376116,7.483922271399319,7.425040420303206,7.425342312376116,5.92315374691405,1.62210378604372,1.3847650401471512,D6,200-499,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
188530,My Favourite Things,2015.0,375,1039.0,3091.0,1.2857,Card Game; Deduction; Humor; Party Game,7.904247931315976,0.061661515251316454,0.061505023980719296,25.847403035929,7.783391361423396,7.783698084313766,7.84258641606466,7.783391361423396,7.783698084313766,6.310457894809117,1.5937900365068591,1.5282237054851038,D6,200-499,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
6688,Ninety-Nine,1974.0,554,616.0,4287.0,2.0789,Card Game,7.8875174234250345,0.05073117768468018,0.0506439194325842,31.25026402929694,7.788084315163061,7.78825534133717,7.836786245740354,7.788084315163061,7.78825534133717,6.302154726261602,1.5853626971634327,1.6055539743911638,D7,500-999,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
7935,1844: Schweiz,2003.0,212,221.0,5973.0,4.0952,Economic; Trains,8.944929193026972,0.08200907173870452,0.08164198778819969,19.204892199267267,8.784191412419112,8.784910896962101,8.862920121288267,8.784191412419112,8.784910896962101,7.369953810923176,1.574975382103796,1.5294762955143355,D4,200-499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14188,Bughouse Chess,1960.0,362,377.0,5581.0,2.7805,Abstract Strategy,7.931501559865473,0.06275893156171718,0.0625939578122295,24.912966976154884,7.808494054004507,7.808817402553503,7.868742628303756,7.808494054004507,7.808817402553503,6.3679903704096485,1.5635111894558245,1.533648966006104,D6,200-499,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
46158,Time's Up! Academy,2009.0,575,630.0,4036.0,1.0909,Humor; Party Game,7.670961954710387,0.0497961657971885,0.04971363609264657,31.3605085453053,7.573361469747898,7.5735232279688,7.621165788913199,7.573361469747898,7.5735232279688,6.109328871704218,1.5616330830061695,1.5059773938542147,D7,500-999,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
62814,Tumblin-Dice Medium,2008.0,215,233.0,7196.0,1.0,Action / Dexterity; Dice,7.617532002847592,0.08143490548264927,0.08107544419343134,19.144068627035452,7.4579195881016,7.458624132228467,7.536097097364943,7.4579195881016,7.458624132228467,6.058536583651609,1.5589954191959832,1.3892836467060716,D4,200-499,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
156372,Heart of Crown: Fairy Garden,2013.0,305,350.0,4946.0,2.5714,Card Game; Fantasy,8.433134886513713,0.06837225550959439,0.0681590942211892,22.781752319292114,8.299125265714908,8.299543061840183,8.364762631004119,8.299125265714908,8.299543061840183,6.875495095982778,1.557639790530935,1.5299719227317237,D6,200-499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38713,Time's Up! Edición Amarilla,2008.0,1622,1950.0,1550.0,1.0741,Humor; Party Game,7.776110651589741,0.029648614388831655,0.029631166896923525,52.13588447814983,7.717999367387631,7.718033564471771,7.74646203720091,7.717999367387631,7.718033564471771,6.230353916876403,1.545756734713338,1.4724850763957402,D9,1k-2.5k,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
207951,Tintas,2016.0,312,363.0,5082.0,1.4167,Abstract Strategy,8.108775292800281,0.06760090804223721,0.06739485846546765,22.50757022316298,7.9762775130374965,7.976681370207965,8.041174384758044,7.9762775130374965,7.976681370207965,6.587243107890044,1.521532184910237,1.4333722775455584,D6,200-499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
172844,Charms,2014.0,254,347.0,5832.0,2.0909,Card Game,8.13592622137582,0.07492262212269835,0.07464240131275177,20.254874263653182,7.989077882015332,7.989627114802827,8.061003599253121,7.989077882015332,7.989627114802827,6.618377930777365,1.5175482905984552,1.3390433542906752,D5,200-499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2981,Breaking Away,1991.0,460,472.0,4795.0,2.2712,Abstract Strategy; Racing; Sports,7.885794837701699,0.05567380587068175,0.05555853869701675,27.179005334156095,7.7766741781951625,7.776900101855546,7.830121031831017,7.7766741781951625,7.776900101855546,6.372636170969669,1.5131586667320303,1.4166968466945322,D7,200-499,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
