estimand,target,rmse,r2_vs_target,corr_with_target,bias
raw_even (AVG rating even half; active),adj_odd,0.41035935871379753,0.7793248619359631,0.9449583596959675,-0.2938354654325653
raw_even,raw_odd,0.25291955808880434,0.9100759368591046,0.9551032468180739,-0.00025043596126090727
adj_even (severity-adjusted AVG even),adj_odd,0.216635461741807,0.9384987673418752,0.96932595423137,-0.0011625445248415042
adj_shrunk_even (EB w=n/(n+lambda) lambda=1.91 mu=7.144),adj_odd,0.20521241951175895,0.9448136077105215,0.9720145615023998,0.0008227182245539496
bayes_rating (BGG; prior 5.49 lam=2500),adj_odd,1.3380535267341176,-1.3462360106105469,0.5629096773490898,-1.1247734339368247
bayes_rating,raw_odd,1.0903727302508888,-0.6713255643315965,0.5491203600857533,-0.8311884044655214
