game_id,title,primary_type,at_risk_pop,N_at_risk,n_raters,n_raters_in_pop,penetration,penetration_pct,mean_p_raters,mean_p_nonraters_est,max_w,ess,ess_ratio,overlap_flag,reason
1770,Aliens,Coop,TYPE_Coop_GE10,94562,713,434.0,0.0045895814386328546,0.4589581438632855,0.6565237766932562,,11.196739738623426,454.01909289582943,0.6367729213125237,low_penetration,share 0.609
1770,Aliens,Coop,TYPE_Coop_GE20,44575,713,312.0,0.006999439147504206,0.6999439147504206,0.6565237766932562,,11.196739738623426,454.01909289582943,0.6367729213125237,low_penetration,share 0.438
1771,Cosmic Coasters,Other,ALL_ACTIVE,287302,202,202.0,0.0007030929126842138,0.07030929126842138,0.5986065450818,,8.799018420995019,146.92271774803612,0.727340186871466,sufficient,stable
1771,Cosmic Coasters,Other,ACTIVE_50PLUS,119969,202,180.0,0.0015003876001300335,0.15003876001300334,0.5986065450818,,8.799018420995019,146.92271774803612,0.727340186871466,sufficient,active50
1772,Asteroid,Wargame,ALL_ACTIVE,287302,158,158.0,0.0005499439614064643,0.05499439614064643,0.6994105473386992,,15.772325105469374,70.40124772606923,0.44557751725360273,sufficient,|delta| 0.27
1772,Asteroid,Wargame,ACTIVE_50PLUS,119969,158,131.0,0.0010919487534279688,0.10919487534279688,0.6994105473386992,,15.772325105469374,70.40124772606923,0.44557751725360273,sufficient,active50
1772,Asteroid,Wargame,TYPE_Wargame_GE5,80585,158,156.0,0.0019358441397282372,0.19358441397282372,0.6994105473386992,,15.772325105469374,70.40124772606923,0.44557751725360273,low_penetration,share 0.987
1772,Asteroid,Wargame,TYPE_Wargame_GE10,40922,158,151.0,0.0036899467279214115,0.36899467279214115,0.6994105473386992,,15.772325105469374,70.40124772606923,0.44557751725360273,low_penetration,share 0.956
1772,Asteroid,Wargame,TYPE_Wargame_GE20,17338,158,134.0,0.007728688430038067,0.7728688430038066,0.6994105473386992,,15.772325105469374,70.40124772606923,0.44557751725360273,low_penetration,share 0.848
1777,Dark World: Village of Fear,Other,ALL_ACTIVE,287302,209,209.0,0.0007274575185693104,0.07274575185693104,0.5423465044004744,,8.833502617749776,142.9532175558962,0.6839866868703167,sufficient,stable
1777,Dark World: Village of Fear,Other,ACTIVE_50PLUS,119969,209,163.00000000000003,0.0013586843267844196,0.13586843267844195,0.5423465044004744,,8.833502617749776,142.9532175558962,0.6839866868703167,sufficient,active50
1780,Knights of Camelot,Wargame,ALL_ACTIVE,287302,164,164.0,0.0005708279093079756,0.05708279093079756,0.6516079687905884,,58.11794490816048,30.45597796643352,0.1857071827221556,sufficient,|delta| 0.38 or ESS ratio 0.19
1780,Knights of Camelot,Wargame,ACTIVE_50PLUS,119969,164,141.00000000000003,0.00117530362010186,0.117530362010186,0.6516079687905884,,58.11794490816048,30.45597796643352,0.1857071827221556,sufficient,active50
1780,Knights of Camelot,Wargame,TYPE_Wargame_GE5,80585,164,150.00000000000003,0.0018613885958925361,0.1861388595892536,0.6516079687905884,,58.11794490816048,30.45597796643352,0.1857071827221556,low_penetration,share 0.915
1780,Knights of Camelot,Wargame,TYPE_Wargame_GE10,40922,164,135.0,0.003298958995161527,0.32989589951615267,0.6516079687905884,,58.11794490816048,30.45597796643352,0.1857071827221556,low_penetration,share 0.823
1780,Knights of Camelot,Wargame,TYPE_Wargame_GE20,17338,164,115.0,0.006632829622793863,0.6632829622793863,0.6516079687905884,,58.11794490816048,30.45597796643352,0.1857071827221556,low_penetration,share 0.701
1783,The Creature That Ate Sheboygan,Wargame,ALL_ACTIVE,287302,563,563.0,0.001959610444758477,0.19596104447584772,0.6352643955603869,,55.38418974679772,140.66046516445172,0.24984096832051816,sufficient,|delta| 0.19 or ESS ratio 0.25
1783,The Creature That Ate Sheboygan,Wargame,ACTIVE_50PLUS,119969,563,475.00000000000006,0.003959356167009811,0.3959356167009811,0.6352643955603869,,55.38418974679772,140.66046516445172,0.24984096832051816,sufficient,active50
1783,The Creature That Ate Sheboygan,Wargame,TYPE_Wargame_GE5,80585,563,540.0,0.006700998945213129,0.6700998945213129,0.6352643955603869,,55.38418974679772,140.66046516445172,0.24984096832051816,low_penetration,share 0.959
1783,The Creature That Ate Sheboygan,Wargame,TYPE_Wargame_GE10,40922,563,503.0,0.012291676848638874,1.2291676848638875,0.6352643955603869,,55.38418974679772,140.66046516445172,0.24984096832051816,low_penetration,share 0.893
1783,The Creature That Ate Sheboygan,Wargame,TYPE_Wargame_GE20,17338,563,447.0,0.025781520359903103,2.57815203599031,0.6352643955603869,,55.38418974679772,140.66046516445172,0.24984096832051816,low_penetration,share 0.794
1784,Dark Cults,Other,ALL_ACTIVE,287302,140,140.0,0.00048729211770193035,0.048729211770193036,0.6289738493439557,,7.872101043862159,99.17946404633362,0.7084247431880973,insufficient,n_obs<150
1784,Dark Cults,Other,ACTIVE_50PLUS,119969,140,120.00000000000001,0.0010002584000866892,0.10002584000866892,0.6289738493439557,,7.872101043862159,99.17946404633362,0.7084247431880973,insufficient,active50
1792,Star Viking,Wargame,ALL_ACTIVE,287302,102,102.0,0.00035502711432569214,0.035502711432569216,0.7649862890136692,,26.82186213394009,32.73984454913208,0.3209788681287459,insufficient,n_obs<150
1792,Star Viking,Wargame,ACTIVE_50PLUS,119969,102,83.0,0.0006918453933932933,0.06918453933932933,0.7649862890136692,,26.82186213394009,32.73984454913208,0.3209788681287459,insufficient,active50
1792,Star Viking,Wargame,TYPE_Wargame_GE5,80585,102,101.0,0.0012533349879009742,0.12533349879009742,0.7649862890136692,,26.82186213394009,32.73984454913208,0.3209788681287459,low_penetration,share 0.990
1792,Star Viking,Wargame,TYPE_Wargame_GE10,40922,102,98.0,0.0023947998631542937,0.23947998631542936,0.7649862890136692,,26.82186213394009,32.73984454913208,0.3209788681287459,low_penetration,share 0.961
1792,Star Viking,Wargame,TYPE_Wargame_GE20,17338,102,89.0,0.005133233360249164,0.5133233360249164,0.7649862890136692,,26.82186213394009,32.73984454913208,0.3209788681287459,low_penetration,share 0.873
1794,Risk: Édition Napoléon,Wargame,ALL_ACTIVE,287302,282,282.0,0.0009815455513710312,0.09815455513710312,0.4674228824674256,,60.82856891294952,94.8120092863365,0.3362127988877181,sufficient,|delta| 0.18 or ESS ratio 0.34
1794,Risk: Édition Napoléon,Wargame,ACTIVE_50PLUS,119969,282,207.00000000000003,0.0017254457401495388,0.17254457401495388,0.4674228824674256,,60.82856891294952,94.8120092863365,0.3362127988877181,sufficient,active50
1794,Risk: Édition Napoléon,Wargame,TYPE_Wargame_GE5,80585,282,214.00000000000003,0.0026555810634733513,0.2655581063473351,0.4674228824674256,,60.82856891294952,94.8120092863365,0.3362127988877181,low_penetration,share 0.759
1794,Risk: Édition Napoléon,Wargame,TYPE_Wargame_GE10,40922,282,167.0,0.0040809344606812965,0.40809344606812964,0.4674228824674256,,60.82856891294952,94.8120092863365,0.3362127988877181,low_penetration,share 0.592
1794,Risk: Édition Napoléon,Wargame,TYPE_Wargame_GE20,17338,282,124.99999999999999,0.0072095974160802856,0.7209597416080286,0.4674228824674256,,60.82856891294952,94.8120092863365,0.3362127988877181,low_penetration,share 0.443
1796,Pampas Railroads,Economic,ALL_ACTIVE,287302,240,240.0,0.0008353579160604521,0.08353579160604521,0.9283950436289918,,3.722821545771279,228.6119220028371,0.9525496750118213,sufficient,stable
1796,Pampas Railroads,Economic,ACTIVE_50PLUS,119969,240,232.0,0.0019338329068342656,0.19338329068342655,0.9283950436289918,,3.722821545771279,228.6119220028371,0.9525496750118213,sufficient,active50
1796,Pampas Railroads,Economic,TYPE_Economic_GE5,170899,240,239.0,0.001398486825551934,0.13984868255519342,0.9283950436289918,,3.722821545771279,228.6119220028371,0.9525496750118213,low_penetration,share 0.996
1796,Pampas Railroads,Economic,TYPE_Economic_GE10,105561,240,237.0,0.00224514735555745,0.224514735555745,0.9283950436289918,,3.722821545771279,228.6119220028371,0.9525496750118213,low_penetration,share 0.988
1796,Pampas Railroads,Economic,TYPE_Economic_GE20,55654,240,231.0,0.004150645056959068,0.4150645056959068,0.9283950436289918,,3.722821545771279,228.6119220028371,0.9525496750118213,low_penetration,share 0.963
1797,Pay Day,Economic,ALL_ACTIVE,287302,3067,3067.0,0.01067517803565586,1.0675178035655861,0.6542748734443192,,12.593098061550537,2055.7769165651907,0.6702891804907697,sufficient,stable
1797,Pay Day,Economic,ACTIVE_50PLUS,119969,3067,2438.0,0.020321916495094565,2.0321916495094565,0.6542748734443192,,12.593098061550537,2055.7769165651907,0.6702891804907697,sufficient,active50
1797,Pay Day,Economic,TYPE_Economic_GE5,170899,3067,2518.0000000000005,0.01473384864744674,1.473384864744674,0.6542748734443192,,12.593098061550537,2055.7769165651907,0.6702891804907697,low_penetration,share 0.821
1797,Pay Day,Economic,TYPE_Economic_GE10,105561,3067,2023.0,0.019164274684779416,1.9164274684779417,0.6542748734443192,,12.593098061550537,2055.7769165651907,0.6702891804907697,low_penetration,share 0.660
1797,Pay Day,Economic,TYPE_Economic_GE20,55654,3067,1459.9999999999998,0.026233514212814887,2.623351421281489,0.6542748734443192,,12.593098061550537,2055.7769165651907,0.6702891804907697,low_penetration,share 0.476
1799,Warlord: Saga of the Storm,Other,ALL_ACTIVE,287302,396,396.0,0.0013783405614997458,0.13783405614997457,0.7022342331725248,,6.830451734190284,304.3336853924204,0.7685194075566172,sufficient,stable
1799,Warlord: Saga of the Storm,Other,ACTIVE_50PLUS,119969,396,337.00000000000006,0.0028090590069101188,0.2809059006910119,0.7022342331725248,,6.830451734190284,304.3336853924204,0.7685194075566172,sufficient,active50
1800,Mythos,Other,ALL_ACTIVE,287302,814,814.0,0.0028332555986383665,0.2833255598638367,0.6743996985773806,,7.5080579875396385,668.5090487770727,0.8212641876868215,sufficient,stable
1800,Mythos,Other,ACTIVE_50PLUS,119969,814,681.0,0.0056764664204919605,0.567646642049196,0.6743996985773806,,7.5080579875396385,668.5090487770727,0.8212641876868215,sufficient,active50
1803,Zopp,Other,ALL_ACTIVE,287302,158,158.0,0.0005499439614064643,0.05499439614064643,0.7218519363533201,,10.100558437913712,103.08477370841534,0.6524352766355401,sufficient,stable
1803,Zopp,Other,ACTIVE_50PLUS,119969,158,152.0,0.0012669939734431396,0.12669939734431396,0.7218519363533201,,10.100558437913712,103.08477370841534,0.6524352766355401,sufficient,active50
1804,Inklings,Party,ALL_ACTIVE,287302,136,136.0,0.0004733694857675895,0.04733694857675895,0.8264277762882253,,4.333743774857356,115.8504529705814,0.8518415659601574,insufficient,n_obs<150
1804,Inklings,Party,ACTIVE_50PLUS,119969,136,126.0,0.0010502713200910235,0.10502713200910235,0.8264277762882253,,4.333743774857356,115.8504529705814,0.8518415659601574,insufficient,active50
1804,Inklings,Party,TYPE_Party_GE5,117050,136,134.0,0.001144809910294746,0.1144809910294746,0.8264277762882253,,4.333743774857356,115.8504529705814,0.8518415659601574,low_penetration,share 0.985
1804,Inklings,Party,TYPE_Party_GE10,62902,136,123.0,0.001955422721058154,0.19554227210581537,0.8264277762882253,,4.333743774857356,115.8504529705814,0.8518415659601574,low_penetration,share 0.904
1804,Inklings,Party,TYPE_Party_GE20,25291,136,99.0,0.003914435965363173,0.39144359653631733,0.8264277762882253,,4.333743774857356,115.8504529705814,0.8518415659601574,low_penetration,share 0.728
1814,Dilbert: Corporate Shuffle,Other,ALL_ACTIVE,287302,635,635.0,0.0022102178195766127,0.22102178195766128,0.617624633738302,,10.662401811724344,447.7002627996259,0.7050397839364188,sufficient,stable
1814,Dilbert: Corporate Shuffle,Other,ACTIVE_50PLUS,119969,635,563.0000000000001,0.0046928789937400505,0.46928789937400506,0.617624633738302,,10.662401811724344,447.7002627996259,0.7050397839364188,sufficient,active50
1816,Mississippi,Other,ALL_ACTIVE,287302,168,168.0,0.0005847505412423165,0.058475054124231644,0.8154523573763817,,6.621078214332431,136.04431124451912,0.8097875669316614,sufficient,stable
1816,Mississippi,Other,ACTIVE_50PLUS,119969,168,160.0,0.001333677866782252,0.1333677866782252,0.8154523573763817,,6.621078214332431,136.04431124451912,0.8097875669316614,sufficient,active50
1817,Devil Bunny Hates the Earth,Other,ALL_ACTIVE,287302,302,302.0,0.0010511587110427355,0.10511587110427355,0.5605819076846275,,10.99730971472884,208.29347751953333,0.689713501720309,sufficient,stable
1817,Devil Bunny Hates the Earth,Other,ACTIVE_50PLUS,119969,302,263.0,0.0021922329935233267,0.21922329935233267,0.5605819076846275,,10.99730971472884,208.29347751953333,0.689713501720309,sufficient,active50
1821,Grant Takes Command,Wargame,ALL_ACTIVE,287302,288,288.0,0.0010024294992725426,0.10024294992725426,0.7928964342734363,,11.361448338759864,168.6875755375798,0.5857207483943743,sufficient,stable
1821,Grant Takes Command,Wargame,ACTIVE_50PLUS,119969,288,247.00000000000006,0.0020588652068451022,0.20588652068451022,0.7928964342734363,,11.361448338759864,168.6875755375798,0.5857207483943743,sufficient,active50
1821,Grant Takes Command,Wargame,TYPE_Wargame_GE5,80585,288,288.0,0.003573866104113669,0.3573866104113669,0.7928964342734363,,11.361448338759864,168.6875755375798,0.5857207483943743,low_penetration,share 1.000
1821,Grant Takes Command,Wargame,TYPE_Wargame_GE10,40922,288,284.0,0.006940032256487953,0.6940032256487952,0.7928964342734363,,11.361448338759864,168.6875755375798,0.5857207483943743,low_penetration,share 0.986
1821,Grant Takes Command,Wargame,TYPE_Wargame_GE20,17338,288,270.0,0.015572730418733418,1.5572730418733418,0.7928964342734363,,11.361448338759864,168.6875755375798,0.5857207483943743,low_penetration,share 0.938
1822,Wilderness War,Wargame,ALL_ACTIVE,287302,1880,1880.0,0.006543637009140208,0.6543637009140209,0.7372696149673476,,19.557891303086382,959.0804883744232,0.5101491959438421,sufficient,stable
1822,Wilderness War,Wargame,ACTIVE_50PLUS,119969,1880,1595.0,0.013295101234485575,1.3295101234485576,0.7372696149673476,,19.557891303086382,959.0804883744232,0.5101491959438421,sufficient,active50
1822,Wilderness War,Wargame,TYPE_Wargame_GE5,80585,1880,1870.0,0.023205311162126947,2.3205311162126945,0.7372696149673476,,19.557891303086382,959.0804883744232,0.5101491959438421,low_penetration,share 0.995
1822,Wilderness War,Wargame,TYPE_Wargame_GE10,40922,1880,1809.0,0.04420605053516446,4.420605053516446,0.7372696149673476,,19.557891303086382,959.0804883744232,0.5101491959438421,low_penetration,share 0.962
1822,Wilderness War,Wargame,TYPE_Wargame_GE20,17338,1880,1639.0,0.09453224131964472,9.453224131964472,0.7372696149673476,,19.557891303086382,959.0804883744232,0.5101491959438421,sufficient,share 0.872
1823,1829,18XX,ALL_ACTIVE,287302,237,237.0,0.0008249159421096964,0.08249159421096965,0.7703717472318089,,186.13087836428912,18.03363655104383,0.07609129346431996,insufficient,max_w 186.1>100
1823,1829,18XX,ACTIVE_50PLUS,119969,237,212.00000000000003,0.0017671231734864843,0.17671231734864842,0.7703717472318089,,186.13087836428912,18.03363655104383,0.07609129346431996,sufficient,active50
1823,1829,18XX,TYPE_18XX_GE5,2093,237,138.0,0.06593406593406594,6.593406593406594,0.7703717472318089,,186.13087836428912,18.03363655104383,0.07609129346431996,sufficient,share 0.582
1823,1829,18XX,TYPE_18XX_GE10,930,237,87.0,0.0935483870967742,9.35483870967742,0.7703717472318089,,186.13087836428912,18.03363655104383,0.07609129346431996,sufficient,share 0.367
1823,1829,18XX,TYPE_18XX_GE20,337,237,52.999999999999986,0.15727002967359047,15.727002967359047,0.7703717472318089,,186.13087836428912,18.03363655104383,0.07609129346431996,sufficient,share 0.224
1824,Trump: The Game,Economic,ALL_ACTIVE,287302,722,722.0,0.0025130350641485266,0.25130350641485266,0.7154743923803883,,13.702818541187716,450.7744745923568,0.6243413775517407,sufficient,stable
1824,Trump: The Game,Economic,ACTIVE_50PLUS,119969,722,614.0000000000001,0.0051179888137768935,0.5117988813776894,0.7154743923803883,,13.702818541187716,450.7744745923568,0.6243413775517407,sufficient,active50
1824,Trump: The Game,Economic,TYPE_Economic_GE5,170899,722,637.0000000000001,0.0037273477317011808,0.37273477317011805,0.7154743923803883,,13.702818541187716,450.7744745923568,0.6243413775517407,low_penetration,share 0.882
1824,Trump: The Game,Economic,TYPE_Economic_GE10,105561,722,551.0,0.005219730771781245,0.5219730771781246,0.7154743923803883,,13.702818541187716,450.7744745923568,0.6243413775517407,low_penetration,share 0.763
1824,Trump: The Game,Economic,TYPE_Economic_GE20,55654,722,447.99999999999994,0.008049735868041828,0.8049735868041829,0.7154743923803883,,13.702818541187716,450.7744745923568,0.6243413775517407,low_penetration,share 0.620
1826,Whatzit?,Party,ALL_ACTIVE,287302,297,297.0,0.0010337554211248094,0.10337554211248094,0.7649823499279749,,10.21467525207986,198.59285635664065,0.668662816015625,sufficient,stable
1826,Whatzit?,Party,ACTIVE_50PLUS,119969,297,254.00000000000003,0.0021172136135168256,0.21172136135168257,0.7649823499279749,,10.21467525207986,198.59285635664065,0.668662816015625,sufficient,active50
1826,Whatzit?,Party,TYPE_Party_GE5,117050,297,267.0,0.0022810764630499785,0.22810764630499786,0.7649823499279749,,10.21467525207986,198.59285635664065,0.668662816015625,low_penetration,share 0.899
1826,Whatzit?,Party,TYPE_Party_GE10,62902,297,232.0,0.003688277002321071,0.3688277002321071,0.7649823499279749,,10.21467525207986,198.59285635664065,0.668662816015625,low_penetration,share 0.781
1826,Whatzit?,Party,TYPE_Party_GE20,25291,297,176.0,0.006958997271756751,0.6958997271756752,0.7649823499279749,,10.21467525207986,198.59285635664065,0.668662816015625,low_penetration,share 0.593
1827,Chainsaw Warrior,Other,ALL_ACTIVE,287302,720,720.0,0.002506073748181356,0.2506073748181356,0.593094622601914,,10.123388136555294,518.2134594684588,0.719740915928415,sufficient,stable
1827,Chainsaw Warrior,Other,ACTIVE_50PLUS,119969,720,571.0000000000001,0.004759562887079163,0.4759562887079163,0.593094622601914,,10.123388136555294,518.2134594684588,0.719740915928415,sufficient,active50
1829,Risk 2210 A.D.,Wargame,ALL_ACTIVE,287302,6709,6709.0,0.023351734411873222,2.3351734411873224,0.4472719894018804,,84.80485981434154,2193.475647135422,0.3269452447660489,sufficient,|delta| 0.03 or ESS ratio 0.33
1829,Risk 2210 A.D.,Wargame,ACTIVE_50PLUS,119969,6709,4727.0,0.03940184547674816,3.940184547674816,0.4472719894018804,,84.80485981434154,2193.475647135422,0.3269452447660489,sufficient,active50
1829,Risk 2210 A.D.,Wargame,TYPE_Wargame_GE5,80585,6709,4770.000000000001,0.05919215734938265,5.919215734938265,0.4472719894018804,,84.80485981434154,2193.475647135422,0.3269452447660489,sufficient,share 0.711
1829,Risk 2210 A.D.,Wargame,TYPE_Wargame_GE10,40922,6709,3384.0,0.0826939054787156,8.269390547871561,0.4472719894018804,,84.80485981434154,2193.475647135422,0.3269452447660489,sufficient,share 0.504
1829,Risk 2210 A.D.,Wargame,TYPE_Wargame_GE20,17338,6709,1963.0,0.11321951782212482,11.321951782212482,0.4472719894018804,,84.80485981434154,2193.475647135422,0.3269452447660489,sufficient,share 0.293
1830,Nippon Rails,Economic,ALL_ACTIVE,287302,624,624.0,0.0021719305817571753,0.21719305817571752,0.8071044295743398,,5.7029616569606425,513.7459341212763,0.8233107918610196,sufficient,stable
1830,Nippon Rails,Economic,ACTIVE_50PLUS,119969,624,534.0,0.004451149880385767,0.4451149880385767,0.8071044295743398,,5.7029616569606425,513.7459341212763,0.8233107918610196,sufficient,active50
1830,Nippon Rails,Economic,TYPE_Economic_GE5,170899,624,601.0,0.0035166969964716003,0.35166969964716005,0.8071044295743398,,5.7029616569606425,513.7459341212763,0.8233107918610196,low_penetration,share 0.963
1830,Nippon Rails,Economic,TYPE_Economic_GE10,105561,624,540.0,0.005115525620257482,0.5115525620257482,0.8071044295743398,,5.7029616569606425,513.7459341212763,0.8233107918610196,low_penetration,share 0.865
1830,Nippon Rails,Economic,TYPE_Economic_GE20,55654,624,451.0,0.008103640349301038,0.8103640349301038,0.8071044295743398,,5.7029616569606425,513.7459341212763,0.8233107918610196,low_penetration,share 0.723
1831,North American Rails,Economic,ALL_ACTIVE,287302,174,174.0,0.0006056344891438277,0.06056344891438277,0.826409293973711,,6.311493262405854,140.70071160341624,0.8086247793299783,sufficient,stable
1831,North American Rails,Economic,ACTIVE_50PLUS,119969,174,156.0,0.0013003359201126958,0.13003359201126957,0.826409293973711,,6.311493262405854,140.70071160341624,0.8086247793299783,sufficient,active50
1831,North American Rails,Economic,TYPE_Economic_GE5,170899,174,169.00000000000003,0.0009888881737166399,0.09888881737166398,0.826409293973711,,6.311493262405854,140.70071160341624,0.8086247793299783,low_penetration,share 0.971
1831,North American Rails,Economic,TYPE_Economic_GE10,105561,174,155.0,0.0014683453169257587,0.14683453169257588,0.826409293973711,,6.311493262405854,140.70071160341624,0.8086247793299783,low_penetration,share 0.891
1831,North American Rails,Economic,TYPE_Economic_GE20,55654,174,136.0,0.002443669817084127,0.24436698170841267,0.826409293973711,,6.311493262405854,140.70071160341624,0.8086247793299783,low_penetration,share 0.782
1832,Spree!,Other,ALL_ACTIVE,287302,299,299.0,0.0010407167370919798,0.10407167370919798,0.5745465784902246,,10.39295532540313,203.3250804498103,0.6800169914709374,sufficient,stable
1832,Spree!,Other,ACTIVE_50PLUS,119969,299,255.00000000000003,0.0021255491001842147,0.21255491001842147,0.5745465784902246,,10.39295532540313,203.3250804498103,0.6800169914709374,sufficient,active50
1833,The Willow Game,Other,ALL_ACTIVE,287302,243,243.0,0.0008457998900112077,0.08457998900112076,0.6646067858091402,,6.589277182632251,187.53555596586617,0.7717512591187908,sufficient,stable
1833,The Willow Game,Other,ACTIVE_50PLUS,119969,243,206.0,0.0017171102534821495,0.17171102534821495,0.6646067858091402,,6.589277182632251,187.53555596586617,0.7717512591187908,sufficient,active50
1835,Scrutineyes,Party,ALL_ACTIVE,287302,344,344.0,0.0011973463463533147,0.11973463463533147,0.7750977049737989,,7.3698389943936675,260.9571941027727,0.7585964944848044,sufficient,stable
1835,Scrutineyes,Party,ACTIVE_50PLUS,119969,344,294.0,0.002450633080212388,0.24506330802123882,0.7750977049737989,,7.3698389943936675,260.9571941027727,0.7585964944848044,sufficient,active50
1835,Scrutineyes,Party,TYPE_Party_GE5,117050,344,309.0,0.002639897479709526,0.2639897479709526,0.7750977049737989,,7.3698389943936675,260.9571941027727,0.7585964944848044,low_penetration,share 0.898
1835,Scrutineyes,Party,TYPE_Party_GE10,62902,344,266.0,0.0042288003561095034,0.42288003561095033,0.7750977049737989,,7.3698389943936675,260.9571941027727,0.7585964944848044,low_penetration,share 0.773
1835,Scrutineyes,Party,TYPE_Party_GE20,25291,344,203.00000000000003,0.008026570716855799,0.8026570716855799,0.7750977049737989,,7.3698389943936675,260.9571941027727,0.7585964944848044,low_penetration,share 0.590
1836,Solarquest,Economic,ALL_ACTIVE,287302,821,821.0,0.0028576202045234632,0.28576202045234633,0.662952103845667,,11.516501436112373,557.6851010524382,0.6792753971406068,sufficient,stable
1836,Solarquest,Economic,ACTIVE_50PLUS,119969,821,630.0,0.0052513566004551175,0.5251356600455117,0.662952103845667,,11.516501436112373,557.6851010524382,0.6792753971406068,sufficient,active50
1836,Solarquest,Economic,TYPE_Economic_GE5,170899,821,688.0,0.004025769606609752,0.4025769606609752,0.662952103845667,,11.516501436112373,557.6851010524382,0.6792753971406068,low_penetration,share 0.838
1836,Solarquest,Economic,TYPE_Economic_GE10,105561,821,546.0,0.005172364793815898,0.5172364793815898,0.662952103845667,,11.516501436112373,557.6851010524382,0.6792753971406068,low_penetration,share 0.665
1836,Solarquest,Economic,TYPE_Economic_GE20,55654,821,376.0,0.006756028317820822,0.6756028317820821,0.662952103845667,,11.516501436112373,557.6851010524382,0.6792753971406068,low_penetration,share 0.458
1837,Word Yahtzee,Other,ALL_ACTIVE,287302,313,313.0,0.001089445948862173,0.1089445948862173,0.657471073648099,,6.823136064319415,243.0121139731671,0.7763965302657095,sufficient,stable
1837,Word Yahtzee,Other,ACTIVE_50PLUS,119969,313,271.0,0.0022589168868624395,0.22589168868624396,0.657471073648099,,6.823136064319415,243.0121139731671,0.7763965302657095,sufficient,active50
1844,Battle of Britain,Wargame,ALL_ACTIVE,287302,244,244.0,0.000849280547994793,0.0849280547994793,0.6520637828644579,,42.5325765262799,72.03246065144064,0.2952150026698387,sufficient,|delta| 0.15
1844,Battle of Britain,Wargame,ACTIVE_50PLUS,119969,244,206.0,0.0017171102534821495,0.17171102534821495,0.6520637828644579,,42.5325765262799,72.03246065144064,0.2952150026698387,sufficient,active50
1844,Battle of Britain,Wargame,TYPE_Wargame_GE5,80585,244,233.0,0.002891356952286406,0.2891356952286406,0.6520637828644579,,42.5325765262799,72.03246065144064,0.2952150026698387,low_penetration,share 0.955
1844,Battle of Britain,Wargame,TYPE_Wargame_GE10,40922,244,214.0,0.005229460925663457,0.5229460925663457,0.6520637828644579,,42.5325765262799,72.03246065144064,0.2952150026698387,low_penetration,share 0.877
1844,Battle of Britain,Wargame,TYPE_Wargame_GE20,17338,244,192.0,0.011073941631099319,1.107394163109932,0.6520637828644579,,42.5325765262799,72.03246065144064,0.2952150026698387,low_penetration,share 0.787
2452,Jenga,Party,ALL_ACTIVE,287302,15701,15701.0,0.05464981100027149,5.464981100027149,0.630013173616254,,15.54862039007014,9831.183410657628,0.6261501439817609,sufficient,stable
2452,Jenga,Party,ACTIVE_50PLUS,119969,15701,11864.0,0.098892213821904,9.8892213821904,0.630013173616254,,15.54862039007014,9831.183410657628,0.6261501439817609,sufficient,active50
2452,Jenga,Party,TYPE_Party_GE5,117050,15701,12801.0,0.10936351986330628,10.936351986330628,0.630013173616254,,15.54862039007014,9831.183410657628,0.6261501439817609,sufficient,share 0.815
2452,Jenga,Party,TYPE_Party_GE10,62902,15701,9893.0,0.15727639820673428,15.727639820673428,0.630013173616254,,15.54862039007014,9831.183410657628,0.6261501439817609,sufficient,share 0.630
2452,Jenga,Party,TYPE_Party_GE20,25291,15701,6042.0,0.2388992131588312,23.889921315883118,0.630013173616254,,15.54862039007014,9831.183410657628,0.6261501439817609,sufficient,share 0.385
1899,13 Dead End Drive,Other,ALL_ACTIVE,287302,2432,2432.0,0.008464960216079247,0.8464960216079247,0.5240763187643597,,10.464260625837136,1720.401302333694,0.7074018512885255,sufficient,stable
1899,13 Dead End Drive,Other,ACTIVE_50PLUS,119969,2432,1896.0000000000002,0.01580408272136969,1.580408272136969,0.5240763187643597,,10.464260625837136,1720.401302333694,0.7074018512885255,sufficient,active50
1901,Star Fleet Battle Force,Wargame,ALL_ACTIVE,287302,231,231.0,0.0008040319942081852,0.08040319942081851,0.6134902047045524,,34.521426131450134,66.62797690817709,0.2884328004682991,sufficient,|delta| 0.10
1901,Star Fleet Battle Force,Wargame,ACTIVE_50PLUS,119969,231,197.0,0.0016420908734756478,0.16420908734756479,0.6134902047045524,,34.521426131450134,66.62797690817709,0.2884328004682991,sufficient,active50
1901,Star Fleet Battle Force,Wargame,TYPE_Wargame_GE5,80585,231,216.00000000000003,0.002680399578085252,0.2680399578085252,0.6134902047045524,,34.521426131450134,66.62797690817709,0.2884328004682991,low_penetration,share 0.935
1901,Star Fleet Battle Force,Wargame,TYPE_Wargame_GE10,40922,231,193.0,0.004716289526416109,0.47162895264161087,0.6134902047045524,,34.521426131450134,66.62797690817709,0.2884328004682991,low_penetration,share 0.835
1901,Star Fleet Battle Force,Wargame,TYPE_Wargame_GE20,17338,231,160.0,0.009228284692582767,0.9228284692582767,0.6134902047045524,,34.521426131450134,66.62797690817709,0.2884328004682991,low_penetration,share 0.693
1902,Mad Scientist,Other,ALL_ACTIVE,287302,107,107.0,0.0003724304042436182,0.03724304042436182,0.6066844492112073,,9.449452712871835,69.5442582939184,0.649946339195499,insufficient,n_obs<150
