game_id,title,primary_type,n_obs,adj_mean,raw_mean,weight,year,prop_adj_raw,prop_adj_stab,prop_adj_trunc,delta_raw,delta_stab,delta_trunc,ess_raw,ess_stab,ess_trunc,max_w_raw,p95_w_raw,mean_p_raters,median_p_raters,penetration_all,n_at_risk_all,sensitivity_class,reason,share_0_4,share_5_19,share_ge20,share_ge10,spec_primary_share_ge10,spec_primary_share_ge20,share_vol_10-24,share_vol_25-49,share_vol_50-99,share_vol_100-249,share_vol_250-499,share_vol_500-999,share_vol_1000+,tvd_volume_global,tvd_volume_type,share_own,mean_delta_raters,herfindahl_volume,spec_primary_mean_other,mean_other,median_other,share_active50,n_raters_active50,penetration_active50,pen_18XX_ge20,pen_18XX_ge10,pen_Wargame_ge20,pen_Wargame_ge10,pen_Party_ge20,pen_Party_ge10,pen_Economic_ge20,pen_Economic_ge10,pen_Coop_ge20,pen_Coop_ge10,pen_Legacy_ge20,pen_Legacy_ge10,pen_type_ge20,pen_type_ge10,delta_pct_raw,delta_pct_stab,delta_pct_trunc,ess_ratio_raw,ess_ratio_stab
9,El Caballero,Other,1453,6.885714376279768,6.43937181693049,2.9466,1998.0,6.883434310023587,6.883434310023588,6.883434310023587,-0.0022800662561817,-0.0022800662561808,-0.0022800662561817,1306.7214059793848,1306.7214059793846,1306.7214059793848,4.82216599603669,4.82216599603669,0.8232232926172646,0.8232232926172646,0.00505739605014932,287302,stable_under_exposure_adjustment,stable,,,,,,,0.0178940123881624,0.0344115622849277,0.0626290433585684,0.1899518238128011,0.2477632484514797,0.2663454920853407,0.1810048176187199,0.2995961401089628,,0.4913971094287681,-0.446342559349289,0.206597736178654,,,,0.94769442532691,1377.0000000000002,0.011477965140994759,,,,,,,,,,,,,,,-0.03311299498620203,-0.03311299498617623,-0.03311299498620203,0.8993265010181588,0.8993265010181587
10,Elfenland,Other,8988,6.997701291538556,6.665667445482865,2.1483,1998.0,6.95909268090141,6.959092680901409,6.95909268090141,-0.0386086106371461,-0.038608610637147,-0.0386086106371461,7172.21586094228,7172.215860942279,7172.21586094228,8.439669361444434,8.439669361444434,0.6775658026591737,0.6775658026591737,0.03128415395646393,287302,stable_under_exposure_adjustment,stable,,,,,,,0.0412772585669781,0.0706497552291944,0.1406319537160658,0.2787049399198932,0.2348687138406764,0.1645527369826435,0.0693146417445482,0.0758730780175395,,0.5309301290609701,-0.332033846055679,0.1911944254803269,,,,0.8880729862038276,7982.000000000002,0.06653385457909962,,,,,,,,,,,,,,,-0.5517327623548424,-0.551732762354855,-0.5517327623548424,0.7979768425614464,0.7979768425614462
11,Bohnanza,Other,47031,7.29418289074409,7.0437696089813135,1.6667,1997.0,7.279970440079898,7.279970440079898,7.279970440079898,-0.0142124506641918,-0.0142124506641918,-0.0142124506641918,35180.50725424437,35180.507254244374,35180.50725424437,11.36209609633952,11.36209609633952,0.5280260053136622,0.5280260053136622,0.16369882562599633,287302,stable_under_exposure_adjustment,stable,,,,,,,0.0814356488273691,0.1437349833088813,0.2134762178137824,0.2985052412238736,0.1662733090940018,0.0759924305245476,0.0205821692075439,0.132669509220484,,0.6871212604452382,-0.2504132817627635,0.1958142734403251,,,,0.7748293678637497,36441.000000000015,0.30375346964632544,,,,,,,,,,,,,,,-0.19484637110246658,-0.19484637110246658,-0.19484637110246658,0.7480280507376914,0.7480280507376916
74,Apples to Apples,Party,18815,5.853999744173433,5.699957483922402,1.1524,1999.0,5.916743392298687,5.916743392298686,5.916550185858291,0.0627436481252541,0.0627436481252532,0.0625504416848583,10879.537790670458,10879.53779067046,10883.69337728166,21.256077649394957,21.256077649394957,0.5847163277253605,0.5847163277253605,0.06548857996115585,287302,moderately_sensitive,|delta| 0.06,0.2240765346797767,0.4389051288865267,0.3370183364336965,0.5749667818230135,0.5749667818230135,0.3370183364336965,0.1025245814509699,0.1577464788732394,0.2056338028169014,0.2724953494552219,0.1556736646292851,0.0793515811852245,0.0265745415891575,0.1374728176113327,0.0901929007030517,0.6056338028169014,-0.1540422602510302,0.183171387290646,20.18905128886527,20.18905128886527,12.0,0.7397289396757907,13918.000000000002,0.11601330343672117,,,,,0.2507216005693725,0.1719818129789196,,,,,,,0.2507216005693725,0.1719818129789196,1.0718081801712367,1.0718081801712214,1.068507762527931,0.5782374589779675,0.5782374589779675
14,Basari,Other,1722,7.18832344122302,6.743013693379791,1.8441,1998.0,7.166088340978522,7.166088340978522,7.166088340978522,-0.0222351002444982,-0.0222351002444982,-0.0222351002444982,1408.7375789034331,1408.7375789034331,1408.7375789034331,8.928539335171589,8.928539335171589,0.7234242683308598,0.7234242683308598,0.005993693047733744,287302,stable_under_exposure_adjustment,stable,,,,,,,0.0150987224157955,0.0342624854819976,0.0830429732868757,0.2409988385598141,0.2584204413472706,0.2404181184668989,0.1277584204413472,0.2310795622089393,,0.4895470383275261,-0.4453097478432291,0.2072826751164475,,,,0.9506387921022069,1637.0000000000002,0.013645191674515918,,,,,,,,,,,,,,,-0.30932247868795376,-0.30932247868795376,-0.30932247868795376,0.8180822177139565,0.8180822177139565
15,Cosmic Encounter,Other,3860,7.206148876049696,6.879827132124353,2.3712,1977.0,7.244673590856388,7.2446735908563875,7.244673590856388,0.0385247148066927,0.0385247148066918,0.0385247148066927,3130.552023910291,3130.552023910291,3130.552023910291,6.585439531871346,6.585439531871346,0.6957130058661278,0.6957130058661278,0.013435339816638938,287302,stable_under_exposure_adjustment,stable,,,,,,,0.0603626943005181,0.0958549222797927,0.1476683937823834,0.2766839378238342,0.2204663212435233,0.1404145077720207,0.0585492227979274,0.0274746193066727,,0.4875647668393782,-0.326321743925353,0.1829414212462079,,,,0.8437823834196891,3257.0,0.02714868007568622,,,,,,,,,,,,,,,0.5346089217603205,0.5346089217603082,0.5346089217603205,0.8110238403912672,0.8110238403912672
16,MarraCash,Economic,1169,7.5291775747655665,6.953020171086398,2.1616,1996.0,7.5207934606558675,7.520793460655867,7.5207934606558675,-0.0083841141096989,-0.0083841141096998,-0.0083841141096989,1114.8062604476515,1114.8062604476515,1114.8062604476515,3.423702570113881,3.423702570113881,0.8939130970088704,0.8939130970088704,0.004068889182811119,287302,stable_under_exposure_adjustment,stable,0.0085543199315654,0.06928999144568,0.9221556886227544,0.9692044482463644,0.9692044482463644,0.9221556886227544,0.0008554319931565,0.0188195038494439,0.048759623609923,0.1702309666381522,0.2780153977758768,0.2848588537211292,0.1984602224123182,0.3658170558627467,0.3701603279214236,0.4824636441402908,-0.5761574036791635,0.2295345762099167,120.90076988879385,120.90076988879385,99.0,0.9803250641573996,1146.0000000000002,0.009552467720827882,,,,,,,0.019369676932475655,0.010733130606947642,,,,,0.019369676932475655,0.010733130606947642,-0.1113549790324878,-0.1113549790324996,-0.1113549790324878,0.9536409413581279,0.9536409413581279
17,Button Men,Other,810,6.551266462135327,6.316358024691357,1.52,1999.0,6.595478344644889,6.5954783446448895,6.595478344644889,0.0442118825095612,0.044211882509562,0.0442118825095612,637.7999097861997,637.7999097861997,637.7999097861997,8.643376112209042,8.643376112209042,0.6347778294436709,0.6347778294436709,0.0028193329667040258,287302,stable_under_exposure_adjustment,stable,,,,,,,0.019753086419753,0.0814814814814814,0.128395061728395,0.254320987654321,0.2481481481481481,0.1592592592592592,0.1086419753086419,0.1205319646694719,,0.6641975308641975,-0.2349084374439696,0.1869379667733577,,,,0.8987654320987656,728.0000000000001,0.006068234293859248,,,,,,,,,,,,,,,0.6748600864442741,0.6748600864442876,0.6748600864442741,0.7874072960323453,0.7874072960323453
18,RoboRally,Other,23442,7.319738283138892,7.021521070301165,2.4284,1994.0,7.346584927412658,7.346584927412659,7.346584927412658,0.0268466442737658,0.0268466442737667,0.0268466442737658,18994.595818079404,18994.595818079404,18994.595818079404,7.825967747783239,7.825967747783239,0.63932181245919,0.63932181245919,0.08159358445120465,287302,stable_under_exposure_adjustment,stable,,,,,,,0.0688081221738759,0.1190598071836874,0.194522651650883,0.3003156727241703,0.1871427352614964,0.099778175923556,0.0303728350823308,0.0782236717791941,,0.543255694906578,-0.2982172128376892,0.1928389575154987,,,,0.8121320706424368,19038.000000000004,0.15869099517375326,,,,,,,,,,,,,,,0.3667705488269628,0.36677054882697496,0.3667705488269628,0.8102805143792937,0.8102805143792937
19,Wacky Wacky West,Other,1966,6.6467051848292185,6.272627039674467,1.8155,1991.0,6.604982250309183,6.604982250309184,6.604982250309183,-0.0417229345200356,-0.0417229345200347,-0.0417229345200356,1652.216266089986,1652.2162660899858,1652.216266089986,7.626887128246197,7.626887128246197,0.7247310819762054,0.7247310819762054,0.006842973595728536,287302,stable_under_exposure_adjustment,stable,,,,,,,0.0162767039674465,0.0412004069175991,0.1012207527975584,0.237029501525941,0.2324516785350966,0.2222787385554425,0.1495422177009155,0.2087552167448773,,0.5579857578840285,-0.3740781451547697,0.1941955253552508,,,,0.9425228891149544,1853.0000000000005,0.01544565679467196,,,,,,,,,,,,,,,-0.6277235616718219,-0.6277235616718084,-0.6277235616718219,0.8403948454170834,0.8403948454170833
20,Full Metal Planète,Other,739,7.716994678043291,7.429221529093372,3.1385,1988.0,7.735952702919354,7.735952702919354,7.735952702919354,0.0189580248760625,0.0189580248760625,0.0189580248760625,637.7894640211033,637.7894640211033,637.7894640211033,4.6627328625553215,4.6627328625553215,0.7652929592394608,0.7652929592394608,0.0025722062498694754,287302,stable_under_exposure_adjustment,stable,,,,,,,0.0487144790257104,0.0866035182679296,0.1326116373477672,0.2638700947225981,0.2070365358592693,0.1447902571041948,0.1163734776725304,0.0726828525894171,,0.550744248985115,-0.2877731489499182,0.1744576751306029,,,,0.8646820027063601,639.0000000000001,0.00532637598046162,,,,,,,,,,,,,,,0.24566590579623854,0.24566590579623854,0.24566590579623854,0.863043929663198,0.863043929663198
22,Magic Realm,Other,2043,7.545390548031938,7.204242359275574,4.5626,1979.0,7.559189377928632,7.559189377928632,7.559189377928632,0.013798829896694,0.013798829896694,0.013798829896694,1925.7260882981363,1925.726088298136,1925.7260882981363,3.156624605191077,3.156624605191077,0.8343799357262734,0.8343799357262734,0.0071109842604645986,287302,stable_under_exposure_adjustment,stable,,,,,,,0.0646108663729809,0.1155163974547234,0.1678903573176701,0.2701908957415565,0.1987273617229564,0.1213901125795399,0.0616740088105726,0.0197817774886526,,0.6465981399902104,-0.3411481887563728,0.1767407014484711,,,,0.8198727361722957,1675.0000000000002,0.013961940167876703,,,,,,,,,,,,,,,0.18287760996404823,0.18287760996404823,0.18287760996404823,0.9425972042575312,0.942597204257531
23,Divine Right,Wargame,592,7.294091505490232,7.044731351351353,3.1558,1979.0,7.307140431585372,7.307140431585372,7.313571291667907,0.0130489260951405,0.0130489260951405,0.0194797861776754,240.27619776002396,240.2761977600239,261.2757610653308,31.656825117399563,31.656825117399563,0.6912588979825195,0.6912588979825195,0.0020605495262824482,287302,moderately_sensitive,|delta| 0.01,0.0489864864864864,0.2719594594594595,0.6790540540540541,0.856418918918919,0.856418918918919,0.6790540540540541,0.0793918918918918,0.1131756756756756,0.1925675675675675,0.2466216216216216,0.1756756756756756,0.1300675675675675,0.0625,0.0577252826678406,0.0498731501384209,0.6807432432432432,-0.2493601541388906,0.1687020635500365,86.64020270270271,86.64020270270271,40.0,0.8074324324324327,478.00000000000017,0.00398436262701198,,,0.0231860652901142,0.012389423781828847,,,,,,,,,0.0231860652901142,0.012389423781828847,0.17889720858750746,0.17889720858750746,0.26706254182598443,0.40587195567571616,0.40587195567571605
24,Twilight Imperium,Wargame,688,6.927897477162076,6.53885960755814,3.4643,1997.0,7.028042924941665,7.028042924941666,7.024644022526623,0.1001454477795888,0.1001454477795897,0.0967465453645468,210.2541621433982,210.2541621433982,247.45637786129632,41.47761759548065,41.47761759548065,0.6941013209794339,0.6941013209794339,0.0023946926927066294,287302,moderately_sensitive,|delta| 0.10,0.1031976744186046,0.2950581395348837,0.6017441860465116,0.7848837209302325,0.7848837209302325,0.6017441860465116,0.0610465116279069,0.0930232558139534,0.1511627906976744,0.252906976744186,0.2180232558139535,0.1395348837209302,0.0843023255813953,0.0463430470697015,0.0995743307615318,0.4694767441860465,-0.3890378696039352,0.1733031368307193,58.375,58.375,29.0,0.8459302325581397,582.0000000000001,0.004851253240420443,,,0.023878186642057906,0.013195835980646107,,,,,,,,,0.023878186642057906,0.013195835980646107,1.4455388248703154,1.4455388248703283,1.3964777291158448,0.30560197985959037,0.30560197985959037
25,Battlemist,Wargame,316,6.116148827022093,5.864419841772152,3.2,1998.0,6.025068808062319,6.025068808062319,6.034515950777105,-0.091080018959774,-0.0910800189597749,-0.0816328762449885,121.82844996936264,121.8284499693627,139.36758128530798,31.782399748199285,31.782399748199285,0.7003551276359574,0.7003551276359574,0.0010998879228129286,287302,moderately_sensitive,|delta| 0.09,0.0727848101265822,0.2816455696202531,0.6455696202531646,0.8259493670886076,0.8259493670886076,0.6455696202531646,0.0569620253164556,0.0886075949367088,0.1424050632911392,0.2911392405063291,0.2025316455696202,0.1360759493670886,0.0822784810126582,0.0404573619854743,0.0904072832784212,0.6550632911392406,-0.2517289852499429,0.182442717513219,73.17721518987342,73.17721518987342,36.0,0.8544303797468357,270.00000000000006,0.002250581400195051,,,0.011766062983043026,0.006377987390645618,,,,,,,,,0.011766062983043026,0.006377987390645618,-1.4891727055000425,-1.4891727055000425,-1.334710428960162,0.38553306952329947,0.3855330695232997
26,Age of Renaissance,Economic,2153,7.48726655884526,7.046220195076633,3.8505,1996.0,7.503787211631831,7.50378721163183,7.503787211631831,0.0165206527865713,0.0165206527865704,0.0165206527865713,1895.5015137957007,1895.5015137957016,1895.5015137957007,4.713756433858776,4.713756433858776,0.8493666242442846,0.8493666242442846,0.007493856638658972,287302,stable_under_exposure_adjustment,stable,0.0761727821644217,0.2438457965629354,0.6799814212726428,0.8304691128657687,0.8304691128657687,0.6799814212726428,0.0645610775661867,0.0849976776590803,0.1416627960984672,0.2703204830469113,0.2122619600557362,0.1481653506734788,0.0780306549001393,0.0456035054903342,0.049098242293239,0.5615420343706456,-0.4410463637686533,0.177631143228138,68.7519739897817,68.7519739897817,39.0,0.850441244774733,1831.0000000000002,0.015262276087989399,,,,,,,0.026305386854493837,0.016938073720408106,,,,,0.026305386854493837,0.016938073720408106,0.22064998830653715,0.2206499883065253,0.22064998830653715,0.8804001457481192,0.8804001457481196
27,Supremacy: The Game of the Superpowers,Wargame,1323,5.840794035576545,5.580181405895693,3.124,1984.0,6.011951011378496,6.011951011378497,5.995750774686958,0.1711569758019511,0.171156975801952,0.1549567391104132,440.0791237460938,440.0791237460938,495.4347627488767,40.99897023503101,40.99897023503101,0.6954569535390906,0.6954569535390906,0.004604910512283242,287302,moderately_sensitive,|delta| 0.17,0.1073318216175359,0.3340891912320484,0.5585789871504158,0.7520786092214664,0.7520786092214664,0.5585789871504158,0.0907029478458049,0.1337868480725623,0.1723356009070294,0.2600151171579743,0.1866969009826152,0.1020408163265306,0.0544217687074829,0.0683933512956187,0.03143405743553,0.6092214663643235,-0.2606126296808452,0.1716631558981197,51.66893424036281,51.66893424036281,24.0,0.7755102040816328,1026.0000000000002,0.008552209320741194,,,0.042623139923866654,0.02431454963100533,,,,,,,,,0.042623139923866654,0.02431454963100533,2.930371705617868,2.9303717056178833,2.6530081041475624,0.3326372817430792,0.3326372817430792
28,Illuminati,Other,5017,6.648420458754305,6.405018684472791,2.6538,1987.0,6.708389674132359,6.708389674132359,6.708389674132359,0.0599692153780537,0.0599692153780537,0.0599692153780537,4079.498041887422,4079.498041887422,4079.498041887422,7.247812948524706,7.247812948524706,0.6538538065802415,0.6538538065802415,0.017462461103647034,287302,stable_under_exposure_adjustment,stable,,,,,,,0.0938808052621088,0.1453059597368945,0.1736097269284433,0.274865457444688,0.1738090492326091,0.1020530197329081,0.036475981662348,0.0843644463976685,,0.6491927446681284,-0.2434017742815339,0.1775736861821491,,,,0.7608132350009966,3817.0,0.0318165526094241,,,,,,,,,,,,,,,0.9020069616549196,0.9020069616549196,0.9020069616549196,0.8131349495490178,0.8131349495490178
30,Dark Tower,Other,1292,6.879209334103786,6.749598606811146,1.7864,1981.0,7.030460962173455,7.030460962173456,7.030460962173455,0.1512516280696694,0.1512516280696703,0.1512516280696694,917.7720709086528,917.7720709086528,917.7720709086528,8.454702319073935,8.454702319073935,0.5923976002645167,0.5923976002645167,0.0044970101147921,287302,stable_under_exposure_adjustment,stable,,,,,,,0.1122291021671826,0.1168730650154798,0.1609907120743034,0.261609907120743,0.1733746130030959,0.1114551083591331,0.0634674922600619,0.0659225369655688,,0.5239938080495357,-0.1296107272926297,0.1671215577643799,,,,0.7708978328173376,996.0000000000001,0.00830214472071952,,,,,,,,,,,,,,,2.198677503820637,2.1986775038206505,2.198677503820637,0.7103499000840966,0.7103499000840966
31,Dark World,Other,813,5.397209294442059,5.328339483394832,1.8983,1991.0,5.3405855981260215,5.3405855981260215,5.3405855981260215,-0.0566236963160378,-0.0566236963160378,-0.0566236963160378,589.3234476449655,589.3234476449657,589.3234476449655,7.602843318218462,7.602843318218462,0.5692914900562958,0.5692914900562958,0.0028297749406547812,287302,stable_under_exposure_adjustment,stable,,,,,,,0.1107011070110701,0.1377613776137761,0.1758917589175891,0.2767527675276753,0.1611316113161131,0.077490774907749,0.060270602706027,0.0966244291166882,,0.6666666666666666,-0.0688698110472251,0.1743636993565507,,,,0.7515375153751538,611.0,0.005092982353774725,,,,,,,,,,,,,,,-1.0491291559574647,-1.0491291559574647,-1.0491291559574647,0.7248750893542012,0.7248750893542013
32,Buffalo Chess,Other,392,6.330818456572922,6.0358494897959165,1.5333,1975.0,6.324850214505396,6.324850214505396,6.324850214505396,-0.0059682420675262,-0.0059682420675262,-0.0059682420675262,309.71606133605565,309.71606133605565,309.71606133605565,8.227083088075048,8.227083088075048,0.7274917185250874,0.7274917185250874,0.001364417929565405,287302,stable_under_exposure_adjustment,stable,,,,,,,0.0229591836734693,0.0510204081632653,0.0586734693877551,0.2806122448979591,0.1964285714285714,0.2295918367346938,0.1607142857142857,0.2010311502250824,,0.5867346938775511,-0.2949689667770019,0.2024416909620991,,,,0.9260204081632655,363.00000000000006,0.003025781660262235,,,,,,,,,,,,,,,-0.09427283547089775,-0.09427283547089775,-0.09427283547089775,0.7900919932042236,0.7900919932042236
