game_id,title,year,n_obs,users_rated,raw_mean,adj_mean,se_adj,expected,resid
419763,Wonders of The First CCG,2025.0,186,234.0,1.332258064516129,1.7201404841330235,0.08750101324163806,7.627353460685518,-5.907212976552494
276022,Alien: USCSS Nostromo,2019.0,156,258.0,1.273076923076923,1.4022191221028015,0.09554484385470377,6.1833878848468675,-4.781168762744066
155250,TseuQuesT,2024.0,178,276.0,2.7742134831460676,2.9189398779298164,0.08944571767989354,7.633374738152845,-4.7144348602230295
385757,Foxpaw,2025.0,291,577.0,3.2291184192439863,3.504769589532554,0.06995569243806343,8.054309121645511,-4.5495395321129575
2502,Global Survival,1992.0,121,130.0,1.9070247933884297,2.3694193107285564,0.10848679247816592,6.07440898069221,-3.7049896699636538
294880,Chai: Tea for 2      Set sail as you harvest your way to victory.,2025.0,176,218.0,3.8346590909090907,4.238931885541022,0.0899524963398067,7.853032496334972,-3.61410061079395
258302,Pug You!,2018.0,106,120.0,2.6043396226415094,2.9276181051320567,0.11590885656518184,6.456561196303017,-3.5289430911709605
316555,The Umbrella Academy Game,2020.0,110,145.0,3.143090909090909,3.221794823018042,0.11378190786069946,6.48377019658812,-3.2619753735700776
154674,Castle Assault,2015.0,216,233.0,3.7052777777777774,3.9927877616749585,0.0811975038730517,7.238512437716896,-3.245724676041937
232895,Coaster Park,2017.0,336,351.0,3.5577976190476184,3.9229728445099994,0.06510283717590207,7.113103645208669,-3.19013080069867
379644,Roller Coaster Rush,2023.0,103,143.0,3.9633790291262136,4.242587671986101,0.11758473421515776,7.115873675796481,-2.87328600381038
175512,A Chaotic Life!,2015.0,178,186.0,3.0265730337078653,3.1791075741753323,0.08944571767989354,6.052041267902355,-2.872933693727023
4367,Nero: Legacy of a Despot,2002.0,219,227.0,3.6897260273972607,3.9978496722252013,0.0806394388141814,6.858189627271308,-2.860339955046107
2910,Power Lunch,1994.0,108,111.0,2.7621296296296296,3.111999029928956,0.11483061120811162,5.8410045845680525,-2.7290055546390963
338067,6: Siege – The Board Game,2024.0,764,1084.0,5.553947408376962,5.79355354567389,0.04317405842575637,8.486439041951073,-2.6928854962771824
379343,Unfinished Business,2023.0,472,594.0,5.434269237288137,5.741283202099338,0.054928603142931264,8.38079078171735,-2.6395075796180114
205322,The Oregon Trail Card Game,2016.0,3580,4040.0,4.155904016759777,4.255982823694991,0.019944724461784424,6.883988693684792,-2.628005869989801
5050,The Worst-Case Scenario Survival Game,2001.0,626,675.0,3.3448881789137372,3.4544944339859076,0.047696047103247485,6.078570524188157,-2.6240760902022493
24959,Lost: The Game,2006.0,311,326.0,3.5499785530546615,3.57812971393905,0.06766893784132598,6.1648515638536185,-2.5867218499145683
101988,Storm the Castle!,2013.0,145,148.0,4.704137931034483,4.840567631624886,0.09910271513056636,7.405485771315966,-2.5649181396910805
