game_id,title,year,n_obs,users_rated,weight,weight_missing,raw_mean,adj_mean,se_adj,expected_quality,underratedness,underratedness_cv,lower_bound_resid,lower_bound_adj,model_spec,volume_band,volume_band_6,year_band,volume_decile,is_reimplementation,bayes_rating,rank_current,rank_underratedness
1271,Volltreffer,1999.0,175,215.0,1.8333,0.0,6.806285714285714,7.473967103884184,0.09021556461517782,6.120808118337802,1.353158985546382,1.3482250702962029,1.1763364789006334,7.297144597238435,Q3b,100-199,100-199,1990s,D3,False,5.60793,9120.0,71
183836,Ferox,2015.0,121,131.0,2.1429,0.0,7.590578512396695,7.9571186157301685,0.10849452198138136,6.606255674542151,1.3508629411880175,1.3581955942047887,1.13821367810451,7.744469352646661,Q3b,100-199,100-199,2010s,D1,False,5.60869,9092.0,72
238094,Mutabo,2017.0,520,608.0,1.0435,0.0,7.465762807692308,7.7504606865742325,0.05233579480505931,6.400577973961397,1.3498827126128354,1.3199552180119802,1.247304554794919,7.647882528756316,Q3b,500-999,500-999,2010s,D7,False,5.89068,3978.0,73
165595,JamSumo,2014.0,350,381.0,1.1667,0.0,7.283297142857141,7.736932225470537,0.06379203750796537,6.389524531632745,1.3474076938377921,1.3448488090219266,1.22237530032218,7.611899831954925,Q3b,200-499,200-499,2010s,D6,False,5.74389,5586.0,74
41763,Le Passe-Trappe Grande,2008.0,151,153.0,1.0,0.0,7.019072847682119,7.370013794155383,0.09712074881117622,6.025676122177352,1.3443376719780318,1.3357421908817972,1.1539810043081264,7.179657126485478,Q3b,100-199,100-199,2000s,D2,False,5.59166,9950.0,75
345976,System Gateway (fan expansion for Android: Netrunner),2021.0,660,1025.0,3.5,0.0,9.091181818181818,9.452369137041867,0.04645457894539799,8.10882051649728,1.3435486205445866,1.3558893962742182,1.2524976458116066,9.361318162308887,Q3b,500-999,500-999,2020s,D7,False,6.48384,1373.0,76
116046,18NY,2011.0,153,171.0,3.6,0.0,7.599556862745097,8.530525523951502,0.09648388457316583,7.194137134522695,1.3363883894288069,1.3329589320814605,1.147279975665402,8.341417110188097,Q3b,100-199,100-199,2010s,D2,False,5.6454,7698.0,77
185381,"Exceed: Red Horizon – Alice, Zoey, Gabrek, and Ulrik",2016.0,121,127.0,2.0,0.0,7.665702479338843,8.0777546311927,0.10849452198138136,6.7415760375038225,1.336178593688878,1.3399816078123,1.1235293306053704,7.865105368109193,Q3b,100-199,100-199,2010s,D1,False,5.60059,9454.0,78
17924,Anno Domini: Frauen,1999.0,140,150.0,1.4615,0.0,6.814285714285714,7.127663660143534,0.10086406755403113,5.7946075339172864,1.3330561262262473,1.3265481425618502,1.1353625538203462,6.929970087737633,Q3b,100-199,100-199,1990s,D2,False,5.57717,10855.0,79
11038,Fiasco,2003.0,187,207.0,1.2,0.0,6.8693048128342244,7.170711203392085,0.0872729573032229,5.839692138312319,1.331019065079766,1.3518902667742667,1.159964068765449,6.999656207077768,Q3b,100-199,100-199,2000s,D3,False,5.59873,9569.0,80
156546,Monikers,2015.0,6607,7906.0,1.09,0.0,7.766881639170579,8.082132790312498,0.014682443640215266,6.751977261859736,1.330155528452762,1.3202672910528719,1.30137793891794,8.053355200777675,Q3b,5k-10k,5k+,2010s,D10,False,7.20318,303.0,81
21358,Savage Worlds,2003.0,173,190.0,2.9474,0.0,8.01456647398844,8.245398882021961,0.09073554335706392,6.917697290659014,1.3277015913629473,1.2852991388995711,1.149859926383102,8.067557217042117,Q3b,100-199,100-199,2000s,D3,False,5.67272,6983.0,82
223952,Boast or Nothing,2017.0,364,481.0,1.4167,0.0,7.195164835164835,7.909245967666622,0.06255323924326121,6.58418117845428,1.325064789212342,1.3293120285418238,1.2024604402955499,7.7866416187498295,Q3b,200-499,200-499,2010s,D6,False,5.78047,5066.0,83
174400,BattleCON: Wanderers of Indines,2020.0,131,147.0,3.0,0.0,8.301297709923666,8.823743295541332,0.10427131437869634,7.499694650487054,1.3240486450542779,1.3502279584895778,1.119676868872033,8.619371519359087,Q3b,100-199,100-199,2020s,D2,False,5.65585,7387.0,84
160436,Lost Legacy: Binbo Tantei to Inbo no Shiro,2014.0,116,118.0,1.375,0.0,7.140431034482758,7.607473968178757,0.1108080982232961,6.2857894084650106,1.3216845597137468,1.317492640810407,1.1045006871960865,7.390290095661097,Q3b,100-199,100-199,2010s,D1,False,5.57536,11006.0,85
2667,What Were You Thinking?,1998.0,257,267.0,1.2,0.0,6.888269416342413,7.250689190051127,0.07444472572266543,5.929371412165404,1.3213177778857235,1.3473937565523526,1.1754061154692992,7.104777527634703,Q3b,200-499,200-499,1990s,D5,False,5.64192,7808.0,86
